,Unnamed: 0,Name,Team,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Opponent,Hmcrt_adv
0,0,Sal Frelick,Milwaukee Brewers,3,2,2,0,2,1,5,0.372,0.398,0.771,0.006,0.83,0.0,0.31,0.7,4,2,0,0,0,2,New York Yankees,0.0
1,1,William Contreras,Milwaukee Brewers,5,1,2,2,0,1,5,0.358,0.456,0.813,-0.052,1.16,-0.01,0.43,0.8,5,2,0,0,0,2,New York Yankees,0.0
2,2,Carlos Santana,Milwaukee Brewers,5,1,1,0,0,1,5,0.314,0.413,0.727,-0.031,1.05,-0.01,0.39,-0.5,2,1,0,0,0,1,New York Yankees,0.0
3,3,Mark Canha,Milwaukee Brewers,4,1,2,1,0,1,5,0.362,0.404,0.766,0.038,0.82,0.01,0.31,1.5,4,2,0,0,0,2,New York Yankees,0.0
4,4,Willy Adames,Milwaukee Brewers,5,1,1,1,0,2,5,0.297,0.405,0.702,0.134,0.78,0.03,0.29,-0.2,3,0,0,1,0,3,New York Yankees,0.0
5,5,Rowdy Tellez,Milwaukee Brewers,2,0,0,0,0,2,2,0.287,0.385,0.671,-0.03,0.59,-0.01,0.23,-0.3,0,0,0,0,0,0,New York Yankees,0.0
6,6,Owen Miller,Milwaukee Brewers,1,0,0,0,0,1,1,0.303,0.371,0.674,-0.04,1.54,-0.01,0.58,-0.2,0,0,0,0,0,0,New York Yankees,0.0
7,7,Victor Caratini,Milwaukee Brewers,0,0,0,2,1,0,2,0.33,0.373,0.703,0.018,0.71,0.0,0.27,0.9,2,0,0,0,0,0,New York Yankees,0.0
8,8,Andruw Monasterio,Milwaukee Brewers,3,0,0,1,2,1,5,0.344,0.366,0.71,0.009,0.5,0.0,0.19,0.6,1,0,0,0,0,0,New York Yankees,0.0
9,9,Brice Turang,Milwaukee Brewers,4,1,1,0,1,1,5,0.291,0.311,0.603,-0.025,0.94,-0.01,0.35,-0.1,2,1,0,0,0,1,New York Yankees,0.0
10,10,Tyrone Taylor,Milwaukee Brewers,4,2,2,1,0,1,4,0.247,0.378,0.625,0.215,1.09,0.05,0.41,1.3,5,-4,0,0,6,5,New York Yankees,0.0
11,11,DJ LeMahieu,New York Yankees,5,0,0,0,0,1,5,0.321,0.396,0.717,-0.126,1.19,-0.0,0.03,-1.6,0,0,0,0,0,0,Milwaukee Brewers,1.0
