,Unnamed: 0,Name,Team,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Opponent,Hmcrt_adv
0,0,Steven Kwan,Cleveland Guardians,4,1,2,1,0,0,4,0.343,0.383,0.726,0.021,0.96,0.01,0.57,0.2,4,2,0,0,0,2,Cincinnati Reds,0.0
1,1,José Ramírez,Cleveland Guardians,4,1,2,0,0,0,4,0.358,0.49,0.848,0.067,0.81,0.02,0.48,0.6,3,-27,29,0,0,3,Cincinnati Reds,0.0
2,2,Andrés Giménez,Cleveland Guardians,4,0,0,0,0,1,4,0.315,0.394,0.709,-0.108,0.85,-0.04,0.51,-1.5,0,0,0,0,0,0,Cincinnati Reds,0.0
3,3,Kole Calhoun,Cleveland Guardians,4,0,1,2,0,1,4,0.351,0.324,0.675,0.059,0.74,0.02,0.43,0.4,3,1,0,0,0,1,Cincinnati Reds,0.0
4,4,Oscar Gonzalez,Cleveland Guardians,3,0,1,0,0,0,4,0.279,0.352,0.632,0.031,0.51,0.01,0.3,0.4,1,1,0,0,0,1,Cincinnati Reds,0.0
5,5,Will Brennan,Cleveland Guardians,4,0,0,0,0,1,4,0.285,0.355,0.64,-0.068,0.92,-0.03,0.55,-1.0,0,0,0,0,0,0,Cincinnati Reds,0.0
6,6,Gabriel Arias,Cleveland Guardians,4,0,0,0,0,1,4,0.286,0.326,0.612,-0.083,0.72,-0.03,0.42,-1.3,0,0,0,0,0,0,Cincinnati Reds,0.0
7,7,Bo Naylor,Cleveland Guardians,4,0,0,0,0,1,4,0.28,0.342,0.622,-0.048,0.46,-0.02,0.27,-0.8,0,0,0,0,0,0,Cincinnati Reds,0.0
8,8,Myles Straw,Cleveland Guardians,2,1,1,0,2,0,4,0.303,0.301,0.604,0.089,0.6,0.03,0.35,1.1,2,1,0,0,0,1,Cincinnati Reds,0.0
9,9,Kevin Newman,Cincinnati Reds,3,0,1,0,0,0,3,0.311,0.364,0.675,-0.071,1.32,-0.05,1.49,-0.5,1,1,0,0,0,1,Cleveland Guardians,1.0
10,10,Luke Maile,Cincinnati Reds,1,0,0,0,0,0,1,0.309,0.445,0.755,-0.03,1.13,-0.02,1.28,-0.3,0,0,0,0,0,0,Cleveland Guardians,1.0
11,11,Matt McLain,Cincinnati Reds,3,0,0,0,1,0,4,0.36,0.5,0.86,-0.022,1.13,-0.01,1.28,-0.4,0,0,0,0,0,0,Cleveland Guardians,1.0
12,12,Elly De La Cruz,Cincinnati Reds,4,0,1,0,0,1,4,0.31,0.461,0.771,0.021,1.25,0.01,1.42,-0.1,1,1,0,0,0,1,Cleveland Guardians,1.0
13,13,Spencer Steer,Cincinnati Reds,3,0,1,0,1,0,4,0.353,0.47,0.823,-0.115,1.43,-0.08,1.63,-0.8,1,1,0,0,0,1,Cleveland Guardians,1.0
14,14,Henry Ramos,Cincinnati Reds,4,0,0,0,0,3,4,0.357,0.319,0.677,-0.162,1.58,-0.11,1.79,-1.3,0,0,0,0,0,0,Cleveland Guardians,1.0
15,15,Christian Encarnacion-Strand,Cincinnati Reds,4,0,1,0,0,2,4,0.305,0.375,0.68,-0.055,1.03,-0.04,1.17,-0.5,1,1,0,0,0,1,Cleveland Guardians,1.0
16,16,Stuart Fairchild,Cincinnati Reds,2,0,0,0,0,1,2,0.323,0.382,0.705,-0.066,1.25,-0.04,1.42,-0.6,0,0,0,0,0,0,Cleveland Guardians,1.0
17,17,TJ Friedl,Cincinnati Reds,2,0,0,0,0,1,2,0.34,0.434,0.774,-0.036,0.65,-0.03,0.73,-0.4,0,0,0,0,0,0,Cleveland Guardians,1.0
18,18,Tyler Stephenson,Cincinnati Reds,2,0,1,0,0,1,2,0.326,0.352,0.678,0.01,1.16,0.01,1.31,0.1,1,1,0,0,0,1,Cleveland Guardians,1.0
19,19,Will Benson,Cincinnati Reds,1,0,1,0,0,0,1,0.389,0.524,0.913,0.023,0.41,0.01,0.47,0.2,1,-10,11,0,0,2,Cleveland Guardians,1.0
20,20,TJ Hopkins,Cincinnati Reds,1,0,0,0,1,1,2,0.241,0.185,0.427,-0.004,1.3,-0.0,1.48,-0.1,0,0,0,0,0,0,Cleveland Guardians,1.0
21,21,Joey Votto,Cincinnati Reds,1,0,0,0,0,1,1,0.32,0.507,0.827,-0.033,1.13,-0.02,1.28,-0.3,0,0,0,0,0,0,Cleveland Guardians,1.0
22,22,Jose Altuve,Houston Astros,1,0,1,0,0,0,1,0.424,0.547,0.971,0.035,0.87,0.03,1.37,0.4,1,1,0,0,0,1,Miami Marlins,0.0
23,23,Mauricio Dubón,Houston Astros,4,1,1,0,0,0,4,0.294,0.361,0.655,0.037,1.01,0.03,1.6,0.3,2,1,0,0,0,1,Miami Marlins,0.0
24,24,Alex Bregman,Houston Astros,5,0,0,1,0,1,5,0.349,0.41,0.759,-0.159,1.18,-0.15,1.86,-1.4,1,0,0,0,0,0,Miami Marlins,0.0
25,25,Kyle Tucker,Houston Astros,4,1,2,1,0,0,4,0.377,0.521,0.898,0.333,1.01,0.32,1.6,1.9,4,-21,0,0,23,5,Miami Marlins,0.0
26,26,Yordan Alvarez,Houston Astros,2,1,1,0,2,0,4,0.386,0.567,0.953,0.054,1.0,0.05,1.57,0.6,2,-14,15,0,0,2,Miami Marlins,0.0
27,27,Yainer Diaz,Houston Astros,4,1,1,2,0,1,4,0.292,0.52,0.811,0.021,1.42,0.02,2.25,0.5,4,-15,0,0,16,4,Miami Marlins,0.0
28,28,Jon Singleton,Houston Astros,4,0,0,0,0,1,4,0.237,0.255,0.492,-0.107,1.03,-0.1,1.63,-0.9,0,0,0,0,0,0,Miami Marlins,0.0
29,29,Chas McCormick,Houston Astros,3,1,1,1,0,1,4,0.371,0.526,0.897,0.109,0.79,0.1,1.25,0.5,3,-15,0,0,16,4,Miami Marlins,0.0
30,30,Jeremy Peña,Houston Astros,4,0,0,0,0,2,4,0.309,0.371,0.679,-0.079,0.77,-0.07,1.21,-0.6,0,0,0,0,0,0,Miami Marlins,0.0
31,31,Jake Meyers,Houston Astros,3,1,1,0,1,0,4,0.304,0.386,0.69,0.007,0.8,0.01,1.26,-0.1,2,1,0,0,0,1,Miami Marlins,0.0
32,32,Jorge Soler,Miami Marlins,4,1,1,2,0,1,4,0.332,0.505,0.837,0.053,1.3,0.03,1.4,0.9,4,-29,0,0,30,4,Houston Astros,1.0
