,Unnamed: 0,Name,Team,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Opponent,Hmcrt_adv
0,0,Darin Ruf,Milwaukee Brewers,1,0,0,0,1,1,2,0.333,0.286,0.619,0.018,0.76,0.01,0.95,0.2,0,0,0,0,0,0,Cincinnati Reds,0.0
1,1,Rowdy Tellez,Milwaukee Brewers,4,0,0,0,0,2,4,0.323,0.488,0.811,-0.194,1.87,-0.15,2.37,-1.3,0,0,0,0,0,0,Cincinnati Reds,0.0
2,2,Owen Miller,Milwaukee Brewers,5,0,2,0,0,1,5,0.366,0.496,0.862,0.01,1.66,0.01,2.09,-0.2,2,2,0,0,0,2,Cincinnati Reds,0.0
3,3,William Contreras,Milwaukee Brewers,5,0,0,0,0,1,5,0.331,0.399,0.73,-0.31,2.15,-0.24,2.72,-1.9,0,0,0,0,0,0,Cincinnati Reds,0.0
4,4,Christian Yelich,Milwaukee Brewers,4,2,2,0,1,2,5,0.352,0.399,0.751,0.083,1.98,0.06,2.51,0.9,4,2,0,0,0,0,Cincinnati Reds,0.0
5,5,Brian Anderson,Milwaukee Brewers,5,1,0,0,0,3,5,0.329,0.413,0.741,-0.343,2.49,-0.26,3.15,-1.9,1,0,0,0,0,0,Cincinnati Reds,0.0
6,6,Andruw Monasterio,Milwaukee Brewers,4,1,2,0,1,0,5,0.5,0.5,1.0,0.357,2.02,0.27,2.56,2.0,3,1,1,0,0,3,Cincinnati Reds,0.0
7,7,Joey Wiemer,Milwaukee Brewers,3,1,1,2,2,0,5,0.271,0.366,0.637,0.133,2.57,0.1,3.26,1.7,4,-5,0,0,6,4,Cincinnati Reds,0.0
8,8,Victor Caratini,Milwaukee Brewers,5,0,0,2,0,0,5,0.291,0.286,0.577,-0.091,2.67,-0.07,3.38,-0.8,2,0,0,0,0,0,Cincinnati Reds,0.0
9,9,Mike Brosseau,Milwaukee Brewers,2,0,0,0,0,1,3,0.267,0.414,0.681,-0.053,1.47,-0.04,1.86,-0.6,0,0,0,0,0,0,Cincinnati Reds,0.0
10,10,Brice Turang,Milwaukee Brewers,2,0,0,1,0,0,2,0.25,0.297,0.547,-0.03,3.01,-0.02,3.81,-0.2,1,0,0,0,0,0,Cincinnati Reds,0.0
11,11,Kevin Newman,Cincinnati Reds,4,0,0,0,1,0,5,0.349,0.382,0.731,-0.171,2.19,-0.1,2.04,-1.0,0,0,0,0,0,0,Milwaukee Brewers,1.0
12,12,Matt McLain,Cincinnati Reds,5,0,0,0,0,1,5,0.39,0.486,0.875,-0.238,1.44,-0.13,1.35,-1.5,0,0,0,0,0,0,Milwaukee Brewers,1.0
13,13,Jonathan India,Cincinnati Reds,3,1,1,2,0,0,5,0.368,0.431,0.798,0.326,1.64,0.18,1.54,2.4,4,-5,0,0,6,4,Milwaukee Brewers,1.0
14,14,Jake Fraley,Cincinnati Reds,4,1,1,0,1,2,5,0.335,0.39,0.725,-0.127,1.64,-0.07,1.53,-0.3,2,1,0,0,0,1,Milwaukee Brewers,1.0
15,15,Tyler Stephenson,Cincinnati Reds,4,1,0,0,1,2,5,0.332,0.337,0.669,-0.25,2.12,-0.14,1.98,-1.2,1,0,0,0,0,0,Milwaukee Brewers,1.0
16,16,Nick Senzel,Cincinnati Reds,5,0,0,1,0,2,5,0.335,0.387,0.722,-0.175,2.0,-0.1,1.87,-0.9,1,0,0,0,0,0,Milwaukee Brewers,1.0
