,Unnamed: 0,Name,Team,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Opponent,Hmcrt_adv
0,0,TJ Friedl,Cincinnati Reds,4,2,2,1,0,1,4,0.38,0.48,0.86,0.096,1.23,0.06,1.33,0.7,5,-3,0,0,5,5,Baltimore Orioles,0.0
1,1,Matt McLain,Cincinnati Reds,4,1,2,2,0,1,4,0.378,0.552,0.929,0.295,1.06,0.19,1.14,1.9,5,-16,12,0,6,6,Baltimore Orioles,0.0
2,2,Jonathan India,Cincinnati Reds,4,0,0,0,0,1,4,0.346,0.413,0.759,-0.092,0.78,-0.06,0.84,-0.9,0,0,0,0,0,0,Baltimore Orioles,0.0
3,3,Elly De La Cruz,Cincinnati Reds,4,0,0,0,0,2,4,0.357,0.532,0.89,-0.091,0.86,-0.06,0.93,-1.0,0,0,0,0,0,0,Baltimore Orioles,0.0
4,4,Jake Fraley,Cincinnati Reds,3,0,0,0,0,0,3,0.352,0.477,0.83,-0.069,0.86,-0.04,0.93,-0.6,0,0,0,0,0,0,Baltimore Orioles,0.0
5,5,Nick Senzel,Cincinnati Reds,1,0,0,0,0,1,1,0.316,0.366,0.681,-0.006,0.22,-0.0,0.24,-0.2,0,0,0,0,0,0,Baltimore Orioles,0.0
6,6,Joey Votto,Cincinnati Reds,3,0,0,0,1,2,4,0.407,0.667,1.074,-0.061,0.68,-0.04,0.73,-0.4,0,0,0,0,0,0,Baltimore Orioles,0.0
7,7,Spencer Steer,Cincinnati Reds,3,0,0,0,1,2,4,0.367,0.488,0.855,-0.019,0.72,-0.01,0.78,-0.4,0,0,0,0,0,0,Baltimore Orioles,0.0
8,8,Will Benson,Cincinnati Reds,3,0,1,0,0,1,3,0.37,0.424,0.794,0.017,0.94,0.01,1.01,0.1,1,1,0,0,0,1,Baltimore Orioles,0.0
9,9,Luke Maile,Cincinnati Reds,3,0,0,0,0,1,3,0.292,0.415,0.707,-0.093,1.31,-0.06,1.42,-0.8,0,0,0,0,0,0,Baltimore Orioles,0.0
10,10,Austin Hays,Baltimore Orioles,4,0,0,0,1,1,5,0.354,0.502,0.856,-0.194,1.94,-0.12,2.03,-0.9,0,0,0,0,0,0,Cincinnati Reds,1.0
11,11,Adley Rutschman,Baltimore Orioles,3,0,0,0,1,1,4,0.378,0.411,0.789,-0.063,1.05,-0.04,1.09,-0.4,0,0,0,0,0,0,Cincinnati Reds,1.0
12,12,Anthony Santander,Baltimore Orioles,4,0,0,0,0,1,4,0.331,0.493,0.824,-0.121,1.23,-0.08,1.29,-1.0,0,0,0,0,0,0,Cincinnati Reds,1.0
13,13,Gunnar Henderson,Baltimore Orioles,4,0,1,0,0,3,4,0.343,0.462,0.804,-0.037,0.83,-0.02,0.86,-0.4,1,-10,11,0,0,0,Cincinnati Reds,1.0
14,14,Aaron Hicks,Baltimore Orioles,3,1,0,0,1,2,4,0.331,0.388,0.72,-0.06,1.14,-0.04,1.19,-0.3,1,0,0,0,0,0,Cincinnati Reds,1.0
15,15,Ramón Urías,Baltimore Orioles,2,0,0,0,0,0,2,0.33,0.384,0.714,-0.054,1.15,-0.03,1.2,-0.5,0,0,0,0,0,0,Cincinnati Reds,1.0
16,16,Cedric Mullins,Baltimore Orioles,1,0,0,0,1,1,2,0.357,0.466,0.823,-0.094,2.27,-0.06,2.37,-0.5,0,0,0,0,0,0,Cincinnati Reds,1.0
17,17,Jordan Westburg,Baltimore Orioles,3,0,2,0,1,0,4,0.556,0.429,0.984,0.108,1.08,0.07,1.12,0.9,2,2,0,0,0,2,Cincinnati Reds,1.0
18,18,Ryan McKenna,Baltimore Orioles,1,0,0,1,0,1,2,0.315,0.392,0.707,-0.013,1.48,-0.01,1.54,-0.2,1,0,0,0,0,0,Cincinnati Reds,1.0
19,19,Ryan O'Hearn,Baltimore Orioles,1,0,0,0,0,0,2,0.355,0.559,0.913,-0.007,1.56,-0.0,1.62,0.0,0,0,0,0,0,0,Cincinnati Reds,1.0
20,20,Jorge Mateo,Baltimore Orioles,2,0,0,0,0,0,2,0.267,0.35,0.618,-0.05,0.95,-0.03,0.99,-0.5,0,0,0,0,0,0,Cincinnati Reds,1.0
21,21,Adam Frazier,Baltimore Orioles,0,0,0,0,1,0,2,0.297,0.382,0.679,0.062,2.13,0.04,2.23,0.2,0,0,0,0,0,0,Cincinnati Reds,1.0
22,22,Ha-Seong Kim,San Diego Padres,5,0,3,2,0,1,5,0.348,0.4,0.748,0.19,1.02,0.06,0.52,2.1,5,3,0,0,0,3,Pittsburgh Pirates,0.0
23,23,Fernando Tatis Jr.,San Diego Padres,5,0,0,0,0,1,5,0.348,0.533,0.881,-0.174,0.86,-0.05,0.44,-2.4,0,0,0,0,0,0,Pittsburgh Pirates,0.0
24,24,Juan Soto,San Diego Padres,3,0,0,0,1,1,4,0.423,0.496,0.919,0.015,0.48,0.01,0.25,0.1,0,0,0,0,0,0,Pittsburgh Pirates,0.0
25,25,Manny Machado,San Diego Padres,4,1,1,0,0,1,4,0.297,0.41,0.707,-0.007,0.94,-0.0,0.48,-0.2,2,-11,12,0,0,2,Pittsburgh Pirates,0.0
