,Unnamed: 0,Name,Team,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Opponent,Hmcrt_adv
0,0,Ha-Seong Kim,San Diego Padres,2,0,0,0,2,0,4,0.359,0.425,0.784,0.066,0.81,0.02,0.4,0.7,0,0,0,0,0,0,Detroit Tigers,0.0
1,1,Fernando Tatis Jr.,San Diego Padres,4,0,0,0,0,1,4,0.342,0.51,0.853,-0.155,1.13,-0.05,0.56,-1.5,0,0,0,0,0,0,Detroit Tigers,0.0
2,2,Juan Soto,San Diego Padres,4,0,0,0,0,1,4,0.419,0.5,0.919,-0.122,0.98,-0.04,0.48,-1.1,0,0,0,0,0,0,Detroit Tigers,0.0
3,3,Manny Machado,San Diego Padres,3,0,0,0,1,1,4,0.312,0.465,0.778,-0.049,0.87,-0.01,0.43,-0.4,0,0,0,0,0,0,Detroit Tigers,0.0
4,4,Xander Bogaerts,San Diego Padres,3,1,1,0,1,0,4,0.344,0.403,0.747,0.026,0.82,0.01,0.4,0.3,2,-16,17,0,0,2,Detroit Tigers,0.0
5,5,Jake Cronenworth,San Diego Padres,4,0,1,0,0,0,4,0.305,0.359,0.664,0.037,1.37,0.01,0.67,-0.2,1,-15,16,0,0,2,Detroit Tigers,0.0
6,6,Gary Sánchez,San Diego Padres,4,0,1,1,0,0,4,0.265,0.407,0.672,-0.113,1.72,-0.03,0.85,-0.3,2,1,0,0,0,1,Detroit Tigers,0.0
7,7,Matt Carpenter,San Diego Padres,2,0,0,0,1,1,3,0.298,0.304,0.601,-0.007,0.94,-0.0,0.46,-0.0,0,0,0,0,0,0,Detroit Tigers,0.0
8,8,Trent Grisham,San Diego Padres,3,0,0,0,0,0,3,0.323,0.394,0.717,-0.135,1.17,-0.04,0.58,-1.2,0,0,0,0,0,0,Detroit Tigers,0.0
9,9,Zach McKinstry,Detroit Tigers,4,0,0,0,0,2,4,0.32,0.376,0.696,-0.071,0.53,-0.01,0.14,-1.5,0,0,0,0,0,0,San Diego Padres,1.0
