,Unnamed: 0,Name,Team,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Opponent,Hmcrt_adv
0,0,Yandy Díaz,Tampa Bay Rays,5,0,2,2,0,1,5,0.403,0.511,0.915,0.149,1.26,0.06,0.9,1.7,4,-29,31,0,0,3,Minnesota Twins,0.0
1,1,Randy Arozarena,Tampa Bay Rays,5,1,2,1,0,1,5,0.368,0.426,0.794,0.45,1.09,0.19,0.78,1.0,4,-20,0,0,22,5,Minnesota Twins,0.0
2,2,Harold Ramírez,Tampa Bay Rays,5,0,2,0,0,1,5,0.341,0.443,0.784,-0.004,0.96,-0.0,0.69,-0.1,2,-15,17,0,0,3,Minnesota Twins,0.0
3,3,Isaac Paredes,Tampa Bay Rays,2,1,0,0,2,1,4,0.355,0.501,0.856,-0.093,1.46,-0.04,1.04,-0.1,1,0,0,0,0,0,Minnesota Twins,0.0
4,4,Curtis Mead,Tampa Bay Rays,4,1,2,1,0,0,4,0.375,0.366,0.741,-0.003,1.53,-0.0,1.09,0.4,4,-1,2,1,0,5,Minnesota Twins,0.0
5,5,Josh Lowe,Tampa Bay Rays,3,0,0,0,1,1,4,0.326,0.488,0.814,-0.115,1.12,-0.05,0.8,-0.8,0,0,0,0,0,0,Minnesota Twins,0.0
6,6,Osleivis Basabe,Tampa Bay Rays,4,0,0,1,0,1,4,0.284,0.324,0.607,-0.027,1.25,-0.01,0.88,-0.2,1,0,0,0,0,0,Minnesota Twins,0.0
7,7,Christian Bethancourt,Tampa Bay Rays,4,1,1,0,0,1,4,0.255,0.367,0.622,-0.014,0.97,-0.01,0.69,-0.1,2,1,0,0,0,1,Minnesota Twins,0.0
8,8,Vidal Bruján,Tampa Bay Rays,3,1,0,0,0,0,3,0.241,0.197,0.438,-0.103,1.02,-0.04,0.72,-1.1,1,0,0,0,0,0,Minnesota Twins,0.0
9,9,Jonathan Aranda,Tampa Bay Rays,1,0,0,0,0,1,1,0.358,0.34,0.698,-0.06,2.34,-0.03,1.67,-0.2,0,0,0,0,0,0,Minnesota Twins,0.0
10,10,Edouard Julien,Minnesota Twins,3,1,0,0,1,2,4,0.381,0.453,0.834,-0.002,1.59,-0.0,0.26,-0.1,1,0,0,0,0,0,Tampa Bay Rays,1.0
11,11,Christian Vázquez,Minnesota Twins,1,0,0,0,0,1,1,0.276,0.32,0.596,-0.145,5.08,-0.01,0.83,-0.3,0,0,0,0,0,0,Tampa Bay Rays,1.0
