,Unnamed: 0,Name,Team,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Opponent,Hmcrt_adv
0,0,Garrett Hampson,Miami Marlins,5,0,0,0,0,4,5,0.349,0.407,0.757,-0.17,1.2,-0.15,1.73,-1.4,0,0,0,0,0,0,Philadelphia Phillies,0.0
1,1,Josh Bell,Miami Marlins,3,0,1,0,1,2,4,0.324,0.42,0.744,0.061,0.93,0.05,1.34,0.3,1,1,0,0,0,1,Philadelphia Phillies,0.0
2,2,Jake Burger,Miami Marlins,4,0,0,0,0,0,4,0.301,0.519,0.819,-0.093,1.38,-0.08,1.98,-0.9,0,0,0,0,0,0,Philadelphia Phillies,0.0
3,3,Bryan De La Cruz,Miami Marlins,3,2,1,2,1,2,4,0.307,0.425,0.732,0.302,1.08,0.26,1.56,1.5,5,-18,0,0,19,4,Philadelphia Phillies,0.0
4,4,Dane Myers,Miami Marlins,4,1,1,0,0,2,4,0.288,0.375,0.663,0.032,0.87,0.03,1.25,0.2,2,-2,3,0,0,2,Philadelphia Phillies,0.0
5,5,Yuli Gurriel,Miami Marlins,3,1,1,2,1,0,4,0.305,0.358,0.664,0.148,0.9,0.13,1.3,1.3,4,-15,16,0,0,2,Philadelphia Phillies,0.0
6,6,Jazz Chisholm Jr.,Miami Marlins,4,0,0,0,0,3,4,0.301,0.458,0.758,-0.125,1.16,-0.11,1.67,-1.0,0,0,0,0,0,0,Philadelphia Phillies,0.0
7,7,Jon Berti,Miami Marlins,3,0,0,0,1,1,4,0.313,0.353,0.666,-0.014,1.48,-0.01,2.13,-0.4,0,0,0,0,0,0,Philadelphia Phillies,0.0
8,8,Nick Fortes,Miami Marlins,3,0,1,1,1,0,4,0.261,0.287,0.548,0.158,1.3,0.14,1.88,0.7,2,1,0,0,0,1,Philadelphia Phillies,0.0
9,9,Kyle Schwarber,Philadelphia Phillies,4,2,2,1,1,2,5,0.347,0.483,0.83,-0.028,1.9,-0.01,0.81,0.8,5,-41,0,0,43,5,Miami Marlins,1.0
10,10,Trea Turner,Philadelphia Phillies,4,1,2,2,0,0,5,0.319,0.462,0.782,0.298,1.43,0.08,0.61,1.8,5,-22,0,0,24,5,Miami Marlins,1.0
11,11,Bryce Harper,Philadelphia Phillies,3,0,1,0,2,0,5,0.392,0.475,0.867,0.22,1.75,0.06,0.74,1.0,1,1,0,0,0,1,Miami Marlins,1.0
12,12,Alec Bohm,Philadelphia Phillies,5,0,2,0,0,1,5,0.332,0.434,0.767,-0.476,2.44,-0.12,1.04,-1.7,2,-27,29,0,0,3,Miami Marlins,1.0
13,13,Bryson Stott,Philadelphia Phillies,4,1,0,0,1,2,5,0.337,0.434,0.771,-0.136,1.93,-0.03,0.82,-1.0,1,0,0,0,0,0,Miami Marlins,1.0
14,14,J.T. Realmuto,Philadelphia Phillies,4,0,0,0,0,2,4,0.314,0.461,0.775,-0.115,1.18,-0.03,0.5,-1.2,0,0,0,0,0,0,Miami Marlins,1.0
15,15,Brandon Marsh,Philadelphia Phillies,2,0,0,0,1,2,3,0.381,0.462,0.843,-0.008,0.45,-0.0,0.19,-0.1,0,0,0,0,0,0,Miami Marlins,1.0
16,16,Cristian Pache,Philadelphia Phillies,0,0,0,0,1,0,1,0.365,0.561,0.926,0.079,2.37,0.02,1.01,0.4,0,0,0,0,0,0,Miami Marlins,1.0
17,17,Nick Castellanos,Philadelphia Phillies,4,0,1,1,0,2,4,0.308,0.456,0.764,0.232,1.66,0.06,0.71,0.8,2,-35,36,0,0,2,Miami Marlins,1.0
18,18,Edmundo Sosa,Philadelphia Phillies,4,0,0,0,0,2,4,0.295,0.429,0.724,-0.268,1.55,-0.07,0.66,-1.4,0,0,0,0,0,0,Miami Marlins,1.0
19,19,Tim Anderson,Chicago White Sox,4,0,1,0,0,1,4,0.281,0.292,0.573,-0.029,1.29,0.0,0.0,-0.3,1,1,0,0,0,1,Detroit Tigers,0.0
20,20,Andrew Benintendi,Chicago White Sox,4,1,1,0,0,0,4,0.332,0.368,0.7,-0.034,1.29,0.0,0.0,0.1,2,-1,0,2,0,3,Detroit Tigers,0.0
21,21,Luis Robert Jr.,Chicago White Sox,4,0,1,1,0,2,4,0.323,0.553,0.876,-0.043,1.77,0.0,0.0,-0.2,2,1,0,0,0,0,Detroit Tigers,0.0
22,22,Eloy Jiménez,Chicago White Sox,3,0,1,1,1,2,4,0.32,0.438,0.758,0.095,1.85,0.0,0.0,1.2,2,-18,19,0,0,2,Detroit Tigers,0.0
23,23,Yasmani Grandal,Chicago White Sox,4,0,0,0,0,0,4,0.309,0.345,0.654,-0.328,1.85,0.0,0.0,-2.2,0,0,0,0,0,0,Detroit Tigers,0.0
24,24,Elvis Andrus,Chicago White Sox,3,0,0,0,0,2,3,0.311,0.353,0.664,-0.085,1.09,0.0,0.0,-0.6,0,0,0,0,0,0,Detroit Tigers,0.0
25,25,Gavin Sheets,Chicago White Sox,2,0,0,0,0,0,2,0.272,0.344,0.616,0.007,0.9,0.0,0.0,0.0,0,0,0,0,0,0,Detroit Tigers,0.0
26,26,Andrew Vaughn,Chicago White Sox,1,0,0,0,0,0,1,0.314,0.432,0.746,-0.032,1.26,0.0,0.0,-0.2,0,0,0,0,0,0,Detroit Tigers,0.0
27,27,Oscar Colás,Chicago White Sox,3,0,0,0,0,1,3,0.257,0.314,0.571,-0.104,1.01,0.0,0.0,-0.8,0,0,0,0,0,0,Detroit Tigers,0.0
28,28,Lenyn Sosa,Chicago White Sox,3,1,1,0,0,0,3,0.195,0.341,0.536,0.012,1.29,0.0,0.0,0.3,2,-4,5,0,0,2,Detroit Tigers,0.0
29,29,Zach McKinstry,Detroit Tigers,3,1,1,0,1,1,4,0.307,0.358,0.665,-0.009,0.84,0.0,0.01,-0.1,2,1,0,0,0,1,Chicago White Sox,1.0
30,30,Matt Vierling,Detroit Tigers,4,1,1,0,0,1,4,0.329,0.38,0.709,0.045,0.89,0.0,0.01,0.3,2,1,0,0,0,1,Chicago White Sox,1.0
31,31,Spencer Torkelson,Detroit Tigers,4,1,2,2,0,0,4,0.319,0.449,0.768,0.149,0.8,0.0,0.0,1.6,5,-29,31,0,0,3,Chicago White Sox,1.0
32,32,Kerry Carpenter,Detroit Tigers,4,0,1,0,0,1,4,0.354,0.516,0.87,-0.052,0.78,0.0,0.01,-0.8,1,1,0,0,0,1,Chicago White Sox,1.0
33,33,Andy Ibáñez,Detroit Tigers,3,0,1,0,1,0,4,0.286,0.423,0.709,-0.033,0.97,0.0,0.01,-0.1,1,1,0,0,0,1,Chicago White Sox,1.0
34,34,Andre Lipcius,Detroit Tigers,3,0,2,1,0,0,3,0.3,0.45,0.75,0.092,0.93,0.0,0.01,1.4,3,2,0,0,0,2,Chicago White Sox,1.0
35,35,Zack Short,Detroit Tigers,1,0,0,0,0,0,1,0.295,0.35,0.645,-0.014,0.55,0.0,0.0,-0.2,0,0,0,0,0,0,Chicago White Sox,1.0
36,36,Parker Meadows,Detroit Tigers,4,0,0,0,0,1,4,0.292,0.317,0.609,-0.136,0.88,-0.0,0.01,-2.2,0,0,0,0,0,0,Chicago White Sox,1.0
37,37,Javier Báez,Detroit Tigers,4,0,0,0,0,3,4,0.265,0.316,0.581,-0.069,0.69,0.0,0.01,-0.8,0,0,0,0,0,0,Chicago White Sox,1.0
38,38,Carson Kelly,Detroit Tigers,3,0,1,0,0,1,3,0.281,0.291,0.572,-0.013,0.58,0.0,0.0,-0.2,1,-4,5,0,0,2,Chicago White Sox,1.0
39,39,J.P. Crawford,Seattle Mariners,4,0,1,0,1,3,5,0.381,0.426,0.807,0.005,1.07,0.01,2.42,0.1,1,-28,29,0,0,0,Tampa Bay Rays,0.0
40,40,Julio Rodríguez,Seattle Mariners,5,1,2,0,0,2,5,0.339,0.495,0.833,-0.003,1.03,-0.0,2.32,-0.2,3,2,0,0,0,2,Tampa Bay Rays,0.0
41,41,Cal Raleigh,Seattle Mariners,4,0,1,0,0,0,4,0.314,0.472,0.785,-0.052,1.52,-0.07,3.43,-0.6,1,1,0,0,0,1,Tampa Bay Rays,0.0
42,42,Teoscar Hernández,Seattle Mariners,4,1,1,0,0,1,4,0.314,0.462,0.776,-0.078,1.29,-0.11,2.91,-0.5,2,1,0,0,0,1,Tampa Bay Rays,0.0
43,43,Eugenio Suárez,Seattle Mariners,3,0,0,1,0,3,4,0.324,0.385,0.709,-0.074,1.1,-0.1,2.48,-0.8,1,0,0,0,0,0,Tampa Bay Rays,0.0
44,44,Mike Ford,Seattle Mariners,4,1,1,0,0,1,4,0.319,0.5,0.819,-0.031,0.76,-0.04,1.71,0.0,2,1,0,0,0,1,Tampa Bay Rays,0.0
45,45,Ty France,Seattle Mariners,4,0,0,0,0,1,4,0.338,0.367,0.705,-0.089,0.8,-0.12,1.81,-1.2,0,0,0,0,0,0,Tampa Bay Rays,0.0
46,46,Josh Rojas,Seattle Mariners,3,0,1,1,0,0,3,0.306,0.333,0.64,-0.002,0.85,-0.0,1.93,0.5,2,1,0,0,0,1,Tampa Bay Rays,0.0
47,47,Dylan Moore,Seattle Mariners,1,0,0,0,0,1,1,0.313,0.473,0.786,-0.007,0.25,-0.01,0.56,-0.1,0,0,0,0,0,0,Tampa Bay Rays,0.0
48,48,Sam Haggerty,Seattle Mariners,3,0,2,1,1,1,4,0.338,0.328,0.666,0.094,0.75,0.13,1.7,1.2,3,-1,3,0,0,3,Tampa Bay Rays,0.0
49,49,Yandy Díaz,Tampa Bay Rays,4,1,2,0,0,1,4,0.401,0.502,0.903,0.022,0.47,0.01,0.26,-0.0,3,2,0,0,0,2,Seattle Mariners,1.0
50,50,Brandon Lowe,Tampa Bay Rays,3,1,1,0,1,1,4,0.332,0.444,0.775,0.044,0.65,0.01,0.35,0.3,2,1,0,0,0,1,Seattle Mariners,1.0
51,51,Harold Ramírez,Tampa Bay Rays,4,1,1,2,0,1,4,0.34,0.44,0.781,0.108,0.78,0.03,0.42,0.8,4,-15,16,0,0,2,Seattle Mariners,1.0
52,52,Josh Lowe,Tampa Bay Rays,4,1,3,1,0,0,4,0.324,0.493,0.817,0.112,0.5,0.04,0.28,1.8,5,-24,27,0,0,5,Seattle Mariners,1.0
53,53,Jose Siri,Tampa Bay Rays,4,1,1,0,0,1,4,0.264,0.494,0.758,-0.042,0.55,-0.01,0.3,-0.6,2,1,0,0,0,1,Seattle Mariners,1.0
54,54,Luke Raley,Tampa Bay Rays,2,0,1,2,1,1,4,0.333,0.488,0.822,0.052,0.4,0.02,0.22,1.8,3,-21,22,0,0,2,Seattle Mariners,1.0
55,55,Osleivis Basabe,Tampa Bay Rays,4,1,1,0,0,2,4,0.3,0.344,0.644,-0.024,0.48,-0.01,0.26,-1.1,2,-3,4,0,0,2,Seattle Mariners,1.0
56,56,Jonathan Aranda,Tampa Bay Rays,3,0,0,0,0,2,3,0.362,0.383,0.745,-0.024,0.46,-0.01,0.25,-0.8,0,0,0,0,0,0,Seattle Mariners,1.0
57,57,Taylor Walls,Tampa Bay Rays,1,0,0,0,0,1,1,0.317,0.35,0.667,-0.004,0.13,-0.0,0.07,-0.3,0,0,0,0,0,0,Seattle Mariners,1.0
58,58,Christian Bethancourt,Tampa Bay Rays,4,0,1,1,0,2,4,0.255,0.369,0.624,0.018,0.39,0.01,0.21,-0.1,2,1,0,0,0,1,Seattle Mariners,1.0
59,59,Ji Hwan Bae,Pittsburgh Pirates,4,1,1,0,0,1,4,0.306,0.323,0.629,-0.023,0.82,0.0,0.01,-0.4,2,1,0,0,0,1,Atlanta Braves,0.0
60,60,Bryan Reynolds,Pittsburgh Pirates,4,1,2,1,0,1,4,0.329,0.469,0.798,0.184,1.01,0.0,0.01,1.2,4,-29,31,0,0,3,Atlanta Braves,0.0
61,61,Ke'Bryan Hayes,Pittsburgh Pirates,4,0,1,0,0,1,4,0.308,0.448,0.756,-0.076,0.94,0.0,0.01,-0.7,1,1,0,0,0,1,Atlanta Braves,0.0
62,62,Jack Suwinski,Pittsburgh Pirates,4,0,1,1,0,2,4,0.333,0.452,0.785,0.044,1.1,0.0,0.01,0.2,2,-18,19,0,0,2,Atlanta Braves,0.0
63,63,Liover Peguero,Pittsburgh Pirates,4,0,0,0,0,0,4,0.293,0.424,0.718,-0.093,0.83,0.0,0.01,-1.0,0,0,0,0,0,0,Atlanta Braves,0.0
64,64,Joshua Palacios,Pittsburgh Pirates,4,0,2,0,0,2,4,0.263,0.39,0.653,0.068,0.77,0.0,0.01,0.6,2,0,0,2,0,4,Atlanta Braves,0.0
65,65,Jared Triolo,Pittsburgh Pirates,3,0,0,0,0,1,3,0.338,0.297,0.635,-0.083,0.77,0.0,0.01,-0.8,0,0,0,0,0,0,Atlanta Braves,0.0
66,66,Endy Rodríguez,Pittsburgh Pirates,1,0,0,0,0,0,1,0.277,0.336,0.613,-0.013,0.41,0.0,0.0,-0.2,0,0,0,0,0,0,Atlanta Braves,0.0
67,67,Alfonso Rivas,Pittsburgh Pirates,2,0,0,0,0,2,2,0.293,0.372,0.665,-0.041,0.79,0.0,0.01,-0.4,0,0,0,0,0,0,Atlanta Braves,0.0
68,68,Connor Joe,Pittsburgh Pirates,1,0,0,0,0,0,1,0.333,0.417,0.75,-0.072,1.64,0.0,0.01,-0.6,0,0,0,0,0,0,Atlanta Braves,0.0
69,69,Jason Delay,Pittsburgh Pirates,3,0,0,0,0,1,3,0.319,0.358,0.677,-0.101,1.25,-0.0,0.01,-0.8,0,0,0,0,0,0,Atlanta Braves,0.0
70,70,Ronald Acuna Jr.,Atlanta Braves,3,1,1,2,1,0,4,0.417,0.584,1.002,0.424,1.58,0.01,0.07,1.8,4,1,0,0,0,0,Pittsburgh Pirates,1.0
71,71,Ozzie Albies,Atlanta Braves,4,2,1,0,0,0,4,0.322,0.492,0.814,0.002,1.59,0.0,0.07,0.1,3,1,0,0,0,1,Pittsburgh Pirates,1.0
72,72,Austin Riley,Atlanta Braves,3,0,1,0,1,0,4,0.336,0.506,0.842,0.037,1.2,0.0,0.06,0.3,1,1,0,0,0,1,Pittsburgh Pirates,1.0
73,73,Matt Olson,Atlanta Braves,3,0,2,3,1,0,4,0.384,0.603,0.987,0.168,1.59,0.01,0.07,2.2,5,2,0,0,0,2,Pittsburgh Pirates,1.0
74,74,Marcell Ozuna,Atlanta Braves,4,0,0,0,0,0,4,0.34,0.532,0.871,-0.129,1.33,-0.0,0.06,-1.4,0,0,0,0,0,0,Pittsburgh Pirates,1.0
75,75,Eddie Rosario,Atlanta Braves,4,0,1,0,0,1,4,0.319,0.481,0.801,-0.04,1.11,-0.0,0.05,-0.4,1,1,0,0,0,1,Pittsburgh Pirates,1.0
76,76,Travis d'Arnaud,Atlanta Braves,4,0,0,0,0,0,4,0.294,0.434,0.728,-0.122,1.18,-0.0,0.05,-1.1,0,0,0,0,0,0,Pittsburgh Pirates,1.0
77,77,Orlando Arcia,Atlanta Braves,3,1,0,0,1,0,4,0.33,0.443,0.773,-0.038,0.89,-0.0,0.04,-0.6,1,0,0,0,0,0,Pittsburgh Pirates,1.0
78,78,Michael Harris II,Atlanta Braves,3,1,1,0,0,0,3,0.333,0.46,0.793,-0.009,1.22,0.0,0.05,-0.2,2,1,0,0,0,1,Pittsburgh Pirates,1.0
79,79,Adley Rutschman,Baltimore Orioles,4,0,1,0,0,1,4,0.367,0.424,0.791,-0.041,0.83,-0.01,0.43,-0.8,1,-23,24,0,0,2,Boston Red Sox,0.0
80,80,Gunnar Henderson,Baltimore Orioles,4,0,1,0,0,1,4,0.326,0.484,0.81,-0.058,0.86,-0.02,0.45,-0.4,1,1,0,0,0,1,Boston Red Sox,0.0
81,81,Anthony Santander,Baltimore Orioles,4,0,0,0,0,1,4,0.334,0.491,0.825,-0.079,0.76,-0.03,0.4,-1.0,0,0,0,0,0,0,Boston Red Sox,0.0
82,82,Ryan O'Hearn,Baltimore Orioles,4,1,1,0,0,1,4,0.337,0.505,0.842,-0.033,0.77,-0.01,0.4,-0.6,2,1,0,0,0,1,Boston Red Sox,0.0
83,83,Cedric Mullins,Baltimore Orioles,4,1,1,0,0,1,4,0.324,0.441,0.765,0.064,0.97,0.02,0.5,0.6,2,1,0,0,0,1,Boston Red Sox,0.0
84,84,Austin Hays,Baltimore Orioles,4,0,0,0,0,4,4,0.331,0.458,0.789,-0.095,0.74,-0.03,0.39,-1.2,0,0,0,0,0,0,Boston Red Sox,0.0
85,85,Aaron Hicks,Baltimore Orioles,3,1,1,1,0,0,3,0.344,0.401,0.745,0.05,0.78,0.02,0.4,0.5,3,1,0,0,0,1,Boston Red Sox,0.0
86,86,Adam Frazier,Baltimore Orioles,3,0,2,2,0,1,3,0.303,0.416,0.718,0.103,1.04,0.03,0.54,1.4,4,0,0,2,0,4,Boston Red Sox,0.0
87,87,Ramón Urías,Baltimore Orioles,2,0,0,0,1,1,3,0.335,0.385,0.721,-0.036,0.78,-0.01,0.4,-0.4,0,0,0,0,0,0,Boston Red Sox,0.0
