,Unnamed: 0,Name,Team,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Opponent,Hmcrt_adv
0,0,Fernando Tatis Jr.,San Diego Padres,5,0,0,0,0,2,5,0.34,0.518,0.858,-0.173,1.42,-0.04,0.57,-1.4,0,0,0,0,0,0,Pittsburgh Pirates,0.0
1,1,Juan Soto,San Diego Padres,3,0,1,0,2,1,5,0.424,0.489,0.913,-0.065,1.15,-0.01,0.46,0.3,1,1,0,0,0,1,Pittsburgh Pirates,0.0
2,2,Manny Machado,San Diego Padres,5,0,0,0,0,0,5,0.291,0.399,0.691,-0.145,1.09,-0.03,0.43,-1.3,0,0,0,0,0,0,Pittsburgh Pirates,0.0
3,3,Xander Bogaerts,San Diego Padres,3,0,1,0,1,0,4,0.344,0.391,0.735,-0.019,0.63,-0.0,0.25,-0.1,1,1,0,0,0,1,Pittsburgh Pirates,0.0
4,4,Jake Cronenworth,San Diego Padres,3,1,1,0,1,1,4,0.31,0.346,0.656,-0.042,1.19,-0.01,0.47,-0.1,2,1,0,0,0,1,Pittsburgh Pirates,0.0
5,5,Rougned Odor,San Diego Padres,2,1,1,0,0,0,2,0.308,0.398,0.707,0.052,0.88,0.01,0.35,0.4,2,1,0,0,0,1,Pittsburgh Pirates,0.0
6,6,Brandon Dixon,San Diego Padres,2,0,0,0,0,1,2,0.278,0.385,0.662,-0.079,1.56,-0.02,0.62,-1.0,0,0,0,0,0,0,Pittsburgh Pirates,0.0
7,7,Ha-Seong Kim,San Diego Padres,3,1,2,2,0,0,4,0.344,0.411,0.755,0.12,0.94,0.03,0.37,1.0,5,-18,11,0,9,6,Pittsburgh Pirates,0.0
8,8,Trent Grisham,San Diego Padres,4,1,1,2,0,1,4,0.317,0.371,0.688,0.076,1.06,0.02,0.42,1.2,4,-6,0,0,7,4,Pittsburgh Pirates,0.0
9,9,Austin Nola,San Diego Padres,3,0,0,0,0,0,3,0.254,0.187,0.441,-0.018,0.23,-0.0,0.09,-0.3,0,0,0,0,0,0,Pittsburgh Pirates,0.0
10,10,Gary Sánchez,San Diego Padres,0,0,0,0,1,0,1,0.275,0.451,0.725,0.115,2.9,0.03,1.16,0.4,0,0,0,0,0,0,Pittsburgh Pirates,0.0
11,11,Jack Suwinski,Pittsburgh Pirates,3,1,1,1,1,0,4,0.342,0.481,0.824,0.226,1.18,0.07,0.63,1.0,3,1,0,0,0,1,San Diego Padres,1.0
12,12,Andrew McCutchen,Pittsburgh Pirates,4,1,2,0,0,1,4,0.395,0.435,0.83,0.01,1.15,0.0,0.61,0.3,3,-8,10,0,0,3,San Diego Padres,1.0
13,13,Henry Davis,Pittsburgh Pirates,4,1,3,2,0,0,4,0.415,0.486,0.901,0.249,1.31,0.08,0.7,1.3,6,3,0,0,0,3,San Diego Padres,1.0
14,14,Carlos Santana,Pittsburgh Pirates,4,0,2,0,0,0,4,0.321,0.398,0.72,0.063,1.28,0.02,0.68,0.9,2,-16,18,0,0,3,San Diego Padres,1.0
15,15,Connor Joe,Pittsburgh Pirates,4,0,0,0,0,1,4,0.327,0.419,0.745,-0.144,1.37,-0.05,0.73,-1.4,0,0,0,0,0,0,San Diego Padres,1.0
16,16,Nick Gonzales,Pittsburgh Pirates,3,0,0,1,0,1,4,0.238,0.444,0.683,-0.096,1.06,-0.03,0.57,-0.8,1,0,0,0,0,0,San Diego Padres,1.0
17,17,Ji Hwan Bae,Pittsburgh Pirates,2,0,0,0,0,2,2,0.297,0.308,0.605,-0.054,0.93,-0.02,0.49,-0.6,0,0,0,0,0,0,San Diego Padres,1.0
18,18,Rodolfo Castro,Pittsburgh Pirates,0,1,0,0,1,0,1,0.321,0.369,0.69,0.068,1.56,0.02,0.83,0.4,1,0,0,0,0,0,San Diego Padres,1.0
19,19,Jared Triolo,Pittsburgh Pirates,3,1,2,0,0,0,3,0.571,0.5,1.071,0.122,1.46,0.04,0.78,0.7,3,2,0,0,0,2,San Diego Padres,1.0
20,20,Jason Delay,Pittsburgh Pirates,3,0,0,0,0,1,3,0.327,0.372,0.699,-0.121,1.89,-0.04,1.0,-1.0,0,0,0,0,0,0,San Diego Padres,1.0
21,21,Matt Vierling,Detroit Tigers,4,2,2,1,1,0,5,0.338,0.415,0.752,0.103,1.14,0.03,0.47,1.0,5,2,0,0,0,2,Texas Rangers,0.0
22,22,Spencer Torkelson,Detroit Tigers,3,2,2,4,2,0,5,0.304,0.392,0.696,0.33,1.15,0.08,0.47,4.0,8,-9,0,0,11,8,Texas Rangers,0.0
23,23,Andy Ibáñez,Detroit Tigers,4,0,1,1,1,2,5,0.269,0.403,0.672,0.13,1.11,0.03,0.46,0.8,2,1,0,0,0,1,Texas Rangers,0.0
24,24,Javier Báez,Detroit Tigers,5,0,2,0,0,2,5,0.263,0.33,0.593,0.02,0.97,0.01,0.4,0.2,2,2,0,0,0,2,Texas Rangers,0.0
25,25,Kerry Carpenter,Detroit Tigers,5,0,1,0,0,2,5,0.319,0.492,0.811,-0.118,0.93,-0.03,0.38,-1.6,1,1,0,0,0,1,Texas Rangers,0.0
26,26,Jonathan Schoop,Detroit Tigers,5,0,0,0,0,2,5,0.268,0.248,0.516,-0.232,1.07,-0.06,0.44,-2.5,0,0,0,0,0,0,Texas Rangers,0.0
27,27,Jake Rogers,Detroit Tigers,3,2,1,0,2,1,5,0.299,0.458,0.757,0.095,0.66,0.02,0.27,0.8,3,-6,7,0,0,2,Texas Rangers,0.0
28,28,Zack Short,Detroit Tigers,4,0,0,0,0,2,4,0.292,0.373,0.665,-0.125,1.1,-0.03,0.45,-1.2,0,0,0,0,0,0,Texas Rangers,0.0
29,29,Jake Marisnick,Detroit Tigers,2,1,1,1,0,1,2,0.25,0.304,0.554,0.105,0.65,0.03,0.27,1.0,3,-1,0,2,0,3,Texas Rangers,0.0
30,30,Zach McKinstry,Detroit Tigers,2,1,1,1,0,0,2,0.333,0.372,0.705,0.083,1.11,0.02,0.46,0.8,3,1,0,0,0,1,Texas Rangers,0.0
31,31,Marcus Semien,Texas Rangers,4,1,2,0,1,1,5,0.345,0.461,0.806,0.055,1.02,0.04,1.17,0.8,3,2,0,0,0,2,Detroit Tigers,1.0
32,32,Travis Jankowski,Texas Rangers,4,0,2,1,1,0,5,0.414,0.398,0.812,0.075,1.47,0.05,1.69,1.1,3,-6,8,0,0,3,Detroit Tigers,1.0
33,33,Nathaniel Lowe,Texas Rangers,3,0,0,1,1,1,5,0.372,0.427,0.798,-0.222,1.91,-0.15,2.19,-1.1,1,0,0,0,0,0,Detroit Tigers,1.0
34,34,Adolis García,Texas Rangers,5,0,1,0,0,1,5,0.333,0.51,0.843,-0.138,1.29,-0.1,1.48,-1.4,1,1,0,0,0,1,Detroit Tigers,1.0
35,35,Josh Jung,Texas Rangers,4,0,1,1,0,1,4,0.325,0.485,0.811,0.023,1.08,0.02,1.24,0.3,2,1,0,0,0,1,Detroit Tigers,1.0
36,36,Leody Taveras,Texas Rangers,4,1,1,1,0,0,4,0.346,0.479,0.825,0.112,0.96,0.08,1.1,0.2,3,-8,0,0,9,4,Detroit Tigers,1.0
