,Unnamed: 0,Name,Team,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Opponent,Hmcrt_adv
0,0,Brendan Donovan,St. Louis Cardinals,4,1,1,3,0,1,5,0.357,0.391,0.748,0.12,1.21,0.01,0.21,0.8,5,-6,0,0,7,4,Washington Nationals,0.0
1,1,Paul Goldschmidt,St. Louis Cardinals,5,1,2,2,0,0,5,0.381,0.502,0.883,0.108,1.0,0.01,0.17,0.7,5,-11,0,0,13,5,Washington Nationals,0.0
2,2,Lars Nootbaar,St. Louis Cardinals,4,1,0,0,1,2,5,0.376,0.38,0.755,-0.068,0.74,-0.01,0.13,-0.9,1,0,0,0,0,0,Washington Nationals,0.0
3,3,Nolan Arenado,St. Louis Cardinals,4,0,1,1,1,1,5,0.323,0.489,0.812,0.12,0.9,0.01,0.15,0.9,2,1,0,0,0,1,Washington Nationals,0.0
4,4,Willson Contreras,St. Louis Cardinals,5,0,1,1,0,1,5,0.293,0.355,0.648,-0.022,0.78,-0.0,0.13,-0.2,2,1,0,0,0,1,Washington Nationals,0.0
5,5,Jordan Walker,St. Louis Cardinals,4,0,2,0,0,2,4,0.366,0.488,0.855,-0.023,0.6,-0.0,0.1,-0.5,2,2,0,0,0,2,Washington Nationals,0.0
6,6,Nolan Gorman,St. Louis Cardinals,4,0,0,0,0,1,4,0.318,0.472,0.79,-0.072,0.66,-0.01,0.12,-0.9,0,0,0,0,0,0,Washington Nationals,0.0
7,7,Paul DeJong,St. Louis Cardinals,4,2,2,0,0,1,4,0.302,0.452,0.754,0.059,0.58,0.01,0.1,0.7,4,-4,6,0,0,3,Washington Nationals,0.0
8,8,Tommy Edman,St. Louis Cardinals,2,3,2,1,2,0,4,0.31,0.415,0.725,0.207,0.89,0.02,0.15,2.8,6,-1,0,3,0,4,Washington Nationals,0.0
9,9,Lane Thomas,Washington Nationals,4,2,2,0,0,2,5,0.341,0.493,0.834,0.103,1.19,0.0,0.09,1.6,4,-17,19,0,0,4,St. Louis Cardinals,1.0
10,10,Luis García,Washington Nationals,3,0,1,4,0,0,4,0.312,0.392,0.704,-0.035,1.3,-0.0,0.09,0.3,5,1,0,0,0,1,St. Louis Cardinals,1.0
11,11,Jeimer Candelario,Washington Nationals,4,1,2,0,0,0,4,0.338,0.453,0.791,-0.018,0.82,-0.0,0.06,-0.1,3,2,0,0,0,2,St. Louis Cardinals,1.0
12,12,Joey Meneses,Washington Nationals,4,1,1,0,0,2,4,0.339,0.391,0.73,-0.02,1.11,-0.0,0.08,0.2,2,-16,17,0,0,2,St. Louis Cardinals,1.0
13,13,Keibert Ruiz,Washington Nationals,4,0,0,0,0,1,4,0.298,0.385,0.682,-0.143,1.08,-0.01,0.07,-1.4,0,0,0,0,0,0,St. Louis Cardinals,1.0
14,14,Corey Dickerson,Washington Nationals,4,0,1,2,0,0,4,0.316,0.414,0.73,0.087,0.93,0.0,0.07,1.2,3,1,0,0,0,1,St. Louis Cardinals,1.0
15,15,Dominic Smith,Washington Nationals,4,0,1,0,0,0,4,0.337,0.32,0.657,-0.09,0.86,-0.0,0.06,-0.8,1,1,0,0,0,1,St. Louis Cardinals,1.0
16,16,Victor Robles,Washington Nationals,4,0,1,0,0,1,4,0.381,0.359,0.741,-0.05,0.77,-0.0,0.06,-0.2,1,-4,5,0,0,2,St. Louis Cardinals,1.0
17,17,CJ Abrams,Washington Nationals,3,2,2,0,1,0,4,0.267,0.369,0.636,0.096,1.08,0.0,0.07,0.6,4,2,0,0,0,2,St. Louis Cardinals,1.0
18,18,Nick Pratto,Kansas City Royals,4,1,1,0,0,2,4,0.372,0.426,0.798,-0.176,1.15,-0.0,0.01,-1.5,2,-10,11,0,0,2,Detroit Tigers,0.0
19,19,Bobby Witt Jr.,Kansas City Royals,3,1,2,1,1,0,4,0.289,0.434,0.723,0.215,0.74,0.0,0.0,2.1,4,-10,0,0,12,0,Detroit Tigers,0.0
20,20,Salvador Perez,Kansas City Royals,4,0,1,0,0,1,4,0.303,0.488,0.791,0.048,0.94,0.0,0.0,-0.0,1,1,0,0,0,1,Detroit Tigers,0.0
21,21,MJ Melendez,Kansas City Royals,3,1,0,0,1,3,4,0.298,0.355,0.654,-0.111,1.36,0.0,0.01,-0.9,1,0,0,0,0,0,Detroit Tigers,0.0
22,22,Edward Olivares,Kansas City Royals,4,0,0,0,0,1,4,0.312,0.429,0.741,-0.133,1.25,0.0,0.01,-1.2,0,0,0,0,0,0,Detroit Tigers,0.0
23,23,Maikel Garcia,Kansas City Royals,4,1,1,2,0,1,4,0.325,0.391,0.716,0.137,0.76,0.0,0.0,1.4,4,-1,0,0,2,4,Detroit Tigers,0.0
24,24,Nicky Lopez,Kansas City Royals,4,0,1,0,0,1,4,0.342,0.313,0.655,-0.002,0.65,0.0,0.0,-0.1,1,1,0,0,0,1,Detroit Tigers,0.0
25,25,Samad Taylor,Kansas City Royals,4,0,0,0,0,2,4,0.333,0.2,0.533,-0.07,0.71,0.0,0.0,-0.9,0,0,0,0,0,0,Detroit Tigers,0.0
26,26,Drew Waters,Kansas City Royals,3,0,1,0,0,1,3,0.258,0.25,0.508,0.056,0.63,0.0,0.0,0.4,1,1,0,0,0,1,Detroit Tigers,0.0
27,27,Zach McKinstry,Detroit Tigers,3,1,1,1,1,0,4,0.339,0.376,0.716,0.104,1.19,0.03,0.55,1.1,3,-7,8,0,0,2,Kansas City Royals,1.0
28,28,Spencer Torkelson,Detroit Tigers,4,0,0,0,0,2,4,0.313,0.386,0.7,-0.155,1.57,-0.04,0.72,-1.1,0,0,0,0,0,0,Kansas City Royals,1.0
29,29,Kerry Carpenter,Detroit Tigers,3,1,1,3,1,0,4,0.328,0.514,0.842,0.475,1.52,0.13,0.7,2.3,5,-5,0,0,6,4,Kansas City Royals,1.0
30,30,Andy Ibáñez,Detroit Tigers,4,0,1,0,0,0,4,0.271,0.413,0.683,-0.019,0.6,-0.01,0.28,-0.2,1,1,0,0,0,1,Kansas City Royals,1.0
