,Unnamed: 0,Name,Team,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Opponent,Hmcrt_adv
0,0,Luis Rengifo,Los Angeles Angels,5,1,1,0,0,1,5,0.318,0.391,0.708,-0.031,0.3,-0.02,0.3,-0.4,2,1,0,0,0,1,Atlanta Braves,0.0
1,1,Shohei Ohtani,Los Angeles Angels,3,1,2,0,1,1,4,0.408,0.676,1.084,0.018,0.48,0.01,0.48,1.9,3,2,0,0,0,2,Atlanta Braves,0.0
2,2,C.J. Cron,Los Angeles Angels,3,1,1,0,1,0,4,0.308,0.466,0.774,-0.017,0.57,-0.01,0.57,-0.3,2,1,0,0,0,0,Atlanta Braves,0.0
3,3,Randal Grichuk,Los Angeles Angels,3,0,1,0,1,2,4,0.367,0.502,0.869,0.057,0.71,0.03,0.71,-0.6,1,1,0,0,0,1,Atlanta Braves,0.0
4,4,Hunter Renfroe,Los Angeles Angels,4,1,1,2,0,1,4,0.31,0.451,0.761,0.073,1.01,0.04,1.0,0.4,4,1,0,0,0,1,Atlanta Braves,0.0
5,5,Eduardo Escobar,Los Angeles Angels,4,1,1,2,0,0,4,0.282,0.376,0.659,-0.135,0.9,-0.08,0.9,0.9,4,-3,0,4,0,3,Atlanta Braves,0.0
6,6,Zach Neto,Los Angeles Angels,4,0,1,1,0,1,4,0.319,0.416,0.735,-0.04,0.36,-0.02,0.36,0.1,2,-13,14,0,0,2,Atlanta Braves,0.0
7,7,Chad Wallach,Los Angeles Angels,4,0,0,0,0,1,4,0.28,0.408,0.689,-0.034,0.32,-0.02,0.32,-1.1,0,0,0,0,0,0,Atlanta Braves,0.0
8,8,Jordyn Adams,Los Angeles Angels,4,0,0,0,0,2,4,0.0,0.0,0.0,-0.022,0.22,-0.01,0.22,-0.8,0,0,0,0,0,0,Atlanta Braves,0.0
9,9,Ronald Acuna Jr.,Atlanta Braves,4,4,3,3,1,0,5,0.42,0.582,1.002,0.195,0.65,0.03,0.19,3.5,10,-49,27,0,25,0,Los Angeles Angels,1.0
10,10,Ozzie Albies,Atlanta Braves,4,0,2,2,0,0,5,0.318,0.501,0.819,0.033,0.32,0.01,0.09,1.5,4,-21,19,4,0,5,Los Angeles Angels,1.0
11,11,Austin Riley,Atlanta Braves,4,1,1,2,1,2,5,0.336,0.505,0.841,-0.015,0.35,-0.0,0.1,0.6,4,-24,0,0,25,4,Los Angeles Angels,1.0
12,12,Matt Olson,Atlanta Braves,2,1,1,1,3,0,5,0.37,0.598,0.967,0.053,0.39,0.01,0.11,1.1,3,-36,0,0,37,4,Los Angeles Angels,1.0
13,13,Travis d'Arnaud,Atlanta Braves,5,0,1,2,0,0,5,0.32,0.474,0.794,-0.087,0.55,-0.01,0.16,-0.3,3,1,0,0,0,1,Los Angeles Angels,1.0
14,14,Marcell Ozuna,Atlanta Braves,5,0,0,0,0,0,5,0.305,0.466,0.771,-0.031,0.23,-0.01,0.07,-1.5,0,0,0,0,0,0,Los Angeles Angels,1.0
15,15,Eddie Rosario,Atlanta Braves,3,1,0,0,1,1,4,0.294,0.461,0.755,0.025,0.56,0.0,0.16,0.1,1,0,0,0,0,0,Los Angeles Angels,1.0
16,16,Orlando Arcia,Atlanta Braves,3,2,1,0,0,1,4,0.35,0.449,0.798,0.05,0.4,0.01,0.12,0.4,3,1,0,0,0,1,Los Angeles Angels,1.0
17,17,Michael Harris II,Atlanta Braves,4,3,3,2,0,0,4,0.33,0.469,0.799,0.144,0.61,0.03,0.17,2.3,8,-13,16,0,0,4,Los Angeles Angels,1.0
18,18,Zach McKinstry,Detroit Tigers,5,0,0,0,0,1,5,0.308,0.36,0.668,-0.077,0.59,-0.01,0.13,-0.8,0,0,0,0,0,0,Pittsburgh Pirates,0.0
19,19,Riley Greene,Detroit Tigers,4,1,1,1,1,0,5,0.371,0.475,0.846,0.062,0.44,0.01,0.1,0.8,3,-8,0,0,9,4,Pittsburgh Pirates,0.0
20,20,Spencer Torkelson,Detroit Tigers,5,0,0,0,0,2,5,0.305,0.399,0.703,-0.048,0.37,-0.01,0.08,-1.5,0,0,0,0,0,0,Pittsburgh Pirates,0.0
