,Unnamed: 0,Name,Team,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Opponent,Hmcrt_adv
0,0,Rougned Odor,San Diego Padres,5,0,0,0,0,1,5,0.291,0.39,0.68,-0.226,1.73,-0.1,1.31,-1.3,0,0,0,0,0,0,New York Yankees,0.0
1,1,Fernando Tatis Jr.,San Diego Padres,5,1,1,1,0,2,5,0.297,0.486,0.783,-0.067,1.6,-0.03,1.22,0.2,3,-8,0,0,9,0,New York Yankees,0.0
2,2,Juan Soto,San Diego Padres,2,0,0,0,2,1,4,0.424,0.508,0.932,0.028,0.71,0.01,0.54,0.2,0,0,0,0,0,0,New York Yankees,0.0
3,3,Jake Cronenworth,San Diego Padres,4,0,1,0,0,0,4,0.336,0.376,0.713,-0.059,1.44,-0.03,1.09,-0.6,1,1,0,0,0,1,New York Yankees,0.0
4,4,Brandon Dixon,San Diego Padres,4,0,0,0,0,1,4,0.324,0.367,0.69,-0.166,1.59,-0.08,1.21,-1.0,0,0,0,0,0,0,New York Yankees,0.0
5,5,Nelson Cruz,San Diego Padres,2,0,0,0,1,0,3,0.278,0.392,0.67,-0.02,0.8,-0.01,0.61,-0.2,0,0,0,0,0,0,New York Yankees,0.0
6,6,Xander Bogaerts,San Diego Padres,1,0,0,0,0,0,1,0.352,0.405,0.757,-0.06,2.34,-0.03,1.78,-0.2,0,0,0,0,0,0,New York Yankees,0.0
7,7,Trent Grisham,San Diego Padres,3,0,0,0,1,0,4,0.305,0.352,0.657,-0.061,1.65,-0.03,1.26,-0.4,0,0,0,0,0,0,New York Yankees,0.0
8,8,Ha-Seong Kim,San Diego Padres,3,0,1,1,1,1,4,0.32,0.381,0.701,0.175,1.39,0.08,1.05,1.0,2,1,0,0,0,1,New York Yankees,0.0
9,9,Brett Sullivan,San Diego Padres,3,0,0,0,0,2,3,0.191,0.304,0.496,-0.109,1.26,-0.05,0.95,-1.0,0,0,0,0,0,0,New York Yankees,0.0
10,10,Austin Nola,San Diego Padres,1,0,0,0,0,0,1,0.257,0.186,0.442,-0.106,3.94,-0.05,2.99,-0.5,0,0,0,0,0,0,New York Yankees,0.0
11,11,Gleyber Torres,New York Yankees,4,0,1,0,0,0,4,0.345,0.454,0.799,0.011,1.19,0.01,1.09,-0.2,1,1,0,0,0,1,San Diego Padres,1.0
12,12,Aaron Judge,New York Yankees,4,1,1,0,0,1,4,0.396,0.617,1.013,-0.182,1.22,-0.1,1.12,-0.8,2,1,0,0,0,1,San Diego Padres,1.0
13,13,Anthony Rizzo,New York Yankees,4,0,1,0,0,1,4,0.376,0.507,0.884,-0.052,1.39,-0.03,1.28,0.1,1,1,0,0,0,1,San Diego Padres,1.0
14,14,DJ LeMahieu,New York Yankees,3,1,2,2,1,0,4,0.326,0.427,0.753,0.241,1.62,0.13,1.5,1.4,5,-13,9,0,6,6,San Diego Padres,1.0
15,15,Harrison Bader,New York Yankees,4,0,1,0,0,1,4,0.281,0.476,0.757,-0.048,2.04,-0.03,1.88,-0.7,1,1,0,0,0,1,San Diego Padres,1.0
16,16,Isiah Kiner-Falefa,New York Yankees,4,0,1,1,0,0,4,0.26,0.351,0.61,0.082,1.71,0.05,1.58,0.2,2,1,0,0,0,1,San Diego Padres,1.0
17,17,Oswaldo Cabrera,New York Yankees,3,0,1,0,0,0,3,0.253,0.302,0.555,0.027,1.09,0.01,1.0,0.1,1,1,0,0,0,1,San Diego Padres,1.0
18,18,Kyle Higashioka,New York Yankees,3,0,0,0,0,2,3,0.235,0.333,0.568,-0.089,1.2,-0.05,1.11,-0.6,0,0,0,0,0,0,San Diego Padres,1.0
19,19,Anthony Volpe,New York Yankees,3,0,0,0,0,0,3,0.28,0.356,0.636,-0.164,1.5,-0.09,1.39,-1.0,0,0,0,0,0,0,San Diego Padres,1.0
20,20,Tim Anderson,Chicago White Sox,4,0,0,0,0,0,4,0.296,0.292,0.588,-0.105,0.99,-0.03,0.54,-0.9,0,0,0,0,0,0,Detroit Tigers,0.0
21,21,Andrew Benintendi,Chicago White Sox,3,1,0,0,1,2,4,0.332,0.354,0.686,0.011,0.81,0.0,0.44,-0.1,1,0,0,0,0,0,Detroit Tigers,0.0
22,22,Yoán Moncada,Chicago White Sox,4,1,1,0,0,3,4,0.327,0.446,0.772,0.062,0.89,0.02,0.49,0.2,2,1,0,0,0,1,Detroit Tigers,0.0
23,23,Andrew Vaughn,Chicago White Sox,4,0,1,0,0,0,4,0.315,0.409,0.724,-0.131,1.4,-0.04,0.77,-0.8,1,1,0,0,0,1,Detroit Tigers,0.0
24,24,Yasmani Grandal,Chicago White Sox,4,0,0,0,0,1,4,0.333,0.414,0.747,-0.125,1.26,-0.04,0.69,-1.4,0,0,0,0,0,0,Detroit Tigers,0.0
25,25,Jake Burger,Chicago White Sox,3,1,0,0,0,0,3,0.302,0.591,0.893,0.03,1.13,0.01,0.62,0.1,1,0,0,0,0,0,Detroit Tigers,0.0
26,26,Gavin Sheets,Chicago White Sox,3,0,1,3,0,0,3,0.32,0.455,0.775,0.384,2.27,0.13,1.24,2.1,4,-1,2,0,0,2,Detroit Tigers,0.0
27,27,Clint Frazier,Chicago White Sox,3,0,0,0,0,1,3,0.381,0.389,0.77,-0.079,0.98,-0.03,0.54,-0.7,0,0,0,0,0,0,Detroit Tigers,0.0
28,28,Romy Gonzalez,Chicago White Sox,3,0,1,0,0,0,3,0.207,0.304,0.51,-0.031,0.8,-0.01,0.43,-0.2,1,1,0,0,0,1,Detroit Tigers,0.0
29,29,Zach McKinstry,Detroit Tigers,4,1,3,2,0,0,5,0.41,0.444,0.854,0.266,1.13,0.14,0.96,1.4,6,-7,6,0,4,7,Chicago White Sox,1.0
30,30,Riley Greene,Detroit Tigers,5,1,1,0,0,3,5,0.355,0.436,0.791,-0.015,0.93,-0.01,0.79,-1.1,2,-8,9,0,0,2,Chicago White Sox,1.0
31,31,Spencer Torkelson,Detroit Tigers,4,1,1,1,1,0,5,0.311,0.368,0.679,0.165,0.98,0.08,0.84,0.4,3,-11,12,0,0,2,Chicago White Sox,1.0
32,32,Eric Haase,Detroit Tigers,4,0,1,1,0,0,4,0.307,0.333,0.64,-0.013,0.91,-0.01,0.78,-0.2,2,1,0,0,0,1,Chicago White Sox,1.0
33,33,Nick Maton,Detroit Tigers,3,0,0,0,0,0,3,0.277,0.318,0.596,-0.046,0.59,-0.02,0.5,-0.6,0,0,0,0,0,0,Chicago White Sox,1.0
34,34,Miguel Cabrera,Detroit Tigers,1,0,0,0,0,0,1,0.253,0.202,0.455,-0.014,0.58,-0.01,0.49,-0.3,0,0,0,0,0,0,Chicago White Sox,1.0
35,35,Akil Baddoo,Detroit Tigers,2,1,1,0,1,0,3,0.367,0.382,0.749,0.041,0.56,0.02,0.47,0.4,2,-6,7,0,0,2,Chicago White Sox,1.0
36,36,Matt Vierling,Detroit Tigers,1,0,0,0,0,0,1,0.298,0.358,0.657,-0.02,0.73,-0.01,0.62,-0.4,0,0,0,0,0,0,Chicago White Sox,1.0
37,37,Jonathan Schoop,Detroit Tigers,4,2,2,0,0,0,4,0.301,0.303,0.604,0.017,0.67,0.01,0.57,0.5,4,-3,5,0,0,3,Chicago White Sox,1.0
38,38,Andy Ibáñez,Detroit Tigers,4,0,1,1,0,0,4,0.205,0.275,0.48,0.092,0.84,0.05,0.71,0.6,2,1,0,0,0,1,Chicago White Sox,1.0
39,39,Zack Short,Detroit Tigers,2,1,1,2,2,0,4,0.429,0.655,1.084,0.041,1.06,0.02,0.9,2.0,4,-2,0,0,3,4,Chicago White Sox,1.0
40,40,George Springer,Toronto Blue Jays,5,1,1,0,0,1,5,0.321,0.388,0.709,-0.084,1.28,-0.04,0.98,-0.5,2,1,0,0,0,1,Minnesota Twins,0.0
41,41,Bo Bichette,Toronto Blue Jays,5,1,3,4,0,1,5,0.378,0.542,0.919,0.33,1.23,0.15,0.95,3.3,8,-9,0,1,11,8,Minnesota Twins,0.0
42,42,Vladimir Guerrero Jr.,Toronto Blue Jays,5,0,1,0,0,1,5,0.356,0.472,0.828,-0.166,1.38,-0.08,1.06,-1.0,1,1,0,0,0,0,Minnesota Twins,0.0
43,43,Brandon Belt,Toronto Blue Jays,4,0,1,0,1,2,5,0.371,0.395,0.766,-0.114,1.26,-0.05,0.97,-1.0,1,1,0,0,0,1,Minnesota Twins,0.0
44,44,Matt Chapman,Toronto Blue Jays,4,0,0,0,0,2,4,0.359,0.485,0.844,-0.106,0.97,-0.05,0.74,-1.2,0,0,0,0,0,0,Minnesota Twins,0.0
45,45,Whit Merrifield,Toronto Blue Jays,3,1,1,0,1,1,4,0.342,0.387,0.729,-0.025,0.58,-0.01,0.44,0.1,2,1,0,0,0,1,Minnesota Twins,0.0
46,46,Daulton Varsho,Toronto Blue Jays,4,1,1,2,0,0,4,0.278,0.374,0.652,-0.032,0.57,-0.01,0.44,1.1,4,-7,0,0,8,4,Minnesota Twins,0.0
47,47,Cavan Biggio,Toronto Blue Jays,3,2,1,1,0,1,4,0.231,0.347,0.578,0.118,0.77,0.05,0.59,0.9,4,-3,0,0,4,4,Minnesota Twins,0.0
48,48,Tyler Heineman,Toronto Blue Jays,1,1,0,0,1,1,2,0.25,0.1,0.35,0.011,0.55,0.01,0.42,0.2,1,0,0,0,0,0,Minnesota Twins,0.0
49,49,Alejandro Kirk,Toronto Blue Jays,2,0,1,0,0,0,2,0.352,0.325,0.677,0.062,1.08,0.03,0.83,0.4,1,1,0,0,0,1,Minnesota Twins,0.0
50,50,Joey Gallo,Minnesota Twins,4,1,0,0,1,4,5,0.333,0.542,0.876,-0.019,0.64,-0.01,0.59,-0.6,1,0,0,0,0,0,Toronto Blue Jays,1.0
51,51,Edouard Julien,Minnesota Twins,5,2,3,2,0,1,5,0.321,0.543,0.864,0.173,0.63,0.1,0.58,2.9,7,-3,2,0,4,8,Toronto Blue Jays,1.0
52,52,Byron Buxton,Minnesota Twins,5,0,1,0,0,1,5,0.332,0.466,0.797,-0.091,0.57,-0.05,0.53,-0.9,1,1,0,0,0,1,Toronto Blue Jays,1.0
53,53,Alex Kirilloff,Minnesota Twins,5,1,2,1,0,2,5,0.377,0.483,0.86,0.07,0.76,0.04,0.71,0.2,4,2,0,0,0,2,Toronto Blue Jays,1.0
54,54,Willi Castro,Minnesota Twins,4,3,2,3,0,1,5,0.324,0.452,0.775,0.221,1.07,0.12,0.99,2.3,8,-2,0,0,4,8,Toronto Blue Jays,1.0
55,55,Matt Wallner,Minnesota Twins,4,1,4,3,0,0,4,0.429,0.529,0.958,0.263,0.92,0.15,0.84,3.3,8,3,0,0,1,7,Toronto Blue Jays,1.0
56,56,Ryan Jeffers,Minnesota Twins,4,0,0,0,0,1,4,0.37,0.394,0.764,-0.07,0.7,-0.04,0.65,-1.3,0,0,0,0,0,0,Toronto Blue Jays,1.0
57,57,Kyle Farmer,Minnesota Twins,3,1,2,0,1,0,4,0.337,0.396,0.732,0.046,0.62,0.03,0.57,0.8,3,2,0,0,0,2,Toronto Blue Jays,1.0
58,58,Michael A. Taylor,Minnesota Twins,4,0,0,0,0,1,4,0.257,0.379,0.636,-0.099,0.99,-0.06,0.91,-1.7,0,0,0,0,0,0,Toronto Blue Jays,1.0
59,59,Marcus Semien,Texas Rangers,5,0,2,2,0,0,5,0.37,0.488,0.858,0.019,0.62,0.01,0.82,1.2,4,2,0,0,0,2,Baltimore Orioles,0.0
60,60,Corey Seager,Texas Rangers,5,0,1,0,0,1,5,0.404,0.587,0.991,-0.021,0.44,-0.02,0.57,-1.1,1,1,0,0,0,1,Baltimore Orioles,0.0
61,61,Nathaniel Lowe,Texas Rangers,5,0,0,0,0,0,5,0.362,0.443,0.805,-0.058,0.47,-0.05,0.61,-1.3,0,0,0,0,0,0,Baltimore Orioles,0.0
62,62,Adolis García,Texas Rangers,3,1,1,0,1,2,4,0.316,0.513,0.83,0.009,0.66,0.01,0.86,0.3,2,1,0,0,0,1,Baltimore Orioles,0.0
63,63,Josh Jung,Texas Rangers,4,1,1,0,0,1,4,0.325,0.51,0.836,0.006,0.83,0.01,1.08,-0.2,2,-8,9,0,0,2,Baltimore Orioles,0.0
64,64,Jonah Heim,Texas Rangers,4,1,2,1,0,0,4,0.335,0.449,0.785,0.098,0.78,0.08,1.01,0.8,4,2,0,0,0,2,Baltimore Orioles,0.0
65,65,Josh H. Smith,Texas Rangers,4,0,0,0,0,0,4,0.364,0.356,0.721,-0.046,1.03,-0.04,1.35,-0.1,0,0,0,0,0,0,Baltimore Orioles,0.0
66,66,Robbie Grossman,Texas Rangers,3,1,1,1,1,0,4,0.302,0.389,0.691,0.093,0.82,0.07,1.07,0.7,3,1,0,0,0,1,Baltimore Orioles,0.0
67,67,Leody Taveras,Texas Rangers,4,1,2,0,0,1,4,0.378,0.444,0.822,0.0,0.75,0.0,0.98,0.5,3,-7,9,0,0,3,Baltimore Orioles,0.0
68,68,Cedric Mullins,Baltimore Orioles,3,0,0,0,1,0,4,0.35,0.487,0.837,-0.031,0.94,-0.02,1.11,-0.4,0,0,0,0,0,0,Texas Rangers,1.0
69,69,Adley Rutschman,Baltimore Orioles,4,0,0,0,0,0,4,0.395,0.432,0.826,-0.142,0.96,-0.1,1.13,-1.3,0,0,0,0,0,0,Texas Rangers,1.0
70,70,Austin Hays,Baltimore Orioles,3,2,1,1,1,1,4,0.355,0.506,0.861,0.019,0.58,0.01,0.69,0.8,4,-5,0,0,6,4,Texas Rangers,1.0
71,71,Ryan Mountcastle,Baltimore Orioles,3,1,1,1,0,0,4,0.276,0.462,0.739,0.006,0.75,0.0,0.89,1.1,3,-11,12,0,0,2,Texas Rangers,1.0
