,Unnamed: 0,Name,Team,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Opponent,Hmcrt_adv
0,0,Josh Rojas,Arizona Diamondbacks,3,1,3,2,1,0,5,0.333,0.4,0.733,0.275,1.45,0.17,1.46,3.0,6,2,1,0,0,4,San Diego Padres,0.0
1,1,Ketel Marte,Arizona Diamondbacks,5,0,1,0,0,1,5,0.2,0.25,0.45,-0.199,1.86,-0.12,1.88,-1.4,1,1,0,0,0,1,San Diego Padres,0.0
2,2,Lourdes Gurriel Jr.,Arizona Diamondbacks,4,0,0,1,0,0,5,0.2,0.208,0.408,-0.094,1.42,-0.06,1.43,-1.1,1,0,0,0,0,0,San Diego Padres,0.0
3,3,Christian Walker,Arizona Diamondbacks,4,0,0,0,1,0,5,0.348,0.429,0.776,-0.047,0.94,-0.03,0.95,-0.7,0,0,0,0,0,0,San Diego Padres,0.0
4,4,Corbin Carroll,Arizona Diamondbacks,5,0,0,0,0,3,5,0.261,0.435,0.696,-0.101,0.83,-0.06,0.84,-1.1,0,0,0,0,0,0,San Diego Padres,0.0
5,5,Jake McCarthy,Arizona Diamondbacks,3,2,2,0,1,0,5,0.316,0.188,0.503,0.184,1.34,0.11,1.35,0.8,4,2,0,0,0,2,San Diego Padres,0.0
6,6,Alek Thomas,Arizona Diamondbacks,3,1,0,0,2,0,5,0.143,0.0,0.143,-0.109,1.21,-0.07,1.22,-0.8,1,0,0,0,0,0,San Diego Padres,0.0
7,7,Geraldo Perdomo,Arizona Diamondbacks,1,3,1,3,1,0,4,0.667,0.833,1.5,0.344,1.81,0.21,1.82,3.1,7,-1,2,0,0,2,San Diego Padres,0.0
8,8,Jose Herrera,Arizona Diamondbacks,3,1,2,1,1,1,4,0.375,0.286,0.661,0.296,1.7,0.18,1.71,1.6,4,2,0,0,0,2,San Diego Padres,0.0
9,9,Trent Grisham,San Diego Padres,5,1,1,1,0,1,5,0.333,0.619,0.952,-0.055,0.53,-0.03,0.54,0.2,3,-1,0,0,2,4,Arizona Diamondbacks,1.0
10,10,Juan Soto,San Diego Padres,5,1,2,0,0,0,5,0.32,0.381,0.701,0.024,0.66,0.02,0.67,0.3,3,1,1,0,0,3,Arizona Diamondbacks,1.0
11,11,Manny Machado,San Diego Padres,1,0,0,0,0,1,1,0.273,0.25,0.523,-0.01,0.4,-0.01,0.41,-0.1,0,0,0,0,0,0,Arizona Diamondbacks,1.0
12,12,Nelson Cruz,San Diego Padres,4,1,1,1,0,1,4,0.091,0.364,0.455,0.006,1.08,0.0,1.11,0.1,3,0,0,0,1,4,Arizona Diamondbacks,1.0
13,13,Xander Bogaerts,San Diego Padres,4,2,2,2,0,0,4,0.44,0.955,1.395,0.146,0.85,0.09,0.87,2.4,6,-1,0,0,3,5,Arizona Diamondbacks,1.0
14,14,Jake Cronenworth,San Diego Padres,4,1,3,0,0,0,4,0.261,0.286,0.547,0.093,0.51,0.06,0.52,1.1,4,1,2,0,0,5,Arizona Diamondbacks,1.0
15,15,Matt Carpenter,San Diego Padres,3,0,0,0,1,0,4,0.375,0.308,0.683,-0.047,1.04,-0.03,1.06,-0.8,0,0,0,0,0,0,Arizona Diamondbacks,1.0
16,16,Austin Nola,San Diego Padres,3,0,1,1,1,0,4,0.357,0.25,0.607,0.062,1.25,0.04,1.27,0.8,2,1,0,0,0,1,Arizona Diamondbacks,1.0
17,17,David Dahl,San Diego Padres,3,0,0,0,0,0,3,0.111,0.444,0.556,-0.068,0.78,-0.04,0.8,-1.0,0,0,0,0,0,0,Arizona Diamondbacks,1.0
18,18,Rougned Odor,San Diego Padres,1,0,0,0,0,0,1,0.25,0.286,0.536,-0.023,0.91,-0.01,0.93,-0.2,0,0,0,0,0,0,Arizona Diamondbacks,1.0
19,19,Ha-Seong Kim,San Diego Padres,4,0,0,0,0,3,4,0.333,0.588,0.922,-0.079,0.74,-0.05,0.76,-1.2,0,0,0,0,0,0,Arizona Diamondbacks,1.0
20,20,Nico Hoerner,Chicago Cubs,6,3,3,0,0,0,6,0.292,0.375,0.667,0.133,0.62,0.07,0.55,1.1,6,1,2,0,0,4,Cincinnati Reds,0.0
21,21,Dansby Swanson,Chicago Cubs,3,2,0,0,3,1,6,0.583,0.6,1.183,0.033,0.92,0.02,0.83,0.1,2,0,0,0,0,0,Cincinnati Reds,0.0
22,22,Ian Happ,Chicago Cubs,4,2,3,1,2,1,6,0.609,0.75,1.359,0.331,1.2,0.18,1.08,2.6,6,1,2,0,0,4,Cincinnati Reds,0.0
23,23,Cody Bellinger,Chicago Cubs,5,1,3,1,1,0,6,0.304,0.35,0.654,-0.035,1.44,-0.02,1.3,1.7,5,3,0,0,0,3,Cincinnati Reds,0.0
24,24,Trey Mancini,Chicago Cubs,5,2,1,3,0,2,6,0.238,0.211,0.449,0.031,1.24,0.02,1.12,-0.1,6,1,0,0,0,1,Cincinnati Reds,0.0
25,25,Patrick Wisdom,Chicago Cubs,5,2,3,3,0,0,5,0.444,0.875,1.319,0.075,0.98,0.04,0.89,2.2,8,1,2,0,0,5,Cincinnati Reds,0.0
