,Unnamed: 0,Name,Team,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Opponent,Hmcrt_adv
0,0,Pavin Smith,Arizona Diamondbacks,4,1,0,0,0,2,5,0.309,0.364,0.673,-0.068,0.91,-0.05,1.15,-1.0,1,0,0,0,0,0,Detroit Tigers,0.0
1,1,Ketel Marte,Arizona Diamondbacks,3,2,0,1,2,2,5,0.342,0.474,0.816,0.012,0.88,0.01,1.11,0.8,3,0,0,0,0,0,Detroit Tigers,0.0
2,2,Corbin Carroll,Arizona Diamondbacks,5,2,3,5,0,0,5,0.391,0.575,0.966,0.155,0.57,0.12,0.72,5.1,10,-26,16,0,13,10,Detroit Tigers,0.0
3,3,Christian Walker,Arizona Diamondbacks,4,1,1,1,0,0,5,0.319,0.475,0.794,0.074,0.57,0.06,0.72,0.1,3,-12,13,0,0,2,Detroit Tigers,0.0
4,4,Emmanuel Rivera,Arizona Diamondbacks,4,3,2,1,1,1,5,0.404,0.49,0.894,0.169,0.7,0.13,0.89,1.0,6,-7,9,0,0,3,Detroit Tigers,0.0
5,5,Josh Rojas,Arizona Diamondbacks,3,0,0,0,0,0,5,0.305,0.314,0.619,-0.051,0.61,-0.04,0.77,-0.4,0,0,0,0,0,0,Detroit Tigers,0.0
6,6,Jake McCarthy,Arizona Diamondbacks,3,1,1,1,0,0,4,0.265,0.257,0.523,0.019,0.96,0.01,1.21,-1.0,3,1,0,0,0,1,Detroit Tigers,0.0
7,7,Geraldo Perdomo,Arizona Diamondbacks,4,0,2,2,0,0,4,0.389,0.469,0.858,0.037,0.68,0.03,0.85,1.1,4,2,0,0,0,2,Detroit Tigers,0.0
8,8,Jose Herrera,Arizona Diamondbacks,3,1,2,0,1,0,4,0.344,0.327,0.671,0.041,0.49,0.03,0.62,0.8,3,2,0,0,0,2,Detroit Tigers,0.0
9,9,Zach McKinstry,Detroit Tigers,5,0,0,0,0,0,5,0.36,0.388,0.747,-0.099,0.79,-0.03,0.41,-1.1,0,0,0,0,0,0,Arizona Diamondbacks,1.0
10,10,Javier Báez,Detroit Tigers,5,1,2,1,0,0,5,0.267,0.32,0.588,-0.073,0.55,-0.02,0.28,0.3,4,-2,0,0,4,5,Arizona Diamondbacks,1.0
11,11,Spencer Torkelson,Detroit Tigers,4,1,2,0,1,0,5,0.31,0.357,0.667,-0.008,0.52,-0.0,0.26,0.5,3,-12,14,0,0,3,Arizona Diamondbacks,1.0
12,12,Nick Maton,Detroit Tigers,3,1,1,1,1,1,4,0.295,0.319,0.613,0.001,0.79,0.0,0.4,0.6,3,1,0,0,0,1,Arizona Diamondbacks,1.0
13,13,Kerry Carpenter,Detroit Tigers,4,1,2,0,0,1,4,0.291,0.466,0.757,0.112,1.15,0.03,0.58,0.4,3,2,0,0,0,2,Arizona Diamondbacks,1.0
14,14,Zack Short,Detroit Tigers,3,0,1,2,0,2,4,0.364,0.483,0.846,0.123,1.47,0.04,0.74,0.8,3,-1,2,0,0,2,Arizona Diamondbacks,1.0
15,15,Akil Baddoo,Detroit Tigers,2,0,0,0,0,0,2,0.341,0.343,0.684,-0.032,0.96,-0.01,0.49,-0.3,0,0,0,0,0,0,Arizona Diamondbacks,1.0
16,16,Andy Ibáñez,Detroit Tigers,2,0,0,0,0,0,2,0.206,0.296,0.502,-0.039,0.69,-0.01,0.35,-0.5,0,0,0,0,0,0,Arizona Diamondbacks,1.0
17,17,Jake Rogers,Detroit Tigers,4,2,3,2,0,1,4,0.267,0.438,0.705,0.003,0.72,0.0,0.37,1.8,7,-5,0,0,8,9,Arizona Diamondbacks,1.0
18,18,Jake Marisnick,Detroit Tigers,4,0,0,0,0,1,4,0.208,0.136,0.345,-0.1,0.99,-0.03,0.51,-1.2,0,0,0,0,0,0,Arizona Diamondbacks,1.0
19,19,Marcus Semien,Texas Rangers,4,0,0,0,0,2,4,0.362,0.488,0.85,-0.063,0.6,-0.04,0.68,-0.8,0,0,0,0,0,0,Tampa Bay Rays,0.0
20,20,Corey Seager,Texas Rangers,4,0,0,0,0,2,4,0.381,0.569,0.95,-0.052,0.51,-0.03,0.57,-0.6,0,0,0,0,0,0,Tampa Bay Rays,0.0
21,21,Nathaniel Lowe,Texas Rangers,3,0,0,0,1,1,4,0.354,0.437,0.791,-0.027,0.49,-0.02,0.55,-0.5,0,0,0,0,0,0,Tampa Bay Rays,0.0
22,22,Adolis García,Texas Rangers,3,0,0,0,1,1,4,0.328,0.506,0.835,0.0,0.5,0.0,0.56,-0.1,0,0,0,0,0,0,Tampa Bay Rays,0.0
23,23,Josh Jung,Texas Rangers,4,1,1,1,0,0,4,0.341,0.519,0.861,-0.055,0.56,-0.04,0.62,0.2,3,-12,0,0,13,0,Tampa Bay Rays,0.0
24,24,Jonah Heim,Texas Rangers,3,0,0,0,0,2,3,0.332,0.456,0.788,-0.046,0.57,-0.03,0.64,-0.6,0,0,0,0,0,0,Tampa Bay Rays,0.0
25,25,Sandy León,Texas Rangers,1,0,0,0,0,1,1,0.19,0.2,0.39,0.0,0.02,0.0,0.02,-0.1,0,0,0,0,0,0,Tampa Bay Rays,0.0
