,Unnamed: 0,Name,Team,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Opponent,Hmcrt_adv
0,0,Kyle Schwarber,Philadelphia Phillies,2,0,1,0,2,0,4,0.325,0.429,0.754,0.126,1.42,0.1,1.82,0.7,1,1,0,0,0,1,Miami Marlins,0.0
1,1,Alec Bohm,Philadelphia Phillies,4,0,1,0,0,1,4,0.342,0.423,0.765,-0.107,1.98,-0.08,2.54,-0.2,1,1,0,0,0,1,Miami Marlins,0.0
2,2,Bryce Harper,Philadelphia Phillies,4,1,2,1,0,1,4,0.385,0.408,0.793,0.305,1.88,0.23,2.41,0.3,4,-15,17,0,0,3,Miami Marlins,0.0
3,3,Nick Castellanos,Philadelphia Phillies,4,1,1,2,0,0,4,0.315,0.449,0.765,0.18,2.02,0.14,2.58,0.1,4,-14,0,0,15,4,Miami Marlins,0.0
4,4,Bryson Stott,Philadelphia Phillies,4,0,0,0,0,0,4,0.34,0.429,0.769,-0.076,0.74,-0.06,0.95,-0.7,0,0,0,0,0,0,Miami Marlins,0.0
5,5,Trea Turner,Philadelphia Phillies,4,0,0,0,0,2,4,0.293,0.374,0.667,-0.076,0.73,-0.06,0.93,-0.6,0,0,0,0,0,0,Miami Marlins,0.0
6,6,Brandon Marsh,Philadelphia Phillies,3,0,0,0,0,1,3,0.361,0.446,0.807,-0.091,1.17,-0.07,1.5,-0.5,0,0,0,0,0,0,Miami Marlins,0.0
7,7,Garrett Stubbs,Philadelphia Phillies,3,0,1,0,0,0,3,0.29,0.274,0.564,-0.036,1.06,-0.03,1.35,-0.2,1,-1,2,0,0,2,Miami Marlins,0.0
8,8,Johan Rojas,Philadelphia Phillies,3,0,0,0,0,1,3,0.333,0.345,0.678,-0.092,1.12,-0.07,1.43,-0.6,0,0,0,0,0,0,Miami Marlins,0.0
9,9,Luis Arraez,Miami Marlins,5,1,2,0,0,0,5,0.429,0.477,0.906,-0.037,1.17,-0.03,1.34,-0.3,3,-23,25,0,0,3,Philadelphia Phillies,1.0
10,10,Jorge Soler,Miami Marlins,4,0,1,0,1,0,5,0.333,0.491,0.824,-0.052,1.09,-0.04,1.25,-0.2,1,1,0,0,0,1,Philadelphia Phillies,1.0
11,11,Bryan De La Cruz,Miami Marlins,4,0,2,0,1,1,5,0.316,0.429,0.745,0.062,1.02,0.04,1.18,1.0,2,2,0,0,0,2,Philadelphia Phillies,1.0
12,12,Avisaíl García,Miami Marlins,4,0,2,1,0,1,4,0.268,0.39,0.658,0.076,1.7,0.05,1.96,0.6,3,0,2,0,0,3,Philadelphia Phillies,1.0
13,13,Jesús Sánchez,Miami Marlins,3,0,1,0,0,1,4,0.318,0.464,0.782,-0.116,1.65,-0.08,1.9,-1.5,1,1,0,0,0,1,Philadelphia Phillies,1.0
14,14,Jon Berti,Miami Marlins,4,0,1,0,0,0,4,0.334,0.373,0.708,-0.115,1.42,-0.08,1.64,-1.1,1,1,0,0,0,1,Philadelphia Phillies,1.0
15,15,Yuli Gurriel,Miami Marlins,3,0,2,0,1,1,4,0.333,0.39,0.723,0.052,0.96,0.04,1.1,0.5,2,2,0,0,0,2,Philadelphia Phillies,1.0
16,16,Joey Wendle,Miami Marlins,4,0,0,0,0,1,4,0.279,0.337,0.616,-0.177,1.33,-0.12,1.53,-2.1,0,0,0,0,0,0,Philadelphia Phillies,1.0
17,17,Jacob Stallings,Miami Marlins,3,0,0,0,1,0,4,0.292,0.268,0.561,-0.061,0.81,-0.04,0.94,-0.6,0,0,0,0,0,0,Philadelphia Phillies,1.0
18,18,Yandy Díaz,Tampa Bay Rays,4,1,1,1,1,1,5,0.402,0.509,0.91,0.064,0.47,0.05,0.59,0.4,3,-14,0,0,15,4,New York Yankees,0.0
19,19,Wander Franco,Tampa Bay Rays,4,1,1,0,1,1,5,0.333,0.444,0.777,0.014,0.37,0.01,0.47,0.1,2,1,0,0,0,1,New York Yankees,0.0
20,20,Harold Ramírez,Tampa Bay Rays,3,1,1,0,1,0,4,0.336,0.436,0.771,-0.038,0.5,-0.03,0.64,-0.5,2,1,0,0,0,1,New York Yankees,0.0
21,21,Randy Arozarena,Tampa Bay Rays,3,1,1,2,1,1,4,0.364,0.44,0.804,0.113,0.62,0.09,0.78,1.4,4,-17,0,0,18,4,New York Yankees,0.0
22,22,Isaac Paredes,Tampa Bay Rays,3,1,0,0,1,0,4,0.362,0.511,0.873,0.001,0.42,0.0,0.54,-0.5,1,0,0,0,0,0,New York Yankees,0.0
23,23,Brandon Lowe,Tampa Bay Rays,3,0,1,1,1,1,4,0.323,0.447,0.77,0.073,0.53,0.06,0.67,1.1,2,1,0,0,0,1,New York Yankees,0.0
24,24,Jose Siri,Tampa Bay Rays,4,0,0,0,0,1,4,0.261,0.506,0.767,-0.069,0.72,-0.05,0.91,-1.4,0,0,0,0,0,0,New York Yankees,0.0
25,25,Manuel Margot,Tampa Bay Rays,4,0,1,1,0,1,4,0.305,0.367,0.672,0.106,0.55,0.08,0.69,0.6,2,-15,16,0,0,2,New York Yankees,0.0
26,26,Christian Bethancourt,Tampa Bay Rays,3,0,0,0,1,0,4,0.245,0.364,0.609,-0.049,0.5,-0.04,0.63,-0.8,0,0,0,0,0,0,New York Yankees,0.0
27,27,Jake Bauers,New York Yankees,3,0,1,0,0,1,3,0.314,0.5,0.814,-0.021,0.43,-0.01,0.29,-0.1,1,-13,14,0,0,2,Tampa Bay Rays,1.0
28,28,Harrison Bader,New York Yankees,1,1,1,0,0,0,1,0.286,0.425,0.711,0.006,0.08,0.0,0.05,0.4,2,-7,8,0,0,2,Tampa Bay Rays,1.0
29,29,Aaron Judge,New York Yankees,4,0,1,0,0,0,4,0.417,0.672,1.089,-0.016,0.52,-0.01,0.34,-0.7,1,1,0,0,0,1,Tampa Bay Rays,1.0
30,30,Gleyber Torres,New York Yankees,4,1,1,1,0,1,4,0.318,0.423,0.741,-0.071,0.55,-0.03,0.36,0.0,3,-14,15,0,0,2,Tampa Bay Rays,1.0
31,31,Anthony Rizzo,New York Yankees,4,0,1,0,0,0,4,0.328,0.378,0.706,-0.031,0.44,-0.01,0.29,-0.3,1,1,0,0,0,1,Tampa Bay Rays,1.0
32,32,DJ LeMahieu,New York Yankees,4,0,1,1,0,1,4,0.306,0.366,0.672,0.004,0.48,0.0,0.32,0.6,2,1,0,0,0,1,Tampa Bay Rays,1.0
33,33,Isiah Kiner-Falefa,New York Yankees,3,0,1,0,0,1,3,0.322,0.373,0.696,-0.004,0.39,-0.0,0.25,-0.3,1,1,0,0,0,1,Tampa Bay Rays,1.0
34,34,Giancarlo Stanton,New York Yankees,1,0,0,0,0,1,1,0.273,0.433,0.705,-0.055,1.72,-0.02,1.14,-0.6,0,0,0,0,0,0,Tampa Bay Rays,1.0
35,35,Billy McKinney,New York Yankees,3,0,0,0,0,0,3,0.317,0.452,0.769,-0.036,0.43,-0.01,0.28,-0.5,0,0,0,0,0,0,Tampa Bay Rays,1.0
36,36,Anthony Volpe,New York Yankees,3,0,0,0,0,1,3,0.284,0.371,0.654,-0.035,0.45,-0.01,0.3,-0.6,0,0,0,0,0,0,Tampa Bay Rays,1.0
37,37,Kyle Higashioka,New York Yankees,3,0,0,0,0,1,3,0.259,0.376,0.635,-0.027,0.35,-0.01,0.23,-0.6,0,0,0,0,0,0,Tampa Bay Rays,1.0
38,38,Zach McKinstry,Detroit Tigers,3,0,1,0,0,0,3,0.313,0.366,0.679,0.032,0.63,0.01,0.17,0.3,1,-13,14,0,0,2,Pittsburgh Pirates,0.0
39,39,Andy Ibáñez,Detroit Tigers,1,0,0,0,0,1,1,0.275,0.412,0.687,-0.024,0.91,-0.0,0.25,-0.2,0,0,0,0,0,0,Pittsburgh Pirates,0.0
40,40,Riley Greene,Detroit Tigers,4,0,1,0,0,0,4,0.371,0.467,0.838,-0.043,0.59,-0.01,0.16,-0.5,1,-13,14,0,0,2,Pittsburgh Pirates,0.0
41,41,Spencer Torkelson,Detroit Tigers,2,0,1,0,2,0,4,0.308,0.404,0.712,0.054,0.77,0.01,0.21,0.6,1,1,0,0,0,1,Pittsburgh Pirates,0.0
42,42,Kerry Carpenter,Detroit Tigers,4,0,0,0,0,1,4,0.316,0.455,0.772,-0.161,1.35,-0.03,0.37,-2.0,0,0,0,0,0,0,Pittsburgh Pirates,0.0
43,43,Matt Vierling,Detroit Tigers,4,0,0,0,0,2,4,0.327,0.384,0.711,-0.082,0.78,-0.01,0.21,-1.0,0,0,0,0,0,0,Pittsburgh Pirates,0.0
44,44,Javier Báez,Detroit Tigers,4,1,1,0,0,1,4,0.264,0.329,0.593,-0.015,0.57,-0.0,0.16,-0.1,2,1,0,0,0,1,Pittsburgh Pirates,0.0
45,45,Miguel Cabrera,Detroit Tigers,3,0,1,0,0,0,3,0.333,0.328,0.662,-0.025,0.72,-0.0,0.2,-0.3,1,1,0,0,0,1,Pittsburgh Pirates,0.0
46,46,Akil Baddoo,Detroit Tigers,3,0,1,1,0,1,3,0.307,0.332,0.639,0.01,0.65,0.0,0.18,0.5,2,1,0,0,0,1,Pittsburgh Pirates,0.0
47,47,Jake Rogers,Detroit Tigers,3,0,0,0,0,2,3,0.294,0.433,0.727,-0.091,0.93,-0.01,0.25,-1.0,0,0,0,0,0,0,Pittsburgh Pirates,0.0
48,48,Joshua Palacios,Pittsburgh Pirates,3,0,0,1,0,0,4,0.275,0.386,0.661,-0.033,0.55,-0.0,0.06,-0.8,1,0,0,0,0,0,Detroit Tigers,1.0
49,49,Bryan Reynolds,Pittsburgh Pirates,4,0,1,0,0,0,4,0.322,0.434,0.756,-0.013,0.4,-0.0,0.04,-0.2,1,1,0,0,0,1,Detroit Tigers,1.0
50,50,Andrew McCutchen,Pittsburgh Pirates,4,0,1,0,0,1,4,0.378,0.397,0.775,0.006,0.36,0.0,0.04,0.0,1,1,0,0,0,1,Detroit Tigers,1.0
51,51,Jack Suwinski,Pittsburgh Pirates,4,0,0,0,0,1,4,0.341,0.496,0.838,-0.056,0.51,-0.0,0.05,-1.2,0,0,0,0,0,0,Detroit Tigers,1.0
52,52,Connor Joe,Pittsburgh Pirates,4,1,1,0,0,1,4,0.33,0.414,0.744,-0.001,0.46,0.0,0.05,-0.4,2,1,0,0,0,1,Detroit Tigers,1.0
53,53,Endy Rodríguez,Pittsburgh Pirates,3,1,1,1,0,1,3,0.286,0.462,0.747,0.116,0.75,0.01,0.08,0.7,3,-1,0,2,0,3,Detroit Tigers,1.0
54,54,Jared Triolo,Pittsburgh Pirates,3,1,1,0,0,2,3,0.327,0.289,0.616,-0.04,0.6,-0.0,0.06,-0.4,2,1,0,0,0,1,Detroit Tigers,1.0
55,55,Liover Peguero,Pittsburgh Pirates,3,1,1,2,0,1,3,0.3,0.607,0.907,0.136,0.66,0.01,0.07,1.3,4,-2,0,0,3,4,Detroit Tigers,1.0
56,56,Alika Williams,Pittsburgh Pirates,3,0,2,0,0,0,3,0.308,0.333,0.641,0.04,0.34,0.0,0.03,0.8,2,1,1,0,0,3,Detroit Tigers,1.0
57,57,Christian Yelich,Milwaukee Brewers,5,0,0,0,0,2,5,0.37,0.475,0.845,-0.074,0.63,-0.06,0.89,-0.9,0,0,0,0,0,0,Washington Nationals,0.0
58,58,William Contreras,Milwaukee Brewers,4,0,1,1,0,1,4,0.351,0.455,0.805,0.038,0.65,0.03,0.92,0.5,2,-22,23,0,0,2,Washington Nationals,0.0
59,59,Carlos Santana,Milwaukee Brewers,4,0,0,0,0,0,4,0.317,0.408,0.725,-0.065,0.62,-0.06,0.88,-0.8,0,0,0,0,0,0,Washington Nationals,0.0
60,60,Willy Adames,Milwaukee Brewers,3,2,1,0,1,0,4,0.291,0.391,0.682,0.071,0.62,0.06,0.88,0.5,3,-16,17,0,0,2,Washington Nationals,0.0
61,61,Sal Frelick,Milwaukee Brewers,3,0,0,0,1,1,4,0.4,0.379,0.779,-0.026,0.93,-0.02,1.31,-0.5,0,0,0,0,0,0,Washington Nationals,0.0
62,62,Mark Canha,Milwaukee Brewers,3,1,0,0,1,0,4,0.342,0.377,0.719,-0.089,1.11,-0.08,1.56,-0.8,1,0,0,0,0,0,Washington Nationals,0.0
63,63,Andruw Monasterio,Milwaukee Brewers,3,1,1,1,1,0,4,0.374,0.388,0.762,0.106,1.01,0.09,1.43,0.8,3,1,0,0,0,1,Washington Nationals,0.0
64,64,Brice Turang,Milwaukee Brewers,4,2,2,2,0,0,4,0.279,0.315,0.594,0.203,1.46,0.17,2.06,1.7,6,2,0,0,0,2,Washington Nationals,0.0
65,65,Joey Wiemer,Milwaukee Brewers,4,0,1,2,0,2,4,0.288,0.387,0.675,0.145,1.15,0.12,1.62,0.9,3,1,0,0,0,1,Washington Nationals,0.0
66,66,CJ Abrams,Washington Nationals,4,0,2,2,0,1,4,0.312,0.421,0.732,0.155,1.33,0.0,0.02,1.3,4,-17,19,0,0,3,Milwaukee Brewers,1.0
67,67,Lane Thomas,Washington Nationals,4,0,0,0,0,3,4,0.331,0.468,0.799,-0.124,1.17,-0.0,0.02,-1.0,0,0,0,0,0,0,Milwaukee Brewers,1.0
68,68,Joey Meneses,Washington Nationals,4,0,0,0,0,0,4,0.321,0.404,0.725,-0.094,0.88,-0.0,0.01,-0.8,0,0,0,0,0,0,Milwaukee Brewers,1.0
69,69,Dominic Smith,Washington Nationals,4,1,2,0,0,1,4,0.336,0.346,0.682,0.022,0.87,0.0,0.01,0.4,3,2,0,0,0,2,Milwaukee Brewers,1.0
70,70,Keibert Ruiz,Washington Nationals,4,0,1,0,0,0,4,0.293,0.382,0.675,-0.134,1.33,-0.0,0.02,-1.1,1,1,0,0,0,1,Milwaukee Brewers,1.0
71,71,Luis García,Washington Nationals,4,0,0,0,0,1,4,0.294,0.363,0.657,-0.106,1.06,-0.0,0.02,-0.8,0,0,0,0,0,0,Milwaukee Brewers,1.0
72,72,Corey Dickerson,Washington Nationals,3,2,1,0,1,1,4,0.285,0.357,0.641,0.069,0.93,0.0,0.01,0.8,3,0,0,1,0,3,Milwaukee Brewers,1.0
73,73,Jake Alu,Washington Nationals,3,1,1,1,0,2,3,0.278,0.235,0.513,0.048,1.51,0.0,0.03,0.5,3,1,0,0,0,1,Milwaukee Brewers,1.0
74,74,Alex Call,Washington Nationals,2,0,0,1,1,1,3,0.307,0.314,0.621,-0.026,1.6,0.0,0.02,0.1,1,0,0,0,0,0,Milwaukee Brewers,1.0
75,75,Adley Rutschman,Baltimore Orioles,4,2,2,1,1,0,5,0.372,0.425,0.798,0.096,0.89,0.07,1.13,1.3,5,-16,18,0,0,3,Toronto Blue Jays,0.0
76,76,Ryan Mountcastle,Baltimore Orioles,4,3,3,2,1,0,5,0.29,0.462,0.752,0.192,0.9,0.15,1.14,2.1,8,-16,19,0,0,5,Toronto Blue Jays,0.0
77,77,Anthony Santander,Baltimore Orioles,4,1,3,4,1,0,5,0.335,0.482,0.817,0.148,0.96,0.11,1.22,4.5,8,-16,0,0,19,6,Toronto Blue Jays,0.0
78,78,Austin Hays,Baltimore Orioles,4,1,0,0,1,0,5,0.323,0.439,0.762,-0.233,1.27,-0.18,1.6,-2.3,1,0,0,0,0,0,Toronto Blue Jays,0.0
79,79,Gunnar Henderson,Baltimore Orioles,5,2,3,4,0,1,5,0.338,0.482,0.82,0.285,0.82,0.22,1.04,3.2,9,-15,0,0,18,6,Toronto Blue Jays,0.0
80,80,Jordan Westburg,Baltimore Orioles,5,1,2,0,0,1,5,0.314,0.413,0.726,-0.009,0.61,-0.01,0.76,0.2,3,2,0,0,0,2,Toronto Blue Jays,0.0
81,81,Ramón Urías,Baltimore Orioles,5,1,1,0,0,2,5,0.316,0.38,0.696,-0.015,0.66,-0.01,0.83,-0.2,2,-19,20,0,0,2,Toronto Blue Jays,0.0
82,82,Ryan McKenna,Baltimore Orioles,4,0,1,2,0,1,5,0.323,0.395,0.718,-0.046,0.59,-0.03,0.74,0.5,3,1,0,0,0,1,Toronto Blue Jays,0.0
