,Unnamed: 0,Name,Team,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Opponent,Hmcrt_adv
0,0,Marcus Semien,Texas Rangers,4,1,0,0,1,2,5,0.355,0.474,0.829,-0.155,1.71,-0.1,1.89,-0.9,1,0,0,0,0,0,Cincinnati Reds,0.0
1,1,Travis Jankowski,Texas Rangers,2,0,0,0,0,1,2,0.415,0.447,0.862,-0.034,0.66,-0.02,0.73,-0.4,0,0,0,0,0,0,Cincinnati Reds,0.0
2,2,Leody Taveras,Texas Rangers,3,1,1,0,0,1,3,0.319,0.395,0.714,-0.093,2.28,-0.06,2.53,-0.2,2,1,0,0,0,1,Cincinnati Reds,0.0
3,3,Nathaniel Lowe,Texas Rangers,3,0,1,1,1,0,4,0.315,0.439,0.754,0.125,1.39,0.08,1.54,1.3,2,-8,9,0,0,2,Cincinnati Reds,0.0
4,4,Adolis García,Texas Rangers,2,0,1,1,1,1,4,0.314,0.538,0.852,0.008,1.37,0.01,1.52,0.3,2,1,0,0,0,1,Cincinnati Reds,0.0
5,5,Josh Jung,Texas Rangers,0,0,0,0,0,0,1,0.333,0.494,0.828,0.056,1.48,0.04,1.64,0.6,0,0,0,0,0,0,Cincinnati Reds,0.0
6,6,Ezequiel Duran,Texas Rangers,2,0,0,0,0,0,3,0.32,0.404,0.724,-0.12,1.61,-0.08,1.78,-0.9,0,0,0,0,0,0,Cincinnati Reds,0.0
7,7,Jonah Heim,Texas Rangers,3,0,1,0,1,0,4,0.384,0.548,0.932,0.202,1.83,0.13,2.02,1.0,1,-3,4,0,0,2,Cincinnati Reds,0.0
8,8,Robbie Grossman,Texas Rangers,4,0,1,0,0,0,4,0.296,0.328,0.624,0.074,1.91,0.05,2.11,-0.4,1,1,0,0,0,1,Cincinnati Reds,0.0
9,9,Brad Miller,Texas Rangers,3,0,0,1,0,1,4,0.289,0.289,0.578,-0.16,1.98,-0.11,2.19,-1.4,1,0,0,0,0,0,Cincinnati Reds,0.0
10,10,Josh H. Smith,Texas Rangers,3,0,0,0,0,2,4,0.373,0.227,0.6,-0.07,2.22,-0.05,2.46,-0.9,0,0,0,0,0,0,Cincinnati Reds,0.0
11,11,Jonathan India,Cincinnati Reds,2,0,0,0,2,0,4,0.394,0.404,0.799,-0.049,1.21,-0.02,0.69,-0.7,0,0,0,0,0,0,Texas Rangers,1.0
12,12,TJ Friedl,Cincinnati Reds,3,0,0,1,0,1,4,0.355,0.44,0.795,-0.04,1.2,-0.01,0.69,-0.7,1,0,0,0,0,0,Texas Rangers,1.0
13,13,Spencer Steer,Cincinnati Reds,4,0,0,0,0,3,4,0.348,0.416,0.764,-0.066,0.6,-0.02,0.35,-0.9,0,0,0,0,0,0,Texas Rangers,1.0
14,14,Tyler Stephenson,Cincinnati Reds,3,1,2,0,1,0,4,0.381,0.345,0.727,0.071,0.67,0.02,0.39,0.9,3,-3,5,0,0,3,Texas Rangers,1.0
15,15,Jake Fraley,Cincinnati Reds,4,0,1,0,0,1,4,0.317,0.3,0.617,-0.055,0.86,-0.02,0.49,-0.6,1,1,0,0,0,1,Texas Rangers,1.0
16,16,Henry Ramos,Cincinnati Reds,4,1,1,1,0,0,4,0.417,0.545,0.962,0.062,0.96,0.02,0.56,0.4,3,0,0,1,0,3,Texas Rangers,1.0
17,17,Kevin Newman,Cincinnati Reds,4,1,1,1,0,1,4,0.232,0.34,0.572,0.133,1.28,0.05,0.73,-0.0,3,1,0,0,0,1,Texas Rangers,1.0
