,Unnamed: 0,Name,Team,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Opponent,Hmcrt_adv
0,0,Edouard Julien,Minnesota Twins,3,0,0,0,0,2,3,0.374,0.458,0.832,-0.111,1.07,-0.05,0.8,-1.3,0,0,0,0,0,0,Cleveland Guardians,0.0
1,1,Kyle Farmer,Minnesota Twins,3,0,1,0,0,1,3,0.312,0.406,0.718,0.037,1.35,0.02,1.0,0.2,1,-9,10,0,0,2,Cleveland Guardians,0.0
2,2,Jorge Polanco,Minnesota Twins,4,0,1,1,0,1,5,0.347,0.475,0.822,-0.058,1.7,-0.03,1.27,-1.2,2,-14,15,0,0,2,Cleveland Guardians,0.0
3,3,Royce Lewis,Minnesota Twins,3,2,1,0,2,1,5,0.37,0.541,0.911,-0.02,1.46,-0.01,1.1,-0.1,3,1,0,0,0,1,Cleveland Guardians,0.0
4,4,Max Kepler,Minnesota Twins,4,2,1,1,1,1,5,0.32,0.477,0.797,-0.013,1.44,-0.01,1.08,0.3,4,-19,20,0,0,2,Cleveland Guardians,0.0
5,5,Carlos Correa,Minnesota Twins,3,1,1,1,1,0,5,0.312,0.399,0.711,0.084,1.2,0.04,0.9,1.1,3,1,0,0,0,1,Cleveland Guardians,0.0
6,6,Donovan Solano,Minnesota Twins,5,0,2,3,0,1,5,0.376,0.416,0.792,0.008,1.54,0.0,1.15,1.6,5,1,0,1,0,4,Cleveland Guardians,0.0
7,7,Matt Wallner,Minnesota Twins,1,0,0,0,1,0,2,0.355,0.5,0.855,0.008,0.73,0.0,0.55,0.2,0,0,0,0,0,0,Cleveland Guardians,0.0
8,8,Jordan Luplow,Minnesota Twins,1,0,0,0,0,1,1,0.324,0.356,0.679,-0.037,1.45,-0.02,1.09,-0.2,0,0,0,0,0,0,Cleveland Guardians,0.0
9,9,Andrew Stevenson,Minnesota Twins,2,0,0,0,0,1,2,0.286,0.231,0.516,-0.065,1.16,-0.03,0.86,-0.7,0,0,0,0,0,0,Cleveland Guardians,0.0
10,10,Christian Vázquez,Minnesota Twins,2,1,2,1,2,0,4,0.281,0.326,0.607,0.291,1.12,0.13,0.84,2.1,4,-4,0,0,6,5,Cleveland Guardians,0.0
11,11,Joey Gallo,Minnesota Twins,1,1,0,0,0,0,1,0.301,0.44,0.741,-0.001,0.02,0.0,0.01,-0.2,1,0,0,0,0,0,Cleveland Guardians,0.0
12,12,Willi Castro,Minnesota Twins,4,1,2,0,0,1,5,0.327,0.378,0.705,0.309,1.5,0.14,1.12,1.7,3,-14,16,0,0,3,Cleveland Guardians,0.0
13,13,Steven Kwan,Cleveland Guardians,4,0,0,0,0,1,4,0.335,0.373,0.707,-0.14,1.35,-0.05,0.82,-1.2,0,0,0,0,0,0,Minnesota Twins,1.0
