Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
K.Freeland u4.5 Ks,PropBetGuy,-135,1.35,K.Freeland,2.35,1.0,Colorado Rockies,Miami Marlins,1.0,0.6666666666666666,1,0.6,1,0.5,0
C.Rodon o5.5 strikeouts,Rotowire,100,0.75,C.Rodon,1.5,0.75,New York Yankees,Washington Nationals,0.0,0.5769230769230769,1,0.6,1,0.7,1
M.Gore o4.5 strikeouts,Rotowire,100,0.75,M.Gore,1.5,0.75,Washington Nationals,New York Yankees,1.0,0.5384615384615384,1,0.4,0,0.4,0
C.Burnes o5.5 strikeouts,Rotowire Prizepicks,100,1.5,C.Burnes,3.0,1.5,Baltimore Orioles,Los Angeles Dodgers,0.0,0.5,0,0.4,0,0.4,0
E.Rodriguez o4.5 strikeouts,Rotowire,100,0.75,E.Rodriguez,1.5,0.75,Arizona Diamondbacks,New York Mets,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1
T.Walker o3.5 strikeouts,Rotowire Prizepicks,100,1.5,T.Walker,3.0,1.5,Philadelphia Phillies,Houston Astros,1.0,0.6923076923076923,1,0.4,0,0.6,1
S.Arrighetti o5.5 strikeouts,Rotowire,100,0.75,S.Arrighetti,1.5,0.75,Houston Astros,Philadelphia Phillies,0.0,0.5652173913043478,1,0.8,1,0.7,1
C.Burnes o4.5 strikeouts,Rotowire,100,0.75,C.Burnes,1.5,0.75,Baltimore Orioles,Los Angeles Dodgers,0.0,0.8076923076923077,1,0.6,1,0.8,1
O.Bido o4.5 Ks,KyleJustBets,-135,1.0,O.Bido,1.7407407407407407,0.7407407407407407,Oakland Athletics,Cincinnati Reds,0.0,0.8571428571428571,1,1.0,1,0.8571428571428571,1
F.Peralta u7.5 Ks,PropBetGuy,-136,1.36,F.Peralta,2.3600000000000003,1.0000000000000002,Milwaukee Brewers,San Francisco Giants,1.0,0.7307692307692307,1,1.0,1,0.8,1
K.Freeland o4.5 strikeouts,Rotowire Prizepicks,100,1.5,K.Freeland,3.0,1.5,Colorado Rockies,Miami Marlins,1.0,0.3333333333333333,0,0.4,0,0.5,0
L.Severino o4.5 strikeouts,Rotowire Prizepicks,100,1.5,L.Severino,3.0,1.5,New York Mets,Arizona Diamondbacks,0.0,0.52,1,0.8,1,0.6,1
W.Buehler u3.5 strikeouts,Rotowire Prizepicks,100,1.5,W.Buehler,3.0,1.5,Los Angeles Dodgers,Baltimore Orioles,1.0,0.6,1,1.0,1,0.6,1
C.Morton o5.5 strikeouts,Rotowire,100,0.75,C.Morton,1.5,0.75,Atlanta Braves,Minnesota Twins,0.0,0.5416666666666666,1,0.8,1,0.5,0
