Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit
G.Kirby o1.5 earned runs,Rotowire,Seattle Mariners,G.Kirby,Texas Rangers,0.0,0.5806451612903226,1,0.8,1,0.8,1,100.0,0.75,1.5,0.75
D.Festa o1.5 earned runs,Rotowire,Minnesota Twins,D.Festa,Boston Red Sox,0.0,0.8181818181818182,1,1.0,1,0.8,1,100.0,0.75,1.5,0.75
