Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit
Z.Eflin u1.5 BB,SBK5065,Baltimore Orioles,Z.Eflin,Colorado Rockies,0,1.0,1,1.0,1,1.0,1,-215,2.0,2.9302325581395348,0.9302325581395348
J.Wicks u1.5 BB,SBK5065,Chicago Cubs,J.Wicks,Washington Nationals,0,0.6666666666666666,1,0.8,1,0.6666666666666666,1,-105,1.0,1.9523809523809523,0.9523809523809524
L.Webb o5.5 strikeouts,Rotowire,San Francisco Giants,L.Webb,Miami Marlins,1,0.4642857142857143,0,0.6,1,0.5,0,100,0.75,1.5,0.75
