,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,L.Thomas o1.5 Total Bases,charliedisturco,-115,0.58,1.0843478260869563,0.5043478260869564,L.Thomas,Washington Nationals,Cincinnati Reds,1.0,0.4880952380952381,0,0.8,1,0.7,1
1,S.Garrett o1.5 Total Bases,charliedisturco,115,0.5,1.075,0.575,S.Garrett,Washington Nationals,Cincinnati Reds,1.0,0.2909090909090909,0,0.4,0,0.3,0
