,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
10,S.Schwellenbach o18.5 Outs,sirlockselot_,130,2.0,S.Schwellenbach,4.6,2.6,Atlanta Braves,Los Angeles Angels,0.0,0.25,0,0.6,1,0.3,0
11,J.Soriano o15.5 Outs,Jort,-130,1.3,J.Soriano,2.3,1.0,Los Angeles Angels,Atlanta Braves,1.0,0.65,1,0.8,1,0.7,1
22,G.Cole u18.5 Outs,SBK5065,-199,1.0,G.Cole,1.502513,0.502513,New York Yankees,Detroit Tigers,0.0,1.0,1,1.0,1,1.0,1
30,N.Martinez u17.5 outs,Rotowire Prizepicks,100,1.5,N.Martinez,3.0,1.5,Cincinnati Reds,Kansas City Royals,1.0,0.7142857142857143,1,0.6,1,0.7142857142857143,1
