,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,Mookie Betts,Los Angeles Dodgers,Miami Marlins,0,2,1,1,0,2,1,5,0,0
1,Michael Busch,Los Angeles Dodgers,Miami Marlins,0,1,0,0,0,0,0,1,0,0
2,Freddie Freeman,Los Angeles Dodgers,Miami Marlins,0,4,1,1,1,1,0,5,2,0
3,James Outman,Los Angeles Dodgers,Miami Marlins,0,1,0,0,0,0,0,1,0,0
4,Will Smith,Los Angeles Dodgers,Miami Marlins,0,6,2,3,1,0,0,6,3,0
5,Amed Rosario,Los Angeles Dodgers,Miami Marlins,0,5,1,2,2,0,1,5,2,0
6,Max Muncy,Los Angeles Dodgers,Miami Marlins,0,3,3,1,0,1,2,5,1,0
7,Chris Taylor,Los Angeles Dodgers,Miami Marlins,0,5,1,3,5,0,0,5,7,0
8,Enrique Hernández,Los Angeles Dodgers,Miami Marlins,0,4,0,2,1,1,1,5,0,0
9,Miguel Rojas,Los Angeles Dodgers,Miami Marlins,0,5,1,3,0,0,0,5,5,0
10,Austin Barnes,Los Angeles Dodgers,Miami Marlins,0,5,0,0,0,0,1,5,0,0
11,Luis Arraez,Miami Marlins,Los Angeles Dodgers,1,3,0,0,0,0,0,3,0,0
12,Yuli Gurriel,Miami Marlins,Los Angeles Dodgers,1,1,0,0,0,0,0,1,0,0
13,Jake Burger,Miami Marlins,Los Angeles Dodgers,1,3,0,0,0,0,1,3,0,0
14,Jon Berti,Miami Marlins,Los Angeles Dodgers,1,1,0,0,0,0,1,1,0,0
15,Josh Bell,Miami Marlins,Los Angeles Dodgers,1,3,0,1,0,0,1,3,0,0
16,Jazz Chisholm Jr.,Miami Marlins,Los Angeles Dodgers,1,3,0,0,0,0,1,3,0,0
17,Dane Myers,Miami Marlins,Los Angeles Dodgers,1,0,0,0,0,0,0,0,0,0
18,Bryan De La Cruz,Miami Marlins,Los Angeles Dodgers,1,2,0,0,0,0,0,2,0,0
19,Garrett Hampson,Miami Marlins,Los Angeles Dodgers,1,1,0,1,0,0,0,1,1,0
20,Jesús Sánchez,Miami Marlins,Los Angeles Dodgers,1,3,0,0,0,0,1,3,0,0
21,Xavier Edwards,Miami Marlins,Los Angeles Dodgers,1,3,0,0,0,0,1,3,0,0
22,Joey Wendle,Miami Marlins,Los Angeles Dodgers,1,3,0,0,0,0,0,3,0,0
23,Nick Fortes,Miami Marlins,Los Angeles Dodgers,1,3,0,0,0,0,0,3,0,0
0,J.P. Crawford,Seattle Mariners,Tampa Bay Rays,0,4,0,0,0,0,0,4,0,0
1,Julio Rodríguez,Seattle Mariners,Tampa Bay Rays,0,4,0,0,0,0,1,4,0,0
2,Cal Raleigh,Seattle Mariners,Tampa Bay Rays,0,4,0,1,0,0,1,4,1,0
3,Teoscar Hernández,Seattle Mariners,Tampa Bay Rays,0,4,0,2,0,0,1,4,0,0
4,Dominic Canzone,Seattle Mariners,Tampa Bay Rays,0,4,0,0,0,0,1,4,0,0
5,Eugenio Suárez,Seattle Mariners,Tampa Bay Rays,0,3,1,1,0,0,1,3,0,0
6,Ty France,Seattle Mariners,Tampa Bay Rays,0,3,0,0,0,0,0,3,0,0
7,Mike Ford,Seattle Mariners,Tampa Bay Rays,0,3,0,1,1,0,1,3,0,0
8,Josh Rojas,Seattle Mariners,Tampa Bay Rays,0,2,0,0,0,1,0,3,0,0
9,Yandy Díaz,Tampa Bay Rays,Seattle Mariners,1,4,0,0,0,0,0,4,0,0
10,Brandon Lowe,Tampa Bay Rays,Seattle Mariners,1,4,0,1,0,0,2,4,2,0
11,Randy Arozarena,Tampa Bay Rays,Seattle Mariners,1,2,0,0,0,2,1,4,0,0
12,Josh Lowe,Tampa Bay Rays,Seattle Mariners,1,3,0,1,0,1,1,4,1,0
13,Isaac Paredes,Tampa Bay Rays,Seattle Mariners,1,4,0,0,0,0,1,4,0,0
14,Luke Raley,Tampa Bay Rays,Seattle Mariners,1,3,0,1,0,0,1,4,1,0
15,Taylor Walls,Tampa Bay Rays,Seattle Mariners,1,3,0,0,0,1,3,4,0,0
16,Jonathan Aranda,Tampa Bay Rays,Seattle Mariners,1,3,0,1,0,1,2,4,1,0
17,Christian Bethancourt,Tampa Bay Rays,Seattle Mariners,1,3,0,0,0,0,2,3,0,0
18,Harold Ramírez,Tampa Bay Rays,Seattle Mariners,1,1,0,0,0,0,1,1,0,0
0,Matt Vierling,Detroit Tigers,New York Yankees,0,5,4,4,2,0,1,5,6,0
1,Akil Baddoo,Detroit Tigers,New York Yankees,0,0,0,0,0,0,0,0,0,0
2,Spencer Torkelson,Detroit Tigers,New York Yankees,0,4,2,2,4,1,1,5,8,2
