,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,0,Tim Anderson,Chicago White Sox,Houston Astros,0,5,1,2,0,0,2,5,2,0
1,1,Luis Robert Jr.,Chicago White Sox,Houston Astros,0,5,0,0,0,0,1,5,0,0
2,2,Andrew Benintendi,Chicago White Sox,Houston Astros,0,5,0,2,0,0,2,5,2,0
3,3,Eloy Jiménez,Chicago White Sox,Houston Astros,0,3,0,1,1,2,0,5,0,0
4,4,Romy Gonzalez,Chicago White Sox,Houston Astros,0,0,0,0,0,0,0,0,0,0
5,5,Yoán Moncada,Chicago White Sox,Houston Astros,0,5,1,1,1,0,3,5,0,0
6,6,Andrew Vaughn,Chicago White Sox,Houston Astros,0,3,0,0,0,1,1,4,0,0
7,7,Oscar Colás,Chicago White Sox,Houston Astros,0,4,1,2,0,0,1,4,0,0
8,8,Elvis Andrus,Chicago White Sox,Houston Astros,0,4,0,0,0,0,1,4,0,0
9,9,Seby Zavala,Chicago White Sox,Houston Astros,0,3,1,2,2,0,1,3,5,0
10,10,Yasmani Grandal,Chicago White Sox,Houston Astros,0,0,0,0,0,1,0,1,0,0
11,11,Jeremy Peña,Houston Astros,Chicago White Sox,1,4,1,2,1,0,0,5,0,0
12,12,Alex Bregman,Houston Astros,Chicago White Sox,1,5,0,0,0,0,2,5,0,0
13,13,Yordan Alvarez,Houston Astros,Chicago White Sox,1,5,2,3,1,0,1,5,3,0
14,14,José Abreu,Houston Astros,Chicago White Sox,1,5,0,2,1,0,3,5,0,0
15,15,Kyle Tucker,Houston Astros,Chicago White Sox,1,5,0,2,2,0,0,5,2,0
16,16,Chas McCormick,Houston Astros,Chicago White Sox,1,2,0,1,1,2,0,4,0,0
17,17,David Hensley,Houston Astros,Chicago White Sox,1,4,1,0,0,0,1,4,0,0
18,18,Yainer Diaz,Houston Astros,Chicago White Sox,1,2,1,0,0,1,0,4,0,0
19,19,Corey Julks,Houston Astros,Chicago White Sox,1,4,1,1,0,0,1,4,1,0
20,0,George Springer,Toronto Blue Jays,St. Louis Cardinals,0,5,0,0,0,0,2,5,0,0
21,1,Bo Bichette,Toronto Blue Jays,St. Louis Cardinals,0,4,0,1,0,1,0,5,1,0
22,2,Vladimir Guerrero Jr.,Toronto Blue Jays,St. Louis Cardinals,0,2,1,0,0,3,1,5,0,0
23,3,Daulton Varsho,Toronto Blue Jays,St. Louis Cardinals,0,3,0,0,0,2,1,5,0,0
24,4,Matt Chapman,Toronto Blue Jays,St. Louis Cardinals,0,3,0,0,0,1,1,4,0,0
25,5,Brandon Belt,Toronto Blue Jays,St. Louis Cardinals,0,3,0,0,0,1,2,4,0,0
26,6,Nathan Lukes,Toronto Blue Jays,St. Louis Cardinals,0,0,0,0,0,0,0,0,0,0
27,7,Danny Jansen,Toronto Blue Jays,St. Louis Cardinals,0,3,0,0,0,1,1,4,0,0
28,8,Cavan Biggio,Toronto Blue Jays,St. Louis Cardinals,0,2,0,0,0,1,0,4,0,0
29,9,Kevin Kiermaier,Toronto Blue Jays,St. Louis Cardinals,0,4,0,2,0,0,0,4,2,0
30,10,Brendan Donovan,St. Louis Cardinals,Toronto Blue Jays,1,4,1,1,0,0,1,4,1,0
31,11,Alec Burleson,St. Louis Cardinals,Toronto Blue Jays,1,4,0,0,0,0,0,4,0,0
32,12,Dylan Carlson,St. Louis Cardinals,Toronto Blue Jays,1,0,0,0,0,0,0,0,0,0
33,13,Paul Goldschmidt,St. Louis Cardinals,Toronto Blue Jays,1,4,1,2,0,0,1,4,2,0
34,14,Nolan Arenado,St. Louis Cardinals,Toronto Blue Jays,1,4,2,1,0,0,1,4,1,0
35,15,Nolan Gorman,St. Louis Cardinals,Toronto Blue Jays,1,2,0,1,2,2,0,4,1,0
36,16,Tyler O'Neill,St. Louis Cardinals,Toronto Blue Jays,1,4,0,1,0,0,2,4,0,0
37,17,Jordan Walker,St. Louis Cardinals,Toronto Blue Jays,1,4,0,2,1,0,0,4,2,0
38,18,Andrew Knizner,St. Louis Cardinals,Toronto Blue Jays,1,4,0,1,0,0,2,4,1,0
39,19,Tommy Edman,St. Louis Cardinals,Toronto Blue Jays,1,3,0,1,0,0,1,3,1,0
40,0,Mike Brosseau,Milwaukee Brewers,Chicago Cubs,0,3,0,0,0,1,0,4,0,0
41,1,Willy Adames,Milwaukee Brewers,Chicago Cubs,0,3,0,0,0,1,2,4,0,0
42,2,Christian Yelich,Milwaukee Brewers,Chicago Cubs,0,4,0,1,0,0,3,4,1,0
43,3,William Contreras,Milwaukee Brewers,Chicago Cubs,0,4,0,1,2,0,1,4,1,0
44,4,Luke Voit,Milwaukee Brewers,Chicago Cubs,0,4,0,0,0,0,2,4,0,0
45,5,Rowdy Tellez,Milwaukee Brewers,Chicago Cubs,0,4,0,0,0,0,4,4,0,0
46,6,Brian Anderson,Milwaukee Brewers,Chicago Cubs,0,3,1,1,0,1,0,4,1,0
47,7,Owen Miller,Milwaukee Brewers,Chicago Cubs,0,2,0,1,0,0,0,2,1,0
48,8,Garrett Mitchell,Milwaukee Brewers,Chicago Cubs,0,1,1,0,0,1,0,2,0,0
49,9,Joey Wiemer,Milwaukee Brewers,Chicago Cubs,0,2,0,1,0,0,0,2,2,0
50,10,Jesse Winker,Milwaukee Brewers,Chicago Cubs,0,1,0,1,1,0,0,1,1,0
51,11,Brice Turang,Milwaukee Brewers,Chicago Cubs,0,1,1,0,0,0,1,1,0,0
52,12,Nico Hoerner,Chicago Cubs,Milwaukee Brewers,1,4,0,0,0,0,0,4,0,0
53,13,Dansby Swanson,Chicago Cubs,Milwaukee Brewers,1,4,0,3,0,0,0,4,4,0
54,14,Ian Happ,Chicago Cubs,Milwaukee Brewers,1,4,1,2,1,0,2,4,5,1
55,15,Cody Bellinger,Chicago Cubs,Milwaukee Brewers,1,4,0,0,0,0,2,4,0,0
56,16,Trey Mancini,Chicago Cubs,Milwaukee Brewers,1,3,0,0,0,0,1,3,0,0
57,17,Miles Mastrobuoni,Chicago Cubs,Milwaukee Brewers,1,1,0,0,0,0,1,1,0,0
58,18,Edwin Rios,Chicago Cubs,Milwaukee Brewers,1,2,0,0,0,1,1,3,0,0
59,19,Eric Hosmer,Chicago Cubs,Milwaukee Brewers,1,3,0,0,0,0,2,3,0,0
60,20,Nick Madrigal,Chicago Cubs,Milwaukee Brewers,1,3,0,0,0,0,0,3,0,0
61,21,Tucker Barnhart,Chicago Cubs,Milwaukee Brewers,1,2,0,0,0,0,1,2,0,0
62,22,Luis Torrens,Chicago Cubs,Milwaukee Brewers,1,1,0,0,0,0,0,1,0,0
63,0,LaMonte Wade Jr.,San Francisco Giants,New York Yankees,0,3,0,1,1,2,1,5,0,0
64,1,Michael Conforto,San Francisco Giants,New York Yankees,0,5,0,0,0,0,3,5,0,0
65,2,Thairo Estrada,San Francisco Giants,New York Yankees,0,5,0,1,1,0,0,5,0,0
66,3,Joc Pederson,San Francisco Giants,New York Yankees,0,4,2,2,1,1,2,5,5,1
67,4,Mike Yastrzemski,San Francisco Giants,New York Yankees,0,5,2,2,1,0,2,5,4,0
68,5,David Villar,San Francisco Giants,New York Yankees,0,5,1,2,0,0,1,5,2,0
69,6,Brandon Crawford,San Francisco Giants,New York Yankees,0,5,2,3,3,0,1,5,7,1
70,7,Blake Sabol,San Francisco Giants,New York Yankees,0,2,0,1,0,0,0,4,0,0
71,8,Bryce Johnson,San Francisco Giants,New York Yankees,0,1,0,0,0,0,0,1,0,0
72,9,Roberto Pérez,San Francisco Giants,New York Yankees,0,4,0,0,0,0,3,4,0,0
73,10,DJ LeMahieu,New York Yankees,San Francisco Giants,1,4,1,1,0,1,2,5,2,0
74,11,Aaron Judge,New York Yankees,San Francisco Giants,1,5,1,3,1,0,1,5,3,0
75,12,Anthony Rizzo,New York Yankees,San Francisco Giants,1,3,0,1,1,2,1,5,2,0
76,13,Giancarlo Stanton,New York Yankees,San Francisco Giants,1,5,1,1,1,0,0,5,4,1
77,14,Josh Donaldson,New York Yankees,San Francisco Giants,1,4,1,1,1,0,2,4,4,1
