,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,0,Chas McCormick,Houston Astros,Pittsburgh Pirates,0,4,2,2,0,1,0,5,2,0
1,1,Alex Bregman,Houston Astros,Pittsburgh Pirates,0,3,1,1,3,2,0,5,4,0
2,2,Kyle Tucker,Houston Astros,Pittsburgh Pirates,0,3,0,1,1,1,0,5,1,0
3,3,Jake Meyers,Houston Astros,Pittsburgh Pirates,0,0,0,0,0,0,0,0,0,0
4,4,José Abreu,Houston Astros,Pittsburgh Pirates,0,5,0,2,1,0,0,5,0,0
5,5,David Hensley,Houston Astros,Pittsburgh Pirates,0,5,0,0,0,0,0,5,0,0
6,6,Jeremy Peña,Houston Astros,Pittsburgh Pirates,0,4,0,1,0,1,1,5,0,0
7,7,Corey Julks,Houston Astros,Pittsburgh Pirates,0,5,2,2,1,0,1,5,6,0
8,8,Mauricio Dubón,Houston Astros,Pittsburgh Pirates,0,5,1,2,0,0,0,5,0,0
9,9,Yainer Diaz,Houston Astros,Pittsburgh Pirates,0,3,1,1,1,0,0,4,1,0
10,10,Ji Hwan Bae,Pittsburgh Pirates,Houston Astros,1,2,0,0,0,2,1,4,0,0
11,11,Bryan Reynolds,Pittsburgh Pirates,Houston Astros,1,4,0,1,0,0,0,4,1,0
12,12,Andrew McCutchen,Pittsburgh Pirates,Houston Astros,1,3,0,0,0,1,1,4,0,0
13,13,Carlos Santana,Pittsburgh Pirates,Houston Astros,1,3,0,1,0,0,1,3,2,0
14,14,Canaan Smith-Njigba,Pittsburgh Pirates,Houston Astros,1,0,0,0,0,1,0,1,0,0
15,15,Ke'Bryan Hayes,Pittsburgh Pirates,Houston Astros,1,3,0,0,0,1,1,4,0,0
16,16,Connor Joe,Pittsburgh Pirates,Houston Astros,1,3,0,0,0,1,1,4,0,0
17,17,Jack Suwinski,Pittsburgh Pirates,Houston Astros,1,4,0,1,0,0,2,4,0,0
