,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,Geraldo Perdomo,Arizona Diamondbacks,Atlanta Braves,0,4,0,0,0,0,1,4,0,0
1,Ketel Marte,Arizona Diamondbacks,Atlanta Braves,0,4,0,1,0,0,2,4,3,0
2,Corbin Carroll,Arizona Diamondbacks,Atlanta Braves,0,3,2,1,1,1,2,4,4,1
3,Christian Walker,Arizona Diamondbacks,Atlanta Braves,0,3,1,0,0,0,3,4,0,0
4,Dominic Canzone,Arizona Diamondbacks,Atlanta Braves,0,4,1,1,3,0,2,4,4,1
5,Emmanuel Rivera,Arizona Diamondbacks,Atlanta Braves,0,3,1,2,1,1,1,4,5,1
6,Jake McCarthy,Arizona Diamondbacks,Atlanta Braves,0,4,0,1,0,0,2,4,1,0
7,Carson Kelly,Arizona Diamondbacks,Atlanta Braves,0,3,0,0,0,0,1,3,0,0
8,Lourdes Gurriel Jr.,Arizona Diamondbacks,Atlanta Braves,0,1,0,0,0,0,0,1,0,0
9,Alek Thomas,Arizona Diamondbacks,Atlanta Braves,0,4,0,0,0,0,1,4,0,0
10,Ronald Acuna Jr.,Atlanta Braves,Arizona Diamondbacks,1,4,0,1,0,0,0,4,0,0
11,Ozzie Albies,Atlanta Braves,Arizona Diamondbacks,1,3,1,0,0,1,1,4,0,0
12,Austin Riley,Atlanta Braves,Arizona Diamondbacks,1,4,2,2,3,0,0,4,7,1
13,Matt Olson,Atlanta Braves,Arizona Diamondbacks,1,4,2,2,3,0,1,4,8,2
14,Travis d'Arnaud,Atlanta Braves,Arizona Diamondbacks,1,4,0,0,0,0,1,4,0,0
15,Marcell Ozuna,Atlanta Braves,Arizona Diamondbacks,1,3,0,0,0,0,0,3,0,0
16,Eddie Rosario,Atlanta Braves,Arizona Diamondbacks,1,3,0,0,0,0,2,3,0,0
17,Orlando Arcia,Atlanta Braves,Arizona Diamondbacks,1,3,1,1,1,0,0,3,1,1
18,Michael Harris II,Atlanta Braves,Arizona Diamondbacks,1,3,1,2,0,0,0,3,0,0
0,Austin Slater,San Francisco Giants,Cincinnati Reds,0,4,0,0,0,0,0,4,0,0
1,Wilmer Flores,San Francisco Giants,Cincinnati Reds,0,3,1,1,1,1,0,4,4,1
2,Mike Yastrzemski,San Francisco Giants,Cincinnati Reds,0,4,0,0,0,0,2,4,0,0
3,Patrick Bailey,San Francisco Giants,Cincinnati Reds,0,3,0,0,0,0,1,3,0,0
4,Luis Matos,San Francisco Giants,Cincinnati Reds,0,3,0,1,0,0,0,3,2,0
5,Joc Pederson,San Francisco Giants,Cincinnati Reds,0,3,0,0,0,0,2,3,0,0
