,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,0,Austin Hays,Baltimore Orioles,Detroit Tigers,0,4,0,2,0,1,1,5,3,0
1,1,Ryan Mountcastle,Baltimore Orioles,Detroit Tigers,0,5,1,2,0,0,1,5,2,0
2,2,Ramón Urías,Baltimore Orioles,Detroit Tigers,0,4,0,0,0,0,1,4,0,0
3,3,Anthony Santander,Baltimore Orioles,Detroit Tigers,0,3,1,2,0,1,0,4,3,0
4,4,Jorge Mateo,Baltimore Orioles,Detroit Tigers,0,3,1,1,3,1,1,4,4,1
5,5,James McCann,Baltimore Orioles,Detroit Tigers,0,3,1,1,1,0,0,3,4,1
6,6,Adley Rutschman,Baltimore Orioles,Detroit Tigers,0,1,0,0,0,0,0,1,0,0
7,7,Cedric Mullins,Baltimore Orioles,Detroit Tigers,0,4,0,0,0,0,0,4,0,0
8,8,Ryan McKenna,Baltimore Orioles,Detroit Tigers,0,2,0,0,0,0,1,2,0,0
9,9,Adam Frazier,Baltimore Orioles,Detroit Tigers,0,2,0,1,0,0,0,2,1,0
10,10,Joey Ortiz,Baltimore Orioles,Detroit Tigers,0,2,0,0,0,0,1,2,0,0
11,11,Ryan O'Hearn,Baltimore Orioles,Detroit Tigers,0,2,0,0,0,0,1,2,0,0
12,12,Zach McKinstry,Detroit Tigers,Baltimore Orioles,1,3,2,2,0,0,0,3,3,0
13,13,Jonathan Schoop,Detroit Tigers,Baltimore Orioles,1,2,0,1,0,0,1,2,2,0
14,14,Riley Greene,Detroit Tigers,Baltimore Orioles,1,4,0,2,1,1,1,5,2,0
15,15,Javier Báez,Detroit Tigers,Baltimore Orioles,1,5,1,1,1,0,3,5,0,0
16,16,Spencer Torkelson,Detroit Tigers,Baltimore Orioles,1,4,1,0,0,1,2,5,0,0
17,17,Nick Maton,Detroit Tigers,Baltimore Orioles,1,4,1,2,0,0,1,4,2,0
18,18,Andy Ibáñez,Detroit Tigers,Baltimore Orioles,1,1,0,0,0,0,1,1,0,0
19,19,Akil Baddoo,Detroit Tigers,Baltimore Orioles,1,3,1,2,0,1,0,4,2,0
20,20,Matt Vierling,Detroit Tigers,Baltimore Orioles,1,4,0,3,4,0,0,4,5,0
21,21,Jake Rogers,Detroit Tigers,Baltimore Orioles,1,4,0,0,0,0,3,4,0,0
22,22,Zack Short,Detroit Tigers,Baltimore Orioles,1,4,1,3,1,0,1,4,6,1
23,0,Ke'Bryan Hayes,Pittsburgh Pirates,Washington Nationals,0,5,0,1,0,0,2,5,1,0
24,1,Bryan Reynolds,Pittsburgh Pirates,Washington Nationals,0,4,0,1,1,0,1,5,2,0
25,2,Andrew McCutchen,Pittsburgh Pirates,Washington Nationals,0,4,1,1,0,1,0,5,2,0
