,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,0,Lars Nootbaar,St. Louis Cardinals,Cincinnati Reds,0,4,1,1,0,0,0,4,1,0
1,1,Nolan Gorman,St. Louis Cardinals,Cincinnati Reds,0,3,1,1,1,1,2,4,2,0
2,2,Brendan Donovan,St. Louis Cardinals,Cincinnati Reds,0,3,0,0,0,1,0,4,0,0
3,3,Paul DeJong,St. Louis Cardinals,Cincinnati Reds,0,3,0,0,0,1,1,4,0,0
4,4,Alec Burleson,St. Louis Cardinals,Cincinnati Reds,0,4,0,1,0,0,1,4,0,0
5,5,Juan Yepez,St. Louis Cardinals,Cincinnati Reds,0,3,0,1,0,0,0,4,2,0
6,6,Tommy Edman,St. Louis Cardinals,Cincinnati Reds,0,4,0,0,0,0,2,4,0,0
7,7,Andrew Knizner,St. Louis Cardinals,Cincinnati Reds,0,4,0,2,0,0,1,4,3,0
8,8,Óscar Mercado,St. Louis Cardinals,Cincinnati Reds,0,4,0,0,0,0,2,4,0,0
9,9,TJ Friedl,Cincinnati Reds,St. Louis Cardinals,1,3,0,2,0,1,0,4,2,0
10,10,Matt McLain,Cincinnati Reds,St. Louis Cardinals,1,3,0,1,0,1,0,4,1,0
11,11,Jonathan India,Cincinnati Reds,St. Louis Cardinals,1,4,0,1,0,0,0,4,1,0
12,12,Jake Fraley,Cincinnati Reds,St. Louis Cardinals,1,4,0,0,0,0,1,4,0,0
13,13,Tyler Stephenson,Cincinnati Reds,St. Louis Cardinals,1,4,0,0,0,0,0,4,0,0
14,14,Spencer Steer,Cincinnati Reds,St. Louis Cardinals,1,4,1,2,0,0,0,4,3,0
15,15,Nick Senzel,Cincinnati Reds,St. Louis Cardinals,1,4,0,0,0,0,1,4,0,0
16,16,Stuart Fairchild,Cincinnati Reds,St. Louis Cardinals,1,4,0,1,1,0,3,4,1,0
17,17,Luke Maile,Cincinnati Reds,St. Louis Cardinals,1,4,0,0,0,0,3,4,0,0
18,0,Bo Bichette,Toronto Blue Jays,Tampa Bay Rays,0,4,0,1,1,1,0,5,0,0
19,1,Daulton Varsho,Toronto Blue Jays,Tampa Bay Rays,0,3,1,0,0,1,0,4,0,0
20,2,Ernie Clement,Toronto Blue Jays,Tampa Bay Rays,0,0,0,0,1,0,0,1,0,0
21,3,Vladimir Guerrero Jr.,Toronto Blue Jays,Tampa Bay Rays,0,5,0,1,0,0,0,5,0,0
22,4,Brandon Belt,Toronto Blue Jays,Tampa Bay Rays,0,2,0,1,1,2,0,4,0,0
23,5,Matt Chapman,Toronto Blue Jays,Tampa Bay Rays,0,4,0,0,0,0,0,4,0,0
24,6,Nathan Lukes,Toronto Blue Jays,Tampa Bay Rays,0,3,0,0,0,0,0,3,0,0
25,7,Whit Merrifield,Toronto Blue Jays,Tampa Bay Rays,0,1,0,0,0,0,1,1,0,0
26,8,Alejandro Kirk,Toronto Blue Jays,Tampa Bay Rays,0,4,1,3,0,0,0,4,3,0
27,9,Kevin Kiermaier,Toronto Blue Jays,Tampa Bay Rays,0,4,1,1,0,0,0,4,1,0
28,10,Cavan Biggio,Toronto Blue Jays,Tampa Bay Rays,0,3,0,1,0,0,0,3,0,0
29,11,George Springer,Toronto Blue Jays,Tampa Bay Rays,0,0,0,0,0,1,0,1,0,0
30,12,Josh Lowe,Tampa Bay Rays,Toronto Blue Jays,1,4,0,1,1,0,0,4,2,0
31,13,Wander Franco,Tampa Bay Rays,Toronto Blue Jays,1,2,2,1,0,2,0,4,3,0
32,14,Randy Arozarena,Tampa Bay Rays,Toronto Blue Jays,1,3,1,2,2,1,0,4,2,0
33,15,Brandon Lowe,Tampa Bay Rays,Toronto Blue Jays,1,4,0,1,0,0,2,4,1,0
34,16,Harold Ramírez,Tampa Bay Rays,Toronto Blue Jays,1,4,0,0,1,0,1,4,0,0
35,17,Taylor Walls,Tampa Bay Rays,Toronto Blue Jays,1,3,1,0,0,1,2,4,0,0
36,18,Luke Raley,Tampa Bay Rays,Toronto Blue Jays,1,2,2,0,0,2,2,4,0,0
37,19,Manuel Margot,Tampa Bay Rays,Toronto Blue Jays,1,4,0,0,1,0,1,4,0,0
38,20,Francisco Mejía,Tampa Bay Rays,Toronto Blue Jays,1,4,0,0,0,0,3,4,0,0
39,0,Jon Berti,Miami Marlins,Colorado Rockies,0,5,0,0,0,0,2,5,0,0
40,1,Jorge Soler,Miami Marlins,Colorado Rockies,0,5,2,3,2,0,0,5,6,1
41,2,Yuli Gurriel,Miami Marlins,Colorado Rockies,0,4,1,2,1,1,0,5,5,0
42,3,Bryan De La Cruz,Miami Marlins,Colorado Rockies,0,4,0,0,0,1,1,5,0,0
43,4,Nick Fortes,Miami Marlins,Colorado Rockies,0,4,0,0,0,0,3,4,0,0
44,5,Garrett Cooper,Miami Marlins,Colorado Rockies,0,1,1,1,2,0,0,1,4,1
45,6,Jacob Stallings,Miami Marlins,Colorado Rockies,0,0,0,0,0,0,0,0,0,0
46,7,Jean Segura,Miami Marlins,Colorado Rockies,0,5,0,0,0,0,1,5,0,0
47,8,Jonathan Davis,Miami Marlins,Colorado Rockies,0,3,1,3,0,2,0,5,5,0
48,9,Garrett Hampson,Miami Marlins,Colorado Rockies,0,3,0,1,0,1,1,5,1,0
49,10,Xavier Edwards,Miami Marlins,Colorado Rockies,0,4,1,2,1,0,2,4,2,0
50,11,Brenton Doyle,Colorado Rockies,Miami Marlins,1,4,0,1,1,1,2,5,0,0
51,12,Jurickson Profar,Colorado Rockies,Miami Marlins,1,0,0,0,0,0,0,0,0,0
52,13,Kris Bryant,Colorado Rockies,Miami Marlins,1,4,1,0,0,1,0,5,0,0
53,14,Elias Díaz,Colorado Rockies,Miami Marlins,1,4,1,1,1,1,1,5,0,0
54,15,Randal Grichuk,Colorado Rockies,Miami Marlins,1,5,2,3,0,0,1,5,1,0
55,16,Ryan McMahon,Colorado Rockies,Miami Marlins,1,3,0,2,1,2,1,5,0,0
56,17,Ezequiel Tovar,Colorado Rockies,Miami Marlins,1,4,1,2,1,1,0,5,1,0
57,18,Alan Trejo,Colorado Rockies,Miami Marlins,1,2,0,1,1,1,0,3,0,0
58,19,Charlie Blackmon,Colorado Rockies,Miami Marlins,1,1,1,1,0,0,0,1,0,0
59,20,Harold Castro,Colorado Rockies,Miami Marlins,1,0,0,0,0,0,0,0,0,0
60,21,Michael Toglia,Colorado Rockies,Miami Marlins,1,3,1,1,0,1,1,4,0,0
61,22,Austin Wynns,Colorado Rockies,Miami Marlins,1,2,0,0,0,1,1,3,0,0
62,23,Mike Moustakas,Colorado Rockies,Miami Marlins,1,1,0,1,2,0,0,1,0,0
63,0,Fernando Tatis Jr.,San Diego Padres,Washington Nationals,0,4,1,1,0,1,1,5,0,0
