,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,Sal Frelick,Milwaukee Brewers,New York Yankees,0,3,2,2,0,2,1,5,2,0
1,William Contreras,Milwaukee Brewers,New York Yankees,0,5,1,2,2,0,1,5,2,0
2,Carlos Santana,Milwaukee Brewers,New York Yankees,0,5,1,1,0,0,1,5,0,0
3,Mark Canha,Milwaukee Brewers,New York Yankees,0,4,1,2,1,0,1,5,2,0
4,Joey Wiemer,Milwaukee Brewers,New York Yankees,0,0,0,0,0,0,0,0,0,0
5,Willy Adames,Milwaukee Brewers,New York Yankees,0,5,1,1,1,0,2,5,3,0
6,Rowdy Tellez,Milwaukee Brewers,New York Yankees,0,2,0,0,0,0,2,2,0,0
7,Owen Miller,Milwaukee Brewers,New York Yankees,0,1,0,0,0,0,1,1,0,0
8,Victor Caratini,Milwaukee Brewers,New York Yankees,0,0,0,0,2,1,0,2,0,0
9,Andruw Monasterio,Milwaukee Brewers,New York Yankees,0,3,0,0,1,2,1,5,0,0
10,Brice Turang,Milwaukee Brewers,New York Yankees,0,4,1,1,0,1,1,5,1,0
11,Tyrone Taylor,Milwaukee Brewers,New York Yankees,0,4,2,2,1,0,1,4,5,0
12,DJ LeMahieu,New York Yankees,Milwaukee Brewers,1,5,0,0,0,0,1,5,0,0
13,Aaron Judge,New York Yankees,Milwaukee Brewers,1,4,0,1,0,1,0,5,1,0
14,Jasson Domínguez,New York Yankees,Milwaukee Brewers,1,4,0,0,0,0,3,4,0,0
15,Gleyber Torres,New York Yankees,Milwaukee Brewers,1,2,1,0,0,2,0,4,0,0
16,Giancarlo Stanton,New York Yankees,Milwaukee Brewers,1,4,1,0,0,0,2,4,0,0
17,Anthony Volpe,New York Yankees,Milwaukee Brewers,1,4,0,1,1,0,1,4,1,0
18,Austin Wells,New York Yankees,Milwaukee Brewers,1,4,0,0,0,0,1,4,0,0
19,Everson Pereira,New York Yankees,Milwaukee Brewers,1,3,0,1,0,1,1,4,1,0
20,Oswald Peraza,New York Yankees,Milwaukee Brewers,1,4,0,1,1,0,0,4,1,0
0,Brandon Nimmo,New York Mets,Minnesota Twins,0,5,1,1,1,0,3,5,4,1
1,Jeff McNeil,New York Mets,Minnesota Twins,0,4,1,1,0,0,0,4,1,0
2,Pete Alonso,New York Mets,Minnesota Twins,0,3,1,1,1,0,0,4,4,1
3,Francisco Lindor,New York Mets,Minnesota Twins,0,4,0,1,0,0,1,4,1,0
4,Daniel Vogelbach,New York Mets,Minnesota Twins,0,3,0,1,1,1,1,4,1,0
5,DJ Stewart,New York Mets,Minnesota Twins,0,4,1,1,1,0,1,4,4,1
6,Ronny Mauricio,New York Mets,Minnesota Twins,0,3,0,1,0,1,0,4,1,0
7,Brett Baty,New York Mets,Minnesota Twins,0,4,0,0,0,0,2,4,0,0
8,Omar Narváez,New York Mets,Minnesota Twins,0,2,0,0,0,0,0,2,0,0
9,Francisco Alvarez,New York Mets,Minnesota Twins,0,2,0,0,0,0,1,2,0,0
10,Donovan Solano,Minnesota Twins,New York Mets,1,2,0,1,2,0,0,3,1,0
11,Alex Kirilloff,Minnesota Twins,New York Mets,1,1,1,0,0,1,0,2,0,0
12,Jorge Polanco,Minnesota Twins,New York Mets,1,5,0,1,0,0,3,5,1,0
13,Royce Lewis,Minnesota Twins,New York Mets,1,4,1,1,0,0,1,4,1,0
14,Carlos Correa,Minnesota Twins,New York Mets,1,3,1,0,0,1,1,4,0,0
15,Jordan Luplow,Minnesota Twins,New York Mets,1,3,1,2,0,0,1,3,3,0
16,Max Kepler,Minnesota Twins,New York Mets,1,1,1,1,3,0,0,1,3,0
17,Kyle Farmer,Minnesota Twins,New York Mets,1,4,0,3,2,0,1,4,4,0
18,Ryan Jeffers,Minnesota Twins,New York Mets,1,3,1,1,0,1,2,4,1,0
19,Matt Wallner,Minnesota Twins,New York Mets,1,3,0,0,0,0,2,3,0,0
20,Andrew Stevenson,Minnesota Twins,New York Mets,1,1,0,0,0,0,1,1,0,0
21,Willi Castro,Minnesota Twins,New York Mets,1,4,2,3,1,0,0,4,7,1
0,Ketel Marte,Arizona Diamondbacks,Chicago Cubs,0,3,0,1,0,0,0,3,1,0
1,Geraldo Perdomo,Arizona Diamondbacks,Chicago Cubs,0,0,0,0,0,1,0,2,0,0
2,Jordan Lawlar,Arizona Diamondbacks,Chicago Cubs,0,4,1,0,0,0,3,5,0,0
3,Tommy Pham,Arizona Diamondbacks,Chicago Cubs,0,5,0,1,1,0,1,5,1,0
4,Alek Thomas,Arizona Diamondbacks,Chicago Cubs,0,0,0,0,0,0,0,0,0,0
5,Christian Walker,Arizona Diamondbacks,Chicago Cubs,0,5,0,0,0,0,3,5,0,0
6,Lourdes Gurriel Jr.,Arizona Diamondbacks,Chicago Cubs,0,4,0,1,0,0,0,4,0,0
7,Evan Longoria,Arizona Diamondbacks,Chicago Cubs,0,3,0,1,0,0,0,3,1,0
8,Pavin Smith,Arizona Diamondbacks,Chicago Cubs,0,0,0,0,0,1,0,1,0,0
9,Corbin Carroll,Arizona Diamondbacks,Chicago Cubs,0,4,1,2,0,0,1,4,2,0
10,Emmanuel Rivera,Arizona Diamondbacks,Chicago Cubs,0,3,0,1,0,0,1,3,1,0
11,Jace Peterson,Arizona Diamondbacks,Chicago Cubs,0,0,0,0,0,1,0,1,0,0
12,Gabriel Moreno,Arizona Diamondbacks,Chicago Cubs,0,4,1,1,1,0,0,4,2,0
13,Mike Tauchman,Chicago Cubs,Arizona Diamondbacks,1,4,1,0,0,1,0,5,0,0
14,Nico Hoerner,Chicago Cubs,Arizona Diamondbacks,1,5,1,1,0,0,1,5,1,0
15,Ian Happ,Chicago Cubs,Arizona Diamondbacks,1,5,0,1,0,0,1,5,1,0
16,Cody Bellinger,Chicago Cubs,Arizona Diamondbacks,1,5,0,2,2,0,1,5,2,0
17,Dansby Swanson,Chicago Cubs,Arizona Diamondbacks,1,5,0,2,0,0,1,5,2,0
18,Seiya Suzuki,Chicago Cubs,Arizona Diamondbacks,1,3,0,0,0,1,1,4,0,0
19,Jeimer Candelario,Chicago Cubs,Arizona Diamondbacks,1,1,0,0,0,3,1,4,0,0
20,Yan Gomes,Chicago Cubs,Arizona Diamondbacks,1,4,0,1,0,0,1,4,1,0
21,Nick Madrigal,Chicago Cubs,Arizona Diamondbacks,1,4,0,1,0,0,0,4,2,0
0,Maikel Garcia,Kansas City Royals,Toronto Blue Jays,0,4,0,0,0,0,1,4,0,0
1,Bobby Witt,Kansas City Royals,Toronto Blue Jays,0,4,0,0,0,0,0,4,0,0
2,Salvador Perez,Kansas City Royals,Toronto Blue Jays,0,3,0,0,0,0,0,4,0,0
3,MJ Melendez,Kansas City Royals,Toronto Blue Jays,0,3,0,0,0,1,2,4,0,0
4,Nelson Velázquez,Kansas City Royals,Toronto Blue Jays,0,3,0,0,0,0,2,3,0,0
5,Michael Massey,Kansas City Royals,Toronto Blue Jays,0,3,0,0,0,0,0,3,0,0
6,Edward Olivares,Kansas City Royals,Toronto Blue Jays,0,3,1,1,1,0,0,3,4,1
7,Drew Waters,Kansas City Royals,Toronto Blue Jays,0,3,0,1,0,0,2,3,2,0
8,Nick Pratto,Kansas City Royals,Toronto Blue Jays,0,3,0,0,0,0,3,3,0,0
9,George Springer,Toronto Blue Jays,Kansas City Royals,1,4,2,3,4,0,0,4,9,2
10,Spencer Horwitz,Toronto Blue Jays,Kansas City Royals,1,4,0,1,0,0,0,4,1,0
11,Vladimir Guerrero Jr.,Toronto Blue Jays,Kansas City Royals,1,4,1,2,0,0,0,4,0,0
12,Davis Schneider,Toronto Blue Jays,Kansas City Royals,1,4,0,0,0,0,3,4,0,0
13,Santiago Espinal,Toronto Blue Jays,Kansas City Royals,1,0,0,0,0,0,0,0,0,0
14,Cavan Biggio,Toronto Blue Jays,Kansas City Royals,1,4,0,1,1,0,0,4,2,0
15,Alejandro Kirk,Toronto Blue Jays,Kansas City Royals,1,3,1,0,0,1,1,4,0,0
16,Daulton Varsho,Toronto Blue Jays,Kansas City Royals,1,3,1,1,0,0,0,3,2,0
17,Ernie Clement,Toronto Blue Jays,Kansas City Royals,1,3,0,0,0,0,0,3,0,0
