,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,Kyle Schwarber,Philadelphia Phillies,Atlanta Braves,0,3,1,0,0,2,1,5,0,0
1,Johan Rojas,Philadelphia Phillies,Atlanta Braves,0,0,1,0,0,0,0,0,0,0
2,Trea Turner,Philadelphia Phillies,Atlanta Braves,0,4,0,0,0,1,0,5,0,0
3,Bryce Harper,Philadelphia Phillies,Atlanta Braves,0,4,1,0,0,1,0,5,0,0
4,Alec Bohm,Philadelphia Phillies,Atlanta Braves,0,4,0,2,1,1,0,5,2,0
5,Bryson Stott,Philadelphia Phillies,Atlanta Braves,0,4,0,1,2,1,0,5,2,0
6,Brandon Marsh,Philadelphia Phillies,Atlanta Braves,0,2,1,0,0,3,0,5,0,0
7,Nick Castellanos,Philadelphia Phillies,Atlanta Braves,0,5,2,2,3,0,1,5,8,0
8,Jake Cave,Philadelphia Phillies,Atlanta Braves,0,3,0,0,0,1,1,4,0,0
9,Garrett Stubbs,Philadelphia Phillies,Atlanta Braves,0,4,0,0,0,0,0,4,0,0
10,Ronald Acuna Jr.,Atlanta Braves,Philadelphia Phillies,1,5,1,1,0,0,1,5,0,0
11,Ozzie Albies,Atlanta Braves,Philadelphia Phillies,1,4,1,2,1,0,2,5,3,0
12,Austin Riley,Atlanta Braves,Philadelphia Phillies,1,5,0,1,1,0,3,5,1,0
13,Matt Olson,Atlanta Braves,Philadelphia Phillies,1,4,1,1,1,0,0,4,1,0
14,Marcell Ozuna,Atlanta Braves,Philadelphia Phillies,1,4,0,2,1,0,0,4,3,0
15,Forrest Wall,Atlanta Braves,Philadelphia Phillies,1,0,0,0,0,0,0,0,0,0
16,Eddie Rosario,Atlanta Braves,Philadelphia Phillies,1,3,0,0,0,0,2,3,0,0
17,Kevin Pillar,Atlanta Braves,Philadelphia Phillies,1,1,0,0,0,0,1,1,0,0
18,Sean Murphy,Atlanta Braves,Philadelphia Phillies,1,3,0,0,0,1,2,4,0,0
19,Luke Williams,Atlanta Braves,Philadelphia Phillies,1,0,0,0,0,0,0,0,0,0
20,Travis d'Arnaud,Atlanta Braves,Philadelphia Phillies,1,0,0,0,0,0,0,0,0,0
21,Michael Harris II,Atlanta Braves,Philadelphia Phillies,1,4,1,1,0,0,1,4,0,0
22,Nicky Lopez,Atlanta Braves,Philadelphia Phillies,1,2,0,1,1,0,0,2,1,0
23,Orlando Arcia,Atlanta Braves,Philadelphia Phillies,1,2,1,0,0,0,1,2,0,0
0,Edouard Julien,Minnesota Twins,Cincinnati Reds,0,4,0,1,1,0,3,4,0,0
1,Matt Wallner,Minnesota Twins,Cincinnati Reds,0,0,0,0,0,0,0,0,0,0
2,Ryan Jeffers,Minnesota Twins,Cincinnati Reds,0,0,0,0,0,1,0,1,0,0
3,Jorge Polanco,Minnesota Twins,Cincinnati Reds,0,5,0,1,2,0,3,5,0,0
4,Donovan Solano,Minnesota Twins,Cincinnati Reds,0,5,0,1,0,0,1,5,0,0
5,Max Kepler,Minnesota Twins,Cincinnati Reds,0,3,0,0,0,1,2,4,0,0
6,Willi Castro,Minnesota Twins,Cincinnati Reds,0,4,2,2,1,0,2,4,5,1
7,Kyle Farmer,Minnesota Twins,Cincinnati Reds,0,4,1,1,1,0,2,4,0,0
8,Andrew Stevenson,Minnesota Twins,Cincinnati Reds,0,3,0,1,0,0,0,4,1,0
9,Christian Vázquez,Minnesota Twins,Cincinnati Reds,0,3,2,2,0,1,0,4,0,0
10,Michael A. Taylor,Minnesota Twins,Cincinnati Reds,0,1,0,0,0,0,1,2,0,0
11,Trevor Larnach,Minnesota Twins,Cincinnati Reds,0,2,0,0,0,0,1,2,0,0
12,Jonathan India,Cincinnati Reds,Minnesota Twins,1,3,0,0,0,1,2,5,0,0
13,TJ Friedl,Cincinnati Reds,Minnesota Twins,1,5,0,1,1,0,0,5,0,0
14,Spencer Steer,Cincinnati Reds,Minnesota Twins,1,4,0,1,0,1,0,5,0,0
15,Jake Fraley,Cincinnati Reds,Minnesota Twins,1,4,0,0,0,0,2,4,0,0
16,Christian Encarnacion-Strand,Cincinnati Reds,Minnesota Twins,1,3,1,1,1,0,1,3,0,1
17,Nick Senzel,Cincinnati Reds,Minnesota Twins,1,0,0,0,0,1,0,1,0,0
