,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,CJ Abrams,Washington Nationals,Pittsburgh Pirates,0,4,0,1,0,0,0,4,0,0
1,Lane Thomas,Washington Nationals,Pittsburgh Pirates,0,4,0,0,0,0,0,4,0,0
2,Keibert Ruiz,Washington Nationals,Pittsburgh Pirates,0,4,0,0,0,0,0,4,0,0
3,Joey Meneses,Washington Nationals,Pittsburgh Pirates,0,2,0,0,0,1,2,3,0,0
4,Dominic Smith,Washington Nationals,Pittsburgh Pirates,0,3,0,0,0,0,1,3,0,0
5,Luis García,Washington Nationals,Pittsburgh Pirates,0,3,0,0,0,0,1,3,0,0
6,Travis Blankenhorn,Washington Nationals,Pittsburgh Pirates,0,3,0,0,0,0,1,3,0,0
7,Jake Alu,Washington Nationals,Pittsburgh Pirates,0,3,0,1,0,0,1,3,1,0
8,Jacob Young,Washington Nationals,Pittsburgh Pirates,0,2,0,0,0,0,1,3,0,0
9,Ji Hwan Bae,Pittsburgh Pirates,Washington Nationals,1,4,0,0,0,0,3,4,0,0
10,Bryan Reynolds,Pittsburgh Pirates,Washington Nationals,1,4,0,1,0,0,2,4,1,0
11,Connor Joe,Pittsburgh Pirates,Washington Nationals,1,3,0,0,0,0,0,3,0,0
12,Jack Suwinski,Pittsburgh Pirates,Washington Nationals,1,3,1,2,1,0,1,3,5,1
13,Joshua Palacios,Pittsburgh Pirates,Washington Nationals,1,3,0,1,0,0,1,3,0,0
14,Liover Peguero,Pittsburgh Pirates,Washington Nationals,1,3,0,0,0,0,2,3,0,0
15,Alfonso Rivas,Pittsburgh Pirates,Washington Nationals,1,3,1,1,1,0,1,3,4,1
16,Jared Triolo,Pittsburgh Pirates,Washington Nationals,1,3,0,0,0,0,1,3,0,0
17,Jason Delay,Pittsburgh Pirates,Washington Nationals,1,3,0,0,0,0,2,3,0,0
0,Jake Fraley,Cincinnati Reds,Detroit Tigers,0,3,0,1,0,0,1,3,1,0
1,Hunter Renfroe,Cincinnati Reds,Detroit Tigers,0,1,0,0,0,0,1,1,0,0
2,Nick Martini,Cincinnati Reds,Detroit Tigers,0,2,0,0,0,1,1,3,0,0
3,Christian Encarnacion-Strand,Cincinnati Reds,Detroit Tigers,0,1,0,0,0,0,0,1,0,0
4,Spencer Steer,Cincinnati Reds,Detroit Tigers,0,4,1,1,1,0,2,4,4,1
5,TJ Friedl,Cincinnati Reds,Detroit Tigers,0,3,1,1,1,1,2,4,4,1
6,Jonathan India,Cincinnati Reds,Detroit Tigers,0,4,0,0,0,0,1,4,0,0
7,Joey Votto,Cincinnati Reds,Detroit Tigers,0,4,0,0,0,0,0,4,0,0
8,Tyler Stephenson,Cincinnati Reds,Detroit Tigers,0,3,0,0,0,0,1,3,0,0
9,Elly De La Cruz,Cincinnati Reds,Detroit Tigers,0,0,0,0,0,2,0,2,0,0
10,Nick Senzel,Cincinnati Reds,Detroit Tigers,0,1,0,1,0,0,0,1,1,0
11,Will Benson,Cincinnati Reds,Detroit Tigers,0,2,0,0,0,0,1,2,0,0
12,Noelvi Marte,Cincinnati Reds,Detroit Tigers,0,1,0,1,0,0,0,1,1,0
13,Matt Vierling,Detroit Tigers,Cincinnati Reds,1,3,2,1,4,1,1,5,4,1
14,Zach McKinstry,Detroit Tigers,Cincinnati Reds,1,5,0,0,0,0,1,5,0,0
15,Spencer Torkelson,Detroit Tigers,Cincinnati Reds,1,5,0,1,1,0,2,5,1,0
16,Kerry Carpenter,Detroit Tigers,Cincinnati Reds,1,4,0,1,1,0,1,4,0,0
17,Jake Rogers,Detroit Tigers,Cincinnati Reds,1,4,0,1,0,0,0,4,0,0
18,Tyler Nevin,Detroit Tigers,Cincinnati Reds,1,3,2,1,0,0,1,4,0,0
19,Akil Baddoo,Detroit Tigers,Cincinnati Reds,1,4,2,2,2,0,1,4,5,1
20,Javier Báez,Detroit Tigers,Cincinnati Reds,1,4,0,1,0,0,0,4,0,0
21,Parker Meadows,Detroit Tigers,Cincinnati Reds,1,3,2,1,0,1,0,4,0,0
0,Estevan Florial,New York Yankees,Boston Red Sox,0,4,0,1,0,0,0,4,1,0
1,Aaron Judge,New York Yankees,Boston Red Sox,0,4,0,0,0,0,1,4,0,0
2,Gleyber Torres,New York Yankees,Boston Red Sox,0,4,0,2,0,0,1,4,4,0
3,Austin Wells,New York Yankees,Boston Red Sox,0,4,0,0,0,0,1,4,0,0
4,Anthony Volpe,New York Yankees,Boston Red Sox,0,3,0,0,0,1,1,4,0,0
5,Jake Bauers,New York Yankees,Boston Red Sox,0,4,0,0,0,0,2,4,0,0
6,Oswald Peraza,New York Yankees,Boston Red Sox,0,4,0,2,0,0,0,4,2,0
7,Oswaldo Cabrera,New York Yankees,Boston Red Sox,0,2,0,1,0,2,0,4,0,0
8,Everson Pereira,New York Yankees,Boston Red Sox,0,4,0,0,0,0,2,4,0,0
9,Ceddanne Rafaela,Boston Red Sox,New York Yankees,1,4,1,2,1,0,2,4,6,1
10,Rafael Devers,Boston Red Sox,New York Yankees,1,3,1,1,0,1,1,4,1,0
11,Justin Turner,Boston Red Sox,New York Yankees,1,4,0,1,0,0,0,4,1,0
12,Triston Casas,Boston Red Sox,New York Yankees,1,4,0,1,0,0,1,4,1,0
13,Wilyer Abreu,Boston Red Sox,New York Yankees,1,4,1,3,1,0,1,4,3,0
14,Adam Duvall,Boston Red Sox,New York Yankees,1,3,1,0,0,1,2,4,0,0
15,Trevor Story,Boston Red Sox,New York Yankees,1,4,1,1,3,0,1,4,4,1
16,Luis Urías,Boston Red Sox,New York Yankees,1,4,0,1,0,0,2,4,0,0
17,Connor Wong,Boston Red Sox,New York Yankees,1,3,0,0,0,0,2,3,0,0
0,Luis Arraez,Miami Marlins,Milwaukee Brewers,0,4,1,1,0,0,0,4,2,0
1,Josh Bell,Miami Marlins,Milwaukee Brewers,0,4,0,1,0,0,2,4,1,0
2,Jake Burger,Miami Marlins,Milwaukee Brewers,0,4,0,2,0,0,1,4,2,0
3,Jesús Sánchez,Miami Marlins,Milwaukee Brewers,0,3,0,0,1,0,1,4,0,0
4,Bryan De La Cruz,Miami Marlins,Milwaukee Brewers,0,4,0,0,0,0,1,4,0,0
