,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,DJ LeMahieu,New York Yankees,Detroit Tigers,0,4,0,0,0,0,2,4,0,0
1,Aaron Judge,New York Yankees,Detroit Tigers,0,4,1,1,0,0,1,4,0,0
2,Gleyber Torres,New York Yankees,Detroit Tigers,0,2,1,2,1,1,0,4,5,0
3,Giancarlo Stanton,New York Yankees,Detroit Tigers,0,4,0,1,0,0,1,4,1,0
4,Anthony Volpe,New York Yankees,Detroit Tigers,0,4,1,1,1,0,3,4,4,0
5,Harrison Bader,New York Yankees,Detroit Tigers,0,4,0,0,0,0,0,4,0,0
6,Everson Pereira,New York Yankees,Detroit Tigers,0,2,0,0,0,2,2,4,0,0
7,Kyle Higashioka,New York Yankees,Detroit Tigers,0,4,1,1,1,0,2,4,4,0
8,Oswald Peraza,New York Yankees,Detroit Tigers,0,3,0,0,0,0,0,3,0,0
9,Akil Baddoo,Detroit Tigers,New York Yankees,1,3,0,0,0,1,2,4,0,0
10,Riley Greene,Detroit Tigers,New York Yankees,1,4,0,0,0,0,0,4,0,0
11,Spencer Torkelson,Detroit Tigers,New York Yankees,1,3,1,0,0,1,2,4,0,0
12,Kerry Carpenter,Detroit Tigers,New York Yankees,1,4,0,0,0,0,2,4,0,0
13,Matt Vierling,Detroit Tigers,New York Yankees,1,4,0,1,0,0,1,4,1,0
14,Zach McKinstry,Detroit Tigers,New York Yankees,1,3,1,1,0,1,0,4,2,0
15,Parker Meadows,Detroit Tigers,New York Yankees,1,4,0,3,2,0,1,4,3,0
16,Javier Báez,Detroit Tigers,New York Yankees,1,4,0,0,0,0,2,4,0,0
17,Carson Kelly,Detroit Tigers,New York Yankees,1,3,0,2,0,0,0,3,2,0
0,Yandy Díaz,Tampa Bay Rays,Miami Marlins,0,5,1,2,0,0,0,5,0,0
1,Brandon Lowe,Tampa Bay Rays,Miami Marlins,0,3,1,1,0,0,1,3,2,0
2,Harold Ramírez,Tampa Bay Rays,Miami Marlins,0,1,1,1,1,0,0,1,0,0
3,Christian Bethancourt,Tampa Bay Rays,Miami Marlins,0,1,0,0,0,0,0,1,0,0
4,Randy Arozarena,Tampa Bay Rays,Miami Marlins,0,3,2,1,2,2,1,5,4,1
5,Isaac Paredes,Tampa Bay Rays,Miami Marlins,0,5,2,2,4,0,1,5,5,1
6,Josh Lowe,Tampa Bay Rays,Miami Marlins,0,5,2,3,1,0,0,5,6,1
7,Vidal Bruján,Tampa Bay Rays,Miami Marlins,0,3,1,1,0,1,1,5,0,0
8,Jose Siri,Tampa Bay Rays,Miami Marlins,0,5,0,1,2,0,2,5,2,0
9,Luke Raley,Tampa Bay Rays,Miami Marlins,0,3,0,1,1,1,1,5,1,0
10,René Pinto,Tampa Bay Rays,Miami Marlins,0,3,0,2,0,0,0,3,0,0
11,Osleivis Basabe,Tampa Bay Rays,Miami Marlins,0,1,1,0,0,0,0,1,0,0
12,Luis Arraez,Miami Marlins,Tampa Bay Rays,1,4,1,1,0,0,0,4,0,0
13,Garrett Hampson,Miami Marlins,Tampa Bay Rays,1,0,0,0,0,1,0,1,0,0
14,Jorge Soler,Miami Marlins,Tampa Bay Rays,1,3,0,1,0,0,1,3,0,0
15,Jesús Sánchez,Miami Marlins,Tampa Bay Rays,1,2,0,0,0,0,0,2,0,0
16,Josh Bell,Miami Marlins,Tampa Bay Rays,1,4,0,1,0,0,0,4,0,0
17,Jazz Chisholm Jr.,Miami Marlins,Tampa Bay Rays,1,4,1,2,2,0,2,4,0,1
18,Jake Burger,Miami Marlins,Tampa Bay Rays,1,4,0,1,0,0,1,4,1,0
19,Bryan De La Cruz,Miami Marlins,Tampa Bay Rays,1,4,0,1,0,0,1,4,0,0
20,Yuli Gurriel,Miami Marlins,Tampa Bay Rays,1,4,0,0,0,0,1,4,0,0
21,Jacob Stallings,Miami Marlins,Tampa Bay Rays,1,4,0,1,0,0,0,4,0,0
22,Jon Berti,Miami Marlins,Tampa Bay Rays,1,4,0,2,0,0,1,4,1,0
0,Nolan Schanuel,Los Angeles Angels,Philadelphia Phillies,0,5,1,2,0,0,0,5,2,0
1,Shohei Ohtani,Los Angeles Angels,Philadelphia Phillies,0,5,0,3,2,0,0,5,4,0
2,Brandon Drury,Los Angeles Angels,Philadelphia Phillies,0,4,0,0,0,1,2,5,0,0
3,Mike Moustakas,Los Angeles Angels,Philadelphia Phillies,0,5,0,0,0,0,3,5,0,0
4,Luis Rengifo,Los Angeles Angels,Philadelphia Phillies,0,4,2,3,2,0,0,4,9,2
5,Logan O'Hoppe,Los Angeles Angels,Philadelphia Phillies,0,3,0,0,0,1,1,4,0,0
6,Mickey Moniak,Los Angeles Angels,Philadelphia Phillies,0,3,0,0,0,0,1,3,0,0
7,Andrew Velazquez,Los Angeles Angels,Philadelphia Phillies,0,1,0,0,0,0,0,1,0,0
8,Hunter Renfroe,Los Angeles Angels,Philadelphia Phillies,0,3,0,0,0,1,0,4,0,0
9,Randal Grichuk,Los Angeles Angels,Philadelphia Phillies,0,4,4,3,1,0,0,4,8,1
10,Kyle Schwarber,Philadelphia Phillies,Los Angeles Angels,1,4,1,1,1,1,1,5,4,1
11,Brandon Marsh,Philadelphia Phillies,Los Angeles Angels,1,0,0,0,0,0,0,0,0,0
12,Trea Turner,Philadelphia Phillies,Los Angeles Angels,1,5,1,2,3,0,1,5,7,1
13,Nick Castellanos,Philadelphia Phillies,Los Angeles Angels,1,5,1,1,0,0,0,5,0,0
14,Jake Cave,Philadelphia Phillies,Los Angeles Angels,1,0,0,0,0,0,0,0,0,0
15,Bryce Harper,Philadelphia Phillies,Los Angeles Angels,1,4,2,2,1,1,0,5,6,1
16,Alec Bohm,Philadelphia Phillies,Los Angeles Angels,1,3,2,2,3,1,0,4,6,1
17,J.T. Realmuto,Philadelphia Phillies,Los Angeles Angels,1,4,2,2,1,0,0,4,3,0
18,Rodolfo Castro,Philadelphia Phillies,Los Angeles Angels,1,2,0,0,0,0,1,2,0,0
19,Bryson Stott,Philadelphia Phillies,Los Angeles Angels,1,2,2,2,2,0,0,2,5,1
20,Edmundo Sosa,Philadelphia Phillies,Los Angeles Angels,1,4,0,1,0,0,2,4,1,0
21,Johan Rojas,Philadelphia Phillies,Los Angeles Angels,1,3,1,0,1,0,0,4,0,0
0,Tim Anderson,Chicago White Sox,Baltimore Orioles,0,4,0,0,0,0,1,4,0,0
1,Andrew Benintendi,Chicago White Sox,Baltimore Orioles,0,4,0,0,0,0,0,4,0,0
2,Luis Robert Jr.,Chicago White Sox,Baltimore Orioles,0,4,0,2,0,0,0,4,0,0
3,Eloy Jiménez,Chicago White Sox,Baltimore Orioles,0,4,1,1,0,0,0,4,0,0
4,Yoán Moncada,Chicago White Sox,Baltimore Orioles,0,4,1,2,0,0,1,4,0,0
5,Andrew Vaughn,Chicago White Sox,Baltimore Orioles,0,4,0,2,1,0,1,4,1,0
6,Oscar Colás,Chicago White Sox,Baltimore Orioles,0,4,0,0,1,0,1,4,0,0
7,Lenyn Sosa,Chicago White Sox,Baltimore Orioles,0,3,1,3,1,0,0,4,6,0
8,Korey Lee,Chicago White Sox,Baltimore Orioles,0,4,0,0,0,0,1,4,0,0
9,Adley Rutschman,Baltimore Orioles,Chicago White Sox,1,4,2,2,1,1,0,5,2,0
10,Gunnar Henderson,Baltimore Orioles,Chicago White Sox,1,4,1,1,0,1,1,5,1,0
11,Anthony Santander,Baltimore Orioles,Chicago White Sox,1,5,0,2,4,0,0,5,3,0
12,Ryan Mountcastle,Baltimore Orioles,Chicago White Sox,1,5,0,2,0,0,0,5,2,0
13,Ryan O'Hearn,Baltimore Orioles,Chicago White Sox,1,2,0,0,0,0,0,2,0,0
14,Jordan Westburg,Baltimore Orioles,Chicago White Sox,1,1,1,0,0,1,0,2,0,0
15,Austin Hays,Baltimore Orioles,Chicago White Sox,1,4,1,2,0,0,0,4,2,0
16,Cedric Mullins,Baltimore Orioles,Chicago White Sox,1,4,1,0,1,0,0,4,0,0
17,Ramón Urías,Baltimore Orioles,Chicago White Sox,1,4,1,2,0,0,1,4,0,0
18,Adam Frazier,Baltimore Orioles,Chicago White Sox,1,2,0,1,1,0,0,2,0,0
19,Ryan McKenna,Baltimore Orioles,Chicago White Sox,1,2,2,2,2,0,0,2,3,0
0,CJ Abrams,Washington Nationals,Toronto Blue Jays,0,5,0,1,0,0,1,5,1,0
1,Lane Thomas,Washington Nationals,Toronto Blue Jays,0,3,1,0,0,1,2,4,0,0
2,Joey Meneses,Washington Nationals,Toronto Blue Jays,0,4,1,1,0,0,0,4,1,0
3,Keibert Ruiz,Washington Nationals,Toronto Blue Jays,0,4,1,1,3,0,0,4,4,1
4,Dominic Smith,Washington Nationals,Toronto Blue Jays,0,4,1,1,0,0,0,4,1,0
5,Carter Kieboom,Washington Nationals,Toronto Blue Jays,0,4,1,2,2,0,1,4,5,1
6,Alex Call,Washington Nationals,Toronto Blue Jays,0,0,0,0,0,0,0,0,0,0
7,Jake Alu,Washington Nationals,Toronto Blue Jays,0,4,0,1,0,0,1,4,1,0
8,Ildemaro Vargas,Washington Nationals,Toronto Blue Jays,0,3,0,0,0,1,0,4,0,0
9,Jacob Young,Washington Nationals,Toronto Blue Jays,0,4,0,1,0,0,1,4,1,0
10,George Springer,Toronto Blue Jays,Washington Nationals,1,4,0,1,0,1,0,5,0,0
11,Davis Schneider,Toronto Blue Jays,Washington Nationals,1,5,1,2,2,0,1,5,6,1
12,Vladimir Guerrero Jr.,Toronto Blue Jays,Washington Nationals,1,5,0,1,1,0,0,5,0,0
