,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,Jose Altuve,Houston Astros,New York Yankees,0,3,1,1,1,1,2,4,4,1
1,Jeremy Peña,Houston Astros,New York Yankees,0,3,0,0,0,1,2,4,0,0
2,Kyle Tucker,Houston Astros,New York Yankees,0,4,0,0,0,0,2,4,0,0
3,Alex Bregman,Houston Astros,New York Yankees,0,3,0,0,0,1,2,4,0,0
4,Yordan Alvarez,Houston Astros,New York Yankees,0,3,0,0,0,0,2,3,0,0
5,Chas McCormick,Houston Astros,New York Yankees,0,2,0,0,0,1,1,3,0,0
6,Mauricio Dubón,Houston Astros,New York Yankees,0,3,0,0,0,0,1,3,0,0
7,Grae Kessinger,Houston Astros,New York Yankees,0,2,0,0,0,0,1,2,0,0
8,Yainer Diaz,Houston Astros,New York Yankees,0,1,0,1,0,0,0,1,1,0
9,Martín Maldonado,Houston Astros,New York Yankees,0,3,0,0,0,0,3,3,0,0
10,Jake Bauers,New York Yankees,Houston Astros,1,4,1,2,1,0,1,4,5,1
11,Aaron Judge,New York Yankees,Houston Astros,1,4,0,0,0,0,0,4,0,0
12,Gleyber Torres,New York Yankees,Houston Astros,1,3,1,2,1,1,0,4,5,1
13,Giancarlo Stanton,New York Yankees,Houston Astros,1,3,0,2,0,1,0,4,3,0
14,Greg Allen,New York Yankees,Houston Astros,1,0,0,0,0,0,0,0,0,0
15,DJ LeMahieu,New York Yankees,Houston Astros,1,3,0,1,0,1,1,4,0,0
16,Isiah Kiner-Falefa,New York Yankees,Houston Astros,1,4,1,1,0,0,0,4,0,0
17,Harrison Bader,New York Yankees,Houston Astros,1,4,0,1,0,0,1,4,2,0
18,Anthony Volpe,New York Yankees,Houston Astros,1,2,0,0,1,0,0,3,0,0
19,Ben Rortvedt,New York Yankees,Houston Astros,1,3,0,0,0,0,1,3,0,0
0,Yandy Díaz,Tampa Bay Rays,Detroit Tigers,0,5,0,1,0,0,0,5,0,0
