,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,0,Jonathan India,Cincinnati Reds,Chicago Cubs,0,4,0,0,1,0,0,5,0,0
1,1,Will Benson,Cincinnati Reds,Chicago Cubs,0,1,0,1,0,0,0,1,1,0
2,2,Matt McLain,Cincinnati Reds,Chicago Cubs,0,5,1,3,0,1,0,6,3,0
3,3,Spencer Steer,Cincinnati Reds,Chicago Cubs,0,6,1,3,1,0,1,6,6,0
4,4,Tyler Stephenson,Cincinnati Reds,Chicago Cubs,0,5,1,3,2,0,1,5,4,0
5,5,Nick Senzel,Cincinnati Reds,Chicago Cubs,0,5,0,1,1,0,3,5,1,0
6,6,Stuart Fairchild,Cincinnati Reds,Chicago Cubs,0,4,2,3,0,1,1,5,5,0
7,7,Kevin Newman,Cincinnati Reds,Chicago Cubs,0,4,1,2,1,1,2,5,4,0
8,8,Jose Barrero,Cincinnati Reds,Chicago Cubs,0,5,2,2,1,0,1,5,3,0
9,9,Curt Casali,Cincinnati Reds,Chicago Cubs,0,4,1,1,2,0,2,5,1,0
10,10,Nico Hoerner,Chicago Cubs,Cincinnati Reds,1,4,0,0,0,0,0,4,0,0
11,11,Dansby Swanson,Chicago Cubs,Cincinnati Reds,1,3,0,0,0,0,2,3,0,0
12,12,Edwin Rios,Chicago Cubs,Cincinnati Reds,1,1,0,0,0,0,1,1,0,0
13,13,Mike Tauchman,Chicago Cubs,Cincinnati Reds,1,3,0,0,0,1,1,4,0,0
14,14,Ian Happ,Chicago Cubs,Cincinnati Reds,1,3,0,0,0,1,0,4,0,0
15,15,Trey Mancini,Chicago Cubs,Cincinnati Reds,1,3,0,0,0,0,2,3,0,0
16,16,Christopher Morel,Chicago Cubs,Cincinnati Reds,1,3,0,1,0,0,1,3,0,0
17,17,Matt Mervis,Chicago Cubs,Cincinnati Reds,1,3,0,0,0,0,2,3,0,0
18,18,Miles Mastrobuoni,Chicago Cubs,Cincinnati Reds,1,3,0,1,0,0,2,3,1,0
19,19,Tucker Barnhart,Chicago Cubs,Cincinnati Reds,1,3,0,0,0,0,1,3,0,0
20,0,Tim Anderson,Chicago White Sox,Detroit Tigers,0,5,3,4,1,1,0,6,4,0
21,1,Andrew Benintendi,Chicago White Sox,Detroit Tigers,0,5,1,2,1,1,0,6,4,0
22,2,Luis Robert Jr.,Chicago White Sox,Detroit Tigers,0,3,1,0,0,1,0,5,0,0
23,3,Adam Haseley,Chicago White Sox,Detroit Tigers,0,0,0,0,0,0,0,0,0,0
24,4,Yoán Moncada,Chicago White Sox,Detroit Tigers,0,5,1,3,3,0,1,5,0,0
25,5,Romy Gonzalez,Chicago White Sox,Detroit Tigers,0,0,0,0,0,0,0,0,0,0
26,6,Andrew Vaughn,Chicago White Sox,Detroit Tigers,0,5,2,2,3,0,1,5,6,0
27,7,Yasmani Grandal,Chicago White Sox,Detroit Tigers,0,5,0,1,2,0,1,5,1,0
28,8,Jake Burger,Chicago White Sox,Detroit Tigers,0,5,2,2,0,0,0,5,3,0
29,9,Clint Frazier,Chicago White Sox,Detroit Tigers,0,5,1,2,0,0,1,5,4,0
30,10,Hanser Alberto,Chicago White Sox,Detroit Tigers,0,5,1,1,2,0,1,5,0,0
31,11,Zach McKinstry,Detroit Tigers,Chicago White Sox,1,2,1,1,0,3,1,5,0,0
32,12,Riley Greene,Detroit Tigers,Chicago White Sox,1,5,0,1,0,0,1,5,2,0
33,13,Javier Báez,Detroit Tigers,Chicago White Sox,1,4,0,0,0,0,1,4,0,0
34,14,Andy Ibáñez,Detroit Tigers,Chicago White Sox,1,0,0,0,0,0,0,0,0,0
35,15,Spencer Torkelson,Detroit Tigers,Chicago White Sox,1,3,1,0,0,0,1,4,0,0
36,16,Nick Maton,Detroit Tigers,Chicago White Sox,1,3,1,0,0,1,0,4,0,0
37,17,Akil Baddoo,Detroit Tigers,Chicago White Sox,1,3,0,1,1,1,0,4,1,0
38,18,Miguel Cabrera,Detroit Tigers,Chicago White Sox,1,3,0,0,1,1,1,4,0,0
39,19,Matt Vierling,Detroit Tigers,Chicago White Sox,1,4,0,0,0,0,1,4,0,0
40,20,Jake Rogers,Detroit Tigers,Chicago White Sox,1,3,0,0,0,1,1,4,0,0
41,0,Mookie Betts,Los Angeles Dodgers,Tampa Bay Rays,0,3,1,0,0,2,1,5,0,0
42,1,Freddie Freeman,Los Angeles Dodgers,Tampa Bay Rays,0,4,1,2,0,1,1,5,2,0
43,2,Will Smith,Los Angeles Dodgers,Tampa Bay Rays,0,3,0,2,1,1,0,5,2,0
44,3,J.D. Martinez,Los Angeles Dodgers,Tampa Bay Rays,0,5,0,2,1,0,2,5,2,0
45,4,Max Muncy,Los Angeles Dodgers,Tampa Bay Rays,0,5,0,0,0,0,1,5,0,0
46,5,Miguel Vargas,Los Angeles Dodgers,Tampa Bay Rays,0,3,1,0,0,1,1,4,0,0
47,6,James Outman,Los Angeles Dodgers,Tampa Bay Rays,0,3,0,0,0,1,2,4,0,0
48,7,Miguel Rojas,Los Angeles Dodgers,Tampa Bay Rays,0,4,0,1,0,0,0,4,1,0
49,8,David Peralta,Los Angeles Dodgers,Tampa Bay Rays,0,2,0,1,0,0,1,2,0,0
50,9,Chris Taylor,Los Angeles Dodgers,Tampa Bay Rays,0,2,0,1,1,0,1,2,2,0
51,10,Yandy Díaz,Tampa Bay Rays,Los Angeles Dodgers,1,4,2,3,2,1,0,5,0,0
52,11,Wander Franco,Tampa Bay Rays,Los Angeles Dodgers,1,4,2,2,1,0,0,5,1,0
53,12,Brandon Lowe,Tampa Bay Rays,Los Angeles Dodgers,1,4,0,1,2,0,2,4,0,0
54,13,Randy Arozarena,Tampa Bay Rays,Los Angeles Dodgers,1,3,0,0,0,0,0,4,0,0
55,14,Josh Lowe,Tampa Bay Rays,Los Angeles Dodgers,1,3,0,1,1,0,0,3,0,0
56,15,Harold Ramírez,Tampa Bay Rays,Los Angeles Dodgers,1,1,0,0,0,0,0,1,0,0
57,16,Taylor Walls,Tampa Bay Rays,Los Angeles Dodgers,1,4,1,1,0,0,1,4,0,0
58,17,Christian Bethancourt,Tampa Bay Rays,Los Angeles Dodgers,1,4,2,3,1,0,0,4,0,0
59,18,Luke Raley,Tampa Bay Rays,Los Angeles Dodgers,1,2,1,0,0,1,0,3,0,0
60,19,Manuel Margot,Tampa Bay Rays,Los Angeles Dodgers,1,1,0,0,0,0,0,1,0,0
61,20,Jose Siri,Tampa Bay Rays,Los Angeles Dodgers,1,4,1,2,2,0,0,4,1,1
62,0,Marcus Semien,Texas Rangers,Baltimore Orioles,0,5,1,1,0,0,1,5,1,0
63,1,Corey Seager,Texas Rangers,Baltimore Orioles,0,4,1,1,4,1,1,5,4,1
64,2,Bubba Thompson,Texas Rangers,Baltimore Orioles,0,0,0,0,0,0,0,0,0,0
65,3,Nathaniel Lowe,Texas Rangers,Baltimore Orioles,0,3,1,0,0,2,0,5,0,0
66,4,Adolis García,Texas Rangers,Baltimore Orioles,0,5,0,0,0,0,2,5,0,0
67,5,Josh Jung,Texas Rangers,Baltimore Orioles,0,5,2,3,1,0,1,5,5,0
68,6,Josh H. Smith,Texas Rangers,Baltimore Orioles,0,5,2,3,1,0,1,5,0,0
69,7,Robbie Grossman,Texas Rangers,Baltimore Orioles,0,2,2,1,2,1,0,4,4,1
70,8,Brad Miller,Texas Rangers,Baltimore Orioles,0,1,0,1,1,0,0,1,2,0
71,9,Leody Taveras,Texas Rangers,Baltimore Orioles,0,4,2,2,3,1,0,5,5,1
72,10,Sandy León,Texas Rangers,Baltimore Orioles,0,5,1,1,0,0,1,5,0,0
73,11,Cedric Mullins,Baltimore Orioles,Texas Rangers,1,4,0,0,0,0,2,4,0,0
74,12,Adley Rutschman,Baltimore Orioles,Texas Rangers,1,3,1,3,1,1,0,4,6,1
75,13,James McCann,Baltimore Orioles,Texas Rangers,1,0,0,0,0,0,0,0,0,0
76,14,Anthony Santander,Baltimore Orioles,Texas Rangers,1,3,0,0,0,0,2,3,0,0
77,15,Terrin Vavra,Baltimore Orioles,Texas Rangers,1,1,0,1,1,0,0,1,1,0
78,16,Ryan Mountcastle,Baltimore Orioles,Texas Rangers,1,4,0,1,0,0,1,4,0,0
