,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,0,Ketel Marte,Arizona Diamondbacks,Detroit Tigers,0,3,1,1,0,1,0,4,1,0
1,1,Corbin Carroll,Arizona Diamondbacks,Detroit Tigers,0,4,0,0,0,0,1,4,0,0
2,2,Lourdes Gurriel Jr.,Arizona Diamondbacks,Detroit Tigers,0,4,1,1,3,0,1,4,0,0
3,3,Christian Walker,Arizona Diamondbacks,Detroit Tigers,0,4,0,0,0,0,0,4,0,0
4,4,Emmanuel Rivera,Arizona Diamondbacks,Detroit Tigers,0,4,0,0,0,0,2,4,0,0
5,5,Pavin Smith,Arizona Diamondbacks,Detroit Tigers,0,4,1,1,0,0,2,4,1,0
6,6,Nick Ahmed,Arizona Diamondbacks,Detroit Tigers,0,4,1,1,2,0,1,4,1,0
7,7,Gabriel Moreno,Arizona Diamondbacks,Detroit Tigers,0,3,1,2,0,0,1,3,0,0
8,8,Jake McCarthy,Arizona Diamondbacks,Detroit Tigers,0,2,0,1,0,1,0,3,1,0
9,9,Zach McKinstry,Detroit Tigers,Arizona Diamondbacks,1,2,0,0,0,0,0,3,0,0
10,10,Jonathan Schoop,Detroit Tigers,Arizona Diamondbacks,1,1,0,0,0,0,0,1,0,0
11,11,Javier Báez,Detroit Tigers,Arizona Diamondbacks,1,4,0,0,0,0,1,4,0,0
12,12,Kerry Carpenter,Detroit Tigers,Arizona Diamondbacks,1,4,0,3,0,0,0,4,4,0
13,13,Spencer Torkelson,Detroit Tigers,Arizona Diamondbacks,1,3,0,0,0,1,1,4,0,0
14,14,Nick Maton,Detroit Tigers,Arizona Diamondbacks,1,3,0,0,0,1,1,4,0,0
15,15,Zack Short,Detroit Tigers,Arizona Diamondbacks,1,4,0,0,0,0,1,4,0,0
16,16,Miguel Cabrera,Detroit Tigers,Arizona Diamondbacks,1,4,0,2,0,0,1,4,4,0
17,17,Nick Solak,Detroit Tigers,Arizona Diamondbacks,1,0,0,0,0,0,0,0,0,0
18,18,Jake Rogers,Detroit Tigers,Arizona Diamondbacks,1,3,0,0,0,1,2,4,0,0
19,19,Jake Marisnick,Detroit Tigers,Arizona Diamondbacks,1,3,0,1,0,0,1,3,1,0
20,20,Andy Ibáñez,Detroit Tigers,Arizona Diamondbacks,1,1,0,0,0,0,0,1,0,0
21,0,Luis Arraez,Miami Marlins,Chicago White Sox,0,4,1,2,0,0,1,5,2,0
22,1,Jorge Soler,Miami Marlins,Chicago White Sox,0,3,1,3,0,1,0,5,3,0
23,2,Bryan De La Cruz,Miami Marlins,Chicago White Sox,0,5,0,0,0,0,1,5,0,0
24,3,Jesús Sánchez,Miami Marlins,Chicago White Sox,0,3,1,0,1,2,3,5,0,0
25,4,Yuli Gurriel,Miami Marlins,Chicago White Sox,0,5,1,0,1,0,2,5,0,0
26,5,Joey Wendle,Miami Marlins,Chicago White Sox,0,5,0,1,0,0,2,5,0,0
27,6,Jean Segura,Miami Marlins,Chicago White Sox,0,5,0,2,2,0,0,5,3,0
28,7,Jacob Stallings,Miami Marlins,Chicago White Sox,0,3,0,1,0,2,1,5,2,0
29,8,Jon Berti,Miami Marlins,Chicago White Sox,0,3,0,0,0,0,0,3,0,0
30,9,Garrett Cooper,Miami Marlins,Chicago White Sox,0,1,0,1,0,0,0,1,1,0
31,10,Jonathan Davis,Miami Marlins,Chicago White Sox,0,0,1,0,0,0,0,0,0,0
32,11,Tim Anderson,Chicago White Sox,Miami Marlins,1,4,0,0,0,0,2,4,0,0
33,12,Andrew Benintendi,Chicago White Sox,Miami Marlins,1,2,0,1,0,2,0,4,1,0
34,13,Luis Robert Jr.,Chicago White Sox,Miami Marlins,1,4,0,0,0,0,1,4,0,0
35,14,Andrew Vaughn,Chicago White Sox,Miami Marlins,1,3,1,1,1,0,0,4,4,1
36,15,Yoán Moncada,Chicago White Sox,Miami Marlins,1,4,0,1,0,0,0,4,0,0
37,16,Jake Burger,Chicago White Sox,Miami Marlins,1,4,0,0,0,0,2,4,0,0
38,17,Yasmani Grandal,Chicago White Sox,Miami Marlins,1,3,0,1,0,0,0,3,2,0
39,18,Gavin Sheets,Chicago White Sox,Miami Marlins,1,3,0,0,0,0,1,3,0,0
40,19,Clint Frazier,Chicago White Sox,Miami Marlins,1,0,0,0,0,0,0,0,0,0
41,20,Elvis Andrus,Chicago White Sox,Miami Marlins,1,3,0,1,0,0,1,3,0,0
42,0,TJ Friedl,Cincinnati Reds,St. Louis Cardinals,0,5,0,0,0,0,1,5,0,0
43,1,TJ Hopkins,Cincinnati Reds,St. Louis Cardinals,0,0,0,0,0,0,0,0,0,0
44,2,Matt McLain,Cincinnati Reds,St. Louis Cardinals,0,5,1,1,0,0,1,5,3,0
45,3,Jonathan India,Cincinnati Reds,St. Louis Cardinals,0,3,3,1,0,1,0,5,2,0
46,4,Elly De La Cruz,Cincinnati Reds,St. Louis Cardinals,0,4,1,1,1,1,1,5,0,0
47,5,Spencer Steer,Cincinnati Reds,St. Louis Cardinals,0,3,0,1,3,1,0,5,2,0
48,6,Tyler Stephenson,Cincinnati Reds,St. Louis Cardinals,0,4,1,2,1,1,0,5,2,0
49,7,Will Benson,Cincinnati Reds,St. Louis Cardinals,0,5,1,1,0,0,1,5,1,0
50,8,Stuart Fairchild,Cincinnati Reds,St. Louis Cardinals,0,4,1,1,0,0,0,4,1,0
51,9,Luke Maile,Cincinnati Reds,St. Louis Cardinals,0,4,0,2,3,0,0,4,4,0
52,10,Tommy Edman,St. Louis Cardinals,Cincinnati Reds,1,5,1,1,0,0,2,5,0,0
53,11,Paul Goldschmidt,St. Louis Cardinals,Cincinnati Reds,1,4,0,2,1,1,2,5,3,0
54,12,Nolan Arenado,St. Louis Cardinals,Cincinnati Reds,1,4,1,2,1,1,0,5,5,1
55,13,Luken Baker,St. Louis Cardinals,Cincinnati Reds,1,5,1,1,0,0,1,5,1,0
56,14,Dylan Carlson,St. Louis Cardinals,Cincinnati Reds,1,3,1,3,2,2,0,5,6,1
57,15,Paul DeJong,St. Louis Cardinals,Cincinnati Reds,1,5,0,0,0,0,0,5,0,0
58,16,Jordan Walker,St. Louis Cardinals,Cincinnati Reds,1,4,0,1,0,0,0,4,2,0
