,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,Austin Slater,San Francisco Giants,Detroit Tigers,0,3,0,0,0,0,2,3,0,0
1,Mike Yastrzemski,San Francisco Giants,Detroit Tigers,0,1,0,0,0,0,0,1,0,0
2,Wilmer Flores,San Francisco Giants,Detroit Tigers,0,4,1,1,1,0,2,4,4,1
3,J.D. Davis,San Francisco Giants,Detroit Tigers,0,3,0,0,0,0,2,3,0,0
4,Joc Pederson,San Francisco Giants,Detroit Tigers,0,1,0,1,0,0,0,1,1,0
5,Patrick Bailey,San Francisco Giants,Detroit Tigers,0,3,0,1,0,1,1,4,1,0
6,Luis Matos,San Francisco Giants,Detroit Tigers,0,3,0,1,0,0,0,3,1,0
7,Blake Sabol,San Francisco Giants,Detroit Tigers,0,1,0,0,0,0,1,1,0,0
8,Michael Conforto,San Francisco Giants,Detroit Tigers,0,3,0,0,0,0,1,3,0,0
9,David Villar,San Francisco Giants,Detroit Tigers,0,3,0,0,0,0,2,3,0,0
10,Casey Schmitt,San Francisco Giants,Detroit Tigers,0,3,0,0,0,0,2,3,0,0
11,LaMonte Wade Jr.,San Francisco Giants,Detroit Tigers,0,3,0,0,0,0,2,3,0,0
12,Zach McKinstry,Detroit Tigers,San Francisco Giants,1,3,0,0,0,0,0,3,0,0
13,Javier Báez,Detroit Tigers,San Francisco Giants,1,1,0,0,0,0,1,1,0,0
14,Riley Greene,Detroit Tigers,San Francisco Giants,1,4,2,3,0,0,0,4,4,0
15,Spencer Torkelson,Detroit Tigers,San Francisco Giants,1,4,0,2,1,0,0,4,2,0
16,Kerry Carpenter,Detroit Tigers,San Francisco Giants,1,4,0,2,2,0,1,4,2,0
17,Andy Ibáñez,Detroit Tigers,San Francisco Giants,1,4,1,1,0,0,0,4,0,0
18,Miguel Cabrera,Detroit Tigers,San Francisco Giants,1,4,0,1,0,0,1,4,1,0
19,Nick Maton,Detroit Tigers,San Francisco Giants,1,3,0,0,0,0,1,3,0,0
20,Zack Short,Detroit Tigers,San Francisco Giants,1,1,1,1,2,0,0,1,4,1
21,Akil Baddoo,Detroit Tigers,San Francisco Giants,1,4,0,0,0,0,1,4,0,0
22,Jake Rogers,Detroit Tigers,San Francisco Giants,1,3,1,2,0,0,0,3,2,0
0,Austin Hays,Baltimore Orioles,Philadelphia Phillies,0,4,0,0,0,0,3,4,0,0
1,Anthony Santander,Baltimore Orioles,Philadelphia Phillies,0,4,0,0,0,0,1,4,0,0
2,Ryan Mountcastle,Baltimore Orioles,Philadelphia Phillies,0,3,1,1,1,0,1,3,4,0
3,Adam Frazier,Baltimore Orioles,Philadelphia Phillies,0,1,0,0,0,0,0,1,0,0
4,Gunnar Henderson,Baltimore Orioles,Philadelphia Phillies,0,3,1,0,0,1,0,4,0,0
5,Jordan Westburg,Baltimore Orioles,Philadelphia Phillies,0,3,1,1,1,0,1,3,4,0
6,Ryan O'Hearn,Baltimore Orioles,Philadelphia Phillies,0,1,0,0,0,0,0,1,0,0
7,Aaron Hicks,Baltimore Orioles,Philadelphia Phillies,0,1,0,0,0,0,0,1,0,0
8,Colton Cowser,Baltimore Orioles,Philadelphia Phillies,0,3,0,1,1,0,1,3,2,0
