,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,0,Yandy Díaz,Tampa Bay Rays,Boston Red Sox,0,5,0,2,2,0,0,5,0,0
1,1,Wander Franco,Tampa Bay Rays,Boston Red Sox,0,5,2,3,0,0,1,5,5,0
2,2,Brandon Lowe,Tampa Bay Rays,Boston Red Sox,0,4,0,1,0,1,1,5,0,0
3,3,Randy Arozarena,Tampa Bay Rays,Boston Red Sox,0,5,0,1,0,0,2,5,0,0
4,4,Harold Ramírez,Tampa Bay Rays,Boston Red Sox,0,3,1,2,2,0,0,4,0,0
5,5,Josh Lowe,Tampa Bay Rays,Boston Red Sox,0,4,0,0,0,0,2,4,0,0
6,6,Jose Siri,Tampa Bay Rays,Boston Red Sox,0,4,0,0,0,0,3,4,0,0
7,7,Taylor Walls,Tampa Bay Rays,Boston Red Sox,0,3,1,0,0,1,2,4,0,0
8,8,Christian Bethancourt,Tampa Bay Rays,Boston Red Sox,0,4,1,1,0,0,1,4,0,0
9,9,Alex Verdugo,Boston Red Sox,Tampa Bay Rays,1,5,0,3,2,0,1,5,4,0
10,10,Rafael Devers,Boston Red Sox,Tampa Bay Rays,1,4,1,0,0,1,1,5,0,0
11,11,Justin Turner,Boston Red Sox,Tampa Bay Rays,1,5,1,2,3,0,0,5,3,0
12,12,Masataka Yoshida,Boston Red Sox,Tampa Bay Rays,1,4,1,2,1,1,1,5,3,0
13,13,Rob Refsnyder,Boston Red Sox,Tampa Bay Rays,1,0,0,0,0,0,0,2,0,0
14,14,Jarren Duran,Boston Red Sox,Tampa Bay Rays,1,3,0,1,1,0,1,3,0,0
15,15,Triston Casas,Boston Red Sox,Tampa Bay Rays,1,3,0,0,0,1,2,4,0,0
16,16,Enrique Hernández,Boston Red Sox,Tampa Bay Rays,1,4,1,1,0,0,1,4,0,0
17,17,Reese McGuire,Boston Red Sox,Tampa Bay Rays,1,3,2,1,0,1,0,4,2,0
18,18,Pablo Reyes,Boston Red Sox,Tampa Bay Rays,1,4,2,2,1,0,0,4,2,0
19,0,Zach McKinstry,Detroit Tigers,Chicago White Sox,0,4,1,1,0,0,1,4,3,0
20,1,Javier Báez,Detroit Tigers,Chicago White Sox,0,4,0,0,0,0,3,4,0,0
21,2,Akil Baddoo,Detroit Tigers,Chicago White Sox,0,3,0,0,0,1,0,4,0,0
22,3,Spencer Torkelson,Detroit Tigers,Chicago White Sox,0,4,0,0,0,0,2,4,0,0
23,4,Eric Haase,Detroit Tigers,Chicago White Sox,0,3,0,0,0,1,0,4,0,0
24,5,Nick Maton,Detroit Tigers,Chicago White Sox,0,3,0,1,0,1,1,4,1,0
25,6,Zack Short,Detroit Tigers,Chicago White Sox,0,3,0,0,0,1,1,4,0,0
26,7,Jonathan Schoop,Detroit Tigers,Chicago White Sox,0,4,0,0,0,0,3,4,0,0
27,8,Jake Marisnick,Detroit Tigers,Chicago White Sox,0,4,0,1,0,0,0,4,0,0
28,9,Tim Anderson,Chicago White Sox,Detroit Tigers,1,4,0,1,0,0,1,4,0,0
29,10,Andrew Benintendi,Chicago White Sox,Detroit Tigers,1,4,1,2,0,0,0,4,2,0
30,11,Luis Robert Jr.,Chicago White Sox,Detroit Tigers,1,4,0,0,0,0,2,4,0,0
31,12,Eloy Jiménez,Chicago White Sox,Detroit Tigers,1,4,0,0,0,0,3,4,0,0
32,13,Yoán Moncada,Chicago White Sox,Detroit Tigers,1,4,1,0,0,0,1,4,0,0
33,14,Andrew Vaughn,Chicago White Sox,Detroit Tigers,1,3,0,1,0,0,0,3,1,0
34,15,Romy Gonzalez,Chicago White Sox,Detroit Tigers,1,0,0,0,0,0,0,1,0,0
35,16,Yasmani Grandal,Chicago White Sox,Detroit Tigers,1,4,0,0,0,0,1,4,0,0
36,17,Gavin Sheets,Chicago White Sox,Detroit Tigers,1,2,0,0,0,2,1,4,0,0
37,18,Elvis Andrus,Chicago White Sox,Detroit Tigers,1,2,0,0,0,0,0,2,0,0
38,19,Jake Burger,Chicago White Sox,Detroit Tigers,1,1,0,0,0,0,1,2,0,0
39,0,Brendan Donovan,St. Louis Cardinals,Pittsburgh Pirates,0,4,0,0,0,0,0,5,0,0
40,1,Paul Goldschmidt,St. Louis Cardinals,Pittsburgh Pirates,0,4,1,2,0,0,0,4,2,0
41,2,Nolan Gorman,St. Louis Cardinals,Pittsburgh Pirates,0,3,1,1,2,1,1,4,4,1
42,3,Nolan Arenado,St. Louis Cardinals,Pittsburgh Pirates,0,3,0,0,0,1,1,4,0,0
43,4,Willson Contreras,St. Louis Cardinals,Pittsburgh Pirates,0,4,1,1,1,0,2,4,4,1
44,5,Alec Burleson,St. Louis Cardinals,Pittsburgh Pirates,0,4,0,0,0,0,1,4,0,0
45,6,Paul DeJong,St. Louis Cardinals,Pittsburgh Pirates,0,3,0,1,0,1,1,4,2,0
46,7,Jordan Walker,St. Louis Cardinals,Pittsburgh Pirates,0,3,0,1,0,1,0,4,1,0
47,8,Tommy Edman,St. Louis Cardinals,Pittsburgh Pirates,0,4,0,0,0,0,0,4,0,0
48,9,Andrew McCutchen,Pittsburgh Pirates,St. Louis Cardinals,1,4,0,0,0,0,1,4,0,0
49,10,Bryan Reynolds,Pittsburgh Pirates,St. Louis Cardinals,1,3,1,1,0,1,0,4,2,0
50,11,Connor Joe,Pittsburgh Pirates,St. Louis Cardinals,1,4,1,1,2,0,2,4,2,0
51,12,Jack Suwinski,Pittsburgh Pirates,St. Louis Cardinals,1,0,0,0,0,0,0,0,0,0
52,13,Carlos Santana,Pittsburgh Pirates,St. Louis Cardinals,1,4,0,1,1,0,2,4,1,0
53,14,Rodolfo Castro,Pittsburgh Pirates,St. Louis Cardinals,1,4,0,2,0,0,1,4,2,0
54,15,Ke'Bryan Hayes,Pittsburgh Pirates,St. Louis Cardinals,1,3,1,1,1,0,1,3,4,1
55,16,Tucupita Marcano,Pittsburgh Pirates,St. Louis Cardinals,1,3,0,2,0,0,1,3,2,0
56,17,Mark Mathias,Pittsburgh Pirates,St. Louis Cardinals,1,2,0,0,0,0,0,2,0,0
57,18,Ji Hwan Bae,Pittsburgh Pirates,St. Louis Cardinals,1,0,1,0,0,0,0,1,0,0
58,19,Jason Delay,Pittsburgh Pirates,St. Louis Cardinals,1,2,0,0,0,0,2,3,0,0
59,0,J.P. Crawford,Seattle Mariners,Texas Rangers,0,3,0,0,0,1,1,4,0,0
60,1,Kolten Wong,Seattle Mariners,Texas Rangers,0,1,0,0,0,0,1,1,0,0
61,2,Ty France,Seattle Mariners,Texas Rangers,0,5,1,3,1,0,2,5,4,0
62,3,Julio Rodríguez,Seattle Mariners,Texas Rangers,0,4,1,1,1,0,1,4,0,0
