,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,Yandy Díaz,Tampa Bay Rays,Minnesota Twins,0,5,0,2,2,0,1,5,0,0
1,Randy Arozarena,Tampa Bay Rays,Minnesota Twins,0,5,1,2,1,0,1,5,5,1
2,Harold Ramírez,Tampa Bay Rays,Minnesota Twins,0,5,0,2,0,0,1,5,0,0
3,Luke Raley,Tampa Bay Rays,Minnesota Twins,0,0,0,0,0,0,0,0,0,0
4,Isaac Paredes,Tampa Bay Rays,Minnesota Twins,0,2,1,0,0,2,1,4,0,0
5,Curtis Mead,Tampa Bay Rays,Minnesota Twins,0,4,1,2,1,0,0,4,5,0
6,Josh Lowe,Tampa Bay Rays,Minnesota Twins,0,3,0,0,0,1,1,4,0,0
7,Osleivis Basabe,Tampa Bay Rays,Minnesota Twins,0,4,0,0,1,0,1,4,0,0
8,Christian Bethancourt,Tampa Bay Rays,Minnesota Twins,0,4,1,1,0,0,1,4,0,0
9,Vidal Bruján,Tampa Bay Rays,Minnesota Twins,0,3,1,0,0,0,0,3,0,0
10,Jonathan Aranda,Tampa Bay Rays,Minnesota Twins,0,1,0,0,0,0,1,1,0,0
11,Taylor Walls,Tampa Bay Rays,Minnesota Twins,0,0,0,0,0,0,0,0,0,0
12,Edouard Julien,Minnesota Twins,Tampa Bay Rays,1,3,1,0,0,1,2,4,0,0
13,Christian Vázquez,Minnesota Twins,Tampa Bay Rays,1,1,0,0,0,0,1,1,0,0
14,Jorge Polanco,Minnesota Twins,Tampa Bay Rays,1,3,1,1,0,1,1,4,2,0
15,Royce Lewis,Minnesota Twins,Tampa Bay Rays,1,3,0,0,0,1,0,4,0,0
16,Max Kepler,Minnesota Twins,Tampa Bay Rays,1,4,0,1,2,0,1,4,3,0
17,Alex Kirilloff,Minnesota Twins,Tampa Bay Rays,1,2,0,0,0,0,1,2,0,0
18,Donovan Solano,Minnesota Twins,Tampa Bay Rays,1,2,0,0,0,0,1,2,0,0
19,Ryan Jeffers,Minnesota Twins,Tampa Bay Rays,1,4,0,1,0,0,2,4,2,0
20,Willi Castro,Minnesota Twins,Tampa Bay Rays,1,4,0,0,0,0,1,4,0,0
21,Matt Wallner,Minnesota Twins,Tampa Bay Rays,1,3,1,1,1,0,0,3,4,1
22,Jordan Luplow,Minnesota Twins,Tampa Bay Rays,1,0,0,0,0,1,0,1,0,0
23,Andrew Stevenson,Minnesota Twins,Tampa Bay Rays,1,0,0,0,0,0,0,0,0,0
