,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,0,Gleyber Torres,New York Yankees,Cincinnati Reds,0,4,1,1,1,0,0,4,4,0
1,1,Anthony Rizzo,New York Yankees,Cincinnati Reds,0,4,0,1,0,0,3,4,1,0
2,2,DJ LeMahieu,New York Yankees,Cincinnati Reds,0,4,0,0,0,0,2,4,0,0
3,3,Willie Calhoun,New York Yankees,Cincinnati Reds,0,3,1,1,0,1,0,4,0,0
4,4,Harrison Bader,New York Yankees,Cincinnati Reds,0,4,1,1,2,0,0,4,4,0
5,5,Jake Bauers,New York Yankees,Cincinnati Reds,0,2,0,0,0,1,2,3,0,0
6,6,Greg Allen,New York Yankees,Cincinnati Reds,0,1,1,1,0,0,0,1,3,0
7,7,Anthony Volpe,New York Yankees,Cincinnati Reds,0,4,0,1,1,0,3,4,2,0
8,8,Isiah Kiner-Falefa,New York Yankees,Cincinnati Reds,0,2,0,0,0,1,1,3,0,0
9,9,Kyle Higashioka,New York Yankees,Cincinnati Reds,0,3,0,0,0,0,0,3,0,0
10,10,Jonathan India,Cincinnati Reds,New York Yankees,1,3,1,0,0,1,0,4,0,0
11,11,Matt McLain,Cincinnati Reds,New York Yankees,1,4,0,0,0,0,2,4,0,0
12,12,Jake Fraley,Cincinnati Reds,New York Yankees,1,4,0,1,0,0,0,4,1,0
13,13,Spencer Steer,Cincinnati Reds,New York Yankees,1,4,0,2,1,0,1,4,3,0
14,14,Nick Senzel,Cincinnati Reds,New York Yankees,1,4,0,0,0,0,3,4,0,0
15,15,Stuart Fairchild,Cincinnati Reds,New York Yankees,1,3,0,1,0,1,0,4,1,0
16,16,Will Benson,Cincinnati Reds,New York Yankees,1,4,0,0,0,0,1,4,0,0
17,17,Kevin Newman,Cincinnati Reds,New York Yankees,1,3,0,1,0,0,1,3,1,0
18,18,Luke Maile,Cincinnati Reds,New York Yankees,1,3,0,1,0,0,0,3,1,0
19,0,J.P. Crawford,Seattle Mariners,Atlanta Braves,0,4,0,0,0,0,1,4,0,0
20,1,Ty France,Seattle Mariners,Atlanta Braves,0,4,0,0,0,0,1,4,0,0
21,2,Julio Rodríguez,Seattle Mariners,Atlanta Braves,0,4,0,0,0,0,1,4,0,0
22,3,Jarred Kelenic,Seattle Mariners,Atlanta Braves,0,4,1,1,1,0,3,4,4,1
23,4,Eugenio Suárez,Seattle Mariners,Atlanta Braves,0,4,0,0,0,0,3,4,0,0
24,5,Teoscar Hernández,Seattle Mariners,Atlanta Braves,0,3,0,1,0,0,1,3,0,0
25,6,AJ Pollock,Seattle Mariners,Atlanta Braves,0,3,0,0,0,0,1,3,0,0
26,7,Tom Murphy,Seattle Mariners,Atlanta Braves,0,2,0,0,0,0,0,2,0,0
27,8,Cal Raleigh,Seattle Mariners,Atlanta Braves,0,1,0,0,0,0,1,1,0,0
28,9,José Caballero,Seattle Mariners,Atlanta Braves,0,1,1,1,1,1,0,3,0,0
29,10,Ronald Acuna Jr.,Atlanta Braves,Seattle Mariners,1,4,1,1,0,0,1,4,0,0
30,11,Matt Olson,Atlanta Braves,Seattle Mariners,1,3,1,1,1,1,1,4,2,0
31,12,Austin Riley,Atlanta Braves,Seattle Mariners,1,4,0,1,0,0,2,4,1,0
32,13,Travis d'Arnaud,Atlanta Braves,Seattle Mariners,1,4,1,2,1,0,0,4,0,1
33,14,Eddie Rosario,Atlanta Braves,Seattle Mariners,1,3,0,1,1,0,0,3,1,0
34,15,Kevin Pillar,Atlanta Braves,Seattle Mariners,1,1,0,0,0,0,1,1,0,0
35,16,Ozzie Albies,Atlanta Braves,Seattle Mariners,1,3,0,0,0,0,0,3,0,0
36,17,Marcell Ozuna,Atlanta Braves,Seattle Mariners,1,3,0,1,0,0,1,3,1,0
37,18,Orlando Arcia,Atlanta Braves,Seattle Mariners,1,3,0,0,0,0,1,3,0,0
38,19,Michael Harris II,Atlanta Braves,Seattle Mariners,1,3,0,0,0,0,0,3,0,0
39,0,Nico Hoerner,Chicago Cubs,Philadelphia Phillies,0,3,0,0,0,1,0,4,0,0
40,1,Dansby Swanson,Chicago Cubs,Philadelphia Phillies,0,2,0,1,0,1,0,4,1,0
41,2,Ian Happ,Chicago Cubs,Philadelphia Phillies,0,4,0,0,0,0,1,4,0,0
42,3,Seiya Suzuki,Chicago Cubs,Philadelphia Phillies,0,4,0,1,0,0,3,4,0,0
43,4,Mike Tauchman,Chicago Cubs,Philadelphia Phillies,0,2,0,0,0,2,1,4,0,0
44,5,Christopher Morel,Chicago Cubs,Philadelphia Phillies,0,4,1,1,1,0,2,4,4,1
45,6,Matt Mervis,Chicago Cubs,Philadelphia Phillies,0,2,0,0,0,0,0,2,0,0
46,7,Trey Mancini,Chicago Cubs,Philadelphia Phillies,0,1,0,0,0,1,1,2,0,0
47,8,Miles Mastrobuoni,Chicago Cubs,Philadelphia Phillies,0,2,0,0,0,0,0,2,0,0
48,9,Nick Madrigal,Chicago Cubs,Philadelphia Phillies,0,1,0,0,0,0,0,1,0,0
49,10,Patrick Wisdom,Chicago Cubs,Philadelphia Phillies,0,1,0,0,0,0,0,1,0,0
50,11,Tucker Barnhart,Chicago Cubs,Philadelphia Phillies,0,2,0,0,0,1,0,3,0,0
