,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,0,Darin Ruf,Milwaukee Brewers,Cincinnati Reds,0,1,0,0,0,1,1,2,0,0
1,1,Rowdy Tellez,Milwaukee Brewers,Cincinnati Reds,0,4,0,0,0,0,2,4,0,0
2,2,Owen Miller,Milwaukee Brewers,Cincinnati Reds,0,5,0,2,0,0,1,5,2,0
3,3,William Contreras,Milwaukee Brewers,Cincinnati Reds,0,5,0,0,0,0,1,5,0,0
4,4,Christian Yelich,Milwaukee Brewers,Cincinnati Reds,0,4,2,2,0,1,2,5,2,0
5,5,Brian Anderson,Milwaukee Brewers,Cincinnati Reds,0,5,1,0,0,0,3,5,0,0
6,6,Andruw Monasterio,Milwaukee Brewers,Cincinnati Reds,0,4,1,2,0,1,0,5,3,0
7,7,Joey Wiemer,Milwaukee Brewers,Cincinnati Reds,0,3,1,1,2,2,0,5,4,1
8,8,Victor Caratini,Milwaukee Brewers,Cincinnati Reds,0,5,0,0,2,0,0,5,0,0
9,9,Mike Brosseau,Milwaukee Brewers,Cincinnati Reds,0,2,0,0,0,0,1,3,0,0
10,10,Brice Turang,Milwaukee Brewers,Cincinnati Reds,0,2,0,0,1,0,0,2,0,0
11,11,Kevin Newman,Cincinnati Reds,Milwaukee Brewers,1,4,0,0,0,1,0,5,0,0
12,12,Matt McLain,Cincinnati Reds,Milwaukee Brewers,1,5,0,0,0,0,1,5,0,0
13,13,Jonathan India,Cincinnati Reds,Milwaukee Brewers,1,3,1,1,2,0,0,5,4,1
14,14,Jake Fraley,Cincinnati Reds,Milwaukee Brewers,1,4,1,1,0,1,2,5,1,0
15,15,Tyler Stephenson,Cincinnati Reds,Milwaukee Brewers,1,4,1,0,0,1,2,5,0,0
16,16,Nick Senzel,Cincinnati Reds,Milwaukee Brewers,1,5,0,0,1,0,2,5,0,0
17,17,Stuart Fairchild,Cincinnati Reds,Milwaukee Brewers,1,5,0,0,0,0,3,5,0,0
18,18,Will Benson,Cincinnati Reds,Milwaukee Brewers,1,3,0,0,0,1,2,4,0,0
19,19,Curt Casali,Cincinnati Reds,Milwaukee Brewers,1,1,0,1,1,0,0,1,2,0
20,20,Jose Barrero,Cincinnati Reds,Milwaukee Brewers,1,0,0,0,0,0,0,0,0,0
21,21,Luke Maile,Cincinnati Reds,Milwaukee Brewers,1,2,1,0,0,1,1,3,0,0
22,22,Spencer Steer,Cincinnati Reds,Milwaukee Brewers,1,2,0,0,0,0,0,2,0,0
23,0,Esteury Ruiz,Oakland Athletics,Miami Marlins,0,4,0,1,0,0,0,4,1,0
24,1,Ryan Noda,Oakland Athletics,Miami Marlins,0,4,0,1,0,0,3,4,1,0
25,2,Brent Rooker,Oakland Athletics,Miami Marlins,0,4,0,1,0,0,2,4,1,0
26,3,Seth Brown,Oakland Athletics,Miami Marlins,0,3,0,0,0,0,3,3,0,0
27,4,Ramón Laureano,Oakland Athletics,Miami Marlins,0,1,0,1,0,0,0,1,0,0
28,5,Aledmys Díaz,Oakland Athletics,Miami Marlins,0,4,0,0,0,0,1,4,0,0
29,6,JJ Bleday,Oakland Athletics,Miami Marlins,0,3,0,1,0,0,1,3,2,0
30,7,Carlos Pérez,Oakland Athletics,Miami Marlins,0,1,0,0,0,0,0,1,0,0
31,8,Jonah Bride,Oakland Athletics,Miami Marlins,0,2,0,0,0,1,2,3,0,0
32,9,Shea Langeliers,Oakland Athletics,Miami Marlins,0,3,0,0,0,0,3,3,0,0
33,10,Tony Kemp,Oakland Athletics,Miami Marlins,0,2,0,0,0,1,0,3,0,0
34,11,Luis Arraez,Miami Marlins,Oakland Athletics,1,4,0,0,0,0,1,4,0,0
35,12,Jorge Soler,Miami Marlins,Oakland Athletics,1,4,1,1,1,0,2,4,1,0
36,13,Bryan De La Cruz,Miami Marlins,Oakland Athletics,1,4,1,2,1,0,1,4,0,0
37,14,Jesús Sánchez,Miami Marlins,Oakland Athletics,1,4,1,3,2,0,0,4,0,0
38,15,Yuli Gurriel,Miami Marlins,Oakland Athletics,1,4,0,1,0,0,2,4,1,0
39,16,Jean Segura,Miami Marlins,Oakland Athletics,1,3,0,0,0,0,0,3,0,0
40,17,Jon Berti,Miami Marlins,Oakland Athletics,1,2,0,0,0,0,1,2,0,0
41,18,Joey Wendle,Miami Marlins,Oakland Athletics,1,1,0,0,0,0,0,1,0,0
42,19,Jacob Stallings,Miami Marlins,Oakland Athletics,1,3,1,1,0,0,1,3,1,0
43,20,Garrett Hampson,Miami Marlins,Oakland Athletics,1,3,0,1,0,0,0,3,1,0
44,0,Brendan Donovan,St. Louis Cardinals,Pittsburgh Pirates,0,4,1,1,2,1,1,5,4,1
