,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,0,Josh Rojas,Arizona Diamondbacks,Pittsburgh Pirates,0,5,0,2,2,0,1,5,3,0
1,1,Ketel Marte,Arizona Diamondbacks,Pittsburgh Pirates,0,2,0,0,0,2,0,4,0,0
2,2,Nick Ahmed,Arizona Diamondbacks,Pittsburgh Pirates,0,1,0,0,0,0,1,1,0,0
3,3,Corbin Carroll,Arizona Diamondbacks,Pittsburgh Pirates,0,2,0,0,0,1,1,4,0,0
4,4,Christian Walker,Arizona Diamondbacks,Pittsburgh Pirates,0,3,0,0,0,0,0,3,0,0
5,5,Emmanuel Rivera,Arizona Diamondbacks,Pittsburgh Pirates,0,1,0,0,0,0,1,1,0,0
6,6,Lourdes Gurriel Jr.,Arizona Diamondbacks,Pittsburgh Pirates,0,4,0,1,0,0,2,4,0,0
7,7,Pavin Smith,Arizona Diamondbacks,Pittsburgh Pirates,0,4,0,0,0,0,0,4,0,0
8,8,Gabriel Moreno,Arizona Diamondbacks,Pittsburgh Pirates,0,3,1,0,0,1,1,4,0,0
9,9,Dominic Fletcher,Arizona Diamondbacks,Pittsburgh Pirates,0,3,1,0,0,1,2,4,0,0
10,10,Geraldo Perdomo,Arizona Diamondbacks,Pittsburgh Pirates,0,4,1,1,1,0,2,4,4,1
11,11,Andrew McCutchen,Pittsburgh Pirates,Arizona Diamondbacks,1,4,2,3,0,1,1,5,0,0
12,12,Rodolfo Castro,Pittsburgh Pirates,Arizona Diamondbacks,1,1,0,0,0,0,0,1,0,0
13,13,Bryan Reynolds,Pittsburgh Pirates,Arizona Diamondbacks,1,4,2,1,4,1,0,5,4,1
14,14,Connor Joe,Pittsburgh Pirates,Arizona Diamondbacks,1,1,0,0,0,0,0,1,0,0
15,15,Jack Suwinski,Pittsburgh Pirates,Arizona Diamondbacks,1,4,1,2,2,1,1,5,1,0
16,16,Carlos Santana,Pittsburgh Pirates,Arizona Diamondbacks,1,5,1,1,0,0,2,5,0,0
17,17,Chris Owings,Pittsburgh Pirates,Arizona Diamondbacks,1,0,0,0,0,0,0,0,0,0
18,18,Ke'Bryan Hayes,Pittsburgh Pirates,Arizona Diamondbacks,1,5,1,3,3,0,0,5,5,0
19,19,Tucupita Marcano,Pittsburgh Pirates,Arizona Diamondbacks,1,4,2,1,0,1,0,5,1,0
20,20,Ji Hwan Bae,Pittsburgh Pirates,Arizona Diamondbacks,1,4,2,3,1,1,0,5,0,0
21,21,Josh Palacios,Pittsburgh Pirates,Arizona Diamondbacks,1,4,1,3,3,1,1,5,1,0
22,22,Austin Hedges,Pittsburgh Pirates,Arizona Diamondbacks,1,5,1,0,0,0,0,5,0,0
23,0,Jake Bauers,New York Yankees,Cincinnati Reds,0,3,0,0,0,0,1,3,0,0
24,1,Harrison Bader,New York Yankees,Cincinnati Reds,0,2,0,1,1,0,0,2,1,0
25,2,Aaron Judge,New York Yankees,Cincinnati Reds,0,4,2,1,1,1,2,5,4,0
26,3,Anthony Rizzo,New York Yankees,Cincinnati Reds,0,4,1,2,2,0,0,4,5,0
27,4,Gleyber Torres,New York Yankees,Cincinnati Reds,0,3,1,0,0,1,0,4,0,0
28,5,Willie Calhoun,New York Yankees,Cincinnati Reds,0,4,0,0,0,0,1,4,0,0
29,6,Anthony Volpe,New York Yankees,Cincinnati Reds,0,4,0,1,0,0,1,4,1,0
30,7,Oswaldo Cabrera,New York Yankees,Cincinnati Reds,0,3,1,1,0,1,0,4,1,0
31,8,Kyle Higashioka,New York Yankees,Cincinnati Reds,0,4,1,1,2,0,3,4,2,0
32,9,Aaron Hicks,New York Yankees,Cincinnati Reds,0,2,0,0,0,0,2,2,0,0
33,10,DJ LeMahieu,New York Yankees,Cincinnati Reds,0,1,0,0,0,1,0,2,0,0
34,11,Jonathan India,Cincinnati Reds,New York Yankees,1,3,1,1,0,1,2,4,1,0
35,12,Matt McLain,Cincinnati Reds,New York Yankees,1,4,1,2,0,0,1,4,3,0
36,13,Jake Fraley,Cincinnati Reds,New York Yankees,1,3,0,1,2,0,1,3,2,0
37,14,Stuart Fairchild,Cincinnati Reds,New York Yankees,1,1,0,0,0,0,1,1,0,0
38,15,Spencer Steer,Cincinnati Reds,New York Yankees,1,3,0,1,0,1,1,4,1,0
39,16,Tyler Stephenson,Cincinnati Reds,New York Yankees,1,4,0,0,0,0,0,4,0,0
40,17,Nick Senzel,Cincinnati Reds,New York Yankees,1,4,0,0,0,0,1,4,0,0
41,18,Henry Ramos,Cincinnati Reds,New York Yankees,1,2,0,0,0,2,1,4,0,0
42,19,Wil Myers,Cincinnati Reds,New York Yankees,1,3,0,1,0,1,1,4,1,0
43,20,Jose Barrero,Cincinnati Reds,New York Yankees,1,3,0,0,0,0,2,3,0,0
44,0,Owen Miller,Milwaukee Brewers,Tampa Bay Rays,0,4,0,1,0,0,1,4,1,0
45,1,William Contreras,Milwaukee Brewers,Tampa Bay Rays,0,4,0,1,0,0,2,4,2,0
46,2,Christian Yelich,Milwaukee Brewers,Tampa Bay Rays,0,4,0,0,0,0,0,4,0,0
47,3,Willy Adames,Milwaukee Brewers,Tampa Bay Rays,0,4,0,1,0,0,2,4,1,0
48,4,Darin Ruf,Milwaukee Brewers,Tampa Bay Rays,0,2,0,2,0,1,0,3,2,0
49,5,Jesse Winker,Milwaukee Brewers,Tampa Bay Rays,0,1,0,1,0,0,0,1,1,0
50,6,Brice Turang,Milwaukee Brewers,Tampa Bay Rays,0,0,0,0,0,0,0,0,0,0
51,7,Brian Anderson,Milwaukee Brewers,Tampa Bay Rays,0,4,0,0,0,0,0,4,0,0
52,8,Mike Brosseau,Milwaukee Brewers,Tampa Bay Rays,0,3,0,1,0,0,2,3,1,0
53,9,Rowdy Tellez,Milwaukee Brewers,Tampa Bay Rays,0,1,0,0,0,0,1,1,0,0
54,10,Tyrone Taylor,Milwaukee Brewers,Tampa Bay Rays,0,4,0,0,0,0,1,4,0,0
55,11,Joey Wiemer,Milwaukee Brewers,Tampa Bay Rays,0,3,0,1,0,0,1,3,1,0
56,12,Josh Lowe,Tampa Bay Rays,Milwaukee Brewers,1,4,0,1,0,0,0,4,1,0
57,13,Wander Franco,Tampa Bay Rays,Milwaukee Brewers,1,4,0,0,0,0,0,4,0,0
58,14,Randy Arozarena,Tampa Bay Rays,Milwaukee Brewers,1,2,0,0,0,1,1,3,0,0
59,15,Brandon Lowe,Tampa Bay Rays,Milwaukee Brewers,1,3,0,1,0,0,2,3,1,0
60,16,Harold Ramírez,Tampa Bay Rays,Milwaukee Brewers,1,3,0,0,0,0,0,3,0,0
61,17,Isaac Paredes,Tampa Bay Rays,Milwaukee Brewers,1,3,0,0,0,0,2,3,0,0
62,18,Luke Raley,Tampa Bay Rays,Milwaukee Brewers,1,2,1,0,0,0,1,3,0,0
63,19,Taylor Walls,Tampa Bay Rays,Milwaukee Brewers,1,0,0,0,0,0,0,0,0,0
64,20,Jose Siri,Tampa Bay Rays,Milwaukee Brewers,1,3,0,2,0,0,1,3,2,0
65,21,Francisco Mejía,Tampa Bay Rays,Milwaukee Brewers,1,2,0,1,1,0,0,3,0,0
66,0,Nico Hoerner,Chicago Cubs,Philadelphia Phillies,0,6,0,3,4,0,0,6,5,0
67,1,Dansby Swanson,Chicago Cubs,Philadelphia Phillies,0,4,0,0,0,2,0,6,0,0
68,2,Ian Happ,Chicago Cubs,Philadelphia Phillies,0,4,0,1,0,0,3,5,0,0
69,3,Mike Tauchman,Chicago Cubs,Philadelphia Phillies,0,1,0,0,0,0,0,1,0,0
70,4,Seiya Suzuki,Chicago Cubs,Philadelphia Phillies,0,4,1,2,0,1,2,5,3,0
71,5,Patrick Wisdom,Chicago Cubs,Philadelphia Phillies,0,2,0,0,0,0,2,2,0,0
72,6,Miles Mastrobuoni,Chicago Cubs,Philadelphia Phillies,0,2,1,0,0,1,1,3,0,0
73,7,Trey Mancini,Chicago Cubs,Philadelphia Phillies,0,2,1,1,0,0,0,2,1,0
74,8,Matt Mervis,Chicago Cubs,Philadelphia Phillies,0,2,1,0,0,1,2,3,0,0
75,9,Yan Gomes,Chicago Cubs,Philadelphia Phillies,0,4,1,2,1,0,1,5,2,0
76,10,Christopher Morel,Chicago Cubs,Philadelphia Phillies,0,4,3,1,2,1,1,5,4,0
