,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,0,Ketel Marte,Arizona Diamondbacks,Detroit Tigers,0,3,1,0,0,2,0,5,0,0
1,1,Corbin Carroll,Arizona Diamondbacks,Detroit Tigers,0,5,2,3,1,0,0,5,6,0
2,2,Lourdes Gurriel Jr.,Arizona Diamondbacks,Detroit Tigers,0,5,0,0,1,0,0,5,0,0
3,3,Christian Walker,Arizona Diamondbacks,Detroit Tigers,0,5,1,2,1,0,0,5,4,0
4,4,Evan Longoria,Arizona Diamondbacks,Detroit Tigers,0,1,1,0,0,2,1,3,0,0
5,5,Josh Rojas,Arizona Diamondbacks,Detroit Tigers,0,0,0,0,0,0,0,0,0,0
6,6,Geraldo Perdomo,Arizona Diamondbacks,Detroit Tigers,0,1,0,1,1,1,0,2,1,0
7,7,Pavin Smith,Arizona Diamondbacks,Detroit Tigers,0,4,1,2,2,1,0,5,5,1
8,8,Nick Ahmed,Arizona Diamondbacks,Detroit Tigers,0,4,0,0,0,0,3,4,0,0
9,9,Gabriel Moreno,Arizona Diamondbacks,Detroit Tigers,0,4,0,0,0,0,1,4,0,0
10,10,Jake McCarthy,Arizona Diamondbacks,Detroit Tigers,0,2,0,0,0,0,1,2,0,0
11,11,Emmanuel Rivera,Arizona Diamondbacks,Detroit Tigers,0,2,1,1,0,0,1,2,0,0
12,12,Zach McKinstry,Detroit Tigers,Arizona Diamondbacks,1,4,1,1,2,0,0,4,4,1
13,13,Andy Ibáñez,Detroit Tigers,Arizona Diamondbacks,1,1,0,1,0,0,0,1,0,0
14,14,Spencer Torkelson,Detroit Tigers,Arizona Diamondbacks,1,4,1,1,0,1,1,5,2,0
15,15,Kerry Carpenter,Detroit Tigers,Arizona Diamondbacks,1,4,1,3,0,1,1,5,3,0
16,16,Javier Báez,Detroit Tigers,Arizona Diamondbacks,1,4,0,1,1,0,3,5,0,0
17,17,Nick Maton,Detroit Tigers,Arizona Diamondbacks,1,5,0,1,1,0,0,5,2,0
18,18,Eric Haase,Detroit Tigers,Arizona Diamondbacks,1,4,0,0,0,0,2,4,0,0
19,19,Miguel Cabrera,Detroit Tigers,Arizona Diamondbacks,1,4,1,1,0,0,2,4,1,0
20,20,Jonathan Schoop,Detroit Tigers,Arizona Diamondbacks,1,2,0,0,0,2,0,4,0,0
21,21,Zack Short,Detroit Tigers,Arizona Diamondbacks,1,0,0,0,0,0,0,0,0,0
