,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,Carlos Correa,Minnesota Twins,Baltimore Orioles,0,4,0,1,0,0,0,4,1,0
1,Donovan Solano,Minnesota Twins,Baltimore Orioles,0,3,0,0,0,0,0,3,0,0
2,Max Kepler,Minnesota Twins,Baltimore Orioles,0,1,0,0,0,0,1,1,0,0
3,Byron Buxton,Minnesota Twins,Baltimore Orioles,0,3,1,1,0,1,0,4,1,0
4,Kyle Farmer,Minnesota Twins,Baltimore Orioles,0,4,0,1,0,0,0,4,1,0
5,Willi Castro,Minnesota Twins,Baltimore Orioles,0,3,0,1,1,1,1,4,2,0
6,Ryan Jeffers,Minnesota Twins,Baltimore Orioles,0,4,0,1,0,0,1,4,1,0
7,Jose Miranda,Minnesota Twins,Baltimore Orioles,0,2,0,0,0,0,0,2,0,0
8,Joey Gallo,Minnesota Twins,Baltimore Orioles,0,2,0,0,0,0,1,2,0,0
9,Michael A. Taylor,Minnesota Twins,Baltimore Orioles,0,3,0,1,0,0,0,3,0,0
10,Edouard Julien,Minnesota Twins,Baltimore Orioles,0,1,0,0,0,0,1,1,0,0
11,Alex Kirilloff,Minnesota Twins,Baltimore Orioles,0,2,0,0,0,1,1,4,0,0
12,Gunnar Henderson,Baltimore Orioles,Minnesota Twins,1,2,0,0,0,1,2,4,0,0
13,Adley Rutschman,Baltimore Orioles,Minnesota Twins,1,4,1,1,0,0,2,4,1,0
14,Anthony Santander,Baltimore Orioles,Minnesota Twins,1,3,1,1,0,1,0,4,1,0
15,Austin Hays,Baltimore Orioles,Minnesota Twins,1,1,0,0,0,0,0,1,0,0
16,Aaron Hicks,Baltimore Orioles,Minnesota Twins,1,3,0,1,1,0,1,3,1,0
17,Cedric Mullins,Baltimore Orioles,Minnesota Twins,1,4,0,0,0,0,2,4,0,0
18,Ramón Urías,Baltimore Orioles,Minnesota Twins,1,3,0,1,0,0,1,3,0,0
19,Ryan O'Hearn,Baltimore Orioles,Minnesota Twins,1,0,0,0,0,1,0,1,0,0
20,Jordan Westburg,Baltimore Orioles,Minnesota Twins,1,3,0,0,1,0,0,4,0,0
21,Jorge Mateo,Baltimore Orioles,Minnesota Twins,1,3,0,0,0,1,1,4,0,0
22,Anthony Bemboom,Baltimore Orioles,Minnesota Twins,1,3,0,1,0,0,1,3,1,0
0,Luis Arraez,Miami Marlins,Atlanta Braves,0,4,0,2,2,0,0,4,3,0
1,Jorge Soler,Miami Marlins,Atlanta Braves,0,4,0,0,0,0,2,4,0,0
2,Jazz Chisholm Jr.,Miami Marlins,Atlanta Braves,0,3,0,1,0,0,2,3,0,0
3,Yuli Gurriel,Miami Marlins,Atlanta Braves,0,1,0,0,0,0,0,1,0,0
4,Garrett Cooper,Miami Marlins,Atlanta Braves,0,4,0,1,0,0,1,4,1,0
5,Jesús Sánchez,Miami Marlins,Atlanta Braves,0,3,0,1,0,0,2,3,0,0
6,Bryan De La Cruz,Miami Marlins,Atlanta Braves,0,1,0,0,0,0,1,1,0,0
7,Joey Wendle,Miami Marlins,Atlanta Braves,0,4,1,0,0,0,2,4,0,0
8,Jean Segura,Miami Marlins,Atlanta Braves,0,4,0,1,0,0,1,4,1,0
9,Jonathan Davis,Miami Marlins,Atlanta Braves,0,4,2,1,1,0,1,4,1,0
10,Jacob Stallings,Miami Marlins,Atlanta Braves,0,2,0,1,0,1,0,3,1,0
11,Nick Fortes,Miami Marlins,Atlanta Braves,0,1,0,0,0,0,0,1,0,0
12,Ronald Acuna Jr.,Atlanta Braves,Miami Marlins,1,3,1,2,0,1,1,4,0,0
13,Ozzie Albies,Atlanta Braves,Miami Marlins,1,4,1,1,2,0,0,4,4,1
14,Austin Riley,Atlanta Braves,Miami Marlins,1,4,0,0,0,0,4,4,0,0
15,Matt Olson,Atlanta Braves,Miami Marlins,1,4,1,2,0,0,1,4,3,0
16,Travis d'Arnaud,Atlanta Braves,Miami Marlins,1,3,1,1,2,1,1,4,0,1
17,Marcell Ozuna,Atlanta Braves,Miami Marlins,1,4,0,1,0,0,0,4,1,0
18,Eddie Rosario,Atlanta Braves,Miami Marlins,1,3,0,0,0,0,0,3,0,0
19,Kevin Pillar,Atlanta Braves,Miami Marlins,1,1,0,0,0,0,0,1,0,0
20,Orlando Arcia,Atlanta Braves,Miami Marlins,1,4,1,1,1,0,1,4,4,1
21,Michael Harris II,Atlanta Braves,Miami Marlins,1,3,1,1,0,0,2,3,0,0
0,Lane Thomas,Washington Nationals,Philadelphia Phillies,0,4,0,0,0,0,1,4,0,0
1,Jeimer Candelario,Washington Nationals,Philadelphia Phillies,0,3,2,1,1,1,1,4,4,1
2,Joey Meneses,Washington Nationals,Philadelphia Phillies,0,3,1,1,0,1,2,4,1,0
3,Stone Garrett,Washington Nationals,Philadelphia Phillies,0,4,1,2,4,0,0,4,5,1
4,Dominic Smith,Washington Nationals,Philadelphia Phillies,0,4,0,1,0,0,1,4,1,0
5,Ildemaro Vargas,Washington Nationals,Philadelphia Phillies,0,3,0,1,0,1,0,4,2,0
6,Michael Chavis,Washington Nationals,Philadelphia Phillies,0,4,0,1,0,0,1,4,1,0
7,Riley Adams,Washington Nationals,Philadelphia Phillies,0,4,0,0,0,0,0,4,0,0
8,Derek Hill,Washington Nationals,Philadelphia Phillies,0,3,1,1,0,0,0,3,1,0
9,Kyle Schwarber,Philadelphia Phillies,Washington Nationals,1,5,1,1,0,0,0,5,2,0
10,Trea Turner,Philadelphia Phillies,Washington Nationals,1,5,0,0,0,0,2,5,0,0
11,Nick Castellanos,Philadelphia Phillies,Washington Nationals,1,5,1,2,2,0,0,5,6,1
12,Bryce Harper,Philadelphia Phillies,Washington Nationals,1,2,1,2,0,2,0,4,2,0
13,J.T. Realmuto,Philadelphia Phillies,Washington Nationals,1,3,1,1,2,1,0,4,4,1
14,Bryson Stott,Philadelphia Phillies,Washington Nationals,1,3,0,1,0,1,0,4,2,0
15,Alec Bohm,Philadelphia Phillies,Washington Nationals,1,3,0,0,0,1,0,4,0,0
16,Darick Hall,Philadelphia Phillies,Washington Nationals,1,4,0,1,0,0,0,4,1,0
17,Edmundo Sosa,Philadelphia Phillies,Washington Nationals,1,0,0,0,0,0,0,0,0,0
18,Brandon Marsh,Philadelphia Phillies,Washington Nationals,1,4,0,2,0,0,1,4,3,0
0,Andruw Monasterio,Milwaukee Brewers,Pittsburgh Pirates,0,4,1,2,1,1,1,5,3,0
1,William Contreras,Milwaukee Brewers,Pittsburgh Pirates,0,5,1,2,3,0,1,5,5,1
2,Willy Adames,Milwaukee Brewers,Pittsburgh Pirates,0,5,0,1,0,0,1,5,2,0
3,Owen Miller,Milwaukee Brewers,Pittsburgh Pirates,0,5,0,0,0,0,3,5,0,0
4,Blake Perkins,Milwaukee Brewers,Pittsburgh Pirates,0,2,1,0,0,2,1,4,0,0
5,Brian Anderson,Milwaukee Brewers,Pittsburgh Pirates,0,4,1,2,0,0,1,4,2,0
6,Brice Turang,Milwaukee Brewers,Pittsburgh Pirates,0,4,0,0,0,0,0,4,0,0
7,Joey Wiemer,Milwaukee Brewers,Pittsburgh Pirates,0,4,1,1,0,0,1,4,1,0
8,Raimel Tapia,Milwaukee Brewers,Pittsburgh Pirates,0,2,1,0,0,0,2,4,0,0
9,Jack Suwinski,Pittsburgh Pirates,Milwaukee Brewers,1,2,0,1,0,1,0,3,2,0
10,Connor Joe,Pittsburgh Pirates,Milwaukee Brewers,1,1,0,0,0,0,0,1,0,0
11,Bryan Reynolds,Pittsburgh Pirates,Milwaukee Brewers,1,4,0,0,0,0,1,4,0,0
