,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,Donovan Solano,Minnesota Twins,Atlanta Braves,0,3,0,0,0,0,2,3,0,0
1,Edouard Julien,Minnesota Twins,Atlanta Braves,0,1,0,0,0,0,0,1,0,0
2,Byron Buxton,Minnesota Twins,Atlanta Braves,0,4,0,1,0,0,2,4,2,0
3,Royce Lewis,Minnesota Twins,Atlanta Braves,0,4,0,0,0,0,3,4,0,0
4,Kyle Farmer,Minnesota Twins,Atlanta Braves,0,4,0,0,0,0,1,4,0,0
5,Willi Castro,Minnesota Twins,Atlanta Braves,0,3,0,2,0,0,0,3,2,0
6,Alex Kirilloff,Minnesota Twins,Atlanta Braves,0,3,0,1,0,0,1,3,1,0
7,Christian Vázquez,Minnesota Twins,Atlanta Braves,0,2,0,0,0,1,0,3,0,0
8,Michael A. Taylor,Minnesota Twins,Atlanta Braves,0,2,0,0,0,0,2,2,0,0
9,Max Kepler,Minnesota Twins,Atlanta Braves,0,1,0,0,0,0,0,1,0,0
10,Joey Gallo,Minnesota Twins,Atlanta Braves,0,3,0,0,0,0,3,3,0,0
11,Ronald Acuna Jr.,Atlanta Braves,Minnesota Twins,1,2,1,1,0,2,1,4,0,0
12,Ozzie Albies,Atlanta Braves,Minnesota Twins,1,3,0,0,1,0,1,4,0,0
13,Austin Riley,Atlanta Braves,Minnesota Twins,1,4,0,0,0,0,1,4,0,0
14,Matt Olson,Atlanta Braves,Minnesota Twins,1,4,1,2,2,0,1,4,6,1
15,Travis d'Arnaud,Atlanta Braves,Minnesota Twins,1,3,0,0,0,1,1,4,0,0
16,Marcell Ozuna,Atlanta Braves,Minnesota Twins,1,3,0,1,0,0,1,3,1,0
17,Eddie Rosario,Atlanta Braves,Minnesota Twins,1,3,0,0,0,0,2,3,0,0
18,Orlando Arcia,Atlanta Braves,Minnesota Twins,1,3,0,0,0,0,0,3,0,0
19,Michael Harris II,Atlanta Braves,Minnesota Twins,1,3,1,2,0,0,0,3,0,0
0,Lane Thomas,Washington Nationals,Seattle Mariners,0,4,1,1,0,0,0,4,1,0
1,Luis García,Washington Nationals,Seattle Mariners,0,4,1,1,0,0,0,4,0,0
2,Jeimer Candelario,Washington Nationals,Seattle Mariners,0,3,1,1,1,1,1,4,2,0
3,Keibert Ruiz,Washington Nationals,Seattle Mariners,0,3,0,2,2,1,0,4,2,0
4,Dominic Smith,Washington Nationals,Seattle Mariners,0,4,1,1,0,0,1,4,2,0
5,Ildemaro Vargas,Washington Nationals,Seattle Mariners,0,3,0,1,1,1,0,4,2,0
6,Corey Dickerson,Washington Nationals,Seattle Mariners,0,3,0,0,0,0,2,3,0,0
7,Stone Garrett,Washington Nationals,Seattle Mariners,0,0,0,0,0,1,0,1,0,0
8,Derek Hill,Washington Nationals,Seattle Mariners,0,4,0,1,0,0,2,4,1,0
9,Riley Adams,Washington Nationals,Seattle Mariners,0,4,0,0,0,0,0,4,0,0
10,J.P. Crawford,Seattle Mariners,Washington Nationals,1,4,0,0,0,0,1,4,0,0
11,Julio Rodríguez,Seattle Mariners,Washington Nationals,1,4,0,0,0,0,0,4,0,0
12,Ty France,Seattle Mariners,Washington Nationals,1,4,0,0,0,0,2,4,0,0
13,Teoscar Hernández,Seattle Mariners,Washington Nationals,1,4,0,0,0,0,3,4,0,0
14,Eugenio Suárez,Seattle Mariners,Washington Nationals,1,4,0,1,0,0,1,4,0,0
15,Tom Murphy,Seattle Mariners,Washington Nationals,1,3,0,3,0,0,0,3,3,0
16,Cal Raleigh,Seattle Mariners,Washington Nationals,1,1,0,0,0,0,1,1,0,0
17,AJ Pollock,Seattle Mariners,Washington Nationals,1,3,0,0,0,0,2,3,0,0
18,Dylan Moore,Seattle Mariners,Washington Nationals,1,3,0,0,0,0,1,3,0,0
19,José Caballero,Seattle Mariners,Washington Nationals,1,3,1,2,1,0,0,3,0,0
0,TJ Friedl,Cincinnati Reds,Baltimore Orioles,0,5,3,3,3,1,0,6,6,1
1,Matt McLain,Cincinnati Reds,Baltimore Orioles,0,6,1,1,1,0,2,6,0,0
2,Jonathan India,Cincinnati Reds,Baltimore Orioles,0,3,1,0,1,1,1,5,0,0
3,Luke Maile,Cincinnati Reds,Baltimore Orioles,0,1,1,1,0,0,0,1,2,0
4,Elly De La Cruz,Cincinnati Reds,Baltimore Orioles,0,6,1,2,1,0,3,6,0,0
5,Jake Fraley,Cincinnati Reds,Baltimore Orioles,0,3,0,2,2,0,0,3,1,0
6,Nick Senzel,Cincinnati Reds,Baltimore Orioles,0,2,0,1,0,1,0,3,0,0
7,Joey Votto,Cincinnati Reds,Baltimore Orioles,0,6,0,0,1,0,3,6,0,0
8,Spencer Steer,Cincinnati Reds,Baltimore Orioles,0,4,0,1,0,1,3,5,0,0
9,Tyler Stephenson,Cincinnati Reds,Baltimore Orioles,0,4,0,2,0,0,0,4,0,0
10,Kevin Newman,Cincinnati Reds,Baltimore Orioles,0,1,1,0,0,0,0,1,0,0
11,Will Benson,Cincinnati Reds,Baltimore Orioles,0,5,3,3,1,0,1,5,6,0
12,Cedric Mullins,Baltimore Orioles,Cincinnati Reds,1,5,1,1,0,0,1,5,1,0
13,Adley Rutschman,Baltimore Orioles,Cincinnati Reds,1,5,0,2,0,0,0,5,2,0
14,Anthony Santander,Baltimore Orioles,Cincinnati Reds,1,5,1,0,0,0,2,5,0,0
15,Ryan O'Hearn,Baltimore Orioles,Cincinnati Reds,1,5,1,1,1,0,0,5,0,0
16,Austin Hays,Baltimore Orioles,Cincinnati Reds,1,4,1,1,0,1,1,5,1,0
17,Gunnar Henderson,Baltimore Orioles,Cincinnati Reds,1,4,0,1,3,1,3,5,3,0
18,Aaron Hicks,Baltimore Orioles,Cincinnati Reds,1,4,1,1,0,1,1,5,1,0
19,Jordan Westburg,Baltimore Orioles,Cincinnati Reds,1,5,1,2,1,0,1,5,3,0
20,Adam Frazier,Baltimore Orioles,Cincinnati Reds,1,2,1,1,2,2,0,4,4,1
0,Ha-Seong Kim,San Diego Padres,Pittsburgh Pirates,0,5,0,0,0,0,2,5,0,0
1,Fernando Tatis Jr.,San Diego Padres,Pittsburgh Pirates,0,4,1,1,0,0,1,4,0,0
2,Juan Soto,San Diego Padres,Pittsburgh Pirates,0,3,0,0,0,1,0,4,0,0
3,Manny Machado,San Diego Padres,Pittsburgh Pirates,0,4,0,1,0,0,1,4,1,0
4,Xander Bogaerts,San Diego Padres,Pittsburgh Pirates,0,4,0,2,1,0,0,4,2,0
5,Jake Cronenworth,San Diego Padres,Pittsburgh Pirates,0,4,0,0,0,0,1,4,0,0
6,Gary Sánchez,San Diego Padres,Pittsburgh Pirates,0,4,0,0,0,0,2,4,0,0
7,Matt Carpenter,San Diego Padres,Pittsburgh Pirates,0,2,0,1,0,1,0,3,1,0
8,Rougned Odor,San Diego Padres,Pittsburgh Pirates,0,1,0,1,0,0,0,1,1,0
9,Trent Grisham,San Diego Padres,Pittsburgh Pirates,0,3,0,1,0,1,1,4,2,0
10,Connor Joe,Pittsburgh Pirates,San Diego Padres,1,4,1,1,2,1,0,5,1,0
11,Andrew McCutchen,Pittsburgh Pirates,San Diego Padres,1,5,0,1,0,0,0,5,1,0
12,Henry Davis,Pittsburgh Pirates,San Diego Padres,1,4,1,2,2,0,2,4,2,0
13,Jason Delay,Pittsburgh Pirates,San Diego Padres,1,0,0,0,0,0,0,0,0,0
14,Carlos Santana,Pittsburgh Pirates,San Diego Padres,1,4,1,2,2,0,0,4,5,1
15,Rodolfo Castro,Pittsburgh Pirates,San Diego Padres,1,4,0,0,0,0,3,4,0,0
16,Nick Gonzales,Pittsburgh Pirates,San Diego Padres,1,3,1,1,0,0,2,4,1,0
17,Jack Suwinski,Pittsburgh Pirates,San Diego Padres,1,2,1,0,0,2,1,4,0,0
18,Jared Triolo,Pittsburgh Pirates,San Diego Padres,1,3,1,1,0,0,2,4,1,0
19,Austin Hedges,Pittsburgh Pirates,San Diego Padres,1,2,0,0,0,0,1,2,0,0
20,Josh Palacios,Pittsburgh Pirates,San Diego Padres,1,2,1,1,1,0,0,2,1,0
0,LaMonte Wade Jr.,San Francisco Giants,Toronto Blue Jays,0,4,0,3,0,0,0,4,0,0
1,Thairo Estrada,San Francisco Giants,Toronto Blue Jays,0,4,0,0,0,0,2,4,0,0
2,J.D. Davis,San Francisco Giants,Toronto Blue Jays,0,4,0,1,0,0,2,4,0,0
3,Joc Pederson,San Francisco Giants,Toronto Blue Jays,0,3,0,0,0,1,0,4,0,0
4,Patrick Bailey,San Francisco Giants,Toronto Blue Jays,0,4,0,1,0,0,1,4,1,0
5,Michael Conforto,San Francisco Giants,Toronto Blue Jays,0,0,0,0,0,0,0,0,0,0
6,Austin Slater,San Francisco Giants,Toronto Blue Jays,0,4,1,1,1,0,2,4,4,0
7,Luis Matos,San Francisco Giants,Toronto Blue Jays,0,3,0,0,0,0,0,3,0,0
8,Blake Sabol,San Francisco Giants,Toronto Blue Jays,0,3,0,0,0,0,1,3,0,0
9,Casey Schmitt,San Francisco Giants,Toronto Blue Jays,0,3,0,0,0,0,1,3,0,0
10,George Springer,Toronto Blue Jays,San Francisco Giants,1,4,1,3,1,0,0,4,4,0
11,Bo Bichette,Toronto Blue Jays,San Francisco Giants,1,4,1,1,1,0,0,4,1,0
12,Brandon Belt,Toronto Blue Jays,San Francisco Giants,1,4,1,1,1,0,1,4,2,0
13,Vladimir Guerrero Jr.,Toronto Blue Jays,San Francisco Giants,1,4,0,1,0,0,2,4,0,0
14,Matt Chapman,Toronto Blue Jays,San Francisco Giants,1,4,0,1,0,0,1,4,1,0
15,Daulton Varsho,Toronto Blue Jays,San Francisco Giants,1,4,1,1,1,0,3,4,2,0
16,Whit Merrifield,Toronto Blue Jays,San Francisco Giants,1,4,1,1,1,0,1,4,2,0
17,Danny Jansen,Toronto Blue Jays,San Francisco Giants,1,4,0,2,1,0,0,4,2,0
18,Cavan Biggio,Toronto Blue Jays,San Francisco Giants,1,3,1,1,0,0,0,3,2,0
0,Luis Arraez,Miami Marlins,Boston Red Sox,0,5,0,1,1,0,0,5,0,0
1,Jorge Soler,Miami Marlins,Boston Red Sox,0,3,1,0,0,2,1,5,0,0
2,Bryan De La Cruz,Miami Marlins,Boston Red Sox,0,4,1,1,0,1,2,5,0,0
3,Jazz Chisholm Jr.,Miami Marlins,Boston Red Sox,0,4,1,1,1,0,2,4,0,1
4,Garrett Cooper,Miami Marlins,Boston Red Sox,0,3,2,1,1,1,1,4,4,1
5,Jean Segura,Miami Marlins,Boston Red Sox,0,4,0,1,2,0,1,4,0,0
6,Joey Wendle,Miami Marlins,Boston Red Sox,0,4,1,2,0,0,1,4,1,0
7,Nick Fortes,Miami Marlins,Boston Red Sox,0,3,0,0,0,1,1,4,0,0
8,Jonathan Davis,Miami Marlins,Boston Red Sox,0,2,0,0,0,1,2,4,0,0
9,Alex Verdugo,Boston Red Sox,Miami Marlins,1,4,0,0,0,0,1,4,0,0
10,Justin Turner,Boston Red Sox,Miami Marlins,1,4,0,0,0,0,1,4,0,0
11,Rob Refsnyder,Boston Red Sox,Miami Marlins,1,4,0,2,0,0,0,4,2,0
12,Rafael Devers,Boston Red Sox,Miami Marlins,1,4,2,2,1,0,0,4,5,1
13,Adam Duvall,Boston Red Sox,Miami Marlins,1,3,0,1,0,1,1,4,1,0
14,Christian Arroyo,Boston Red Sox,Miami Marlins,1,2,0,0,0,0,0,2,0,0
15,Jarren Duran,Boston Red Sox,Miami Marlins,1,2,0,2,1,0,0,2,2,0
16,Enrique Hernández,Boston Red Sox,Miami Marlins,1,3,0,0,0,0,1,3,0,0
17,Masataka Yoshida,Boston Red Sox,Miami Marlins,1,1,0,0,0,0,0,1,0,0
18,Connor Wong,Boston Red Sox,Miami Marlins,1,2,0,0,0,0,1,2,0,0
19,Triston Casas,Boston Red Sox,Miami Marlins,1,1,0,0,0,0,1,1,0,0
20,Caleb Hamilton,Boston Red Sox,Miami Marlins,1,0,0,0,0,0,0,0,0,0
21,David Hamilton,Boston Red Sox,Miami Marlins,1,3,0,1,0,0,0,3,0,0
0,Christian Yelich,Milwaukee Brewers,New York Mets,0,5,1,3,2,0,1,5,4,0
1,William Contreras,Milwaukee Brewers,New York Mets,0,5,0,1,0,0,2,5,0,0
2,Rowdy Tellez,Milwaukee Brewers,New York Mets,0,4,0,0,0,0,3,4,0,0
3,Luis Urías,Milwaukee Brewers,New York Mets,0,1,0,0,0,0,1,1,0,0
4,Willy Adames,Milwaukee Brewers,New York Mets,0,4,1,0,0,1,1,5,0,0
5,Jesse Winker,Milwaukee Brewers,New York Mets,0,5,0,2,2,0,0,5,3,0
6,Owen Miller,Milwaukee Brewers,New York Mets,0,3,1,1,0,1,0,4,2,0
7,Brian Anderson,Milwaukee Brewers,New York Mets,0,4,1,1,0,0,2,4,2,0
8,Blake Perkins,Milwaukee Brewers,New York Mets,0,3,1,1,1,1,1,4,1,0
9,Joey Wiemer,Milwaukee Brewers,New York Mets,0,2,0,0,0,0,1,4,0,0
10,Brandon Nimmo,New York Mets,Milwaukee Brewers,1,4,0,1,0,0,1,4,2,0
11,Starling Marte,New York Mets,Milwaukee Brewers,1,4,0,0,0,0,1,4,0,0
