,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,Garrett Hampson,Miami Marlins,Philadelphia Phillies,0,5,0,0,0,0,4,5,0,0
1,Josh Bell,Miami Marlins,Philadelphia Phillies,0,3,0,1,0,1,2,4,0,0
2,Xavier Edwards,Miami Marlins,Philadelphia Phillies,0,0,1,0,0,0,0,0,0,0
3,Jake Burger,Miami Marlins,Philadelphia Phillies,0,4,0,0,0,0,0,4,0,0
4,Bryan De La Cruz,Miami Marlins,Philadelphia Phillies,0,3,2,1,2,1,2,4,0,1
5,Dane Myers,Miami Marlins,Philadelphia Phillies,0,4,1,1,0,0,2,4,1,0
6,Jesús Sánchez,Miami Marlins,Philadelphia Phillies,0,0,0,0,0,0,0,0,0,0
7,Yuli Gurriel,Miami Marlins,Philadelphia Phillies,0,3,1,1,2,1,0,4,0,0
8,Jazz Chisholm Jr.,Miami Marlins,Philadelphia Phillies,0,4,0,0,0,0,3,4,0,0
9,Jon Berti,Miami Marlins,Philadelphia Phillies,0,3,0,0,0,1,1,4,0,0
10,Joey Wendle,Miami Marlins,Philadelphia Phillies,0,0,0,0,0,0,0,0,0,0
11,Nick Fortes,Miami Marlins,Philadelphia Phillies,0,3,0,1,1,1,0,4,0,0
12,Kyle Schwarber,Philadelphia Phillies,Miami Marlins,1,4,2,2,1,1,2,5,5,1
13,Trea Turner,Philadelphia Phillies,Miami Marlins,1,4,1,2,2,0,0,5,5,1
14,Bryce Harper,Philadelphia Phillies,Miami Marlins,1,3,0,1,0,2,0,5,1,0
15,Alec Bohm,Philadelphia Phillies,Miami Marlins,1,5,0,2,0,0,1,5,3,0
16,Bryson Stott,Philadelphia Phillies,Miami Marlins,1,4,1,0,0,1,2,5,0,0
17,J.T. Realmuto,Philadelphia Phillies,Miami Marlins,1,4,0,0,0,0,2,4,0,0
18,Brandon Marsh,Philadelphia Phillies,Miami Marlins,1,2,0,0,0,1,2,3,0,0
19,Cristian Pache,Philadelphia Phillies,Miami Marlins,1,0,0,0,0,1,0,1,0,0
20,Nick Castellanos,Philadelphia Phillies,Miami Marlins,1,4,0,1,1,0,2,4,2,0
21,Edmundo Sosa,Philadelphia Phillies,Miami Marlins,1,4,0,0,0,0,2,4,0,0
0,Tim Anderson,Chicago White Sox,Detroit Tigers,0,4,0,1,0,0,1,4,1,0
1,Andrew Benintendi,Chicago White Sox,Detroit Tigers,0,4,1,1,0,0,0,4,3,0
2,Luis Robert Jr.,Chicago White Sox,Detroit Tigers,0,4,0,1,1,0,2,4,0,0
3,Eloy Jiménez,Chicago White Sox,Detroit Tigers,0,3,0,1,1,1,2,4,0,0
4,Yasmani Grandal,Chicago White Sox,Detroit Tigers,0,4,0,0,0,0,0,4,0,0
5,Elvis Andrus,Chicago White Sox,Detroit Tigers,0,3,0,0,0,0,2,3,0,0
6,Gavin Sheets,Chicago White Sox,Detroit Tigers,0,2,0,0,0,0,0,2,0,0
7,Andrew Vaughn,Chicago White Sox,Detroit Tigers,0,1,0,0,0,0,0,1,0,0
8,Oscar Colás,Chicago White Sox,Detroit Tigers,0,3,0,0,0,0,1,3,0,0
9,Lenyn Sosa,Chicago White Sox,Detroit Tigers,0,3,1,1,0,0,0,3,2,0
10,Zach McKinstry,Detroit Tigers,Chicago White Sox,1,3,1,1,0,1,1,4,1,0
11,Matt Vierling,Detroit Tigers,Chicago White Sox,1,4,1,1,0,0,1,4,1,0
12,Spencer Torkelson,Detroit Tigers,Chicago White Sox,1,4,1,2,2,0,0,4,3,0
13,Kerry Carpenter,Detroit Tigers,Chicago White Sox,1,4,0,1,0,0,1,4,1,0
14,Andy Ibáñez,Detroit Tigers,Chicago White Sox,1,3,0,1,0,1,0,4,0,0
15,Andre Lipcius,Detroit Tigers,Chicago White Sox,1,3,0,2,1,0,0,3,2,0
16,Zack Short,Detroit Tigers,Chicago White Sox,1,1,0,0,0,0,0,1,0,0
17,Parker Meadows,Detroit Tigers,Chicago White Sox,1,4,0,0,0,0,1,4,0,0
18,Javier Báez,Detroit Tigers,Chicago White Sox,1,4,0,0,0,0,3,4,0,0
19,Carson Kelly,Detroit Tigers,Chicago White Sox,1,3,0,1,0,0,1,3,2,0
0,J.P. Crawford,Seattle Mariners,Tampa Bay Rays,0,4,0,1,0,1,3,5,2,0
1,Julio Rodríguez,Seattle Mariners,Tampa Bay Rays,0,5,1,2,0,0,2,5,0,0
2,Cal Raleigh,Seattle Mariners,Tampa Bay Rays,0,4,0,1,0,0,0,4,1,0
3,Teoscar Hernández,Seattle Mariners,Tampa Bay Rays,0,4,1,1,0,0,1,4,0,0
4,Eugenio Suárez,Seattle Mariners,Tampa Bay Rays,0,3,0,0,1,0,3,4,0,0
5,Mike Ford,Seattle Mariners,Tampa Bay Rays,0,4,1,1,0,0,1,4,1,0
6,Ty France,Seattle Mariners,Tampa Bay Rays,0,4,0,0,0,0,1,4,0,0
7,Josh Rojas,Seattle Mariners,Tampa Bay Rays,0,3,0,1,1,0,0,3,1,0
8,Dylan Moore,Seattle Mariners,Tampa Bay Rays,0,1,0,0,0,0,1,1,0,0
9,Sam Haggerty,Seattle Mariners,Tampa Bay Rays,0,3,0,2,1,1,1,4,3,0
10,Yandy Díaz,Tampa Bay Rays,Seattle Mariners,1,4,1,2,0,0,1,4,0,0
11,Brandon Lowe,Tampa Bay Rays,Seattle Mariners,1,3,1,1,0,1,1,4,0,0
12,Harold Ramírez,Tampa Bay Rays,Seattle Mariners,1,4,1,1,2,0,1,4,0,0
13,Josh Lowe,Tampa Bay Rays,Seattle Mariners,1,4,1,3,1,0,0,4,5,0
14,Jose Siri,Tampa Bay Rays,Seattle Mariners,1,4,1,1,0,0,1,4,0,0
15,Luke Raley,Tampa Bay Rays,Seattle Mariners,1,2,0,1,2,1,1,4,2,0
16,Osleivis Basabe,Tampa Bay Rays,Seattle Mariners,1,4,1,1,0,0,2,4,1,0
17,Jonathan Aranda,Tampa Bay Rays,Seattle Mariners,1,3,0,0,0,0,2,3,0,0
18,Taylor Walls,Tampa Bay Rays,Seattle Mariners,1,1,0,0,0,0,1,1,0,0
19,Christian Bethancourt,Tampa Bay Rays,Seattle Mariners,1,4,0,1,1,0,2,4,0,0
0,Ji Hwan Bae,Pittsburgh Pirates,Atlanta Braves,0,4,1,1,0,0,1,4,0,0
1,Bryan Reynolds,Pittsburgh Pirates,Atlanta Braves,0,4,1,2,1,0,1,4,3,0
2,Ke'Bryan Hayes,Pittsburgh Pirates,Atlanta Braves,0,4,0,1,0,0,1,4,0,0
3,Jack Suwinski,Pittsburgh Pirates,Atlanta Braves,0,4,0,1,1,0,2,4,2,0
4,Liover Peguero,Pittsburgh Pirates,Atlanta Braves,0,4,0,0,0,0,0,4,0,0
5,Joshua Palacios,Pittsburgh Pirates,Atlanta Braves,0,4,0,2,0,0,2,4,4,0
6,Jared Triolo,Pittsburgh Pirates,Atlanta Braves,0,3,0,0,0,0,1,3,0,0
7,Endy Rodríguez,Pittsburgh Pirates,Atlanta Braves,0,1,0,0,0,0,0,1,0,0
8,Alfonso Rivas,Pittsburgh Pirates,Atlanta Braves,0,2,0,0,0,0,2,2,0,0
9,Connor Joe,Pittsburgh Pirates,Atlanta Braves,0,1,0,0,0,0,0,1,0,0
10,Jason Delay,Pittsburgh Pirates,Atlanta Braves,0,3,0,0,0,0,1,3,0,0
11,Ronald Acuna Jr.,Atlanta Braves,Pittsburgh Pirates,1,3,1,1,2,1,0,4,0,0
12,Ozzie Albies,Atlanta Braves,Pittsburgh Pirates,1,4,2,1,0,0,0,4,1,0
13,Austin Riley,Atlanta Braves,Pittsburgh Pirates,1,3,0,1,0,1,0,4,1,0
14,Matt Olson,Atlanta Braves,Pittsburgh Pirates,1,3,0,2,3,1,0,4,2,0
15,Marcell Ozuna,Atlanta Braves,Pittsburgh Pirates,1,4,0,0,0,0,0,4,0,0
16,Eddie Rosario,Atlanta Braves,Pittsburgh Pirates,1,4,0,1,0,0,1,4,1,0
17,Travis d'Arnaud,Atlanta Braves,Pittsburgh Pirates,1,4,0,0,0,0,0,4,0,0
18,Orlando Arcia,Atlanta Braves,Pittsburgh Pirates,1,3,1,0,0,1,0,4,0,0
19,Michael Harris II,Atlanta Braves,Pittsburgh Pirates,1,3,1,1,0,0,0,3,0,0
0,Adley Rutschman,Baltimore Orioles,Boston Red Sox,0,4,0,1,0,0,1,4,2,0
1,Gunnar Henderson,Baltimore Orioles,Boston Red Sox,0,4,0,1,0,0,1,4,1,0
2,Anthony Santander,Baltimore Orioles,Boston Red Sox,0,4,0,0,0,0,1,4,0,0
3,Ryan O'Hearn,Baltimore Orioles,Boston Red Sox,0,4,1,1,0,0,1,4,0,0
4,Cedric Mullins,Baltimore Orioles,Boston Red Sox,0,4,1,1,0,0,1,4,1,0
5,Austin Hays,Baltimore Orioles,Boston Red Sox,0,4,0,0,0,0,4,4,0,0
6,Aaron Hicks,Baltimore Orioles,Boston Red Sox,0,3,1,1,1,0,0,3,1,0
7,Adam Frazier,Baltimore Orioles,Boston Red Sox,0,3,0,2,2,0,1,3,4,0
8,Ramón Urías,Baltimore Orioles,Boston Red Sox,0,2,0,0,0,1,1,3,0,0
9,Ceddanne Rafaela,Boston Red Sox,Baltimore Orioles,1,4,1,0,0,1,2,5,0,0
10,Rafael Devers,Boston Red Sox,Baltimore Orioles,1,4,2,1,1,1,1,5,1,0
11,Justin Turner,Boston Red Sox,Baltimore Orioles,1,5,1,2,0,0,1,5,2,0
12,Triston Casas,Boston Red Sox,Baltimore Orioles,1,3,1,1,3,1,0,4,4,1
13,Alex Verdugo,Boston Red Sox,Baltimore Orioles,1,4,0,1,0,0,1,4,2,0
14,Trevor Story,Boston Red Sox,Baltimore Orioles,1,4,0,0,0,0,1,4,0,0
15,Wilyer Abreu,Boston Red Sox,Baltimore Orioles,1,4,0,1,0,0,1,4,0,0
16,Luis Urías,Boston Red Sox,Baltimore Orioles,1,3,1,1,0,0,1,4,0,0
17,Reese McGuire,Boston Red Sox,Baltimore Orioles,1,3,1,1,1,0,1,4,3,0
0,Sal Frelick,Milwaukee Brewers,New York Yankees,0,5,0,0,0,1,1,6,0,0
1,William Contreras,Milwaukee Brewers,New York Yankees,0,6,0,1,0,0,2,6,1,0
2,Carlos Santana,Milwaukee Brewers,New York Yankees,0,5,1,0,0,0,3,5,0,0
3,Mark Canha,Milwaukee Brewers,New York Yankees,0,4,0,0,0,0,2,4,0,0
4,Joey Wiemer,Milwaukee Brewers,New York Yankees,0,1,1,1,1,0,0,1,2,0
5,Willy Adames,Milwaukee Brewers,New York Yankees,0,4,0,0,0,1,1,5,0,0
6,Andruw Monasterio,Milwaukee Brewers,New York Yankees,0,4,0,1,1,0,1,5,1,0
7,Victor Caratini,Milwaukee Brewers,New York Yankees,0,5,1,1,0,0,1,5,1,0
8,Brice Turang,Milwaukee Brewers,New York Yankees,0,4,0,1,0,1,0,5,2,0
9,Tyrone Taylor,Milwaukee Brewers,New York Yankees,0,5,0,1,1,0,1,5,1,0
10,DJ LeMahieu,New York Yankees,Milwaukee Brewers,1,4,0,0,0,1,0,5,0,0
11,Aaron Judge,New York Yankees,Milwaukee Brewers,1,4,0,0,0,1,2,5,0,0
12,Gleyber Torres,New York Yankees,Milwaukee Brewers,1,5,1,0,0,0,2,5,0,0
13,Giancarlo Stanton,New York Yankees,Milwaukee Brewers,1,3,1,1,2,2,1,5,4,1
14,Isiah Kiner-Falefa,New York Yankees,Milwaukee Brewers,1,5,0,0,0,0,2,5,0,0
15,Anthony Volpe,New York Yankees,Milwaukee Brewers,1,5,1,0,0,0,2,5,0,0
16,Everson Pereira,New York Yankees,Milwaukee Brewers,1,4,1,0,0,1,1,5,0,0
17,Oswaldo Cabrera,New York Yankees,Milwaukee Brewers,1,5,0,1,1,0,3,5,2,0
18,Ben Rortvedt,New York Yankees,Milwaukee Brewers,1,2,0,0,0,0,0,2,0,0
19,Jake Bauers,New York Yankees,Milwaukee Brewers,1,1,0,0,0,0,1,1,0,0
20,Kyle Higashioka,New York Yankees,Milwaukee Brewers,1,2,0,1,1,0,1,2,2,0
0,Mookie Betts,Los Angeles Dodgers,Washington Nationals,0,4,0,0,0,1,1,5,0,0
1,Freddie Freeman,Los Angeles Dodgers,Washington Nationals,0,4,2,2,0,1,0,5,2,0
2,David Peralta,Los Angeles Dodgers,Washington Nationals,0,1,0,0,1,0,0,2,0,0
3,Enrique Hernández,Los Angeles Dodgers,Washington Nationals,0,3,0,1,1,0,1,3,0,0
4,Max Muncy,Los Angeles Dodgers,Washington Nationals,0,4,2,1,0,1,2,5,2,0
5,Jason Heyward,Los Angeles Dodgers,Washington Nationals,0,3,1,2,2,0,0,3,2,0
6,Amed Rosario,Los Angeles Dodgers,Washington Nationals,0,2,0,0,0,0,0,2,0,0
7,Chris Taylor,Los Angeles Dodgers,Washington Nationals,0,5,0,1,0,0,2,5,1,0
8,James Outman,Los Angeles Dodgers,Washington Nationals,0,4,1,1,1,1,2,5,4,0
9,Miguel Rojas,Los Angeles Dodgers,Washington Nationals,0,5,1,4,1,0,0,5,4,0
10,Austin Barnes,Los Angeles Dodgers,Washington Nationals,0,4,0,2,1,0,1,5,2,0
11,Jacob Young,Washington Nationals,Los Angeles Dodgers,1,4,0,2,1,1,0,5,2,0
