,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,0,Mickey Moniak,Los Angeles Angels,Baltimore Orioles,0,3,1,1,1,0,0,3,4,1
1,1,Hunter Renfroe,Los Angeles Angels,Baltimore Orioles,0,1,0,0,0,0,0,1,0,0
2,2,Mike Trout,Los Angeles Angels,Baltimore Orioles,0,4,0,0,0,0,2,4,0,0
3,3,Shohei Ohtani,Los Angeles Angels,Baltimore Orioles,0,4,0,0,0,0,1,4,0,0
4,4,Taylor Ward,Los Angeles Angels,Baltimore Orioles,0,4,0,1,0,0,1,4,1,0
5,5,Matt Thaiss,Los Angeles Angels,Baltimore Orioles,0,4,1,2,0,0,1,4,2,0
6,6,Brandon Drury,Los Angeles Angels,Baltimore Orioles,0,4,0,1,0,0,0,4,1,0
7,7,Gio Urshela,Los Angeles Angels,Baltimore Orioles,0,4,1,2,1,0,1,4,3,0
8,8,Luis Rengifo,Los Angeles Angels,Baltimore Orioles,0,4,0,0,0,0,1,4,0,0
9,9,Zach Neto,Los Angeles Angels,Baltimore Orioles,0,3,0,1,1,0,1,3,1,0
10,10,Cedric Mullins,Baltimore Orioles,Los Angeles Angels,1,4,0,0,1,0,1,4,0,0
11,11,Adley Rutschman,Baltimore Orioles,Los Angeles Angels,1,4,0,1,0,0,2,4,1,0
12,12,Anthony Santander,Baltimore Orioles,Los Angeles Angels,1,4,0,0,0,0,3,4,0,0
13,13,Austin Hays,Baltimore Orioles,Los Angeles Angels,1,4,0,1,0,0,1,4,1,0
14,14,Gunnar Henderson,Baltimore Orioles,Los Angeles Angels,1,3,1,1,0,1,2,4,2,0
15,15,Adam Frazier,Baltimore Orioles,Los Angeles Angels,1,3,1,0,0,0,1,4,0,0
16,16,Terrin Vavra,Baltimore Orioles,Los Angeles Angels,1,2,1,1,1,0,0,2,1,0
17,17,Ryan McKenna,Baltimore Orioles,Los Angeles Angels,1,2,1,1,0,0,0,2,2,0
18,18,Jorge Mateo,Baltimore Orioles,Los Angeles Angels,1,3,1,1,2,0,2,4,1,0
19,19,Ryan O'Hearn,Baltimore Orioles,Los Angeles Angels,1,1,1,1,1,0,0,1,0,1
20,20,Ryan Mountcastle,Baltimore Orioles,Los Angeles Angels,1,2,1,2,2,0,0,2,6,1
21,0,Andrew McCutchen,Pittsburgh Pirates,Detroit Tigers,0,4,0,1,0,0,1,4,1,0
22,1,Bryan Reynolds,Pittsburgh Pirates,Detroit Tigers,0,4,0,0,0,0,3,4,0,0
23,2,Carlos Santana,Pittsburgh Pirates,Detroit Tigers,0,3,0,1,0,1,0,4,2,0
24,3,Jack Suwinski,Pittsburgh Pirates,Detroit Tigers,0,4,0,0,0,0,1,4,0,0
25,4,Ke'Bryan Hayes,Pittsburgh Pirates,Detroit Tigers,0,4,0,1,0,0,1,4,1,0
26,5,Tucupita Marcano,Pittsburgh Pirates,Detroit Tigers,0,4,0,1,0,0,1,4,1,0
27,6,Ji Hwan Bae,Pittsburgh Pirates,Detroit Tigers,0,2,0,0,0,1,1,3,0,0
28,7,Josh Palacios,Pittsburgh Pirates,Detroit Tigers,0,3,0,0,0,0,2,3,0,0
29,8,Jason Delay,Pittsburgh Pirates,Detroit Tigers,0,3,0,1,0,0,2,3,1,0
30,9,Zach McKinstry,Detroit Tigers,Pittsburgh Pirates,1,3,0,1,0,1,0,4,0,0
31,10,Riley Greene,Detroit Tigers,Pittsburgh Pirates,1,4,1,3,0,0,0,4,4,0
32,11,Javier Báez,Detroit Tigers,Pittsburgh Pirates,1,4,1,1,1,0,1,4,0,0
33,12,Spencer Torkelson,Detroit Tigers,Pittsburgh Pirates,1,4,1,2,1,0,0,4,4,0
