,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,Fernando Tatis Jr.,San Diego Padres,Pittsburgh Pirates,0,5,0,0,0,0,2,5,0,0
1,Juan Soto,San Diego Padres,Pittsburgh Pirates,0,3,0,1,0,2,1,5,0,0
2,Manny Machado,San Diego Padres,Pittsburgh Pirates,0,5,0,0,0,0,0,5,0,0
3,Xander Bogaerts,San Diego Padres,Pittsburgh Pirates,0,3,0,1,0,1,0,4,0,0
4,Jake Cronenworth,San Diego Padres,Pittsburgh Pirates,0,3,1,1,0,1,1,4,0,0
5,Rougned Odor,San Diego Padres,Pittsburgh Pirates,0,2,1,1,0,0,0,2,0,0
6,Brandon Dixon,San Diego Padres,Pittsburgh Pirates,0,2,0,0,0,0,1,2,0,0
7,Ha-Seong Kim,San Diego Padres,Pittsburgh Pirates,0,3,1,2,2,0,0,4,0,0
8,Trent Grisham,San Diego Padres,Pittsburgh Pirates,0,4,1,1,2,0,1,4,1,0
9,Austin Nola,San Diego Padres,Pittsburgh Pirates,0,3,0,0,0,0,0,3,0,0
10,Gary Sánchez,San Diego Padres,Pittsburgh Pirates,0,0,0,0,0,1,0,1,0,0
11,Jack Suwinski,Pittsburgh Pirates,San Diego Padres,1,3,1,1,1,1,0,4,1,0
12,Andrew McCutchen,Pittsburgh Pirates,San Diego Padres,1,4,1,2,0,0,1,4,3,0
13,Henry Davis,Pittsburgh Pirates,San Diego Padres,1,4,1,3,2,0,0,4,3,0
14,Josh Palacios,Pittsburgh Pirates,San Diego Padres,1,0,0,0,0,0,0,0,0,0
15,Carlos Santana,Pittsburgh Pirates,San Diego Padres,1,4,0,2,0,0,0,4,3,0
16,Connor Joe,Pittsburgh Pirates,San Diego Padres,1,4,0,0,0,0,1,4,0,0
17,Nick Gonzales,Pittsburgh Pirates,San Diego Padres,1,3,0,0,1,0,1,4,0,0
18,Ji Hwan Bae,Pittsburgh Pirates,San Diego Padres,1,2,0,0,0,0,2,2,0,0
19,Rodolfo Castro,Pittsburgh Pirates,San Diego Padres,1,0,1,0,0,1,0,1,0,0
20,Jared Triolo,Pittsburgh Pirates,San Diego Padres,1,3,1,2,0,0,0,3,2,0
21,Jason Delay,Pittsburgh Pirates,San Diego Padres,1,3,0,0,0,0,1,3,0,0
0,Matt Vierling,Detroit Tigers,Texas Rangers,0,4,2,2,1,1,0,5,2,0
1,Spencer Torkelson,Detroit Tigers,Texas Rangers,0,3,2,2,4,2,0,5,8,2
2,Andy Ibáñez,Detroit Tigers,Texas Rangers,0,4,0,1,1,1,2,5,0,0
3,Javier Báez,Detroit Tigers,Texas Rangers,0,5,0,2,0,0,2,5,0,0
4,Kerry Carpenter,Detroit Tigers,Texas Rangers,0,5,0,1,0,0,2,5,0,0
5,Jonathan Schoop,Detroit Tigers,Texas Rangers,0,5,0,0,0,0,2,5,0,0
6,Jake Rogers,Detroit Tigers,Texas Rangers,0,3,2,1,0,2,1,5,1,0
7,Zack Short,Detroit Tigers,Texas Rangers,0,4,0,0,0,0,2,4,0,0
8,Jake Marisnick,Detroit Tigers,Texas Rangers,0,2,1,1,1,0,1,2,3,0
9,Zach McKinstry,Detroit Tigers,Texas Rangers,0,2,1,1,1,0,0,2,0,0
10,Marcus Semien,Texas Rangers,Detroit Tigers,1,4,1,2,0,1,1,5,2,0
11,Travis Jankowski,Texas Rangers,Detroit Tigers,1,4,0,2,1,1,0,5,3,0
12,Nathaniel Lowe,Texas Rangers,Detroit Tigers,1,3,0,0,1,1,1,5,0,0
13,Adolis García,Texas Rangers,Detroit Tigers,1,5,0,1,0,0,1,5,0,0
14,Josh Jung,Texas Rangers,Detroit Tigers,1,4,0,1,1,0,1,4,1,0
15,Leody Taveras,Texas Rangers,Detroit Tigers,1,4,1,1,1,0,0,4,4,1
16,Ezequiel Duran,Texas Rangers,Detroit Tigers,1,4,2,2,1,0,0,4,5,1
17,Mitch Garver,Texas Rangers,Detroit Tigers,1,4,0,1,0,0,1,4,1,0
18,Josh H. Smith,Texas Rangers,Detroit Tigers,1,4,1,2,0,0,1,4,0,0
0,Steven Kwan,Cleveland Guardians,Kansas City Royals,0,5,1,2,0,0,0,5,2,0
1,Amed Rosario,Cleveland Guardians,Kansas City Royals,0,5,0,0,0,0,1,5,0,0
2,José Ramírez,Cleveland Guardians,Kansas City Royals,0,3,1,1,1,1,0,5,0,0
3,Josh Naylor,Cleveland Guardians,Kansas City Royals,0,5,1,2,0,0,0,5,3,0
4,Josh Bell,Cleveland Guardians,Kansas City Royals,0,4,0,2,1,1,1,5,2,0
5,Andrés Giménez,Cleveland Guardians,Kansas City Royals,0,5,0,2,0,0,1,5,0,0
6,Will Brennan,Cleveland Guardians,Kansas City Royals,0,4,0,2,0,0,0,4,3,0
7,Myles Straw,Cleveland Guardians,Kansas City Royals,0,4,0,2,0,0,0,4,2,0
8,Cam Gallagher,Cleveland Guardians,Kansas City Royals,0,3,0,0,0,0,0,3,0,0
9,Bo Naylor,Cleveland Guardians,Kansas City Royals,0,1,0,0,0,0,1,1,0,0
10,Nick Pratto,Kansas City Royals,Cleveland Guardians,1,4,0,1,1,0,2,4,1,0
11,Bobby Witt,Kansas City Royals,Cleveland Guardians,1,3,0,0,0,0,1,4,0,0
12,Salvador Perez,Kansas City Royals,Cleveland Guardians,1,4,0,0,0,0,1,4,0,0
13,MJ Melendez,Kansas City Royals,Cleveland Guardians,1,3,0,1,0,1,0,4,2,0
14,Maikel Garcia,Kansas City Royals,Cleveland Guardians,1,4,0,0,0,0,3,4,0,0
15,Kyle Isbel,Kansas City Royals,Cleveland Guardians,1,4,1,0,0,0,1,4,0,0
16,Matt Duffy,Kansas City Royals,Cleveland Guardians,1,2,0,0,0,0,0,2,0,0
17,Nicky Lopez,Kansas City Royals,Cleveland Guardians,1,1,2,1,0,1,0,2,0,0
18,Drew Waters,Kansas City Royals,Cleveland Guardians,1,4,1,2,0,0,2,4,3,0
19,Samad Taylor,Kansas City Royals,Cleveland Guardians,1,2,0,0,0,0,1,2,0,0
20,Edward Olivares,Kansas City Royals,Cleveland Guardians,1,0,0,0,1,0,0,1,0,0
21,Freddy Fermin,Kansas City Royals,Cleveland Guardians,1,1,0,1,2,0,0,1,2,0
0,DJ LeMahieu,New York Yankees,Oakland Athletics,0,4,1,1,0,2,1,6,0,0
1,Gleyber Torres,New York Yankees,Oakland Athletics,0,5,1,2,2,0,0,5,1,0
