,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,CJ Abrams,Washington Nationals,New York Yankees,0,5,1,2,1,0,1,5,5,1
1,Lane Thomas,Washington Nationals,New York Yankees,0,3,0,0,0,1,2,5,0,0
2,Joey Meneses,Washington Nationals,New York Yankees,0,5,0,1,1,0,1,5,1,0
3,Dominic Smith,Washington Nationals,New York Yankees,0,4,0,0,0,1,1,5,0,0
4,Carter Kieboom,Washington Nationals,New York Yankees,0,4,1,2,0,0,1,4,3,0
5,Blake Rutherford,Washington Nationals,New York Yankees,0,0,0,0,0,0,0,0,0,0
6,Ildemaro Vargas,Washington Nationals,New York Yankees,0,4,0,0,0,0,0,4,0,0
7,Riley Adams,Washington Nationals,New York Yankees,0,4,0,0,0,0,3,4,0,0
8,Jake Alu,Washington Nationals,New York Yankees,0,3,2,2,1,1,1,4,2,0
9,Alex Call,Washington Nationals,New York Yankees,0,3,2,2,2,0,0,4,5,1
10,DJ LeMahieu,New York Yankees,Washington Nationals,1,3,1,1,0,2,1,5,0,0
11,Aaron Judge,New York Yankees,Washington Nationals,1,4,1,1,1,1,0,5,4,1
12,Gleyber Torres,New York Yankees,Washington Nationals,1,5,1,3,2,0,1,5,6,1
13,Giancarlo Stanton,New York Yankees,Washington Nationals,1,5,1,4,2,0,0,5,8,1
14,Oswaldo Cabrera,New York Yankees,Washington Nationals,1,0,0,0,0,0,0,0,0,0
15,Harrison Bader,New York Yankees,Washington Nationals,1,5,0,0,0,0,4,5,0,0
16,Anthony Volpe,New York Yankees,Washington Nationals,1,3,0,0,0,1,1,4,0,0
17,Everson Pereira,New York Yankees,Washington Nationals,1,4,0,1,0,0,3,4,2,0
18,Kyle Higashioka,New York Yankees,Washington Nationals,1,3,0,1,0,0,0,3,2,0
19,Jake Bauers,New York Yankees,Washington Nationals,1,1,0,0,0,0,1,1,0,0
20,Ben Rortvedt,New York Yankees,Washington Nationals,1,0,0,0,0,0,0,0,0,0
21,Oswald Peraza,New York Yankees,Washington Nationals,1,4,1,1,0,0,1,4,1,0
0,Charlie Blackmon,Colorado Rockies,Tampa Bay Rays,0,4,1,2,0,0,1,4,2,0
1,Nolan Jones,Colorado Rockies,Tampa Bay Rays,0,4,1,3,3,0,1,4,7,1
2,Brendan Rodgers,Colorado Rockies,Tampa Bay Rays,0,2,0,0,0,2,1,4,0,0
3,Ryan McMahon,Colorado Rockies,Tampa Bay Rays,0,4,0,1,0,0,1,4,0,0
4,Harold Castro,Colorado Rockies,Tampa Bay Rays,0,4,0,0,0,0,1,4,0,0
5,Alan Trejo,Colorado Rockies,Tampa Bay Rays,0,4,0,0,0,0,3,4,0,0
6,Elehuris Montero,Colorado Rockies,Tampa Bay Rays,0,3,0,1,0,1,1,4,1,0
7,Austin Wynns,Colorado Rockies,Tampa Bay Rays,0,3,0,0,0,0,0,3,0,0
8,Jurickson Profar,Colorado Rockies,Tampa Bay Rays,0,1,0,0,0,0,1,1,0,0
9,Brenton Doyle,Colorado Rockies,Tampa Bay Rays,0,3,1,1,0,0,1,3,2,0
10,Elias Díaz,Colorado Rockies,Tampa Bay Rays,0,1,0,0,0,0,1,1,0,0
11,Yandy Díaz,Tampa Bay Rays,Colorado Rockies,1,4,0,0,0,0,0,4,0,0
12,Brandon Lowe,Tampa Bay Rays,Colorado Rockies,1,3,0,0,0,0,1,4,0,0
13,Randy Arozarena,Tampa Bay Rays,Colorado Rockies,1,3,1,1,0,1,1,4,1,0
14,Josh Lowe,Tampa Bay Rays,Colorado Rockies,1,4,1,1,2,0,1,4,4,1
15,Isaac Paredes,Tampa Bay Rays,Colorado Rockies,1,3,1,1,1,0,0,4,4,1
16,Luke Raley,Tampa Bay Rays,Colorado Rockies,1,3,2,2,1,0,1,3,7,1
17,Jose Siri,Tampa Bay Rays,Colorado Rockies,1,1,0,0,0,0,1,1,0,0
18,Osleivis Basabe,Tampa Bay Rays,Colorado Rockies,1,3,0,2,1,0,1,3,2,0
