,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,0,Tim Anderson,Chicago White Sox,Minnesota Twins,0,3,0,0,0,0,1,3,0,0
1,1,Romy Gonzalez,Chicago White Sox,Minnesota Twins,0,2,0,0,0,0,2,2,0,0
2,2,Luis Robert Jr.,Chicago White Sox,Minnesota Twins,0,4,0,0,0,0,1,4,0,0
3,3,Andrew Benintendi,Chicago White Sox,Minnesota Twins,0,4,1,1,0,0,0,4,1,0
4,4,Andrew Vaughn,Chicago White Sox,Minnesota Twins,0,4,0,1,0,0,0,4,2,0
5,5,Gavin Sheets,Chicago White Sox,Minnesota Twins,0,3,1,1,0,0,0,3,1,0
6,6,Jake Burger,Chicago White Sox,Minnesota Twins,0,0,0,0,0,1,0,1,0,0
7,7,Yasmani Grandal,Chicago White Sox,Minnesota Twins,0,4,1,2,1,0,1,4,3,0
8,8,Hanser Alberto,Chicago White Sox,Minnesota Twins,0,4,1,1,3,0,0,4,4,0
9,9,Oscar Colás,Chicago White Sox,Minnesota Twins,0,3,0,1,0,1,0,4,0,0
10,10,Elvis Andrus,Chicago White Sox,Minnesota Twins,0,4,0,1,0,0,1,4,1,0
11,11,Trevor Larnach,Minnesota Twins,Chicago White Sox,1,5,0,1,1,0,3,5,1,0
12,12,Jose Miranda,Minnesota Twins,Chicago White Sox,1,5,0,1,0,0,1,5,1,0
13,13,Donovan Solano,Minnesota Twins,Chicago White Sox,1,4,0,1,0,0,2,5,1,0
14,14,Nick Gordon,Minnesota Twins,Chicago White Sox,1,4,1,0,0,0,0,4,0,0
15,15,Kyle Farmer,Minnesota Twins,Chicago White Sox,1,4,0,0,0,0,3,4,0,0
16,16,Matt Wallner,Minnesota Twins,Chicago White Sox,1,1,1,0,0,1,0,3,0,0
17,17,Byron Buxton,Minnesota Twins,Chicago White Sox,1,1,0,0,0,0,1,1,0,0
18,18,Jovani Moran,Minnesota Twins,Chicago White Sox,1,0,0,0,0,0,0,0,0,0
19,19,Willi Castro,Minnesota Twins,Chicago White Sox,1,3,0,0,0,0,1,4,0,0
20,20,Christian Vázquez,Minnesota Twins,Chicago White Sox,1,3,0,1,0,1,0,4,0,0
21,21,Michael A. Taylor,Minnesota Twins,Chicago White Sox,1,4,1,0,0,0,2,4,0,0
22,0,Gleyber Torres,New York Yankees,Cleveland Guardians,0,3,1,2,0,1,0,4,5,0
23,1,Aaron Judge,New York Yankees,Cleveland Guardians,0,3,1,0,0,1,2,4,0,0
24,2,Anthony Rizzo,New York Yankees,Cleveland Guardians,0,4,0,1,0,0,1,4,1,0
25,3,Giancarlo Stanton,New York Yankees,Cleveland Guardians,0,4,0,1,2,0,1,4,2,0
26,4,Willie Calhoun,New York Yankees,Cleveland Guardians,0,4,0,1,0,0,1,4,2,0
27,5,Jose Trevino,New York Yankees,Cleveland Guardians,0,3,0,0,0,0,0,3,0,0
28,6,DJ LeMahieu,New York Yankees,Cleveland Guardians,0,1,0,0,0,0,0,1,0,0
29,7,Franchy Cordero,New York Yankees,Cleveland Guardians,0,3,0,0,0,1,2,4,0,0
30,8,Isiah Kiner-Falefa,New York Yankees,Cleveland Guardians,0,3,0,1,0,0,0,3,0,0
31,9,Anthony Volpe,New York Yankees,Cleveland Guardians,0,3,0,0,0,0,1,3,0,0
32,10,Steven Kwan,Cleveland Guardians,New York Yankees,1,3,1,0,0,2,0,5,0,0
33,11,Amed Rosario,Cleveland Guardians,New York Yankees,1,2,0,0,0,2,0,4,0,0
34,12,José Ramírez,Cleveland Guardians,New York Yankees,1,4,0,0,0,0,0,4,0,0
35,13,Josh Naylor,Cleveland Guardians,New York Yankees,1,3,0,0,1,0,0,4,0,0
36,14,Andrés Giménez,Cleveland Guardians,New York Yankees,1,4,1,0,0,0,2,4,0,0
37,15,Josh Bell,Cleveland Guardians,New York Yankees,1,3,1,0,0,1,1,4,0,0
38,16,Will Brennan,Cleveland Guardians,New York Yankees,1,1,0,0,1,2,0,4,0,0
39,17,Mike Zunino,Cleveland Guardians,New York Yankees,1,3,0,3,1,1,0,4,6,0
40,18,Myles Straw,Cleveland Guardians,New York Yankees,1,3,0,1,0,1,1,4,1,0
41,0,Tony Kemp,Oakland Athletics,Baltimore Orioles,0,4,0,1,0,0,1,4,1,0
42,1,Ryan Noda,Oakland Athletics,Baltimore Orioles,0,1,0,0,0,2,0,3,0,0
43,2,Jesús Aguilar,Oakland Athletics,Baltimore Orioles,0,1,0,1,0,0,0,1,0,0
44,3,Aledmys Díaz,Oakland Athletics,Baltimore Orioles,0,3,1,0,0,1,1,4,0,0
45,4,Ramón Laureano,Oakland Athletics,Baltimore Orioles,0,4,0,1,1,0,0,4,0,0
46,5,Jace Peterson,Oakland Athletics,Baltimore Orioles,0,4,0,2,0,0,0,4,3,0
47,6,Kevin Smith,Oakland Athletics,Baltimore Orioles,0,4,0,0,0,0,3,4,0,0
48,7,Conner Capel,Oakland Athletics,Baltimore Orioles,0,4,0,1,0,0,3,4,2,0
49,8,Shea Langeliers,Oakland Athletics,Baltimore Orioles,0,4,0,1,0,0,2,4,1,0
50,9,Esteury Ruiz,Oakland Athletics,Baltimore Orioles,0,3,0,1,0,0,1,3,1,0
51,10,Cedric Mullins,Baltimore Orioles,Oakland Athletics,1,3,1,0,0,1,1,4,0,0
52,11,Terrin Vavra,Baltimore Orioles,Oakland Athletics,1,0,0,0,0,0,0,0,0,0
53,12,Adley Rutschman,Baltimore Orioles,Oakland Athletics,1,4,1,1,1,0,2,4,4,1
54,13,Ryan Mountcastle,Baltimore Orioles,Oakland Athletics,1,4,1,1,2,0,1,4,4,1
55,14,Anthony Santander,Baltimore Orioles,Oakland Athletics,1,4,0,1,0,0,1,4,1,0
56,15,Austin Hays,Baltimore Orioles,Oakland Athletics,1,4,2,2,1,0,0,4,6,1
57,16,Ramón Urías,Baltimore Orioles,Oakland Athletics,1,2,0,1,1,1,0,4,0,0
58,17,Adam Frazier,Baltimore Orioles,Oakland Athletics,1,3,0,0,0,1,0,4,0,0
59,18,Jorge Mateo,Baltimore Orioles,Oakland Athletics,1,3,0,0,0,0,1,3,0,0
60,19,Ryan McKenna,Baltimore Orioles,Oakland Athletics,1,3,0,0,0,0,2,3,0,0
61,0,Chas McCormick,Houston Astros,Pittsburgh Pirates,0,4,1,1,0,1,2,6,2,0
62,1,Alex Bregman,Houston Astros,Pittsburgh Pirates,0,3,2,1,1,3,1,6,1,0
63,2,Yordan Alvarez,Houston Astros,Pittsburgh Pirates,0,4,1,3,2,1,0,6,4,0
