,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,Alex Verdugo,Boston Red Sox,New York Yankees,0,4,0,0,0,1,1,5,0,0
1,Rafael Devers,Boston Red Sox,New York Yankees,0,5,1,3,1,0,0,5,6,1
2,Justin Turner,Boston Red Sox,New York Yankees,0,4,0,0,0,0,2,5,0,0
3,Masataka Yoshida,Boston Red Sox,New York Yankees,0,5,1,1,0,0,1,5,1,0
4,Adam Duvall,Boston Red Sox,New York Yankees,0,5,0,2,0,0,0,5,2,0
5,Jarren Duran,Boston Red Sox,New York Yankees,0,4,1,1,0,0,1,5,0,0
6,Pablo Reyes,Boston Red Sox,New York Yankees,0,4,2,3,1,1,0,5,4,0
7,Connor Wong,Boston Red Sox,New York Yankees,0,4,2,1,2,0,0,4,4,1
8,Luis Urías,Boston Red Sox,New York Yankees,0,3,1,1,4,1,1,4,0,0
9,DJ LeMahieu,New York Yankees,Boston Red Sox,1,4,0,0,0,0,3,4,0,0
10,Aaron Judge,New York Yankees,Boston Red Sox,1,4,1,1,1,0,0,4,4,1
11,Gleyber Torres,New York Yankees,Boston Red Sox,1,3,0,0,0,1,1,4,0,0
12,Giancarlo Stanton,New York Yankees,Boston Red Sox,1,3,0,0,0,1,3,4,0,0
13,Isiah Kiner-Falefa,New York Yankees,Boston Red Sox,1,4,0,0,0,0,1,4,0,0
14,Harrison Bader,New York Yankees,Boston Red Sox,1,3,0,0,0,0,0,3,0,0
15,Greg Allen,New York Yankees,Boston Red Sox,1,2,0,1,0,0,0,3,1,0
16,Anthony Volpe,New York Yankees,Boston Red Sox,1,3,0,0,0,0,1,3,0,0
17,Ben Rortvedt,New York Yankees,Boston Red Sox,1,3,0,0,0,0,0,3,0,0
0,MJ Melendez,Kansas City Royals,Chicago Cubs,0,5,0,1,0,0,3,5,0,0
1,Bobby Witt,Kansas City Royals,Chicago Cubs,0,5,1,3,1,0,1,5,3,0
2,Michael Massey,Kansas City Royals,Chicago Cubs,0,5,0,1,0,0,1,5,2,0
3,Salvador Perez,Kansas City Royals,Chicago Cubs,0,3,2,2,0,0,1,4,2,0
4,Freddy Fermin,Kansas City Royals,Chicago Cubs,0,4,0,1,1,0,1,4,2,0
5,Matt Duffy,Kansas City Royals,Chicago Cubs,0,4,0,0,1,0,2,4,0,0
6,Samad Taylor,Kansas City Royals,Chicago Cubs,0,3,0,0,0,0,2,3,0,0
7,Kyle Isbel,Kansas City Royals,Chicago Cubs,0,1,0,1,1,0,0,1,2,0
8,Drew Waters,Kansas City Royals,Chicago Cubs,0,3,1,0,0,1,1,4,0,0
9,Dairon Blanco,Kansas City Royals,Chicago Cubs,0,3,0,1,0,1,0,4,1,0
10,Mike Tauchman,Chicago Cubs,Kansas City Royals,1,4,0,1,0,0,1,4,1,0
11,Nico Hoerner,Chicago Cubs,Kansas City Royals,1,4,1,1,0,0,1,4,1,0
12,Ian Happ,Chicago Cubs,Kansas City Royals,1,4,0,1,1,0,0,4,1,0
13,Cody Bellinger,Chicago Cubs,Kansas City Royals,1,3,2,2,4,0,0,4,8,2
14,Dansby Swanson,Chicago Cubs,Kansas City Royals,1,3,0,1,0,1,1,4,1,0
15,Christopher Morel,Chicago Cubs,Kansas City Royals,1,4,0,0,0,0,3,4,0,0
16,Jeimer Candelario,Chicago Cubs,Kansas City Royals,1,4,1,1,0,0,1,4,3,0
17,Seiya Suzuki,Chicago Cubs,Kansas City Royals,1,3,1,1,1,0,0,4,1,0
18,Yan Gomes,Chicago Cubs,Kansas City Royals,1,3,1,1,0,1,1,4,1,0
0,Jorge Soler,Miami Marlins,Los Angeles Dodgers,0,3,0,0,0,1,0,4,0,0
1,Luis Arraez,Miami Marlins,Los Angeles Dodgers,0,4,0,1,0,0,0,4,0,0
