,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,Austin Slater,San Francisco Giants,Cincinnati Reds,0,3,1,1,1,0,1,3,4,1
1,Joc Pederson,San Francisco Giants,Cincinnati Reds,0,0,0,0,0,1,0,1,0,0
2,Wilmer Flores,San Francisco Giants,Cincinnati Reds,0,4,1,3,1,0,0,4,8,1
3,Michael Conforto,San Francisco Giants,Cincinnati Reds,0,4,0,0,0,0,1,4,0,0
4,J.D. Davis,San Francisco Giants,Cincinnati Reds,0,2,0,0,0,1,0,3,0,0
5,Patrick Bailey,San Francisco Giants,Cincinnati Reds,0,3,0,0,0,0,1,3,0,0
6,Mike Yastrzemski,San Francisco Giants,Cincinnati Reds,0,2,0,0,0,1,0,3,0,0
7,Luis Matos,San Francisco Giants,Cincinnati Reds,0,3,0,0,0,0,0,3,0,0
8,Casey Schmitt,San Francisco Giants,Cincinnati Reds,0,2,0,0,0,1,1,3,0,0
9,Brett Wisely,San Francisco Giants,Cincinnati Reds,0,3,0,1,0,0,1,3,2,0
10,Elly De La Cruz,Cincinnati Reds,San Francisco Giants,1,3,0,0,0,0,2,3,0,0
11,TJ Friedl,Cincinnati Reds,San Francisco Giants,1,3,0,0,0,0,0,3,0,0
12,Matt McLain,Cincinnati Reds,San Francisco Giants,1,3,1,1,1,0,1,3,4,1
13,Jake Fraley,Cincinnati Reds,San Francisco Giants,1,3,0,0,0,0,1,3,0,0
14,Jonathan India,Cincinnati Reds,San Francisco Giants,1,3,1,3,1,0,0,3,7,1
15,Joey Votto,Cincinnati Reds,San Francisco Giants,1,3,0,0,0,0,1,3,0,0
16,Christian Encarnacion-Strand,Cincinnati Reds,San Francisco Giants,1,2,0,0,0,0,0,2,0,0
17,Tyler Stephenson,Cincinnati Reds,San Francisco Giants,1,2,0,0,0,0,0,2,0,0
18,Will Benson,Cincinnati Reds,San Francisco Giants,1,2,0,0,0,0,2,2,0,0
0,Mookie Betts,Los Angeles Dodgers,Baltimore Orioles,0,5,0,1,0,0,1,5,1,0
