,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,0,Yandy Díaz,Tampa Bay Rays,Boston Red Sox,0,4,1,2,0,1,1,5,0,0
1,1,Wander Franco,Tampa Bay Rays,Boston Red Sox,0,4,0,2,0,1,1,5,3,0
2,2,Josh Lowe,Tampa Bay Rays,Boston Red Sox,0,5,0,0,1,0,3,5,0,0
3,3,Isaac Paredes,Tampa Bay Rays,Boston Red Sox,0,3,0,0,0,2,1,5,0,0
4,4,Taylor Walls,Tampa Bay Rays,Boston Red Sox,0,4,0,0,1,1,1,5,0,0
5,5,Luke Raley,Tampa Bay Rays,Boston Red Sox,0,4,1,1,0,0,0,4,1,0
6,6,Manuel Margot,Tampa Bay Rays,Boston Red Sox,0,4,1,1,1,0,1,4,0,0
7,7,Vidal Bruján,Tampa Bay Rays,Boston Red Sox,0,4,0,0,0,0,0,4,0,0
8,8,Francisco Mejía,Tampa Bay Rays,Boston Red Sox,0,4,1,2,1,0,0,4,0,0
9,9,Rob Refsnyder,Boston Red Sox,Tampa Bay Rays,1,3,0,1,0,1,1,4,1,0
10,10,Alex Verdugo,Boston Red Sox,Tampa Bay Rays,1,3,0,0,0,1,1,4,0,0
11,11,Justin Turner,Boston Red Sox,Tampa Bay Rays,1,3,1,1,1,1,0,4,4,1
12,12,Rafael Devers,Boston Red Sox,Tampa Bay Rays,1,4,0,2,0,0,1,4,2,0
13,13,Masataka Yoshida,Boston Red Sox,Tampa Bay Rays,1,4,0,0,0,0,1,4,0,0
14,14,Enrique Hernández,Boston Red Sox,Tampa Bay Rays,1,4,0,0,0,0,1,4,0,0
15,15,Pablo Reyes,Boston Red Sox,Tampa Bay Rays,1,2,0,0,0,0,1,2,0,0
16,16,Jarren Duran,Boston Red Sox,Tampa Bay Rays,1,2,0,0,0,0,1,2,0,0
17,17,Connor Wong,Boston Red Sox,Tampa Bay Rays,1,3,0,1,0,0,1,3,0,0
18,18,Christian Arroyo,Boston Red Sox,Tampa Bay Rays,1,2,0,1,0,0,1,2,2,0
19,19,Triston Casas,Boston Red Sox,Tampa Bay Rays,1,0,0,0,0,1,0,1,0,0
20,0,Nick Pratto,Kansas City Royals,Miami Marlins,0,5,2,2,1,0,2,5,5,1
21,1,Bobby Witt,Kansas City Royals,Miami Marlins,0,5,1,1,0,0,0,5,1,0
22,2,MJ Melendez,Kansas City Royals,Miami Marlins,0,4,1,2,2,0,0,4,3,0
23,3,Salvador Perez,Kansas City Royals,Miami Marlins,0,4,1,2,1,0,2,4,3,0
24,4,Michael Massey,Kansas City Royals,Miami Marlins,0,4,0,0,0,0,2,4,0,0
25,5,Maikel Garcia,Kansas City Royals,Miami Marlins,0,2,0,0,1,1,1,4,0,0
26,6,Nicky Lopez,Kansas City Royals,Miami Marlins,0,3,0,0,0,1,1,4,0,0
27,7,Edward Olivares,Kansas City Royals,Miami Marlins,0,3,1,1,0,1,1,4,3,0
28,8,Drew Waters,Kansas City Royals,Miami Marlins,0,4,0,1,1,0,2,4,0,0
29,9,Luis Arraez,Miami Marlins,Kansas City Royals,1,4,1,3,2,0,0,4,0,0
30,10,Bryan De La Cruz,Miami Marlins,Kansas City Royals,1,3,1,1,2,1,0,4,0,1
31,11,Garrett Cooper,Miami Marlins,Kansas City Royals,1,4,0,0,0,0,2,4,0,0
32,12,Jesús Sánchez,Miami Marlins,Kansas City Royals,1,4,0,0,0,0,1,4,0,0
33,13,Yuli Gurriel,Miami Marlins,Kansas City Royals,1,4,1,0,0,0,0,4,0,0
34,14,Nick Fortes,Miami Marlins,Kansas City Royals,1,4,1,2,1,0,1,4,0,0
35,15,Joey Wendle,Miami Marlins,Kansas City Royals,1,4,2,2,0,0,0,4,1,0
36,16,Jon Berti,Miami Marlins,Kansas City Royals,1,4,1,2,2,0,0,4,4,0
37,17,Jonathan Davis,Miami Marlins,Kansas City Royals,1,4,2,1,2,0,1,4,1,0
38,0,Zach McKinstry,Detroit Tigers,Philadelphia Phillies,0,3,1,1,0,1,1,4,1,0
39,1,Javier Báez,Detroit Tigers,Philadelphia Phillies,0,4,1,0,0,0,2,4,0,0
40,2,Akil Baddoo,Detroit Tigers,Philadelphia Phillies,0,3,0,0,0,0,2,3,0,0
41,3,Zack Short,Detroit Tigers,Philadelphia Phillies,0,1,0,1,0,0,0,1,0,0
42,4,Spencer Torkelson,Detroit Tigers,Philadelphia Phillies,0,4,0,0,0,0,1,4,0,0
43,5,Nick Maton,Detroit Tigers,Philadelphia Phillies,0,2,1,1,3,1,1,3,4,1
44,6,Jonathan Schoop,Detroit Tigers,Philadelphia Phillies,0,1,0,0,0,0,0,1,0,0
45,7,Eric Haase,Detroit Tigers,Philadelphia Phillies,0,4,0,0,0,0,2,4,0,0
46,8,Miguel Cabrera,Detroit Tigers,Philadelphia Phillies,0,3,0,0,0,0,1,3,0,0
47,9,Andy Ibáñez,Detroit Tigers,Philadelphia Phillies,0,2,0,0,0,1,2,3,0,0
48,10,Jake Marisnick,Detroit Tigers,Philadelphia Phillies,0,1,0,0,0,1,1,2,0,0
49,11,Tyler Nevin,Detroit Tigers,Philadelphia Phillies,0,1,0,0,0,0,0,1,0,0
50,12,Kyle Schwarber,Philadelphia Phillies,Detroit Tigers,1,2,1,0,0,3,1,5,0,0
51,13,Nick Castellanos,Philadelphia Phillies,Detroit Tigers,1,4,1,2,1,1,1,5,3,0
52,14,Bryce Harper,Philadelphia Phillies,Detroit Tigers,1,5,1,2,1,0,1,5,2,0
53,15,Trea Turner,Philadelphia Phillies,Detroit Tigers,1,5,3,4,3,0,0,5,10,2
54,16,J.T. Realmuto,Philadelphia Phillies,Detroit Tigers,1,4,1,1,2,0,0,4,2,0
55,17,Bryson Stott,Philadelphia Phillies,Detroit Tigers,1,2,0,0,0,2,1,4,0,0
56,18,Drew Ellis,Philadelphia Phillies,Detroit Tigers,1,4,0,0,0,0,3,4,0,0
57,19,Edmundo Sosa,Philadelphia Phillies,Detroit Tigers,1,4,0,1,1,0,1,4,0,0
58,20,Dalton Guthrie,Philadelphia Phillies,Detroit Tigers,1,3,1,1,0,1,0,4,1,0
59,0,Esteury Ruiz,Oakland Athletics,Pittsburgh Pirates,0,4,1,1,0,0,0,5,0,0
60,1,Ryan Noda,Oakland Athletics,Pittsburgh Pirates,0,3,1,2,1,2,1,5,3,0
61,2,Brent Rooker,Oakland Athletics,Pittsburgh Pirates,0,3,2,2,0,1,1,5,2,0
62,3,Seth Brown,Oakland Athletics,Pittsburgh Pirates,0,3,0,1,1,0,0,3,1,0
63,4,Aledmys Díaz,Oakland Athletics,Pittsburgh Pirates,0,2,0,1,1,0,0,2,0,0
64,5,Carlos Pérez,Oakland Athletics,Pittsburgh Pirates,0,4,0,0,1,0,1,5,0,0
65,6,JJ Bleday,Oakland Athletics,Pittsburgh Pirates,0,3,0,0,0,0,1,3,0,0
66,7,Shea Langeliers,Oakland Athletics,Pittsburgh Pirates,0,0,0,0,0,1,0,1,0,0
67,8,Jonah Bride,Oakland Athletics,Pittsburgh Pirates,0,3,0,1,0,0,1,4,0,0
68,9,Jace Peterson,Oakland Athletics,Pittsburgh Pirates,0,3,0,0,0,0,2,4,0,0
69,10,Nick Allen,Oakland Athletics,Pittsburgh Pirates,0,4,0,0,0,0,0,4,0,0
70,11,Andrew McCutchen,Pittsburgh Pirates,Oakland Athletics,1,1,0,0,2,3,0,5,0,0
71,12,Bryan Reynolds,Pittsburgh Pirates,Oakland Athletics,1,4,0,0,1,1,3,5,0,0
72,13,Connor Joe,Pittsburgh Pirates,Oakland Athletics,1,2,0,1,1,1,1,3,2,0
73,14,Jack Suwinski,Pittsburgh Pirates,Oakland Athletics,1,0,0,0,1,0,0,1,0,0
74,15,Carlos Santana,Pittsburgh Pirates,Oakland Athletics,1,3,0,0,0,1,1,4,0,0
75,16,Rodolfo Castro,Pittsburgh Pirates,Oakland Athletics,1,4,0,1,0,0,1,4,1,0
76,17,Ke'Bryan Hayes,Pittsburgh Pirates,Oakland Athletics,1,4,1,1,0,0,0,4,1,0
77,18,Ji Hwan Bae,Pittsburgh Pirates,Oakland Athletics,1,3,1,1,0,1,2,4,0,0
78,19,Mark Mathias,Pittsburgh Pirates,Oakland Athletics,1,2,2,1,0,2,0,4,1,0
79,20,Tucupita Marcano,Pittsburgh Pirates,Oakland Athletics,1,0,0,0,0,0,0,0,0,0
80,21,Austin Hedges,Pittsburgh Pirates,Oakland Athletics,1,3,1,1,0,1,2,4,1,0
81,0,Mauricio Dubón,Houston Astros,Toronto Blue Jays,0,6,1,1,0,0,1,6,0,0
82,1,Jeremy Peña,Houston Astros,Toronto Blue Jays,0,6,1,2,0,0,3,6,0,0
83,2,Yordan Alvarez,Houston Astros,Toronto Blue Jays,0,4,2,2,2,0,1,4,5,1
84,3,Chas McCormick,Houston Astros,Toronto Blue Jays,0,1,1,0,0,0,0,2,0,0
85,4,Alex Bregman,Houston Astros,Toronto Blue Jays,0,5,0,1,0,0,1,5,1,0
86,5,Kyle Tucker,Houston Astros,Toronto Blue Jays,0,5,2,3,2,0,0,5,6,1
87,6,José Abreu,Houston Astros,Toronto Blue Jays,0,4,1,1,0,1,1,5,0,0
88,7,Corey Julks,Houston Astros,Toronto Blue Jays,0,5,1,1,4,0,2,5,4,1
89,8,Yainer Diaz,Houston Astros,Toronto Blue Jays,0,5,1,4,0,0,1,5,6,0
90,9,Jake Meyers,Houston Astros,Toronto Blue Jays,0,5,1,4,2,0,0,5,7,1
91,10,George Springer,Toronto Blue Jays,Houston Astros,1,4,0,0,0,0,2,5,0,0
92,11,Bo Bichette,Toronto Blue Jays,Houston Astros,1,3,0,2,1,0,0,3,2,0
93,12,Ernie Clement,Toronto Blue Jays,Houston Astros,1,2,0,1,0,0,0,2,1,0
94,13,Vladimir Guerrero Jr.,Toronto Blue Jays,Houston Astros,1,4,0,1,1,0,0,4,0,0
95,14,Tyler Heineman,Toronto Blue Jays,Houston Astros,1,1,0,0,0,0,1,1,0,0
96,15,Matt Chapman,Toronto Blue Jays,Houston Astros,1,3,0,1,0,0,0,3,1,0
97,16,Nathan Lukes,Toronto Blue Jays,Houston Astros,1,2,0,0,0,0,1,2,0,0
98,17,Daulton Varsho,Toronto Blue Jays,Houston Astros,1,4,1,2,1,0,0,4,5,1
99,18,Whit Merrifield,Toronto Blue Jays,Houston Astros,1,3,0,1,0,0,0,4,1,0
100,19,Alejandro Kirk,Toronto Blue Jays,Houston Astros,1,4,1,1,1,0,0,4,4,1
101,20,Cavan Biggio,Toronto Blue Jays,Houston Astros,1,4,0,1,0,0,1,4,1,0
102,21,Kevin Kiermaier,Toronto Blue Jays,Houston Astros,1,3,2,2,0,1,0,4,3,0
103,0,Owen Miller,Milwaukee Brewers,Cincinnati Reds,0,4,0,1,0,0,0,4,1,0
104,1,Andruw Monasterio,Milwaukee Brewers,Cincinnati Reds,0,3,0,0,0,1,0,4,0,0
105,2,William Contreras,Milwaukee Brewers,Cincinnati Reds,0,3,0,0,0,1,1,4,0,0
