,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,Tyler Freeman,Cleveland Guardians,Chicago Cubs,0,3,0,0,0,0,1,4,0,0
1,Amed Rosario,Cleveland Guardians,Chicago Cubs,0,4,0,2,0,0,0,4,3,0
2,José Ramírez,Cleveland Guardians,Chicago Cubs,0,3,0,0,0,1,2,4,0,0
3,Gabriel Arias,Cleveland Guardians,Chicago Cubs,0,0,0,0,0,0,0,0,0,0
4,Josh Bell,Cleveland Guardians,Chicago Cubs,0,3,0,0,0,1,1,4,0,0
5,Andrés Giménez,Cleveland Guardians,Chicago Cubs,0,4,0,0,0,0,0,4,0,0
6,David Fry,Cleveland Guardians,Chicago Cubs,0,3,0,1,0,1,2,4,1,0
7,Will Brennan,Cleveland Guardians,Chicago Cubs,0,4,1,1,1,0,0,4,4,1
8,Myles Straw,Cleveland Guardians,Chicago Cubs,0,4,0,1,0,0,0,4,0,0
9,Bo Naylor,Cleveland Guardians,Chicago Cubs,0,4,0,0,0,0,2,4,0,0
10,Mike Tauchman,Chicago Cubs,Cleveland Guardians,1,4,1,1,1,1,1,5,1,0
11,Nico Hoerner,Chicago Cubs,Cleveland Guardians,1,4,1,3,2,0,0,5,3,0
12,Christopher Morel,Chicago Cubs,Cleveland Guardians,1,4,1,1,3,0,0,5,4,1
13,Ian Happ,Chicago Cubs,Cleveland Guardians,1,3,0,0,0,1,0,4,0,0
14,Michael Fulmer,Chicago Cubs,Cleveland Guardians,1,0,0,0,0,0,0,0,0,0
15,Dansby Swanson,Chicago Cubs,Cleveland Guardians,1,4,1,1,0,0,0,4,2,0
16,Cody Bellinger,Chicago Cubs,Cleveland Guardians,1,4,1,2,0,0,0,4,2,0
17,Yan Gomes,Chicago Cubs,Cleveland Guardians,1,4,1,1,0,0,1,4,0,0
18,Jared Young,Chicago Cubs,Cleveland Guardians,1,3,2,2,2,0,1,3,4,0
19,Trey Mancini,Chicago Cubs,Cleveland Guardians,1,0,0,0,1,0,0,1,0,0
20,Nick Madrigal,Chicago Cubs,Cleveland Guardians,1,4,2,2,1,0,0,4,5,1
0,Fernando Tatis Jr.,San Diego Padres,Cincinnati Reds,0,5,1,1,1,0,1,5,0,0
1,Juan Soto,San Diego Padres,Cincinnati Reds,0,5,0,3,1,0,1,5,4,0
2,Manny Machado,San Diego Padres,Cincinnati Reds,0,5,0,0,0,0,1,5,0,0
3,Xander Bogaerts,San Diego Padres,Cincinnati Reds,0,5,2,1,0,0,2,5,1,0
4,Jake Cronenworth,San Diego Padres,Cincinnati Reds,0,5,0,1,0,0,0,5,1,0
5,Gary Sánchez,San Diego Padres,Cincinnati Reds,0,4,0,2,1,1,0,5,0,0
6,Matt Carpenter,San Diego Padres,Cincinnati Reds,0,2,0,0,1,1,1,4,0,0
7,Nelson Cruz,San Diego Padres,Cincinnati Reds,0,1,0,0,0,0,0,1,0,0
8,Rougned Odor,San Diego Padres,Cincinnati Reds,0,4,1,0,0,0,2,4,0,0
9,Ha-Seong Kim,San Diego Padres,Cincinnati Reds,0,0,0,0,0,1,0,1,0,0
10,Trent Grisham,San Diego Padres,Cincinnati Reds,0,4,1,1,1,0,1,5,4,1
11,TJ Friedl,Cincinnati Reds,San Diego Padres,1,5,0,0,0,0,1,5,0,0
12,Matt McLain,Cincinnati Reds,San Diego Padres,1,5,1,1,2,0,1,5,4,1
13,Jonathan India,Cincinnati Reds,San Diego Padres,1,5,1,1,0,0,1,5,0,0
14,Elly De La Cruz,Cincinnati Reds,San Diego Padres,1,5,1,2,1,0,0,5,0,0
15,Jake Fraley,Cincinnati Reds,San Diego Padres,1,3,0,1,1,0,1,3,0,0
16,Kevin Newman,Cincinnati Reds,San Diego Padres,1,1,0,0,0,0,1,2,0,0
17,Joey Votto,Cincinnati Reds,San Diego Padres,1,3,0,0,0,0,1,3,0,0
18,Nick Senzel,Cincinnati Reds,San Diego Padres,1,2,1,0,0,0,1,2,0,0
19,Spencer Steer,Cincinnati Reds,San Diego Padres,1,3,1,2,2,2,1,5,5,1
20,Tyler Stephenson,Cincinnati Reds,San Diego Padres,1,4,2,2,1,0,1,4,5,1
21,Will Benson,Cincinnati Reds,San Diego Padres,1,3,0,1,0,0,1,3,0,0
22,Luke Maile,Cincinnati Reds,San Diego Padres,1,1,0,0,0,0,0,1,0,0
0,Lane Thomas,Washington Nationals,Philadelphia Phillies,0,3,0,2,0,1,1,4,2,0
1,Luis García,Washington Nationals,Philadelphia Phillies,0,4,0,0,0,0,1,4,0,0
2,Jeimer Candelario,Washington Nationals,Philadelphia Phillies,0,4,0,1,0,0,3,4,1,0
3,Joey Meneses,Washington Nationals,Philadelphia Phillies,0,4,0,0,0,0,2,4,0,0
4,Keibert Ruiz,Washington Nationals,Philadelphia Phillies,0,4,1,0,0,0,0,4,0,0
5,Stone Garrett,Washington Nationals,Philadelphia Phillies,0,4,1,2,2,0,1,4,6,0
6,Dominic Smith,Washington Nationals,Philadelphia Phillies,0,4,0,3,0,0,0,4,3,0
7,Derek Hill,Washington Nationals,Philadelphia Phillies,0,4,0,0,0,0,1,4,0,0
8,CJ Abrams,Washington Nationals,Philadelphia Phillies,0,3,0,0,0,0,2,3,0,0
9,Kyle Schwarber,Philadelphia Phillies,Washington Nationals,1,3,0,0,0,1,1,4,0,0
10,Trea Turner,Philadelphia Phillies,Washington Nationals,1,4,0,1,0,0,1,4,0,0
11,Nick Castellanos,Philadelphia Phillies,Washington Nationals,1,4,0,1,0,0,2,4,1,0
12,Bryce Harper,Philadelphia Phillies,Washington Nationals,1,4,0,2,0,0,1,4,2,0
13,J.T. Realmuto,Philadelphia Phillies,Washington Nationals,1,4,0,0,0,0,1,4,0,0
14,Bryson Stott,Philadelphia Phillies,Washington Nationals,1,4,1,2,0,0,2,4,2,0
15,Alec Bohm,Philadelphia Phillies,Washington Nationals,1,4,0,2,1,0,1,4,3,0
16,Brandon Marsh,Philadelphia Phillies,Washington Nationals,1,4,0,0,0,0,2,4,0,0
17,Kody Clemens,Philadelphia Phillies,Washington Nationals,1,3,0,0,0,0,1,3,0,0
0,Carlos Correa,Minnesota Twins,Baltimore Orioles,0,4,2,2,0,0,0,5,3,0
1,Michael A. Taylor,Minnesota Twins,Baltimore Orioles,0,0,0,0,0,0,0,0,0,0
2,Edouard Julien,Minnesota Twins,Baltimore Orioles,0,2,0,0,0,0,2,2,0,0
