,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,Julio Rodríguez,Seattle Mariners,Houston Astros,0,5,1,1,0,0,2,5,0,0
1,Eugenio Suárez,Seattle Mariners,Houston Astros,0,5,1,1,2,0,2,5,0,0
2,Ty France,Seattle Mariners,Houston Astros,0,5,0,1,0,0,3,5,2,0
3,Teoscar Hernández,Seattle Mariners,Houston Astros,0,4,1,0,0,1,3,5,0,0
4,Mike Ford,Seattle Mariners,Houston Astros,0,4,1,1,0,1,0,5,1,0
5,Dominic Canzone,Seattle Mariners,Houston Astros,0,5,1,4,1,0,0,5,6,0
6,Sam Haggerty,Seattle Mariners,Houston Astros,0,0,0,0,0,0,0,0,0,0
7,Dylan Moore,Seattle Mariners,Houston Astros,0,5,0,4,1,0,0,5,4,0
8,Josh Rojas,Seattle Mariners,Houston Astros,0,5,2,2,0,0,1,5,2,0
9,Brian O'Keefe,Seattle Mariners,Houston Astros,0,2,0,1,2,1,1,3,0,0
10,Cal Raleigh,Seattle Mariners,Houston Astros,0,2,0,0,0,0,2,2,0,0
11,Jose Altuve,Houston Astros,Seattle Mariners,1,5,1,2,0,0,1,5,2,0
12,Alex Bregman,Houston Astros,Seattle Mariners,1,4,1,2,1,0,2,5,5,0
13,Yordan Alvarez,Houston Astros,Seattle Mariners,1,4,1,2,2,1,2,5,2,0
14,Yainer Diaz,Houston Astros,Seattle Mariners,1,5,1,1,1,0,1,5,2,0
15,Chas McCormick,Houston Astros,Seattle Mariners,1,4,0,2,0,1,0,5,2,0
16,Jon Singleton,Houston Astros,Seattle Mariners,1,4,0,0,0,1,2,5,0,0
17,Mauricio Dubón,Houston Astros,Seattle Mariners,1,4,0,1,2,0,2,4,0,0
18,Corey Julks,Houston Astros,Seattle Mariners,1,3,0,0,0,0,0,3,0,0
19,Kyle Tucker,Houston Astros,Seattle Mariners,1,1,0,0,0,0,0,1,0,0
20,Jeremy Peña,Houston Astros,Seattle Mariners,1,4,2,2,0,0,0,4,0,0
0,Austin Slater,San Francisco Giants,Atlanta Braves,0,3,0,0,0,0,1,3,0,0
1,Michael Conforto,San Francisco Giants,Atlanta Braves,0,1,1,0,0,1,1,2,0,0
2,Thairo Estrada,San Francisco Giants,Atlanta Braves,0,4,1,2,0,0,0,5,3,0
3,Wilmer Flores,San Francisco Giants,Atlanta Braves,0,4,1,2,2,0,0,5,5,1
4,Patrick Bailey,San Francisco Giants,Atlanta Braves,0,4,0,1,0,1,2,5,1,0
5,J.D. Davis,San Francisco Giants,Atlanta Braves,0,5,0,2,0,0,3,5,2,0
6,Heliot Ramos,San Francisco Giants,Atlanta Braves,0,3,0,0,0,0,1,3,0,0
7,Wade Meckler,San Francisco Giants,Atlanta Braves,0,0,0,0,0,1,0,1,0,0
8,Joc Pederson,San Francisco Giants,Atlanta Braves,0,0,0,0,1,1,0,1,0,0
9,Luis Matos,San Francisco Giants,Atlanta Braves,0,5,1,2,1,0,0,5,5,1
10,Johan Camargo,San Francisco Giants,Atlanta Braves,0,4,0,1,0,0,2,4,0,0
11,Casey Schmitt,San Francisco Giants,Atlanta Braves,0,4,0,0,0,0,2,4,0,0
12,Ronald Acuna Jr.,Atlanta Braves,San Francisco Giants,1,3,1,0,0,1,0,4,0,0
13,Eddie Rosario,Atlanta Braves,San Francisco Giants,1,3,0,1,0,1,1,4,1,0
14,Austin Riley,Atlanta Braves,San Francisco Giants,1,4,0,1,0,0,1,4,1,0
15,Matt Olson,Atlanta Braves,San Francisco Giants,1,3,0,0,0,1,0,4,0,0
16,Marcell Ozuna,Atlanta Braves,San Francisco Giants,1,4,0,0,0,0,2,4,0,0
17,Sean Murphy,Atlanta Braves,San Francisco Giants,1,4,0,0,0,0,1,4,0,0
18,Kevin Pillar,Atlanta Braves,San Francisco Giants,1,4,1,1,0,0,0,4,1,0
19,Orlando Arcia,Atlanta Braves,San Francisco Giants,1,4,1,1,2,0,2,4,4,1
20,Nicky Lopez,Atlanta Braves,San Francisco Giants,1,2,0,2,0,0,0,2,2,0
21,Vaughn Grissom,Atlanta Braves,San Francisco Giants,1,1,0,0,0,0,1,1,0,0
0,Alex Verdugo,Boston Red Sox,New York Yankees,0,4,0,0,0,1,1,5,0,0
1,Rafael Devers,Boston Red Sox,New York Yankees,0,4,3,3,1,1,0,5,7,1
