,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,0,Mickey Moniak,Los Angeles Angels,Baltimore Orioles,0,3,0,1,0,0,2,3,1,0
1,1,Taylor Ward,Los Angeles Angels,Baltimore Orioles,0,2,0,0,0,0,1,2,0,0
2,2,Mike Trout,Los Angeles Angels,Baltimore Orioles,0,4,1,2,2,0,1,5,5,1
3,3,Shohei Ohtani,Los Angeles Angels,Baltimore Orioles,0,5,1,2,2,0,0,5,5,1
4,4,Hunter Renfroe,Los Angeles Angels,Baltimore Orioles,0,4,0,1,0,1,1,5,1,0
5,5,Brandon Drury,Los Angeles Angels,Baltimore Orioles,0,5,0,1,0,0,2,5,1,0
6,6,Chad Wallach,Los Angeles Angels,Baltimore Orioles,0,3,0,0,0,0,2,3,0,0
7,7,Matt Thaiss,Los Angeles Angels,Baltimore Orioles,0,2,0,0,0,0,2,2,0,0
8,8,Luis Rengifo,Los Angeles Angels,Baltimore Orioles,0,4,2,3,0,1,0,5,3,0
9,9,Zach Neto,Los Angeles Angels,Baltimore Orioles,0,4,1,1,1,1,2,5,1,0
10,10,Livan Soto,Los Angeles Angels,Baltimore Orioles,0,1,1,1,0,1,0,2,1,0
11,11,Gio Urshela,Los Angeles Angels,Baltimore Orioles,0,2,0,1,1,0,0,2,1,0
12,12,Austin Hays,Baltimore Orioles,Los Angeles Angels,1,4,2,3,0,0,0,4,4,0
13,13,Cedric Mullins,Baltimore Orioles,Los Angeles Angels,1,1,0,1,0,0,0,1,2,0
14,14,Adley Rutschman,Baltimore Orioles,Los Angeles Angels,1,3,1,1,2,2,0,5,4,1
15,15,Ryan Mountcastle,Baltimore Orioles,Los Angeles Angels,1,4,0,0,1,0,1,5,0,0
16,16,Anthony Santander,Baltimore Orioles,Los Angeles Angels,1,3,1,1,2,1,0,4,4,1
17,17,James McCann,Baltimore Orioles,Los Angeles Angels,1,4,0,0,0,0,1,4,0,0
18,18,Ryan McKenna,Baltimore Orioles,Los Angeles Angels,1,3,0,0,0,1,0,4,0,0
19,19,Jorge Mateo,Baltimore Orioles,Los Angeles Angels,1,4,0,0,0,0,0,4,0,0
20,20,Gunnar Henderson,Baltimore Orioles,Los Angeles Angels,1,4,0,1,0,0,3,4,1,0
21,21,Joey Ortiz,Baltimore Orioles,Los Angeles Angels,1,2,1,2,0,0,0,2,2,0
22,22,Adam Frazier,Baltimore Orioles,Los Angeles Angels,1,2,0,1,0,0,0,2,0,0
23,0,Luis García,Washington Nationals,Miami Marlins,0,4,1,1,0,0,1,4,0,0
24,1,Lane Thomas,Washington Nationals,Miami Marlins,0,4,1,1,0,0,1,4,1,0
25,2,Jeimer Candelario,Washington Nationals,Miami Marlins,0,4,1,2,2,0,1,4,6,1
26,3,Corey Dickerson,Washington Nationals,Miami Marlins,0,4,0,1,1,0,1,4,1,0
27,4,Keibert Ruiz,Washington Nationals,Miami Marlins,0,3,0,0,0,1,0,4,0,0
28,5,Dominic Smith,Washington Nationals,Miami Marlins,0,3,0,1,0,1,0,4,2,0
29,6,Jake Alu,Washington Nationals,Miami Marlins,0,4,0,2,0,0,0,4,2,0
30,7,CJ Abrams,Washington Nationals,Miami Marlins,0,4,0,0,0,0,2,4,0,0
31,8,Alex Call,Washington Nationals,Miami Marlins,0,3,0,0,0,0,1,3,0,0
32,9,Ildemaro Vargas,Washington Nationals,Miami Marlins,0,1,0,0,0,0,0,1,0,0
33,10,Jean Segura,Miami Marlins,Washington Nationals,1,4,0,1,1,0,0,4,0,0
34,11,Garrett Cooper,Miami Marlins,Washington Nationals,1,3,0,1,1,1,0,4,0,0
35,12,Luis Arraez,Miami Marlins,Washington Nationals,1,4,0,0,0,0,0,4,0,0
36,13,Jorge Soler,Miami Marlins,Washington Nationals,1,4,0,0,0,0,3,4,0,0
37,14,Bryan De La Cruz,Miami Marlins,Washington Nationals,1,4,2,1,1,0,0,4,0,1
38,15,Joey Wendle,Miami Marlins,Washington Nationals,1,4,1,1,0,0,1,4,0,0
39,16,Peyton Burdick,Miami Marlins,Washington Nationals,1,3,0,1,0,0,2,4,0,0
