,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,Ronald Acuna Jr.,Atlanta Braves,Philadelphia Phillies,0,5,1,2,2,1,0,6,0,1
1,Ozzie Albies,Atlanta Braves,Philadelphia Phillies,0,4,1,1,1,1,1,5,1,0
2,Austin Riley,Atlanta Braves,Philadelphia Phillies,0,4,2,2,0,0,1,5,1,0
3,Matt Olson,Atlanta Braves,Philadelphia Phillies,0,4,0,1,2,1,1,5,0,0
4,Marcell Ozuna,Atlanta Braves,Philadelphia Phillies,0,4,0,0,0,1,0,5,0,0
5,Forrest Wall,Atlanta Braves,Philadelphia Phillies,0,0,1,0,0,0,0,0,0,0
6,Eddie Rosario,Atlanta Braves,Philadelphia Phillies,0,4,0,0,0,0,3,4,0,0
7,Kevin Pillar,Atlanta Braves,Philadelphia Phillies,0,1,1,1,1,0,0,1,1,0
8,Travis d'Arnaud,Atlanta Braves,Philadelphia Phillies,0,5,0,0,0,0,1,5,0,0
9,Orlando Arcia,Atlanta Braves,Philadelphia Phillies,0,5,1,2,1,0,0,5,0,0
10,Michael Harris II,Atlanta Braves,Philadelphia Phillies,0,4,3,2,2,0,0,5,0,1
11,Kyle Schwarber,Philadelphia Phillies,Atlanta Braves,1,4,3,2,0,1,0,5,2,0
12,Trea Turner,Philadelphia Phillies,Atlanta Braves,1,5,2,2,2,0,2,5,5,1
13,Bryce Harper,Philadelphia Phillies,Atlanta Braves,1,3,3,2,2,2,0,5,5,1
14,Alec Bohm,Philadelphia Phillies,Atlanta Braves,1,4,0,2,3,1,1,5,3,0
15,Bryson Stott,Philadelphia Phillies,Atlanta Braves,1,5,0,1,1,0,2,5,2,0
16,Brandon Marsh,Philadelphia Phillies,Atlanta Braves,1,3,0,0,0,0,3,3,0,0
17,Cristian Pache,Philadelphia Phillies,Atlanta Braves,1,2,0,0,0,0,2,2,0,0
18,Nick Castellanos,Philadelphia Phillies,Atlanta Braves,1,5,0,0,0,0,3,5,0,0
19,Jake Cave,Philadelphia Phillies,Atlanta Braves,1,2,0,0,0,1,0,3,0,0
20,Edmundo Sosa,Philadelphia Phillies,Atlanta Braves,1,1,0,0,0,0,0,1,0,0
21,Johan Rojas,Philadelphia Phillies,Atlanta Braves,1,0,0,0,0,0,0,0,0,0
22,Garrett Stubbs,Philadelphia Phillies,Atlanta Braves,1,4,0,0,0,0,2,4,0,0
0,Lars Nootbaar,St. Louis Cardinals,Baltimore Orioles,0,5,1,2,0,0,1,5,3,0
1,Paul Goldschmidt,St. Louis Cardinals,Baltimore Orioles,0,5,0,1,0,0,1,5,1,0
2,Nolan Gorman,St. Louis Cardinals,Baltimore Orioles,0,3,2,0,0,2,0,5,0,0
3,Nolan Arenado,St. Louis Cardinals,Baltimore Orioles,0,4,2,2,1,1,0,5,2,0
4,Willson Contreras,St. Louis Cardinals,Baltimore Orioles,0,4,0,3,2,0,0,4,3,0
5,Richie Palacios,St. Louis Cardinals,Baltimore Orioles,0,1,0,0,0,0,1,1,0,0
