,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,0,Alex Verdugo,Boston Red Sox,Detroit Tigers,0,4,1,1,0,0,0,4,0,0
1,1,Rafael Devers,Boston Red Sox,Detroit Tigers,0,4,2,2,2,0,1,4,6,1
2,2,Justin Turner,Boston Red Sox,Detroit Tigers,0,3,0,0,0,0,0,4,0,0
3,3,Masataka Yoshida,Boston Red Sox,Detroit Tigers,0,3,1,2,0,1,0,4,3,0
4,4,Adam Duvall,Boston Red Sox,Detroit Tigers,0,3,1,1,3,1,0,4,4,1
5,5,Triston Casas,Boston Red Sox,Detroit Tigers,0,4,0,0,0,0,0,4,0,0
6,6,Christian Arroyo,Boston Red Sox,Detroit Tigers,0,3,1,0,0,1,0,4,0,0
7,7,Reese McGuire,Boston Red Sox,Detroit Tigers,0,3,0,1,0,1,2,4,1,0
8,8,Enrique Hernández,Boston Red Sox,Detroit Tigers,0,4,0,0,1,0,0,4,0,0
9,9,Matt Vierling,Detroit Tigers,Boston Red Sox,1,4,0,1,0,1,0,5,1,0
10,10,Javier Báez,Detroit Tigers,Boston Red Sox,1,4,0,0,0,1,1,5,0,0
11,11,Riley Greene,Detroit Tigers,Boston Red Sox,1,4,0,0,0,0,2,4,0,0
12,12,Spencer Torkelson,Detroit Tigers,Boston Red Sox,1,4,1,1,0,0,2,4,1,0
13,13,Eric Haase,Detroit Tigers,Boston Red Sox,1,3,0,1,0,0,2,3,1,0
14,14,Kerry Carpenter,Detroit Tigers,Boston Red Sox,1,1,0,1,0,0,0,1,2,0
15,15,Miguel Cabrera,Detroit Tigers,Boston Red Sox,1,3,0,1,1,1,0,4,1,0
16,16,Jonathan Schoop,Detroit Tigers,Boston Red Sox,1,1,1,0,0,1,0,2,0,0
17,17,Nick Maton,Detroit Tigers,Boston Red Sox,1,1,0,0,0,1,0,2,0,0
18,18,Jake Rogers,Detroit Tigers,Boston Red Sox,1,4,1,1,2,0,1,4,4,1
19,19,Ryan Kreidler,Detroit Tigers,Boston Red Sox,1,2,0,0,0,0,1,2,0,0
20,20,Austin Meadows,Detroit Tigers,Boston Red Sox,1,2,0,0,0,0,0,2,0,0
21,0,LaMonte Wade Jr.,San Francisco Giants,Chicago White Sox,0,2,1,1,0,1,1,4,0,0
22,1,Bryce Johnson,San Francisco Giants,Chicago White Sox,0,2,0,0,0,0,1,2,0,0
23,2,Wilmer Flores,San Francisco Giants,Chicago White Sox,0,5,2,2,2,1,0,6,5,0
24,3,Joc Pederson,San Francisco Giants,Chicago White Sox,0,4,0,1,2,1,2,5,1,0
25,4,Matt Beaty,San Francisco Giants,Chicago White Sox,0,1,1,1,0,0,0,1,1,0
26,5,David Villar,San Francisco Giants,Chicago White Sox,0,5,3,2,0,0,1,6,3,0
27,6,Michael Conforto,San Francisco Giants,Chicago White Sox,0,4,3,3,3,2,1,6,6,0
28,7,J.D. Davis,San Francisco Giants,Chicago White Sox,0,6,2,3,5,0,1,6,6,0
29,8,Mike Yastrzemski,San Francisco Giants,Chicago White Sox,0,6,1,1,2,0,0,6,4,0
30,9,Thairo Estrada,San Francisco Giants,Chicago White Sox,0,6,1,3,1,0,1,6,4,0
31,10,Blake Sabol,San Francisco Giants,Chicago White Sox,0,6,2,3,1,0,1,6,6,0
32,11,Tim Anderson,Chicago White Sox,San Francisco Giants,1,5,0,1,2,0,2,5,0,0
33,12,Luis Robert Jr.,Chicago White Sox,San Francisco Giants,1,4,0,1,0,0,1,4,0,0
34,13,Oscar Colás,Chicago White Sox,San Francisco Giants,1,1,0,0,0,0,1,1,0,0
35,14,Andrew Vaughn,Chicago White Sox,San Francisco Giants,1,3,0,1,1,2,0,5,0,0
36,15,Jake Burger,Chicago White Sox,San Francisco Giants,1,2,0,1,0,0,0,2,2,0
37,16,Gavin Sheets,Chicago White Sox,San Francisco Giants,1,1,1,0,0,2,0,3,0,0
38,17,Hanser Alberto,Chicago White Sox,San Francisco Giants,1,5,1,2,0,0,0,5,2,0
39,18,Andrew Benintendi,Chicago White Sox,San Francisco Giants,1,5,1,1,1,0,1,5,2,0
40,19,Elvis Andrus,Chicago White Sox,San Francisco Giants,1,4,1,2,2,1,1,5,3,0
41,20,Seby Zavala,Chicago White Sox,San Francisco Giants,1,5,2,1,0,0,2,5,1,0
42,21,Romy Gonzalez,Chicago White Sox,San Francisco Giants,1,4,0,1,0,0,2,4,1,0
43,0,Bo Bichette,Toronto Blue Jays,Kansas City Royals,0,5,1,2,1,0,1,5,1,0
44,1,Vladimir Guerrero Jr.,Toronto Blue Jays,Kansas City Royals,0,5,2,3,1,0,0,5,0,1
45,2,Daulton Varsho,Toronto Blue Jays,Kansas City Royals,0,4,1,2,1,0,2,4,0,0
46,3,Matt Chapman,Toronto Blue Jays,Kansas City Royals,0,4,0,1,2,0,1,4,1,0
47,4,Whit Merrifield,Toronto Blue Jays,Kansas City Royals,0,4,0,1,0,0,0,4,0,0
48,5,Brandon Belt,Toronto Blue Jays,Kansas City Royals,0,4,0,0,0,0,3,4,0,0
49,6,Danny Jansen,Toronto Blue Jays,Kansas City Royals,0,4,0,0,0,0,3,4,0,0
50,7,Cavan Biggio,Toronto Blue Jays,Kansas City Royals,0,4,1,1,1,0,2,4,1,1
51,8,George Springer,Toronto Blue Jays,Kansas City Royals,0,0,0,0,0,0,0,0,0,0
52,9,Kevin Kiermaier,Toronto Blue Jays,Kansas City Royals,0,4,1,1,0,0,0,4,0,0
53,10,Bobby Witt,Kansas City Royals,Toronto Blue Jays,1,5,1,2,1,0,1,5,5,1
54,11,MJ Melendez,Kansas City Royals,Toronto Blue Jays,1,3,1,0,0,2,2,5,0,0
55,12,Salvador Perez,Kansas City Royals,Toronto Blue Jays,1,4,1,1,0,0,0,4,1,0
56,13,Vinnie Pasquantino,Kansas City Royals,Toronto Blue Jays,1,4,0,1,1,0,1,4,1,0
57,14,Edward Olivares,Kansas City Royals,Toronto Blue Jays,1,4,0,2,1,0,1,4,3,0
58,15,Michael Massey,Kansas City Royals,Toronto Blue Jays,1,3,0,1,0,0,1,3,1,0
59,16,Franmil Reyes,Kansas City Royals,Toronto Blue Jays,1,1,0,0,0,0,0,1,0,0
60,17,Nicky Lopez,Kansas City Royals,Toronto Blue Jays,1,0,0,0,0,0,0,0,0,0
61,18,Hunter Dozier,Kansas City Royals,Toronto Blue Jays,1,3,0,0,0,1,3,4,0,0
62,19,Nick Pratto,Kansas City Royals,Toronto Blue Jays,1,4,0,1,0,0,2,4,1,0
63,20,Nate Eaton,Kansas City Royals,Toronto Blue Jays,1,4,0,0,0,0,1,4,0,0
64,0,Lane Thomas,Washington Nationals,Colorado Rockies,0,3,0,1,0,1,1,4,1,0
65,1,Alex Call,Washington Nationals,Colorado Rockies,0,3,0,0,0,1,1,4,0,0
66,2,Jeimer Candelario,Washington Nationals,Colorado Rockies,0,4,0,1,0,0,0,4,1,0
67,3,Joey Meneses,Washington Nationals,Colorado Rockies,0,4,0,0,0,0,2,4,0,0
68,4,Dominic Smith,Washington Nationals,Colorado Rockies,0,4,0,1,0,0,1,4,1,0
69,5,Keibert Ruiz,Washington Nationals,Colorado Rockies,0,4,0,0,0,0,1,4,0,0
70,6,Luis García,Washington Nationals,Colorado Rockies,0,4,0,1,0,0,0,4,0,0
71,7,Victor Robles,Washington Nationals,Colorado Rockies,0,3,0,0,0,0,1,3,0,0
72,8,CJ Abrams,Washington Nationals,Colorado Rockies,0,3,0,2,0,0,1,3,2,0
73,9,Jurickson Profar,Colorado Rockies,Washington Nationals,1,4,0,1,0,0,1,4,1,0
74,10,Kris Bryant,Colorado Rockies,Washington Nationals,1,4,0,2,1,0,0,4,3,0
75,11,Charlie Blackmon,Colorado Rockies,Washington Nationals,1,3,0,0,0,1,0,4,0,0
76,12,C.J. Cron,Colorado Rockies,Washington Nationals,1,4,0,0,0,0,3,4,0,0
77,13,Ryan McMahon,Colorado Rockies,Washington Nationals,1,4,0,1,0,0,3,4,0,0
78,14,Elias Díaz,Colorado Rockies,Washington Nationals,1,4,0,1,0,0,0,4,0,0
79,15,Elehuris Montero,Colorado Rockies,Washington Nationals,1,4,0,3,0,0,0,4,3,0
80,16,Alan Trejo,Colorado Rockies,Washington Nationals,1,0,0,0,0,0,0,0,0,0
81,17,Yonathan Daza,Colorado Rockies,Washington Nationals,1,3,0,0,0,0,1,3,0,0
82,18,Ezequiel Tovar,Colorado Rockies,Washington Nationals,1,3,1,1,0,0,1,3,2,0
83,0,Trent Grisham,San Diego Padres,Atlanta Braves,0,4,0,1,0,1,3,5,1,0
84,1,Juan Soto,San Diego Padres,Atlanta Braves,0,4,0,0,0,1,1,5,0,0
85,2,Manny Machado,San Diego Padres,Atlanta Braves,0,5,0,2,0,0,2,5,3,0
86,3,Xander Bogaerts,San Diego Padres,Atlanta Braves,0,3,2,0,0,2,0,5,0,0
87,4,Jake Cronenworth,San Diego Padres,Atlanta Braves,0,2,3,1,1,2,0,4,4,1
88,5,Matt Carpenter,San Diego Padres,Atlanta Braves,0,3,1,1,3,1,1,4,4,1
89,6,Austin Nola,San Diego Padres,Atlanta Braves,0,4,0,0,0,0,2,4,0,0
90,7,Rougned Odor,San Diego Padres,Atlanta Braves,0,2,0,0,0,0,2,2,0,0
91,8,José Azocar,San Diego Padres,Atlanta Braves,0,2,0,1,1,0,0,2,0,0
92,9,Ha-Seong Kim,San Diego Padres,Atlanta Braves,0,4,0,1,0,0,1,4,0,0
93,10,Ronald Acuna Jr.,Atlanta Braves,San Diego Padres,1,4,1,1,0,1,0,5,0,0
94,11,Matt Olson,Atlanta Braves,San Diego Padres,1,4,1,2,2,1,0,5,3,0
