,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,Yandy Díaz,Tampa Bay Rays,Baltimore Orioles,0,4,0,0,0,1,0,5,0,0
1,Brandon Lowe,Tampa Bay Rays,Baltimore Orioles,0,5,1,1,1,0,0,5,4,1
2,Randy Arozarena,Tampa Bay Rays,Baltimore Orioles,0,5,0,0,0,0,3,5,0,0
3,Josh Lowe,Tampa Bay Rays,Baltimore Orioles,0,4,0,1,0,1,1,5,2,0
4,Isaac Paredes,Tampa Bay Rays,Baltimore Orioles,0,3,0,0,0,1,0,4,0,0
5,Jonathan Aranda,Tampa Bay Rays,Baltimore Orioles,0,4,0,0,0,0,2,4,0,0
6,Manuel Margot,Tampa Bay Rays,Baltimore Orioles,0,4,1,0,0,0,1,4,0,0
7,Tristan Gray,Tampa Bay Rays,Baltimore Orioles,0,4,1,2,1,0,0,4,5,1
8,Christian Bethancourt,Tampa Bay Rays,Baltimore Orioles,0,3,1,1,1,0,0,3,4,1
9,Harold Ramírez,Tampa Bay Rays,Baltimore Orioles,0,1,0,0,1,0,0,1,0,0
10,René Pinto,Tampa Bay Rays,Baltimore Orioles,0,0,0,0,0,0,0,0,0,0
11,Gunnar Henderson,Baltimore Orioles,Tampa Bay Rays,1,5,0,0,0,0,3,5,0,0
12,Adley Rutschman,Baltimore Orioles,Tampa Bay Rays,1,5,2,3,2,0,0,5,7,1
13,Anthony Santander,Baltimore Orioles,Tampa Bay Rays,1,5,0,0,0,0,3,5,0,0
14,Ryan O'Hearn,Baltimore Orioles,Tampa Bay Rays,1,4,1,1,0,0,2,5,0,0
15,Cedric Mullins,Baltimore Orioles,Tampa Bay Rays,1,4,0,0,1,0,1,5,0,0
16,Austin Hays,Baltimore Orioles,Tampa Bay Rays,1,4,0,2,1,0,0,4,2,0
17,Jorge Mateo,Baltimore Orioles,Tampa Bay Rays,1,0,1,0,0,0,0,0,0,0
18,Adam Frazier,Baltimore Orioles,Tampa Bay Rays,1,4,0,2,1,0,0,4,3,0
19,Ramón Urías,Baltimore Orioles,Tampa Bay Rays,1,3,0,0,0,0,1,3,0,0
20,Aaron Hicks,Baltimore Orioles,Tampa Bay Rays,1,1,1,0,0,0,0,1,0,0
21,James McCann,Baltimore Orioles,Tampa Bay Rays,1,2,0,1,0,0,0,2,2,0
22,Heston Kjerstad,Baltimore Orioles,Tampa Bay Rays,1,1,0,0,0,0,1,1,0,0
23,Jordan Westburg,Baltimore Orioles,Tampa Bay Rays,1,1,0,0,0,0,1,1,0,0
0,DJ LeMahieu,New York Yankees,Pittsburgh Pirates,0,4,0,1,1,0,0,4,2,0
1,Aaron Judge,New York Yankees,Pittsburgh Pirates,0,4,0,0,0,0,1,4,0,0
2,Gleyber Torres,New York Yankees,Pittsburgh Pirates,0,3,0,0,0,1,1,4,0,0
3,Giancarlo Stanton,New York Yankees,Pittsburgh Pirates,0,4,0,0,0,0,2,4,0,0
4,Austin Wells,New York Yankees,Pittsburgh Pirates,0,4,0,1,0,0,0,4,2,0
5,Anthony Volpe,New York Yankees,Pittsburgh Pirates,0,4,1,1,1,0,2,4,4,1
6,Oswald Peraza,New York Yankees,Pittsburgh Pirates,0,2,0,0,0,2,1,4,0,0
7,Oswaldo Cabrera,New York Yankees,Pittsburgh Pirates,0,3,0,0,0,0,1,3,0,0
8,Estevan Florial,New York Yankees,Pittsburgh Pirates,0,2,1,1,0,0,0,2,1,0
9,Isiah Kiner-Falefa,New York Yankees,Pittsburgh Pirates,0,1,0,0,0,0,0,1,0,0
10,Liover Peguero,Pittsburgh Pirates,New York Yankees,1,4,0,2,1,0,1,4,2,0
11,Connor Joe,Pittsburgh Pirates,New York Yankees,1,4,0,1,0,0,0,4,0,0
12,Ji Hwan Bae,Pittsburgh Pirates,New York Yankees,1,0,0,0,0,0,0,0,0,0
13,Ke'Bryan Hayes,Pittsburgh Pirates,New York Yankees,1,4,0,0,0,0,2,4,0,0
14,Miguel Andujar,Pittsburgh Pirates,New York Yankees,1,3,1,1,1,0,0,3,4,1
15,Joshua Palacios,Pittsburgh Pirates,New York Yankees,1,1,0,0,0,0,0,1,0,0
16,Jack Suwinski,Pittsburgh Pirates,New York Yankees,1,4,0,1,0,0,1,4,1,0
17,Henry Davis,Pittsburgh Pirates,New York Yankees,1,4,0,0,0,0,3,4,0,0
18,Jared Triolo,Pittsburgh Pirates,New York Yankees,1,3,2,2,0,0,0,3,4,0
19,Alika Williams,Pittsburgh Pirates,New York Yankees,1,3,0,0,0,0,2,3,0,0
20,Jason Delay,Pittsburgh Pirates,New York Yankees,1,3,0,1,1,0,1,3,2,0
