,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,0,Bryson Stott,Philadelphia Phillies,Chicago White Sox,0,4,0,0,0,0,0,4,0,0
1,1,Trea Turner,Philadelphia Phillies,Chicago White Sox,0,4,0,0,0,0,2,4,0,0
2,2,Kyle Schwarber,Philadelphia Phillies,Chicago White Sox,0,2,0,0,0,1,1,3,0,0
3,3,Nick Castellanos,Philadelphia Phillies,Chicago White Sox,0,3,0,0,0,0,1,3,0,0
4,4,Brandon Marsh,Philadelphia Phillies,Chicago White Sox,0,3,0,1,0,0,2,3,2,0
5,5,Alec Bohm,Philadelphia Phillies,Chicago White Sox,0,3,0,0,0,0,0,3,0,0
6,6,Kody Clemens,Philadelphia Phillies,Chicago White Sox,0,2,0,0,0,0,1,2,0,0
7,7,Josh Harrison,Philadelphia Phillies,Chicago White Sox,0,1,0,0,0,0,1,1,0,0
8,8,Garrett Stubbs,Philadelphia Phillies,Chicago White Sox,0,1,0,0,0,0,1,2,0,0
9,9,J.T. Realmuto,Philadelphia Phillies,Chicago White Sox,0,1,0,0,0,0,1,1,0,0
10,10,Cristian Pache,Philadelphia Phillies,Chicago White Sox,0,2,0,0,0,0,1,2,0,0
11,11,Jake Cave,Philadelphia Phillies,Chicago White Sox,0,1,0,0,0,0,1,1,0,0
12,12,Luis Robert Jr.,Chicago White Sox,Philadelphia Phillies,1,3,1,0,0,1,2,4,0,0
13,13,Andrew Vaughn,Chicago White Sox,Philadelphia Phillies,1,4,0,0,0,0,0,4,0,0
14,14,Eloy Jiménez,Chicago White Sox,Philadelphia Phillies,1,3,1,1,0,0,0,3,0,0
15,15,Adam Haseley,Chicago White Sox,Philadelphia Phillies,1,0,0,0,0,0,0,0,0,0
16,16,Jake Burger,Chicago White Sox,Philadelphia Phillies,1,2,1,1,3,1,0,3,4,1
17,17,Oscar Colás,Chicago White Sox,Philadelphia Phillies,1,0,0,0,0,0,0,0,0,0
18,18,Yasmani Grandal,Chicago White Sox,Philadelphia Phillies,1,3,0,0,0,0,0,3,0,0
19,19,Seby Zavala,Chicago White Sox,Philadelphia Phillies,1,3,0,0,0,0,2,3,0,0
20,20,Elvis Andrus,Chicago White Sox,Philadelphia Phillies,1,2,0,1,0,1,0,3,0,0
21,21,Lenyn Sosa,Chicago White Sox,Philadelphia Phillies,1,3,0,0,0,0,0,3,0,0
