,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,George Springer,Toronto Blue Jays,Detroit Tigers,0,5,1,2,3,0,0,6,6,0
1,Bo Bichette,Toronto Blue Jays,Detroit Tigers,0,6,1,3,0,0,1,6,4,0
2,Brandon Belt,Toronto Blue Jays,Detroit Tigers,0,4,2,0,0,2,1,6,0,0
3,Vladimir Guerrero Jr.,Toronto Blue Jays,Detroit Tigers,0,5,2,2,1,0,0,5,0,0
4,Matt Chapman,Toronto Blue Jays,Detroit Tigers,0,2,2,0,0,3,0,5,0,0
5,Whit Merrifield,Toronto Blue Jays,Detroit Tigers,0,5,2,2,4,0,0,5,5,0
6,Daulton Varsho,Toronto Blue Jays,Detroit Tigers,0,5,0,0,0,0,1,5,0,0
7,Danny Jansen,Toronto Blue Jays,Detroit Tigers,0,4,1,1,2,0,0,5,2,0
8,Kevin Kiermaier,Toronto Blue Jays,Detroit Tigers,0,5,1,4,1,0,0,5,4,0
9,Zach McKinstry,Detroit Tigers,Toronto Blue Jays,1,4,1,1,0,0,1,4,1,0
10,Spencer Torkelson,Detroit Tigers,Toronto Blue Jays,1,4,0,1,1,0,2,4,1,0
11,Matt Vierling,Detroit Tigers,Toronto Blue Jays,1,4,0,3,1,0,0,4,3,0
12,Kerry Carpenter,Detroit Tigers,Toronto Blue Jays,1,4,0,0,0,0,1,4,0,0
13,Javier Báez,Detroit Tigers,Toronto Blue Jays,1,4,0,0,0,0,2,4,0,0
14,Akil Baddoo,Detroit Tigers,Toronto Blue Jays,1,4,0,0,0,0,2,4,0,0
15,Miguel Cabrera,Detroit Tigers,Toronto Blue Jays,1,2,0,0,0,1,1,3,0,0
16,Andy Ibáñez,Detroit Tigers,Toronto Blue Jays,1,3,1,1,0,0,0,3,0,0
17,Jake Rogers,Detroit Tigers,Toronto Blue Jays,1,3,0,1,0,0,1,3,1,0
0,Kyle Schwarber,Philadelphia Phillies,Miami Marlins,0,5,0,1,0,0,3,5,1,0
1,Trea Turner,Philadelphia Phillies,Miami Marlins,0,4,0,1,0,0,0,4,1,0
2,Nick Castellanos,Philadelphia Phillies,Miami Marlins,0,4,0,1,0,0,2,4,1,0
3,Bryce Harper,Philadelphia Phillies,Miami Marlins,0,4,0,0,0,0,1,4,0,0
4,J.T. Realmuto,Philadelphia Phillies,Miami Marlins,0,3,2,2,1,0,0,4,5,1
5,Bryson Stott,Philadelphia Phillies,Miami Marlins,0,4,0,1,0,0,1,4,1,0
6,Alec Bohm,Philadelphia Phillies,Miami Marlins,0,4,1,1,1,0,1,4,2,0
7,Darick Hall,Philadelphia Phillies,Miami Marlins,0,3,0,1,0,0,1,3,1,0
8,Josh Harrison,Philadelphia Phillies,Miami Marlins,0,1,0,0,0,0,1,1,0,0
9,Edmundo Sosa,Philadelphia Phillies,Miami Marlins,0,0,0,0,0,0,0,0,0,0
10,Brandon Marsh,Philadelphia Phillies,Miami Marlins,0,3,0,2,0,0,0,3,3,0
11,Cristian Pache,Philadelphia Phillies,Miami Marlins,0,1,1,1,2,0,0,1,4,1
12,Luis Arraez,Miami Marlins,Philadelphia Phillies,1,4,0,1,0,0,1,4,1,0
13,Jorge Soler,Miami Marlins,Philadelphia Phillies,1,4,0,1,0,0,2,4,1,0
14,Bryan De La Cruz,Miami Marlins,Philadelphia Phillies,1,4,0,0,0,0,1,4,0,0
15,Garrett Hampson,Miami Marlins,Philadelphia Phillies,1,0,0,0,0,0,0,0,0,0
16,Jesús Sánchez,Miami Marlins,Philadelphia Phillies,1,4,0,0,0,0,2,4,0,0
17,Garrett Cooper,Miami Marlins,Philadelphia Phillies,1,4,1,2,1,0,1,4,5,1
18,Jean Segura,Miami Marlins,Philadelphia Phillies,1,4,1,2,0,0,1,4,2,0
19,Joey Wendle,Miami Marlins,Philadelphia Phillies,1,4,1,2,0,0,0,4,4,0
20,Jacob Stallings,Miami Marlins,Philadelphia Phillies,1,3,0,1,1,0,1,3,1,0
21,Yuli Gurriel,Miami Marlins,Philadelphia Phillies,1,1,0,0,0,0,0,1,0,0
22,Dane Myers,Miami Marlins,Philadelphia Phillies,1,3,0,0,1,0,0,3,0,0
0,Ronald Acuna Jr.,Atlanta Braves,Tampa Bay Rays,0,4,0,0,0,0,0,4,0,0
1,Ozzie Albies,Atlanta Braves,Tampa Bay Rays,0,4,0,0,0,0,1,4,0,0
2,Austin Riley,Atlanta Braves,Tampa Bay Rays,0,4,0,0,0,0,1,4,0,0
3,Matt Olson,Atlanta Braves,Tampa Bay Rays,0,4,1,1,0,0,1,4,1,0
4,Sean Murphy,Atlanta Braves,Tampa Bay Rays,0,4,1,1,2,0,3,4,4,1
5,Marcell Ozuna,Atlanta Braves,Tampa Bay Rays,0,3,0,0,0,0,3,3,0,0
6,Eddie Rosario,Atlanta Braves,Tampa Bay Rays,0,3,0,0,0,0,2,3,0,0
7,Orlando Arcia,Atlanta Braves,Tampa Bay Rays,0,2,0,0,0,1,0,3,0,0
8,Michael Harris II,Atlanta Braves,Tampa Bay Rays,0,3,0,0,0,0,2,3,0,0
9,Yandy Díaz,Tampa Bay Rays,Atlanta Braves,1,4,0,3,0,0,0,4,0,0
10,Wander Franco,Tampa Bay Rays,Atlanta Braves,1,4,1,1,1,0,1,4,4,1
11,Josh Lowe,Tampa Bay Rays,Atlanta Braves,1,4,0,0,0,0,2,4,0,0
12,Randy Arozarena,Tampa Bay Rays,Atlanta Braves,1,4,0,0,0,0,1,4,0,0
13,Harold Ramírez,Tampa Bay Rays,Atlanta Braves,1,4,0,2,0,0,0,4,0,0
14,Brandon Lowe,Tampa Bay Rays,Atlanta Braves,1,0,0,0,0,2,0,2,0,0
15,Manuel Margot,Tampa Bay Rays,Atlanta Braves,1,1,0,0,0,0,1,1,0,0
16,Taylor Walls,Tampa Bay Rays,Atlanta Braves,1,1,0,0,0,0,1,1,0,0
17,Isaac Paredes,Tampa Bay Rays,Atlanta Braves,1,2,0,0,0,1,1,3,0,0
18,Jose Siri,Tampa Bay Rays,Atlanta Braves,1,3,0,0,0,0,2,3,0,0
19,Christian Bethancourt,Tampa Bay Rays,Atlanta Braves,1,2,0,0,0,0,0,2,0,0
20,Luke Raley,Tampa Bay Rays,Atlanta Braves,1,1,0,0,0,0,0,1,0,0
21,Francisco Mejía,Tampa Bay Rays,Atlanta Braves,1,0,0,0,0,0,0,0,0,0
0,Nico Hoerner,Chicago Cubs,New York Yankees,0,4,0,2,1,0,0,4,2,0
1,Seiya Suzuki,Chicago Cubs,New York Yankees,0,4,0,1,0,0,0,4,0,0
2,Ian Happ,Chicago Cubs,New York Yankees,0,4,0,1,0,0,2,4,1,0
3,Yan Gomes,Chicago Cubs,New York Yankees,0,4,0,0,0,0,0,4,0,0
4,Christopher Morel,Chicago Cubs,New York Yankees,0,3,0,0,0,1,1,4,0,0
5,Trey Mancini,Chicago Cubs,New York Yankees,0,3,1,0,0,1,1,4,0,0
6,Cody Bellinger,Chicago Cubs,New York Yankees,0,3,2,2,1,1,0,4,5,0
7,Miguel Amaya,Chicago Cubs,New York Yankees,0,3,0,0,0,1,2,4,0,0
8,Patrick Wisdom,Chicago Cubs,New York Yankees,0,4,0,1,1,0,1,4,2,0
9,Anthony Volpe,New York Yankees,Chicago Cubs,1,4,0,0,0,0,0,4,0,0
10,Gleyber Torres,New York Yankees,Chicago Cubs,1,4,0,1,0,0,1,4,1,0
11,Anthony Rizzo,New York Yankees,Chicago Cubs,1,3,0,0,0,0,0,3,0,0
12,Giancarlo Stanton,New York Yankees,Chicago Cubs,1,2,0,0,0,1,1,3,0,0
13,Harrison Bader,New York Yankees,Chicago Cubs,1,3,0,0,0,0,2,3,0,0
14,Josh Donaldson,New York Yankees,Chicago Cubs,1,3,0,0,0,0,1,3,0,0
15,Billy McKinney,New York Yankees,Chicago Cubs,1,2,0,0,0,1,0,3,0,0
16,Kyle Higashioka,New York Yankees,Chicago Cubs,1,3,0,0,0,0,0,3,0,0
17,Franchy Cordero,New York Yankees,Chicago Cubs,1,3,0,1,0,0,0,3,0,0
0,Marcus Semien,Texas Rangers,Washington Nationals,0,4,1,1,0,1,1,5,2,0
1,Corey Seager,Texas Rangers,Washington Nationals,0,5,2,2,1,0,1,5,6,1
2,Nathaniel Lowe,Texas Rangers,Washington Nationals,0,5,1,1,0,0,2,5,1,0
3,Adolis García,Texas Rangers,Washington Nationals,0,5,2,2,2,0,0,5,0,0
4,Josh Jung,Texas Rangers,Washington Nationals,0,3,0,1,2,1,1,4,1,0
5,Jonah Heim,Texas Rangers,Washington Nationals,0,3,0,1,1,1,1,4,1,0
6,Travis Jankowski,Texas Rangers,Washington Nationals,0,4,1,1,0,0,0,4,1,0
7,Ezequiel Duran,Texas Rangers,Washington Nationals,0,3,0,1,1,0,1,4,2,0
8,Leody Taveras,Texas Rangers,Washington Nationals,0,4,0,0,0,0,0,4,0,0
9,CJ Abrams,Washington Nationals,Texas Rangers,1,3,0,1,0,1,1,4,1,0
10,Lane Thomas,Washington Nationals,Texas Rangers,1,4,0,0,0,0,0,4,0,0
11,Joey Meneses,Washington Nationals,Texas Rangers,1,4,2,2,2,0,0,4,8,2
12,Stone Garrett,Washington Nationals,Texas Rangers,1,3,0,0,0,1,2,4,0,0
13,Ildemaro Vargas,Washington Nationals,Texas Rangers,1,4,0,1,0,0,1,4,1,0
14,Dominic Smith,Washington Nationals,Texas Rangers,1,4,0,1,0,0,2,4,1,0
