,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,Luis Rengifo,Los Angeles Angels,Atlanta Braves,0,5,1,1,0,0,1,5,1,0
1,Shohei Ohtani,Los Angeles Angels,Atlanta Braves,0,3,1,2,0,1,1,4,2,0
2,C.J. Cron,Los Angeles Angels,Atlanta Braves,0,3,1,1,0,1,0,4,1,0
3,Andrew Velazquez,Los Angeles Angels,Atlanta Braves,0,0,0,0,0,0,0,0,0,0
4,Randal Grichuk,Los Angeles Angels,Atlanta Braves,0,3,0,1,0,1,2,4,1,0
5,Hunter Renfroe,Los Angeles Angels,Atlanta Braves,0,4,1,1,2,0,1,4,1,0
6,Eduardo Escobar,Los Angeles Angels,Atlanta Braves,0,4,1,1,2,0,0,4,3,0
7,Zach Neto,Los Angeles Angels,Atlanta Braves,0,4,0,1,1,0,1,4,2,0
8,Chad Wallach,Los Angeles Angels,Atlanta Braves,0,4,0,0,0,0,1,4,0,0
9,Jordyn Adams,Los Angeles Angels,Atlanta Braves,0,4,0,0,0,0,2,4,0,0
10,Ronald Acuna Jr.,Atlanta Braves,Los Angeles Angels,1,4,4,3,3,1,0,5,0,1
11,Ozzie Albies,Atlanta Braves,Los Angeles Angels,1,4,0,2,2,0,0,5,1,0
12,Austin Riley,Atlanta Braves,Los Angeles Angels,1,4,1,1,2,1,2,5,0,1
13,Matt Olson,Atlanta Braves,Los Angeles Angels,1,2,1,1,1,3,0,5,1,1
14,Travis d'Arnaud,Atlanta Braves,Los Angeles Angels,1,5,0,1,2,0,0,5,0,0
15,Marcell Ozuna,Atlanta Braves,Los Angeles Angels,1,5,0,0,0,0,0,5,0,0
16,Eddie Rosario,Atlanta Braves,Los Angeles Angels,1,3,1,0,0,1,1,4,0,0
17,Orlando Arcia,Atlanta Braves,Los Angeles Angels,1,3,2,1,0,0,1,4,0,0
18,Michael Harris II,Atlanta Braves,Los Angeles Angels,1,4,3,3,2,0,0,4,0,0
0,Zach McKinstry,Detroit Tigers,Pittsburgh Pirates,0,5,0,0,0,0,1,5,0,0
1,Riley Greene,Detroit Tigers,Pittsburgh Pirates,0,4,1,1,1,1,0,5,4,0
2,Spencer Torkelson,Detroit Tigers,Pittsburgh Pirates,0,5,0,0,0,0,2,5,0,0
3,Kerry Carpenter,Detroit Tigers,Pittsburgh Pirates,0,2,1,0,0,1,0,3,0,0
4,Jake Rogers,Detroit Tigers,Pittsburgh Pirates,0,1,1,1,1,0,0,1,4,0
5,Matt Vierling,Detroit Tigers,Pittsburgh Pirates,0,3,2,2,0,0,1,4,4,0
6,Javier Báez,Detroit Tigers,Pittsburgh Pirates,0,4,1,1,1,0,0,4,0,0
7,Nick Maton,Detroit Tigers,Pittsburgh Pirates,0,3,0,1,0,0,0,4,2,0
8,Akil Baddoo,Detroit Tigers,Pittsburgh Pirates,0,1,0,0,0,0,0,1,0,0
9,Zack Short,Detroit Tigers,Pittsburgh Pirates,0,3,0,2,3,0,0,3,3,0
10,Eric Haase,Detroit Tigers,Pittsburgh Pirates,0,4,0,0,0,0,0,4,0,0
11,Connor Joe,Pittsburgh Pirates,Detroit Tigers,1,4,1,1,0,1,1,5,2,0
12,Bryan Reynolds,Pittsburgh Pirates,Detroit Tigers,1,5,1,3,0,0,1,5,3,0
13,Andrew McCutchen,Pittsburgh Pirates,Detroit Tigers,1,4,0,3,1,1,0,5,4,0
14,Henry Davis,Pittsburgh Pirates,Detroit Tigers,1,3,0,0,1,2,2,5,0,0
15,Ke'Bryan Hayes,Pittsburgh Pirates,Detroit Tigers,1,4,0,0,1,0,1,5,0,0
16,Jack Suwinski,Pittsburgh Pirates,Detroit Tigers,1,3,0,0,0,1,3,4,0,0
17,Nick Gonzales,Pittsburgh Pirates,Detroit Tigers,1,3,0,0,0,0,1,3,0,0
18,Josh Palacios,Pittsburgh Pirates,Detroit Tigers,1,1,0,0,0,0,1,1,0,0
19,Liover Peguero,Pittsburgh Pirates,Detroit Tigers,1,0,0,0,0,0,0,0,0,0
20,Alika Williams,Pittsburgh Pirates,Detroit Tigers,1,4,1,1,0,0,2,4,0,0
21,Jason Delay,Pittsburgh Pirates,Detroit Tigers,1,2,0,1,0,0,0,2,1,0
22,Endy Rodríguez,Pittsburgh Pirates,Detroit Tigers,1,2,0,0,0,0,1,2,0,0
0,Christian Yelich,Milwaukee Brewers,Washington Nationals,0,4,0,1,1,0,1,4,2,0
1,William Contreras,Milwaukee Brewers,Washington Nationals,0,4,0,0,0,0,1,4,0,0
2,Carlos Santana,Milwaukee Brewers,Washington Nationals,0,4,0,0,0,0,1,4,0,0
3,Willy Adames,Milwaukee Brewers,Washington Nationals,0,4,0,0,0,0,2,4,0,0
4,Mark Canha,Milwaukee Brewers,Washington Nationals,0,3,0,0,0,0,0,3,0,0
5,Blake Perkins,Milwaukee Brewers,Washington Nationals,0,0,0,0,0,0,0,0,0,0
6,Tyrone Taylor,Milwaukee Brewers,Washington Nationals,0,2,1,1,1,0,0,2,4,0
7,Sal Frelick,Milwaukee Brewers,Washington Nationals,0,1,0,0,0,0,0,1,0,0
8,Andruw Monasterio,Milwaukee Brewers,Washington Nationals,0,2,0,0,0,1,0,3,0,0
9,Brice Turang,Milwaukee Brewers,Washington Nationals,0,2,1,1,0,1,0,3,0,0
10,Joey Wiemer,Milwaukee Brewers,Washington Nationals,0,3,0,1,0,0,0,3,1,0
11,CJ Abrams,Washington Nationals,Milwaukee Brewers,1,4,0,0,0,0,2,4,0,0
12,Lane Thomas,Washington Nationals,Milwaukee Brewers,1,4,0,0,0,0,2,4,0,0
13,Joey Meneses,Washington Nationals,Milwaukee Brewers,1,4,0,1,0,0,0,4,1,0
14,Stone Garrett,Washington Nationals,Milwaukee Brewers,1,2,0,0,0,0,1,3,0,0
15,Corey Dickerson,Washington Nationals,Milwaukee Brewers,1,1,1,0,0,0,0,1,0,0
16,Dominic Smith,Washington Nationals,Milwaukee Brewers,1,2,0,1,0,2,0,4,1,0
17,Ildemaro Vargas,Washington Nationals,Milwaukee Brewers,1,0,1,0,0,0,0,0,0,0
18,Riley Adams,Washington Nationals,Milwaukee Brewers,1,2,0,0,0,1,0,3,0,0
19,Keibert Ruiz,Washington Nationals,Milwaukee Brewers,1,0,0,0,0,1,0,1,0,0
20,Alex Call,Washington Nationals,Milwaukee Brewers,1,4,1,1,0,0,1,4,2,0
21,Jake Alu,Washington Nationals,Milwaukee Brewers,1,3,0,1,1,0,0,3,1,0
22,Michael Chavis,Washington Nationals,Milwaukee Brewers,1,2,0,1,0,0,0,2,1,0
23,Luis García,Washington Nationals,Milwaukee Brewers,1,1,0,0,0,0,0,1,0,0
0,Steven Kwan,Cleveland Guardians,Houston Astros,0,4,0,0,0,1,2,5,0,0
1,Andrés Giménez,Cleveland Guardians,Houston Astros,0,4,0,1,0,0,1,4,0,0
2,José Ramírez,Cleveland Guardians,Houston Astros,0,3,0,0,0,1,0,4,0,0
3,Will Brennan,Cleveland Guardians,Houston Astros,0,4,0,1,0,0,1,4,2,0
4,David Fry,Cleveland Guardians,Houston Astros,0,3,0,0,0,1,0,4,0,0
5,Brayan Rocchio,Cleveland Guardians,Houston Astros,0,3,1,1,0,1,1,4,1,0
6,Oscar Gonzalez,Cleveland Guardians,Houston Astros,0,4,1,3,0,0,0,4,3,0
7,Myles Straw,Cleveland Guardians,Houston Astros,0,0,0,0,0,0,0,0,0,0
8,Bo Naylor,Cleveland Guardians,Houston Astros,0,3,0,0,0,1,1,4,0,0
9,Gabriel Arias,Cleveland Guardians,Houston Astros,0,4,0,1,2,0,2,4,2,0
10,Mauricio Dubón,Houston Astros,Cleveland Guardians,1,4,0,0,0,1,0,5,0,0
11,Jeremy Peña,Houston Astros,Cleveland Guardians,1,5,0,0,0,0,2,5,0,0
12,Kyle Tucker,Houston Astros,Cleveland Guardians,1,4,0,1,0,0,1,4,2,0
13,Alex Bregman,Houston Astros,Cleveland Guardians,1,2,0,2,0,2,0,4,2,0
14,Yordan Alvarez,Houston Astros,Cleveland Guardians,1,4,0,2,0,0,0,4,3,0
15,José Abreu,Houston Astros,Cleveland Guardians,1,4,1,1,0,0,3,4,0,0
16,Chas McCormick,Houston Astros,Cleveland Guardians,1,3,2,2,3,1,1,4,8,2
17,Yainer Diaz,Houston Astros,Cleveland Guardians,1,4,0,2,0,0,0,4,2,0
18,Corey Julks,Houston Astros,Cleveland Guardians,1,3,0,0,0,1,0,4,0,0
0,Ha-Seong Kim,San Diego Padres,Colorado Rockies,0,3,3,2,1,2,0,5,0,0
1,Fernando Tatis Jr.,San Diego Padres,Colorado Rockies,0,4,1,1,3,1,0,5,0,0
2,Juan Soto,San Diego Padres,Colorado Rockies,0,5,1,2,2,0,0,5,1,0
3,Manny Machado,San Diego Padres,Colorado Rockies,0,4,1,1,0,1,1,5,1,0
4,Xander Bogaerts,San Diego Padres,Colorado Rockies,0,5,1,3,0,0,1,5,0,0
5,Jake Cronenworth,San Diego Padres,Colorado Rockies,0,5,1,1,1,0,1,5,0,0
6,Gary Sánchez,San Diego Padres,Colorado Rockies,0,5,2,3,4,0,2,5,0,0
7,Matthew Batten,San Diego Padres,Colorado Rockies,0,5,0,0,0,0,1,5,0,0
8,Trent Grisham,San Diego Padres,Colorado Rockies,0,4,1,1,0,0,2,4,1,0
9,Jurickson Profar,Colorado Rockies,San Diego Padres,1,5,0,1,0,0,1,5,2,0
10,Ezequiel Tovar,Colorado Rockies,San Diego Padres,1,3,1,0,0,1,3,4,0,0
11,Ryan McMahon,Colorado Rockies,San Diego Padres,1,3,0,1,0,1,2,4,0,0
12,Brendan Rodgers,Colorado Rockies,San Diego Padres,1,4,0,0,0,0,3,4,0,0
13,Nolan Jones,Colorado Rockies,San Diego Padres,1,3,0,0,0,1,0,4,0,0
14,Elehuris Montero,Colorado Rockies,San Diego Padres,1,3,0,0,1,1,2,4,0,0
15,Michael Toglia,Colorado Rockies,San Diego Padres,1,4,0,1,0,0,2,4,1,0
16,Brenton Doyle,Colorado Rockies,San Diego Padres,1,3,0,1,0,0,0,4,2,0
17,Austin Wynns,Colorado Rockies,San Diego Padres,1,4,0,0,0,0,2,4,0,0
0,Jarren Duran,Boston Red Sox,Seattle Mariners,0,4,1,1,2,0,1,4,4,1
1,Alex Verdugo,Boston Red Sox,Seattle Mariners,0,3,0,1,0,1,2,4,1,0
2,Masataka Yoshida,Boston Red Sox,Seattle Mariners,0,4,0,1,1,0,1,4,1,0
