,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,Tim Anderson,Chicago White Sox,Kansas City Royals,0,3,0,0,0,0,2,3,0,0
1,Elvis Andrus,Chicago White Sox,Kansas City Royals,0,1,0,0,0,0,0,1,0,0
2,Zach Remillard,Chicago White Sox,Kansas City Royals,0,4,0,0,0,0,1,4,0,0
3,Eloy Jiménez,Chicago White Sox,Kansas City Royals,0,4,0,0,0,0,1,4,0,0
4,Andrew Vaughn,Chicago White Sox,Kansas City Royals,0,3,0,0,0,0,0,3,0,0
5,Yoán Moncada,Chicago White Sox,Kansas City Royals,0,2,0,1,0,0,1,2,0,0
6,Gavin Sheets,Chicago White Sox,Kansas City Royals,0,1,0,0,0,0,0,1,0,0
7,Lenyn Sosa,Chicago White Sox,Kansas City Royals,0,3,1,1,0,0,1,3,2,0
8,Oscar Colás,Chicago White Sox,Kansas City Royals,0,2,0,0,0,0,0,3,0,0
9,Trayce Thompson,Chicago White Sox,Kansas City Royals,0,3,0,1,0,0,1,3,0,0
10,Korey Lee,Chicago White Sox,Kansas City Royals,0,3,0,0,0,0,1,3,0,0
11,Maikel Garcia,Kansas City Royals,Chicago White Sox,1,4,2,3,1,0,0,4,4,0
12,Matt Duffy,Kansas City Royals,Chicago White Sox,1,1,0,1,0,0,0,1,0,0
13,Edward Olivares,Kansas City Royals,Chicago White Sox,1,4,2,3,3,1,1,5,9,2
14,Salvador Perez,Kansas City Royals,Chicago White Sox,1,3,0,0,1,0,0,4,0,0
15,Matt Beaty,Kansas City Royals,Chicago White Sox,1,1,0,0,0,0,0,1,0,0
16,MJ Melendez,Kansas City Royals,Chicago White Sox,1,5,1,2,0,0,0,5,2,0
17,Freddy Fermin,Kansas City Royals,Chicago White Sox,1,4,2,1,0,1,1,5,1,0
18,Nelson Velázquez,Kansas City Royals,Chicago White Sox,1,4,1,1,2,1,0,5,0,0
19,Michael Massey,Kansas City Royals,Chicago White Sox,1,4,2,1,1,0,1,4,2,0
20,Drew Waters,Kansas City Royals,Chicago White Sox,1,4,1,2,2,0,0,4,2,0
21,Nick Loftin,Kansas City Royals,Chicago White Sox,1,3,1,2,2,1,0,4,3,0
0,Austin Slater,San Francisco Giants,Chicago Cubs,0,3,0,0,0,0,1,3,0,0
1,Wade Meckler,San Francisco Giants,Chicago Cubs,0,1,0,0,0,0,0,1,0,0
