,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,0,Esteury Ruiz,Oakland Athletics,Baltimore Orioles,0,4,2,3,2,0,0,5,4,0
1,1,Ramón Laureano,Oakland Athletics,Baltimore Orioles,0,5,0,0,0,0,2,5,0,0
2,2,Brent Rooker,Oakland Athletics,Baltimore Orioles,0,4,2,2,5,0,2,5,8,2
3,3,Jesús Aguilar,Oakland Athletics,Baltimore Orioles,0,3,0,0,0,0,2,3,0,0
4,4,Ryan Noda,Oakland Athletics,Baltimore Orioles,0,0,0,0,0,1,0,1,0,0
5,5,Aledmys Díaz,Oakland Athletics,Baltimore Orioles,0,4,0,0,0,0,0,4,0,0
6,6,Kevin Smith,Oakland Athletics,Baltimore Orioles,0,3,0,0,0,0,2,3,0,0
7,7,Jace Peterson,Oakland Athletics,Baltimore Orioles,0,1,0,0,0,0,0,1,0,0
8,8,Carlos Pérez,Oakland Athletics,Baltimore Orioles,0,4,1,3,0,0,0,4,0,0
9,9,Conner Capel,Oakland Athletics,Baltimore Orioles,0,0,0,0,0,0,0,0,0,0
10,10,Shea Langeliers,Oakland Athletics,Baltimore Orioles,0,3,1,0,0,1,1,4,0,0
11,11,Nick Allen,Oakland Athletics,Baltimore Orioles,0,3,1,1,0,1,1,4,1,0
12,12,Cedric Mullins,Baltimore Orioles,Oakland Athletics,1,4,0,1,0,1,2,5,0,0
13,13,Adley Rutschman,Baltimore Orioles,Oakland Athletics,1,5,1,1,1,0,0,5,4,1
14,14,Ryan Mountcastle,Baltimore Orioles,Oakland Athletics,1,4,1,1,1,0,2,4,4,1
15,15,Gunnar Henderson,Baltimore Orioles,Oakland Athletics,1,3,2,1,0,0,1,4,2,0
16,16,Austin Hays,Baltimore Orioles,Oakland Athletics,1,4,2,3,0,0,1,4,3,0
17,17,Adam Frazier,Baltimore Orioles,Oakland Athletics,1,4,1,1,1,0,1,4,1,0
18,18,Terrin Vavra,Baltimore Orioles,Oakland Athletics,1,3,1,2,0,1,0,4,2,0
19,19,Ryan O'Hearn,Baltimore Orioles,Oakland Athletics,1,3,0,2,3,0,0,4,0,0
20,20,Jorge Mateo,Baltimore Orioles,Oakland Athletics,1,3,0,0,2,0,0,4,0,0
21,0,Alex Verdugo,Boston Red Sox,Tampa Bay Rays,0,4,0,0,0,0,1,4,0,0
22,1,Justin Turner,Boston Red Sox,Tampa Bay Rays,0,4,1,2,1,0,1,4,3,0
23,2,Rob Refsnyder,Boston Red Sox,Tampa Bay Rays,0,3,1,1,1,0,1,4,4,1
24,3,Triston Casas,Boston Red Sox,Tampa Bay Rays,0,3,0,0,0,1,1,4,0,0
25,4,Bobby Dalbec,Boston Red Sox,Tampa Bay Rays,0,3,0,0,0,1,3,4,0,0
26,5,Enrique Hernández,Boston Red Sox,Tampa Bay Rays,0,4,0,0,1,0,0,4,0,0
27,6,Reese McGuire,Boston Red Sox,Tampa Bay Rays,0,4,0,0,0,0,3,4,0,0
28,7,Yu Chang,Boston Red Sox,Tampa Bay Rays,0,3,0,0,0,1,1,4,0,0
29,8,Christian Arroyo,Boston Red Sox,Tampa Bay Rays,0,3,1,1,0,0,1,3,2,0
30,9,Yandy Díaz,Tampa Bay Rays,Boston Red Sox,1,4,1,1,1,0,0,4,0,0
31,10,Brandon Lowe,Tampa Bay Rays,Boston Red Sox,1,4,2,2,2,0,2,4,5,1
32,11,Randy Arozarena,Tampa Bay Rays,Boston Red Sox,1,4,1,1,1,0,1,4,0,0
33,12,Wander Franco,Tampa Bay Rays,Boston Red Sox,1,3,1,0,0,0,2,4,0,0
34,13,Luke Raley,Tampa Bay Rays,Boston Red Sox,1,2,0,1,0,0,0,2,1,0
35,14,Manuel Margot,Tampa Bay Rays,Boston Red Sox,1,2,1,1,1,0,0,2,0,0
36,15,Harold Ramírez,Tampa Bay Rays,Boston Red Sox,1,4,1,3,3,0,0,4,0,0
37,16,Taylor Walls,Tampa Bay Rays,Boston Red Sox,1,4,0,0,0,0,1,4,0,0
38,17,Josh Lowe,Tampa Bay Rays,Boston Red Sox,1,3,1,0,0,1,1,4,0,0
39,18,Francisco Mejía,Tampa Bay Rays,Boston Red Sox,1,4,1,1,1,0,2,4,0,0
40,0,Bryson Stott,Philadelphia Phillies,Cincinnati Reds,0,5,0,1,0,0,2,5,1,0
41,1,Trea Turner,Philadelphia Phillies,Cincinnati Reds,0,4,1,1,0,1,1,5,1,0
42,2,Kyle Schwarber,Philadelphia Phillies,Cincinnati Reds,0,3,1,1,1,1,0,4,4,0
43,3,Nick Castellanos,Philadelphia Phillies,Cincinnati Reds,0,4,0,1,1,0,2,4,1,0
44,4,J.T. Realmuto,Philadelphia Phillies,Cincinnati Reds,0,4,0,1,0,0,2,4,1,0
45,5,Alec Bohm,Philadelphia Phillies,Cincinnati Reds,0,4,0,1,0,0,0,4,1,0
46,6,Josh Harrison,Philadelphia Phillies,Cincinnati Reds,0,3,0,0,0,0,2,3,0,0
47,7,Brandon Marsh,Philadelphia Phillies,Cincinnati Reds,0,0,0,0,0,1,0,1,0,0
48,8,Edmundo Sosa,Philadelphia Phillies,Cincinnati Reds,0,3,0,2,0,0,1,3,3,0
49,9,Jake Cave,Philadelphia Phillies,Cincinnati Reds,0,1,0,0,0,0,1,1,0,0
