,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,Ha-Seong Kim,San Diego Padres,Philadelphia Phillies,0,5,0,3,0,0,0,5,0,0
1,Fernando Tatis Jr.,San Diego Padres,Philadelphia Phillies,0,4,0,1,0,0,2,5,0,0
2,Juan Soto,San Diego Padres,Philadelphia Phillies,0,3,0,0,0,2,1,5,0,0
3,Manny Machado,San Diego Padres,Philadelphia Phillies,0,5,1,1,1,0,1,5,4,1
4,Xander Bogaerts,San Diego Padres,Philadelphia Phillies,0,4,0,2,0,0,0,4,1,0
5,Jake Cronenworth,San Diego Padres,Philadelphia Phillies,0,4,0,0,0,0,0,4,0,0
6,Gary Sánchez,San Diego Padres,Philadelphia Phillies,0,3,1,0,0,1,1,4,0,0
7,Matthew Batten,San Diego Padres,Philadelphia Phillies,0,1,1,1,0,1,0,2,0,0
8,Rougned Odor,San Diego Padres,Philadelphia Phillies,0,2,0,0,0,0,1,2,0,0
9,Trent Grisham,San Diego Padres,Philadelphia Phillies,0,3,1,1,3,1,1,4,4,1
10,Kyle Schwarber,Philadelphia Phillies,San Diego Padres,1,5,1,2,2,0,2,5,5,1
11,Trea Turner,Philadelphia Phillies,San Diego Padres,1,4,0,2,1,1,0,5,2,0
12,Nick Castellanos,Philadelphia Phillies,San Diego Padres,1,5,0,0,0,0,3,5,0,0
13,Alec Bohm,Philadelphia Phillies,San Diego Padres,1,3,1,1,0,2,0,5,1,0
14,J.T. Realmuto,Philadelphia Phillies,San Diego Padres,1,4,0,0,0,0,2,4,0,0
15,Drew Ellis,Philadelphia Phillies,San Diego Padres,1,2,0,1,0,0,1,2,1,0
16,Bryson Stott,Philadelphia Phillies,San Diego Padres,1,1,2,0,0,1,0,2,0,0
17,Edmundo Sosa,Philadelphia Phillies,San Diego Padres,1,2,0,1,0,0,0,2,1,0
18,Darick Hall,Philadelphia Phillies,San Diego Padres,1,2,0,0,0,0,2,2,0,0
19,Brandon Marsh,Philadelphia Phillies,San Diego Padres,1,3,1,2,2,1,0,4,3,0
20,Johan Rojas,Philadelphia Phillies,San Diego Padres,1,3,0,0,0,0,1,3,0,0
21,Bryce Harper,Philadelphia Phillies,San Diego Padres,1,1,1,1,1,0,0,1,1,0
22,Garrett Stubbs,Philadelphia Phillies,San Diego Padres,1,0,0,0,0,0,0,0,0,0
0,Brandon Lowe,Tampa Bay Rays,Kansas City Royals,0,3,1,1,0,2,0,5,2,0
1,Wander Franco,Tampa Bay Rays,Kansas City Royals,0,4,1,1,0,1,2,5,1,0
2,Randy Arozarena,Tampa Bay Rays,Kansas City Royals,0,4,1,0,0,1,0,5,0,0
3,Luke Raley,Tampa Bay Rays,Kansas City Royals,0,4,0,2,2,0,1,4,2,0
4,Josh Lowe,Tampa Bay Rays,Kansas City Royals,0,3,0,0,1,0,3,4,0,0
5,Jonathan Aranda,Tampa Bay Rays,Kansas City Royals,0,4,0,1,0,0,2,4,0,0
6,Taylor Walls,Tampa Bay Rays,Kansas City Royals,0,4,0,0,0,0,2,4,0,0
7,Jose Siri,Tampa Bay Rays,Kansas City Royals,0,4,2,2,2,0,2,4,8,2
8,Francisco Mejía,Tampa Bay Rays,Kansas City Royals,0,4,1,1,1,0,1,4,0,0
9,Maikel Garcia,Kansas City Royals,Tampa Bay Rays,1,4,0,0,0,0,1,4,0,0
10,Bobby Witt,Kansas City Royals,Tampa Bay Rays,1,4,1,1,1,0,1,4,4,1
11,Salvador Perez,Kansas City Royals,Tampa Bay Rays,1,4,0,4,0,0,0,4,5,0
12,Kyle Isbel,Kansas City Royals,Tampa Bay Rays,1,4,0,0,0,0,1,4,0,0
13,MJ Melendez,Kansas City Royals,Tampa Bay Rays,1,4,0,1,0,0,3,4,0,0
14,Nick Pratto,Kansas City Royals,Tampa Bay Rays,1,4,0,0,0,0,2,4,0,0
15,Drew Waters,Kansas City Royals,Tampa Bay Rays,1,3,0,1,0,1,1,4,1,0
16,Michael Massey,Kansas City Royals,Tampa Bay Rays,1,4,0,0,0,0,1,4,0,0
17,Nicky Lopez,Kansas City Royals,Tampa Bay Rays,1,3,0,0,0,1,0,4,0,0
0,Jarren Duran,Boston Red Sox,Chicago Cubs,0,2,0,0,0,2,1,4,0,0
1,Masataka Yoshida,Boston Red Sox,Chicago Cubs,0,4,0,0,0,0,1,4,0,0
2,Justin Turner,Boston Red Sox,Chicago Cubs,0,4,1,2,1,0,0,4,4,0
3,Rafael Devers,Boston Red Sox,Chicago Cubs,0,4,1,1,0,0,1,4,2,0
4,Alex Verdugo,Boston Red Sox,Chicago Cubs,0,4,0,0,1,0,1,4,0,0
5,Triston Casas,Boston Red Sox,Chicago Cubs,0,4,1,1,2,0,1,4,4,1
6,Christian Arroyo,Boston Red Sox,Chicago Cubs,0,4,0,1,0,0,1,4,2,0
7,Connor Wong,Boston Red Sox,Chicago Cubs,0,3,0,1,0,0,1,3,1,0
8,Jorge Alfaro,Boston Red Sox,Chicago Cubs,0,1,0,0,0,0,0,1,0,0
9,Enrique Hernández,Boston Red Sox,Chicago Cubs,0,2,1,0,0,1,0,3,0,0
10,Nico Hoerner,Chicago Cubs,Boston Red Sox,1,5,1,1,1,0,2,5,1,0
11,Seiya Suzuki,Chicago Cubs,Boston Red Sox,1,5,1,1,0,0,3,5,1,0
12,Ian Happ,Chicago Cubs,Boston Red Sox,1,4,1,2,0,1,0,5,2,0
13,Cody Bellinger,Chicago Cubs,Boston Red Sox,1,4,2,2,4,1,1,5,5,1
14,Yan Gomes,Chicago Cubs,Boston Red Sox,1,4,0,1,0,0,1,4,1,0
15,Trey Mancini,Chicago Cubs,Boston Red Sox,1,4,1,1,0,0,1,4,1,0
16,Christopher Morel,Chicago Cubs,Boston Red Sox,1,3,1,1,1,1,2,4,1,0
17,Miguel Amaya,Chicago Cubs,Boston Red Sox,1,3,2,2,1,0,1,4,3,0
18,Patrick Wisdom,Chicago Cubs,Boston Red Sox,1,3,1,1,2,1,0,4,4,1
0,Geraldo Perdomo,Arizona Diamondbacks,Toronto Blue Jays,0,4,0,3,0,0,0,4,3,0
1,Ketel Marte,Arizona Diamondbacks,Toronto Blue Jays,0,4,0,0,0,0,1,4,0,0
2,Corbin Carroll,Arizona Diamondbacks,Toronto Blue Jays,0,4,0,0,0,0,2,4,0,0
3,Christian Walker,Arizona Diamondbacks,Toronto Blue Jays,0,4,0,0,0,0,0,4,0,0
4,Lourdes Gurriel Jr.,Arizona Diamondbacks,Toronto Blue Jays,0,4,1,2,0,0,0,4,0,0
5,Emmanuel Rivera,Arizona Diamondbacks,Toronto Blue Jays,0,3,1,1,0,0,1,3,0,0
6,Dominic Canzone,Arizona Diamondbacks,Toronto Blue Jays,0,1,0,0,0,0,1,1,0,0
7,Jake McCarthy,Arizona Diamondbacks,Toronto Blue Jays,0,3,0,2,2,1,1,4,2,0
8,Carson Kelly,Arizona Diamondbacks,Toronto Blue Jays,0,3,0,2,0,0,1,3,1,0
