,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,Ezequiel Tovar,Colorado Rockies,Washington Nationals,0,4,0,0,0,0,2,4,0,0
1,Ryan McMahon,Colorado Rockies,Washington Nationals,0,4,1,2,1,0,1,4,5,0
2,Randal Grichuk,Colorado Rockies,Washington Nationals,0,4,0,0,0,0,1,4,0,0
3,Nolan Jones,Colorado Rockies,Washington Nationals,0,3,0,0,0,1,0,4,0,0
4,Michael Toglia,Colorado Rockies,Washington Nationals,0,3,1,1,1,1,0,4,4,0
5,Harold Castro,Colorado Rockies,Washington Nationals,0,4,1,1,0,0,0,4,2,0
6,Elehuris Montero,Colorado Rockies,Washington Nationals,0,4,1,1,2,0,3,4,4,0
7,Brenton Doyle,Colorado Rockies,Washington Nationals,0,4,0,0,0,0,3,4,0,0
8,Austin Wynns,Colorado Rockies,Washington Nationals,0,3,0,1,0,0,0,3,1,0
9,CJ Abrams,Washington Nationals,Colorado Rockies,1,4,1,1,1,1,1,5,1,0
10,Lane Thomas,Washington Nationals,Colorado Rockies,1,3,1,1,0,1,0,4,1,0
11,Jeimer Candelario,Washington Nationals,Colorado Rockies,1,2,1,0,1,1,0,4,0,0
12,Joey Meneses,Washington Nationals,Colorado Rockies,1,4,0,1,0,0,0,4,1,0
13,Michael Chavis,Washington Nationals,Colorado Rockies,1,0,1,0,0,0,0,0,0,0
14,Keibert Ruiz,Washington Nationals,Colorado Rockies,1,4,0,1,0,0,0,4,1,0
15,Dominic Smith,Washington Nationals,Colorado Rockies,1,3,1,0,1,0,0,4,0,0
16,Corey Dickerson,Washington Nationals,Colorado Rockies,1,2,0,1,0,0,0,2,1,0
17,Stone Garrett,Washington Nationals,Colorado Rockies,1,2,0,0,1,0,1,2,0,0
18,Luis García,Washington Nationals,Colorado Rockies,1,3,0,0,0,1,1,4,0,0
19,Alex Call,Washington Nationals,Colorado Rockies,1,3,0,0,0,0,0,3,0,0
20,Ildemaro Vargas,Washington Nationals,Colorado Rockies,1,0,0,0,1,1,0,1,0,0
0,Luis Arraez,Miami Marlins,Tampa Bay Rays,0,4,0,2,2,1,0,5,0,0
1,Jorge Soler,Miami Marlins,Tampa Bay Rays,0,5,0,0,0,0,2,5,0,0
2,Bryan De La Cruz,Miami Marlins,Tampa Bay Rays,0,5,1,1,1,0,3,5,0,0
3,Jesús Sánchez,Miami Marlins,Tampa Bay Rays,0,1,0,0,0,0,0,1,0,0
4,Garrett Hampson,Miami Marlins,Tampa Bay Rays,0,4,1,2,0,0,1,4,4,0
5,Yuli Gurriel,Miami Marlins,Tampa Bay Rays,0,4,2,2,0,0,0,4,0,0
6,Joey Wendle,Miami Marlins,Tampa Bay Rays,0,3,0,0,0,0,0,4,0,0
7,Jon Berti,Miami Marlins,Tampa Bay Rays,0,3,3,2,1,1,0,4,1,0
8,Jacob Stallings,Miami Marlins,Tampa Bay Rays,0,4,0,2,2,0,1,4,1,0
9,Dane Myers,Miami Marlins,Tampa Bay Rays,0,3,0,0,1,0,3,4,0,0
10,Brandon Lowe,Tampa Bay Rays,Miami Marlins,1,4,0,1,0,0,1,4,1,0
11,Wander Franco,Tampa Bay Rays,Miami Marlins,1,4,0,0,0,0,1,4,0,0
12,Randy Arozarena,Tampa Bay Rays,Miami Marlins,1,4,0,0,0,0,1,4,0,0
13,Luke Raley,Tampa Bay Rays,Miami Marlins,1,3,0,1,0,1,1,4,1,0
14,Isaac Paredes,Tampa Bay Rays,Miami Marlins,1,4,0,0,0,0,0,4,0,0
15,Harold Ramírez,Tampa Bay Rays,Miami Marlins,1,3,0,1,0,0,1,3,0,0
16,Josh Lowe,Tampa Bay Rays,Miami Marlins,1,3,1,1,0,0,0,3,2,0
17,Jose Siri,Tampa Bay Rays,Miami Marlins,1,3,0,1,1,0,1,3,1,0
18,Christian Bethancourt,Tampa Bay Rays,Miami Marlins,1,3,0,0,0,0,1,3,0,0
0,Maikel Garcia,Kansas City Royals,Cleveland Guardians,0,5,0,1,1,0,0,5,2,0
1,Bobby Witt,Kansas City Royals,Cleveland Guardians,0,5,0,0,0,0,1,5,0,0
2,MJ Melendez,Kansas City Royals,Cleveland Guardians,0,4,1,2,1,1,0,5,5,1
3,Salvador Perez,Kansas City Royals,Cleveland Guardians,0,5,0,2,0,0,2,5,3,0
4,Michael Massey,Kansas City Royals,Cleveland Guardians,0,4,0,2,0,1,0,5,3,0
5,Freddy Fermin,Kansas City Royals,Cleveland Guardians,0,4,1,2,0,1,0,5,2,0
6,Nick Pratto,Kansas City Royals,Cleveland Guardians,0,4,0,1,0,0,3,4,1,0
7,Nicky Lopez,Kansas City Royals,Cleveland Guardians,0,0,0,0,0,0,0,0,0,0
8,Drew Waters,Kansas City Royals,Cleveland Guardians,0,3,0,0,0,1,2,4,0,0
9,Kyle Isbel,Kansas City Royals,Cleveland Guardians,0,3,1,1,0,0,0,3,0,0
10,Dairon Blanco,Kansas City Royals,Cleveland Guardians,0,1,0,1,1,0,0,1,2,0
11,Steven Kwan,Cleveland Guardians,Kansas City Royals,1,3,0,1,2,2,1,5,1,0
12,Andrés Giménez,Cleveland Guardians,Kansas City Royals,1,4,1,0,0,1,1,5,0,0
13,José Ramírez,Cleveland Guardians,Kansas City Royals,1,4,3,3,3,1,0,5,0,0
14,Josh Naylor,Cleveland Guardians,Kansas City Royals,1,4,0,1,0,1,0,5,1,0
15,Will Brennan,Cleveland Guardians,Kansas City Royals,1,3,1,0,0,1,0,5,0,0
16,David Fry,Cleveland Guardians,Kansas City Royals,1,4,1,1,2,0,2,4,4,1
17,Tyler Freeman,Cleveland Guardians,Kansas City Royals,1,3,1,1,1,1,0,4,1,0
18,Gabriel Arias,Cleveland Guardians,Kansas City Royals,1,4,1,2,0,0,1,4,2,0
19,Myles Straw,Cleveland Guardians,Kansas City Royals,1,3,0,0,0,1,1,4,0,0
0,Julio Rodríguez,Seattle Mariners,Minnesota Twins,0,5,3,3,1,0,1,5,0,0
1,Eugenio Suárez,Seattle Mariners,Minnesota Twins,0,4,0,1,1,1,2,5,0,0
2,Teoscar Hernández,Seattle Mariners,Minnesota Twins,0,5,0,1,1,0,3,5,0,0
3,Mike Ford,Seattle Mariners,Minnesota Twins,0,5,0,0,0,0,3,5,0,0
4,Ty France,Seattle Mariners,Minnesota Twins,0,3,1,0,0,1,1,4,0,0
5,Tom Murphy,Seattle Mariners,Minnesota Twins,0,4,1,1,0,0,0,4,2,0
6,Cade Marlowe,Seattle Mariners,Minnesota Twins,0,2,1,0,0,2,0,4,0,0
7,Dylan Moore,Seattle Mariners,Minnesota Twins,0,4,2,3,4,0,1,4,9,2
8,Kolten Wong,Seattle Mariners,Minnesota Twins,0,4,0,1,1,0,1,4,1,0
9,Carlos Correa,Minnesota Twins,Seattle Mariners,1,5,0,0,0,0,1,5,0,0
10,Edouard Julien,Minnesota Twins,Seattle Mariners,1,5,1,1,1,0,1,5,1,1
11,Max Kepler,Minnesota Twins,Seattle Mariners,1,5,0,0,0,0,1,5,0,0
12,Matt Wallner,Minnesota Twins,Seattle Mariners,1,4,2,2,2,0,1,4,8,2
13,Willi Castro,Minnesota Twins,Seattle Mariners,1,4,0,1,0,0,1,4,0,0
14,Trevor Larnach,Minnesota Twins,Seattle Mariners,1,4,1,2,0,0,1,4,0,0
15,Kyle Farmer,Minnesota Twins,Seattle Mariners,1,4,1,2,1,0,1,4,1,0
16,Joey Gallo,Minnesota Twins,Seattle Mariners,1,3,1,1,1,0,2,3,1,0
17,Donovan Solano,Minnesota Twins,Seattle Mariners,1,1,0,0,0,0,0,1,0,0
18,Christian Vázquez,Minnesota Twins,Seattle Mariners,1,4,1,3,2,0,0,4,0,0
19,Michael A. Taylor,Minnesota Twins,Seattle Mariners,1,0,0,0,0,0,0,0,0,0
0,Elly De La Cruz,Cincinnati Reds,Milwaukee Brewers,0,4,0,1,0,0,3,4,0,0
1,TJ Friedl,Cincinnati Reds,Milwaukee Brewers,0,4,0,2,0,0,1,4,3,0
2,Matt McLain,Cincinnati Reds,Milwaukee Brewers,0,4,0,0,0,0,4,4,0,0
3,Jake Fraley,Cincinnati Reds,Milwaukee Brewers,0,4,0,0,0,0,1,4,0,0
4,Jonathan India,Cincinnati Reds,Milwaukee Brewers,0,4,0,1,0,0,3,4,2,0
5,Joey Votto,Cincinnati Reds,Milwaukee Brewers,0,3,0,2,0,0,0,3,2,0
6,Christian Encarnacion-Strand,Cincinnati Reds,Milwaukee Brewers,0,3,0,0,0,0,2,3,0,0
7,Tyler Stephenson,Cincinnati Reds,Milwaukee Brewers,0,3,0,0,0,0,1,3,0,0
8,Will Benson,Cincinnati Reds,Milwaukee Brewers,0,3,0,0,0,0,3,3,0,0
9,Christian Yelich,Milwaukee Brewers,Cincinnati Reds,1,4,0,1,0,0,0,4,2,0
10,William Contreras,Milwaukee Brewers,Cincinnati Reds,1,4,0,0,0,0,0,4,0,0
11,Willy Adames,Milwaukee Brewers,Cincinnati Reds,1,4,0,1,0,0,1,4,1,0
12,Sal Frelick,Milwaukee Brewers,Cincinnati Reds,1,3,1,0,0,1,1,4,0,0
13,Andruw Monasterio,Milwaukee Brewers,Cincinnati Reds,1,4,0,2,1,0,0,4,4,0
14,Abraham Toro,Milwaukee Brewers,Cincinnati Reds,1,3,1,1,0,0,1,3,1,0
15,Owen Miller,Milwaukee Brewers,Cincinnati Reds,1,1,0,0,0,0,1,1,0,0
16,Tyrone Taylor,Milwaukee Brewers,Cincinnati Reds,1,3,1,1,2,0,0,3,4,1
17,Brice Turang,Milwaukee Brewers,Cincinnati Reds,1,3,0,2,0,0,0,3,3,0
18,Joey Wiemer,Milwaukee Brewers,Cincinnati Reds,1,3,0,1,0,0,0,3,1,0
0,Brendan Donovan,St. Louis Cardinals,Arizona Diamondbacks,0,5,2,2,0,0,0,5,2,0
1,Paul Goldschmidt,St. Louis Cardinals,Arizona Diamondbacks,0,4,1,1,2,1,1,5,4,1
2,Lars Nootbaar,St. Louis Cardinals,Arizona Diamondbacks,0,4,1,3,2,1,0,5,6,1
3,Tyler O'Neill,St. Louis Cardinals,Arizona Diamondbacks,0,5,1,2,0,0,1,5,0,0
4,Nolan Gorman,St. Louis Cardinals,Arizona Diamondbacks,0,5,2,3,3,0,0,5,9,2
5,Alec Burleson,St. Louis Cardinals,Arizona Diamondbacks,0,3,0,0,0,0,1,3,0,0
6,Dylan Carlson,St. Louis Cardinals,Arizona Diamondbacks,0,2,0,0,0,0,1,2,0,0
7,Taylor Motter,St. Louis Cardinals,Arizona Diamondbacks,0,4,0,0,0,1,2,5,0,0
8,Paul DeJong,St. Louis Cardinals,Arizona Diamondbacks,0,4,2,2,0,0,2,4,3,0
9,Andrew Knizner,St. Louis Cardinals,Arizona Diamondbacks,0,4,2,2,3,0,1,4,5,1
10,Geraldo Perdomo,Arizona Diamondbacks,St. Louis Cardinals,1,4,0,2,0,1,1,5,4,0
11,Ketel Marte,Arizona Diamondbacks,St. Louis Cardinals,1,4,1,0,0,1,0,5,0,0
12,Corbin Carroll,Arizona Diamondbacks,St. Louis Cardinals,1,4,3,3,0,1,1,5,4,0
13,Christian Walker,Arizona Diamondbacks,St. Louis Cardinals,1,4,1,3,3,0,1,5,6,1
14,Dominic Canzone,Arizona Diamondbacks,St. Louis Cardinals,1,5,1,2,2,0,1,5,3,0
15,Emmanuel Rivera,Arizona Diamondbacks,St. Louis Cardinals,1,5,1,1,1,0,2,5,4,1
16,Jake McCarthy,Arizona Diamondbacks,St. Louis Cardinals,1,5,0,3,0,0,0,5,4,0
17,Alek Thomas,Arizona Diamondbacks,St. Louis Cardinals,1,5,0,1,1,0,1,5,2,0
18,Jose Herrera,Arizona Diamondbacks,St. Louis Cardinals,1,4,0,0,0,0,1,4,0,0
19,Lourdes Gurriel Jr.,Arizona Diamondbacks,St. Louis Cardinals,1,1,0,0,0,0,0,1,0,0
0,George Springer,Toronto Blue Jays,Los Angeles Dodgers,0,4,0,0,0,1,0,5,0,0
1,Bo Bichette,Toronto Blue Jays,Los Angeles Dodgers,0,5,1,3,2,0,1,5,3,0
2,Brandon Belt,Toronto Blue Jays,Los Angeles Dodgers,0,5,0,1,1,0,0,5,1,0
